team,year,text
Bielefeld-CeBiTec,2017," more precise equipment to recording growth rates. Next to this collaboration we sent plasmids from former iGEM Bielefeld-CeBiTec Teams to iGEM SDU Denmark 2017 and to several other researchers worldwide.
Collaboration – Mentoring iGEM Team UNIFI 2017
The iGEM team UNIFI is representing the University of Florence and is participating for the first time in the iGEM competition. As the only Italian team this year, they took the chance to collaborate with other iGEM teams beyond their own country borders. We met the iGEM team UNIFI at the European iGEM Meetup in Delft on 7th to 8th July and initiated the mentoring. Afterwards, we started this collaboration, with weekly skype conferences (Figure 1) in addition to intensive communication via email.
Figure 1: Skype meetings with iGEM UNIFI for a two-way collaboration.
During the mentorship we picked certain topics for every skype meeting. Those topics covered technical and practical advices concerning the wiki and important points for human practice among others. Together we discussed all the gold medal criteria and gave tips how to fulfill them. Furthermore we discussed organizational aspects of travel and stay in Boston. During one skype call our HTML programming expert Maximilian answered questions concerning HTML coding.
In return for the mentorship, iGEM UNIFI helped us characterizing two BioBricks. To make sure that Escherichia coli is able to take up the unnatural nucleoside triphosphates from the cultivation media we had to introduce a heterologous transporter. One of the BioBricks encodes a complete   nucleotide transporter PtNTT2 ( BBa_K2201004 ) originated from the algae Phaeodactylum tricornutum. The second BioBrick is a truncated version missing the N-terminal signal peptide ( BBa_K2201001 ). This N-terminal signal peptide leads to some kind of toxicity in E. coli. Through cultivation experiments we wanted to investigate the extent of the toxicity by comparing the growth of the strain expressing the full version of PtNTT2 to the ones expressing the truncated version.
iGEM UNIFI had the capacity to perform the same cultivation experiment we performed using a microscale bioreactor. This ensured automatic measurements for OD600 values which would decrease errors concerning µmax. This characterization from iGEM UNIFI led to a more accurate estimation of the toxicity of a full length version compared to a truncated version of PtNTT2.
Cultivation performed by iGEM team UNIFI as part"
Shiyan_SY_China,2015,"Team:Shiyan SY China/Collaborations
IGEM-TEAM
HOME
PROJECT
Description
Background
Design
Experiment&Steps
Results&Future
Parts
HUMAN PRACTICES
T-shirt
Biology Speech
IGEM Magazine
Questionnaire
Sina Weibo
Community&Video
SAFETY
Safety Design
Lab security
Safety Delivery
TEAM
Members
Instructors
Attributions
Collaborations
NOTEBOOK
Notebook
You have to believe in yourself. That’s the secret of success.
—— Charles Chaplin
Collaborations
We really appreciate LZU-China’s help in 2015’s iGEM competition. LZU-China is a team supported by Lanzhou University which is the best university in the northwestern region of China, ranking as one of the top 30 among over 1,500 universities across China. And they have taken part in the last 2 years’ iGEM competition. This year, they mentored us and shared their competition experience with us. They provide many valuable suggestions which are about the presentation, the wiki design and the parts construction.
For example, they provided many useful advises for the construction of parts. We are HS team so that we do not have much experience in genetic engineering. LZU-China helped us to solve many problems we met like selecting the clone, assembling the plasmid.
What’s more, they pointed an important mistake for us, which made us avoid adding a wrong part, and told us many things about the part shipping. We completed the part submission form with their assistance. They helped to choose the suitable Part ID and told us how to fill in the Registry.
We are particularly grateful to International Teenage Competition and Communication Center (ITCCC). Dr. Mao Yong helped us to understand match process and how to enter for it in our preparatory phase. And igem team from Tianjing University, which presented handbook to us by post.
 
© 2015 Shiyan_SY_China iGEM Team. All rights reserved."
Stony_Brook,2018,"
Instagram Challenge
In an effort to present our iGEM projects to communities in an interesting and creative way, we created an Instagram Challenge! The iGEM Photo-a-Day Instagram Challenge invited teams from all over the world to try to post pictures following a daily prompt for the month of July. We reached out to teams to submit prompts for the challenge, and received ideas from Michigan State University iGEM, iGEM Evry, iGEM Bulgaria, HHU Dusseldorf, and Estonia iGEM. Once our schedule was ready, we sent out the challenge. iGEM Hamburg, HHU Dusseldorf, iGEM Estonia, iGEM Evry, Michigan State University iGEM, iGEM Barcelona, Linköping University iGEM, iGEM Tec-Monterrey, iGEM TecMonterrey_GDL, NTHU iGEM, iGEM Graz, and iGEM NYU Abu Dhabi all participated. 
Previous Next
Postcards Delivered to HHU Düsseldorf iGEM
On June 22nd, we had a Skype call with Dusseldorf iGEM because their project was very similar to ours. They were trying to establish a co-culture of S. elongatus , E. coli , and S. cerevisiae . Due to our shared goal, we exchanged a variety of information from culturing conditions to genetic assembly methods. We also sent a few articles that discussed co-culture that we found helpful for our project, and extensively discussed it with Dusseldorf iGEM.
In addition to the similarity between our projects, we were also both honored to receive an Opentrons OT-2 robot from Opentrons. Unfortunately, at the time of discussion, they have not yet received their Opentrons robot, so we wholeheartedly offered to run any protocols on the Opentrons that they wanted to test out. In return, they offered to let us try out a cyanobacteria gene circuit in their co-culture apparatus. However, due to time constraints and the extensive shipping process, we could not prepare and ship the gene circuit to Dusseldorf.
Furthermore, we were incredibly excited to collaborate with HHU Dusseldorf in their mission to send postcards to bolster public awareness of synthetic biology and allow teams to introduce themselves and their projects before the Giant Jamboree. We designed our postcard to have gumballs (as we are The Sucrose Factory) and described our project briefly on the back. After we shipped one hundred postcards, we received a stack of post"
Chalmers-Gothenburg,2018,"Team:Chalmers-Gothenburg/Collaborations
Collaborations- iGEM Chalmers-Gothenburg 2018
PROJECT
Project Overview Project Summary Achievements
LABWORK
Binding Detection Treatment
InterLab BioBricks Protocols Safety
HUMAN PRACTICES
Human Practices Collaborations Outreach
MODELING
Model Overview Model Design
PEOPLE
Team Supervisors Sponsors Attributions
SOCIAL MEDIA
Facebook Instagram Twitter
Collaborations
Part of the project was also to share experiences with other teams from all over the world. These experiences were partly active and partly just participation. Collaborations helped us create a network of interacting students and teams that taught us what is the meaning of an active scientific community. After all, what makes a discovery or an experience beautiful is being able to share it.
BioBrick Tutorial DTU
DTU Biobuilders, DTU University, Denmark
In April, DTU Biobuilders, iGEM team from the Technical University of Denmark, invited us and other teams from Sweden, Norway and Denmark to participate to a BioBrick tutorial: a three day event in which we learnt how to build a BioBrick both in theory and in the lab and we also had the opportunity to exchange opinions about other topics. In particular:
We worked in the lab with the BioBricks, we combined three genes into a plasmid by digestion, ligation and transformation in E.coli.
We had talks about the iGEM Interlab Study: the largest international biology research project, by three alumni who talked about their experiences in iGEM, and one about Human Practices.
We had a workshop on how to pitch our iGEM project.
We had a talk with Abigail from iGEM HQ about after iGEM.
Nordic iGEM Conference in Lund
iGEM Lund, Lund University, Sweden
The Nordic iGEM Conference is hosted annually and serves as a meeting point for all the Nordic iGEM teams. It is important as teams get to meet other iGEM competitors to exchange ideas, knowledge, and discuss potential collaborations. It is hosted by the previous year's winners of the conference. iGEM Lund, being the 2017 winners, have received the honor of hosting the 2018 event. The NiC serves the purpose of gathering and preparing the Nordic teams for The Giant Jamboree event in Boston. In the conference, we had the opportunity to present our project and we also had a poster session.
Postcards
iGEM Duess"
UCAS,2017," to construct a sensor system which clears its previous signals fast and automatically, we employed mRFP1 with different ssrA degradation tags, Ba_K1339001, BBa_K1339002, BBa_K1339003.
In the meantime, we noticed that there exists a series of parts composed by mut3b GFP and ssrA tags, for example, BBa_K1339004. Considering that the highly efficient folding capability of superfolder GFP (sfGFP) should be more exploited, we replaced the mut3b GFP with a superfolder GFP, to see if there is any improvement for this part. This time, we took the part BBa_K1339004, which is a mut3b GFP with a LVA tag, as a try.
By comparing the kinetic curves of these two parts (see methods for more information), we observed that there is no remarkable improvement in total relative fluorescence intensity at the steady state, and the degradation trends are highly similar as well. The minimum fluorescence intensity of sfGFP with the LVA tag is a little bit weaker than mut3b GFP, which may because the set wavelength of the exciting light suits the mut3b GFP best but not the sfGFP. In another word, this may not be seen as an improved feature.
However, when analyzing the gcolumnth curves, we found that the curve of mut3b GFP reveals stronger fluctuation than sfGFP. That is to say, the sfGFP with a LVA tag shows a more stable gcolumnth state (fig.1). This is a significant improvement, because for engineered bacteria expected to work properly in real world, they must have robust viability. A part leaves bacteria gcolumning unstably cannot be further programmed efficiently.
Part number
Name
Type
Description
Length/bp
Designer
BBa_K2287000
sfGFP+LVA
Coding
sfGFP with a LVA degradation tag
753
Ruiling Cai
BBa_K2287001
glnAp2
regulatory
Lack-nitrogen induced promoter
299
Ruiling Cai
BBa_K2287002
glnHp2
regulatory
Lack-nitrogen induced promoter
287
Ruiling Cai
BBa_K2287003
astCp
regulatory
Lack-nitrogen induced promoter
427
Ruiling Cai
BBa_K2287021
Prs
coding
phosphoribosylpyrophosphate synthase
948
Jianyi Huang
BBa"
Gifu,2018,") got together, and each team gave presentations about our provisional projects and team management. After that, we exchanged opinions and gave some advice to each other. For example, we asked why they chose that method of experiments. We also discussed the future work of projects for the coming Giant Jamboree. We were inspired a lot by knowing innovative research projects and views of other teams.
About iGEM East Asia Meetup 2018
Team List
iGEM Botchan Lab Tokyo
iGEM ASIJ Tokyo
iGEM KAIT JAPAN
iGEM TokyoTech (Organizer of the meetup)
iGEM Botchan Lab Tokyo
We kept contact with iGEM Botchan Lab Tokyo this year since iGEM East Asia Meetup occurred. They introduced us their project showing us a PDF file ( Go to the wiki page of iGEM Botchan Lab Toyko ). We also sent some documents regarding our project back to them. ( Click here to download our PDF ) Their project may lead to a solution of food crisis from the viewpoint of Nitrogen fixation. They said that if E.coli can synthesize amino acid by taking in nitrogen gas from the air as a part of our intestinal flora, malnutrition can be solved much easier. Considering this project, we offered a scientific article written by our PI, Prof. Iwahashi. Since he used to research nitrogen fixation before. They also taught us the methods of cloning. They constructed really large plasmids and we asked for the advice from them. Sadly, we could not make them this year but still, it was totally helpful for us.
iGEM Paris Bettencourt
Cell-free expression platforms allow the production of proteins from DNA without live cells by making use of modified cell lysates. Their application is increasingly popular in synthetic biology where they allow fast iteration of design-build-test cycles of genetic parts and gene circuits. Now is the time to prepare for the widespread adoption of cell-free methods by iGEM teams.
With this concept, iGEM Paris Bettencourt planned to have a pilot-scale interlab to test the variation of cell-free expression systems between labs. Then Dr.Evelyn from Arbor Biosciences connected us to Paris Bettencourt team. Thus we had a Skype meeting and our team decided to join the collaboration. You can download the PDF which shows the result of our collaborative research below.
RESULT
Go to the wiki page of iGEM Paris Bettencourt
iGEM Thessaloniki
Take a look at iGEM Thessaloniki's wiki to know this collaboration"
KU_Leuven,2015," in the Cap Sciences convention centre. Afterwards everyone shared lab experience and the group talked about problems we                 have had in the lab and discussed possible solutions.                 Additionally we discussed the BioBrick creation and submission.                 We really appreciate the hospitality and friendliness of the Bordeaux team members. We                 where picked up from the airport and even invited to have dinner after the meetup. We want to thank the Bordeaux team for this very nice weekend.
The Edmonton call
We talked to iGEM Edmonton through Skype about our iGEM experience. They want to make a guidebook for future iGEM teams which deals with any problems iGEM teams can face throughout the competition, for example problems that involved lab work, project design, team dynamics, etc. The book will also provide solutions to those problems. The Edmonton team wanted to have an interview with all the members of the New Applications track, so this can be the first ever total track collaboration.
Survey
We conducted a survey to shed light on the perception of synthetic biology in                                 Belgium.
Public Engagement
How we engaged generally and intra university-wise.
Ethics
What we learned from a panel of experts we invited to discuss ethical and legal                                 questions.
Education
We went teaching and devised an educational card game, which is fun to play.
Symposium
We hosted a symposium with other iGEM teams attended and got interesting                                 speakers to broaden our horizons.
Back
Go back to the Outreach page.
Survey
We did a survey to shed light on the perception of synthetic biology in belgium.
Public Engagement
How we engaged generally and intra university-wise.
Ethics
We invited a panel of experts to discuss ethical questions with us.
Education
We went teaching and devised an educational card game, which is fun to play.
Symposium
We hosted a symposium with other iGEM teams attended and got interesting                                 speakers to broaden our horizons.
Back
Go back to the Outreach page.
Contact
Address: Celestijnenlaan 200G room 00.08 - 3001 Heverlee
Telephone: +32(0)16 32 73 19
Email: igem@chem.kuleuven.be"
Groningen,2016," into Chinese.
Team
Members
Supervisors
Collaborations
Achievements
Contact
Jamboree
Project
Tour
Description
Design
Demonstration
Summary
Applications
Results
Future Perspectives
Biology
Experiments
Safety
Decoy experiment
Photoswitchable antibiotics
BioBrick Characterization
Key deletion
Proof of concept
Lab journal
Plasmid construction
Protocols
Primer list
Notebook
Modelling
Modelling
Mutation Rates
Random Mutation
AI Agent model
Decoding Fidelity
Optimal Strain
Computing
Software
Encoder
Decoder
Full Coding
Human Practices
Human Practices
Outreach
Social
Legal
Future Scenarios
Education
Integrated Practices
Engagement
Gold
Silver
Support
Sponsors
Attributions"
Pasteur_Paris,2018,"hmukh Gopaul, researcher in Biochemistry at the Institut Pasteur and head Design for Biology Center - Education Department.
After a homemade lunch, very appreciated by the French teams, we organized round tables about bioethics, and how regulations may be a restraint to innovation. We had the great pleasure to welcome:
Dr. Pascal Boireau, on micro-organisms ranked for bioterrorism, OGM and dual research
Mr. Didier Coeurnelle, on the ethics of experiments linked to the end of life
Mrs. Valérie Dépadt, on medically assisted procreation
Mr. Térence Ericson, on Artificial Intelligence and genetic modification
Dr. Deshmukh Gopaul, on ethical problems raised by the projects of the iGEM French teams
Mr. Alexei Grinbaum, on the responsibility of the researchers and use of stories to think about ethical questions
Mrs. Joanna Trouchaud, on the use of animal models in research
Mr. Will Wright, the European Ambassador of iGEM was our special guest. He presented and talked to the teams on the experience of iGEM and After iGEM.
Figure 6: Will Wright, European Ambassador of iGEM during his presentation
To illustrate this day, we had the pleasure to host Naïs Coq , a science and event illustration artist. You can find all her drawings on our Twitter account under #parisianmeetup #iGEM2018 #drawiGEM. After a Ph.D. in Physical fluid and a short Post-Doc, she decided to come back to her true passion, drawing, and started her career in illustration and scientific drawing. This day was a success and we are thanking every participating team for their presentation and awesomeness. (Cf. Figure 7)
Figure 7: The 2018 Parisian Meet-Up including members of each team, Jury members, round table hosts, and the iGEM Ambassador
iGEM Aix Marseille Université – Summer Mediterranean Meet-Up
Organized by the iGEM Aix Marseille Université team, the summer Mediterranean Meet-Up took place in the CNRS lab of Marseille, gathering 8 French teams and two Spanish teams. On Thursday, the event started with a 180-second presentation of each project, followed by questions by the Jury. Unfortunately, the weather changed the afternoon plans, instead of visiting Marseille under the hail, we got to know each other around card games. On Friday, we attended a roundtable on bioethics to question the risks of our"
NYU_Shanghai,2015,"Team:NYU Shanghai/Collaborations
Project
Design
Parts
Code
Judging
Team
Members
Partners
Attributions
Outreach
Collaborations
Practices
Virtual Reality
Notebook
Daily Notes
Protocols
Bibliography
Collaborations
Xi'An Jiaotong Liverpool University
西安交通利物浦大学
A big applause to XJTLU! We were both teams working with chromoprotein parts and expressing colorful bacteria. We discussed about creating ideal conditions for the expression of color. When we were running out of time in the lab, XJTLU donated to us their plasmids and BL21 E. Coli cells so that we could see color in our lab. Check out their wiki.
Fudan University
复旦大学
With both the 2014 team and 2015 team, we met many times to discuss how to establish an iGEM team and what are the essential skills of the lab. On July 31st, the Fudan team donated to us their kits so that we could re-transform luciferase generators and chromoprotein parts. Giving us advice from using T-vectors to ordering primers to budgeting an iGEM team, Fudan has played a crucial role in helping establish our iGEM team. You can check out their wiki.
NCTU iGEM Asia Conference
For our first presentation of our iGEM project, we attended the iGEMers Asia Conference hosted by National Chiao Tong University. To all future Asian teams: you should attend this event! We met a lot of cool people, ideas, and projects and had a great time in Hsingchu, Taiwan. Check out the NCTU Formosa wiki.
Central China iGEMers' Consortium (CCiC)
We traveled to Beijing to meet Chinese iGEM teams and present our project. We met with more teams working with the pBAD promoter as well as chromoproteins, and it was really awesome being able to discuss with them on how we could improve expression. Thank you Peking University iGEM Team for hosting! Check out the Peking team wiki
Meetup with Tongji, Jiaotong, and ITB
We hosted one of the first meetups of the summer, we talked about our developing project ideas, general organizational principles for the summer, and potential collaborations for future Human Practice events. Our friends from Tongji University traveled for a little under an hour to come to NYU Shanghai, while the"
