team,year,text
UAlberta,2017,"Team:UAlberta/Collaborations
Toggle navigation
Team
Team
Collaborations
Attributions
Project
Description
Design
Notebook
InterLab
Safety
Demonstrate
Parts
Parts
Basic Parts
Composite Parts
Part Collection
Human Practices
Overview
Integrated and Gold
Public Engagement
Awards
Model
Software
Medal Checklist
Collaborations
IISc Bangalore: Modelling
UrbanTundra Edmonton
Manchester
Intra-Provincial Collaboration
IISc Bangalore: Modelling
In terms of modelling, we created a system that was modelled the buoyancy of GVP proteins, independently of diffusion. We had assumed that diffusion plays a negligible role in the overall speed of the E. coli bacteria that eventually rise to the top. However, after collaborating with the IISc Bangalore 2017 team, who is also working with gas vesicles, they informed us that diffusion plays a significant role in the buoyancy of the bacteria. They highlighted this importance by their Peclet number (Pe) calculation: the ratio of the rate of advection of a physical quantity by the flow to the rate of diffusion of the same quantity driven by an appropriate gradient. When they calculated this number for very similar environmental conditions as ours, they found that this number was on the order of 10^(-3), a lot smaller when compared to 1. This evidently suggested that diffusion is dominant over adjective transfer and must be considered during our calculations.
Since the IISc team was also working with gas vesicles, our collaboration did not stop at modelling. Over the course of the iGEM period, our team continued to discuss experiment plans, objectives, results and tips that could help the both teams succeed. In the future, Team UAlberta and Team IISc will continue to benefit heavily by combining their manpower and resources to strive for the goals collectively.
UrbanTundra Edmonton, Sister Team
Throughout the course of the summer, the members of Team UrbanTundra had become an extended part of our iGEM family. In both general lab training and the InterLab Study did we develop a robust collaboration. A large majority of UrbanTundra had not had previous experience with the techniques of molecular biology. So, as many of members of Team UAlberta had been in the same boat in iGEM 2016, we were glad to help acquaint UrbanTundra with the skills they would need. Over a series of several days did we train their members in the various laboratory protocols that are commonly used in synthetic biology. This included guiding them through a workflow which"
NAWI_Graz,2018,"Team:NAWI Graz/Collaborations
Project
Home
Description Design
Lab
Protocols Notebook Improve InterLab
Human Practices
Human Practices Public Engagement
Team
Team Members Attributions Collaborations
iGEM-Team BOKU Vienna
For the Interlab Study we got 2x100µl competent cells NEB® 5-alpha Competent E. coli (High Efficiency). Therefore we picked them up from their team (Vienna) and transported them in a dry ice box to graz to our lab.
iGEM-Team Marburg
We attended at their own interLab study. For this we had to do the GFP-experiment, like the one we did for the Igem interlab study. But this time we did it with the vibrio natriegens strain. Team Marburg sent us a toolkit and a description. Unfortunately, we got no valid results because we made some mistakes with the cells and had no backup. After that they sent us transformed cells (on agar plates) for a second round but the plates were not valuable because of too much moist inside the plates.
iGEM-Team Tec Monterrey
We participated in their #scienceeverywhere challenge where we took a photo in the traditional Austrian outfit called “Tracht”. For this challenge, we had to take a photo with a sign, which said how far away our hometown is from the giant jamboree. In addition, they invited all the attendants to their presentation at the giant jamboree.
iGEM-Team HAFS
The Hankuk Academy of foreign Studies had an inserat to challenge our cooking skills. They invited all Teams to send them a traditional recipe of their hometown. Therefore, we sent them our “Styrian pumpkin cream soup” recipe. It´s a very popular meal in Austria and it tastes amazing.
Styrian Pumpkin-Cream-Soup
Main Ingredients:
1/2 kg pumpkin (Hokkaido)
3 carrots
2 potatoes
1 onion
1-2 garlic gloves
oil or butter
water or vegetable fond(~700ml)
salt and pepper
nutmeg
ginger
Optional:
150g sour cream or creme fresh
bread crotons
pumpkin seed oil
roasted pumpkin seeds
Preparation:
Peel the pumpkin, pull out the seeds and chop it into cubes. Peel the carrots and the potatoes and chop it as well. Cut the onion and the garlic and sauté in oil or butter. Add the diced pumpkin, carrots and potatoes and roast it for a few minutes. Cover"
Hong_Kong-CUHK,2018,"Team:Hong Kong-CUHK/Collaborations
Top
RNA Aptamer Probe Influenza Detector
Proudly Presented by Team CUHK
HOME
PROJECT
WET LAB
DRY LAB
HUMAN PRACTICES
TEAM
AWARDS
Applied Design
Entrepreneurship
Hardware
Measurement
Model
Software
Email:
igem18.cu@gmail.com
Address:
CUHK, Sha Tin, NT, Hong Kong
CUHK Igem 2018
Collaborations
Collaboration with university team
Collaboration with NUS Singapore Team-A
Our team did not get desirable results when probes are expressed in E. coli BL21 (DE3). While Team NUS Singapore-A initially wanted to explore using RNA aptamers as a reporter system for the stress promoter htpG1, they had difficulties in cloning the construct for months. When they discovered that we are working on aptamer and the expression of it in E. coli, their team leader, Nanda, has a small meet-up with our wet lab team members in Hong Kong. We saw that our projects are closely related and there is an opportunity for collaboration.
Nanda (far left) with the members from CUHK iGEM team
After the discussion, we found out that their team has BL21 Star (DE3), a RNase-knockout strain of E. coli. As we expected see stronger signals from expressing the fluoescent RNA probes, we asked for this strain from them, which they kindly delivered it to us in the form of dried filter paper. We made competent cells from it and performed the assay again .
We received the package!
On the other hand, NUSGEM needed help on RNA aptamer constructions. While de novo gene synthesis or PCR from plasmids did not work for them, we have succeeded in cloning using oligo PCR, a design that allows the partially overlapping oligos to extend and form the desired gene fragment. We attached the Spinach aptamers to either a constitutive lpp promoter as a positive control, or a htpG1 promoter for their assay. Both teams agreed on constructing the constructs from both teams simultaneously, using the set of primers which our team has designed. In the end, their cloning was finally successful and is documented in the parts registry ( BBa_K2819010 ).
Gel Electrophoresis of PhtpG1-RNA aptamers
As NUSGEM has also constructed the lpp-aptamers, we asked for their help to measure the fluorescence intensity of i"
UCAS,2017," coli with extra xanthine supply.
Increase of uric acid production by over-expressing key enzymes in de novo purine biosynthesis pathway.
Expressing XOR in E. coli
We constructed the plasmid bearing recombinant human xanthine oxidoreductase (rhXOR, shorted as XOR) on a pETDuet-1 vector and transformed it into E. coli, thus obtaining E. coliXOR. We first cultured E. coliXOR in regular LB medium at 37℃ at 200 rpm for 12-16 hours, then added IPTG to induce expression of XOR and cultured at 30℃ at 200 rpm overnight. Then XOR activity was tested by incubating bacteria with OD600 of 100 with xanthine for 6 hours at 1100 rpm and detecting uric acid with HPLC-MS (for detailed assay, see NOTEBOOK ). In regular LB medium, no uric acid production was detected (Figure 7).
Since uric acid is reported to cause cell death, we speculated that expression of XOR in large quantity was baneful and thus expression was suppressed. Therefore, we removed IPTG and counted on leakage expression of XOR. XOR activity was tested following the same procedure, but still no uric acid production was detected (figure 8).
When we learnt that XOR contains molybdopterin cofactors as active catalytic site, we added 1mM sodium molybdate into regular LB medium and cultured E. coliXOR under same conditions as before. IPTG was added in experiment group while removed in control group. We used HPLC-MS to detect uric acid and integrated area was calculated and compared to decide the relative amount of uric acid. Since peaks of xanthine and uric acid were sometimes overlapped in UV absorbance plot (Figure 9), we integrated the MS plot. Results showed that compared to bacteria not bearing XOR (Control in Figure 10), E. coliXOR cultured with 1mM sodium had the exceptional ability to transfer external xanthine into uric acid. The function of IPTG differed regarding plasmid vectors. Control bacteria bore a pETDuet-1 plasmid same as pET-XOR, and gained resistance to ampicillin, while RSF-XOR bore a pRSFDuet-1 plasmid and was endowed a resistance to kanamycin. In pET-XOR bearing bacteria, addition of IPTG significantly inhibited its ability to oxidize xanthine, while in pRSF-XOR"
SDU-Denmark,2016,"Team:SDU-Denmark/Collaborations
Menu
Home
Introduction
Team
Attributions
Collaborations
Achievements
Project
Description
Experiments
Demonstration & Results
Proof of Concept
Scientific Reproduction
Parts & Procedures
Parts
Notebook
Safety
Practices & Prospects
Bioethics
Integrated Practices
Outreach
Prospects
Perspectives
Bacto-Aid
Collaborations
Collaboration with the iGEM Stockholm
The iGEM team from Karolinska Institutet (KI)/Kungliga Tekniska Högskolan (KTH) has a similar project and we want to thank them for always being open to discuss ideas. As part of our project regarding bacteriocins, we wanted to check the bactericidal effect on different bacterial strains. Stockholm (KTH/KI) contributed with that by performing a MIC test of crude cell extract containing our bacteriocins. Three different strains were used namely S. aureus, P. aeruginosa and E. Cloacae. Stockholms contribution with the MIC test made us able to compare their results to ours. For further information check out Demonstration & Results.
Collaboration with the Danish Technical University
We assisted the iGEM team from the Danish Technical University with the selection of a BioBrick. Their BioBrick did not express the desired gene, we suggested the use of K880005 instead.
Collaboration with Copenhagen University
Birka chaired a workshop on mathematic modelling, held at the Danish Technical University.
Collaboration with Chalmers University
At the Human Practices workshop in Copenhagen, our philosopher began a collaboration with Chalmers University. The iGEM team from Chalmers had made sci-fi novels as a way of presenting problems that could occur when working with GMO's. Our philosopher then made a sci-fi story for them, in dialogue style. The dialogue is focused on the Precautionary Principle.
Collaboration with the University of Virginia
The iGEM team from the University of Virginia asked us to help them by answering a survey, which we were more than happy to do.
Collaboration with the LMU and TUM Munich
We helped the LMU and TUM Munich iGEM team out by answering their survey about entrepreneurship. They had some great thoughts concerning the possibilities in creating a business through iGEM.
Meetups
Over the summer we attended several meetups. Our first meetup was at the Danish Technical University, who held a meetup for the Danish teams. This"
BIT,2016,"Team:BIT/Collaborations
<!DOCTYPE html>
Biology
Home
Project
Practice
Judging
Parts
Achievement
Team
PRACTICE
COLLABORATIONS
Human Practices
Collaborations
Meet ups
Collaboration
1 USTC (Track: New Application)
During the communication meetings USTC and us got much advice from each other about the projects. After the communication USTC helped us to build the modeling, which let us solve the problems about the modeling. For more details please look at the part of modeling.
BIT_Figure_USTC reasult1
BIT_Figure_USTC reasult2
BIT_Figure_USTC reasult3
2 Toulouse_France (Track: Environment)
Team Toulouse from France aimed to promote IGEM and synthetic biology and filmed the video about the experiment of synthetic biology and also dubbing in different language for different countries all over the world. After receiving the cooperation request, our team member ZHOU CHUANGUI introduced three experiments with mandarin which helped Toulouse University completed the Chinese dubbing and promote the progress of their project.
BIT_Figure Toulouse_FranceVIDEO 1
BIT_Figure_Toulouse_FranceVIDEO 2
BIT_Figure_Toulouse_FranceVIDEO 3
3 SDSZ-China (Track: High School)
In April, iGEM Team of High School Affiliated Beijing Normal university, along with SDSZ_China’s members MA XINYI and SU HETIAN had a communication with team BIT in Beijing institute of technology school and visited the laboratory. Their team joined the competition for the first time this year and their project is about the detection of antibiotic which was relative to the project of BIT in 2013. The purpose of this communication was to explore the problems existing in the detection with the synthetic biology and exchange the views. A member of BIT, ZENG QINGQUAN detailed introduced the project and the captain YANG WEI answered the questions for SDSZ_China and was willing to try his best to help them in the experiment, captain YANG YUANZHAN also shared the experience about the iGEM. Wish them get a great success this year.
Figure: BIT and SDSZ_China BIT_Figure_NYMU-Taipei
Figure:Introduction of project BIT_Figure_ With SDSZ_China
4 SCUT-China_B (Track: Therapeutics)
IGEM team of South China University of Technology, SCUT-CHINA_B gave a lot of help in the modeling. And member of"
Uppsala,2018,"Team:Uppsala/Collaborations
Home
Project
Worm Culturing
Transcriptomics
Phage Display
Reporter System
Modeling
Demonstrate
InterLab
Improve
Parts
Parts
Composite Part
Team
Meet the Team
Collaboration
Attribution
Achievements
Portfolio
Notebook
Protocol
Human Practice
Human Practices
Public Engagement
Safety
Results
Resultat from the Lab
Achievement
Collaborations
Vidilab
iGEM Stockholm
iGEM UC Louvain
iGEM Lund
Danmark Tekniske Universitet (DTU) Biobrick Tutorial
Nordic iGEM Conferance (NiC)
iGEM Work Environment Evaluation
During 2018, our team has collaborated with many other igem teams worldwide. Besides keeping close contact with all Nordic Teams through a common slack workspace for the project managers we have worked together in various other ways.
Vidilab
From the start Vidilab has been a loyal partner; giving us not only information about the problem that needs solving but also with the equipment needed for RNA sequencing.  In addition, they sponsored us with financial support in order to further develop the field of veterinary diagnostics.
Vidilab has throughout the summer been kind enough to provide us with fecal samples. This company has been a bridge between us and horse owners, giving us invaluable contacts and sharing our market analysis.
Figure 1. iGEM Uppsala representatives together with Bitte Ljungström, Vidilab CEO; Sara Ljungström, head of research and researcher Alice Anlind.
iGEM Stockholm
Since 2017, iGEM Uppsala and iGEM Stockholm have been collaborating to host panel discussions. This year we have evolved the concept making it a science symposium with two sessions, the first about how to maintain a healthy mental state while working in science and the second about biohacking. What’s also new is that Lund has also joined the event and the work in arranging it. The work started in June and we starting having meetings in early July, with a session every second week. The symposium was held at Uppsala University in late September where students, professors and previous iGEM participants attended. You can find more information about the event on the human practices page!
Furthermore, iGEM Uppsala and iGEM Stockholm have had a close relationship this year and held several social events together such as BBQs.
Figure 2. Barbecue with iGEM"
Bordeaux,2018,"The European meeting organised by the IGEM Munich team took place from the 20th to 22th of July. The organizers welcomed             4 of our members (Yasmine, Jean Clément, Anaïs and David) in a good mood, offering them badges and goodies.
We then attended lectures given by Friedrich Simmel and Kristen Jung, researchers at the University of Munich. Afterwards,             the members of the Munich team were kind enough to show us the city and we finished the evening at the English             Garden with all the other teams.
The following two days we were able to share our experiences during various workshops and games. We had the opportunity             to present our poster to the other teams during these 3 days. This allowed us to get feedbacks on our project,             on our experimental approach and on the way our project is presented.
On the last evening we shared dinner followed by a few drinks with our new friends from various iGEM teams. This meeting was definitely worth the trip!
Marseille:
The mediterranean meetup took place in Marseille on the 9th and 10th of August, 2 members of iGEM Bordeaux attended             this meetup (David and Estelle). First of all we had a presentation of the project of each team in 180 seconds,             a very interesting and challenging training. The afternoon was supposed to be booked for the Marseille tour, but the weather             did not agree. However many discussion between the teams and the general good mood saved this afternoon and we spent             the night in some pubs with many teams to continue sharing our feelings and experiences about the competition.
The second day we attended several workshops about bioethics and after iGEM, those workshop were very interesting. The             afternoon we had a poster session with some guests, all researchers at Marseille University. We received many great comments, a perfect way to keep our motivation             . Overall it was a wonderful meetup full of good people and relevant workshops."
Aachen,2016,"Team:Aachen/Collaborations
Home
Project Idea
Project Idea
Improvement
Applied Design
Glossary
Lab
Lab
Lab Book
Hardware
Collaborations
Parts 
Interlab Study
Protocols/Methods
Human Practices
Human Practices
Engagement
Integrated Practices
Beyond the Basics
Safety
Achievements
Achievements
Medal Criteria
Proof of Concept
Results
Team
Members
Advisors
Supervisors
Attributions
Supporters
Welcome to iGEM Aachen 2016
Collaborations
All teams consist of different people with different sets of skills. Therefore scientific collaborations are an excellent opportunity to exchange knowledge and are important to achieve a good project.
Click on the logo of a team to see further details about what they did for us or how we helped them.
iGEM Team Düsseldorf
iGEM Team Düsseldorf for iGEM Team Aachen
Our teams met for the first time at the German iGEM meetup in Marburg held in the beginning of August. There we exchanged our project ideas. We found out that both our projects are dealing with light activation. We discussed different ideas to irradiate our samples. iGEM Team Düsseldorf uses a so called light box, where the LED is fixed at the top and can be used to irradiate the samples with light of a specific wavelength. This seemed to be a good device for our activation process too.
iGEM Düsseldorf offered to build such a light box for our project as well. Because we need a specific wavelength for the activation of our non-canonical amino acid, we sent them one of our LEDs. They integrated this LED in their device and created a similar device for our purpose.
We used the device to study the activation of O-(2-Nitrobenzyl)-L-tyrosine (ONB-Y). ONB-Y was exposed to UV light for different exposure times. The activated ONB-Y samples were analyzed using gas chromatography coupled to mass spectrometry. The results reveal that when the exposure time was increased the cleavage of ONB-Y was higher. This was confirmed by the presence of a peak corresponding to 2-nitroso benzaldehyde i.e. the cleaved product.
Figure 1: Gladly receiving the light box.
Figure 2: Handing over the light box.
If you want to see more details for what purpose we used the light box, go to E.coli - targeting tyrosine irradiation point.
The counterpart of this collaboration can be seen on iGEM Düsseldorf"
Toronto,2015,"Team:Toronto/Collaborations
home
team
project
description
experiments
results
design
parts
notebook
attributions
collaborations
practices
human practices
alberta oil stories
community outreach
technology applications
technoMoral scenarios
safety
software
software
demo
wiki generator
entrepreneurship
University iGEM Collaborations
1. Oxford University iGEM
We participated with Oxford iGEM via skype calls, where we shared some of our most frequently asked questions from public outreach and saw that the question of how to keep genetically engineered bacteria contained from public release was a consistent question for both projects.
In addition, we shared with them our solution to this problem: 0.2 micron membrane filters from Sterlitech which can be used to make bacteria ""pills"". We also shared with them our user-friendly generator for markdown versions of the Wiki, in order for their team to more easily edit their Wiki content. The generator can be found here: https://github.com/igemuoftATG/generator-igemwiki
2. OGEM - Ontario Genetically Engineered Machine
OGEM is a consortium of iGEM teams from across Ontario. We met at different campuses over the summer term (at University of Toronto and Queen's University) to discuss how progress was moving along for all of the teams, and most importantly, to discuss any issues or roadblocks the other teams could help with. This lead to collaboration specifically with Waterloo iGEM.
3. Waterloo iGEM
Our partnership with Waterloo iGEM involved bringing copies of their surveys on the public perception of gene editing and genetically modified organisms to Toronto and Alberta, in order to broaden the scope of their research. Their research results also similarly aid our team in gaging what level of knowledge the public tend to have regarding issues such as GMO release, which is useful knowledge for the public outreach of our project.
1. Oxford University iGEM
2. OGEM - Ontario Genetically Engineered Machine
3. Waterloo iGEM"
