team,year,text
NCKU_Tainan,2017,"Team:NCKU Tainan/Collaborations
Toggle navigation
Collaboration
iGEM NTHU
In this September, we received the invitation to have a collaboration with iGEM NTHU . NTHU detected environmentally hazardous substances while our project is focusing on the sensing of nitrate concentration. They try to give a broader aspect. However, we try to give a more detail sensing system. Thus, we had a profound discussion of both teams’ projects. Moreover, we also shared our fluorescence idea of 2016 and 2017 with them.
After mutual inspection and troubleshooting with both projects, we were enlightened to expand our sensing device to detect more substances like environmental hormone even heavy metal in the future, which would make our project more practical. Also, NTHU offered their investigation results of aquaculture questionnaire to us. These questionnaires strengthened our data integrity and made our project more fit to the market demand.
This collaboration combined both teams’ detecting projects. We exchanged our hardware design, principle, commercial value, and strategies, making both our projects more compatible.
Collaboration in Biosafety
Last year, we successfully constructed biobrick BBa_K1920006, an arabinose induced cell lysis complication biobrick (P_BAD-RBS-lysis-B0015), but it is not available in the distribution kit of 2017 competition. Before the meet-up with iGEM MDHS and iGEM CSMU (click here to see more), we got a information that Mingdao were interested in this brick and want to combine it into their project for biosafety design. Thus, it’s our honor to provide five Biobricks and PCR production of our construction and handed over to them in the meet-up."
Leicester,2016,"Team:Leicester/Collaborations
Home
Project
Results
Human Practice
Ethics
Team
Attributions
Parts
☰
★  ALERT!
This page is used by the judges to evaluate your team for the team collaboration silver medal criterion .
Delete this box in order to be evaluated for this medal. See more information at Instructions for Evaluated Pages .
Sharing and collaboration are core values of iGEM. We encourage you to reach out and work with other teams on difficult problems that you can more easily solve together.
Which other teams can we work with?
You can work with any other team in the competition, including software, hardware, high school and other tracks. You can also work with non-iGEM research groups, but they do not count towards the iGEM team collaboration silver medal criterion.
In order to meet the silver medal criteria on helping another team, you must complete this page and detail the nature of your collaboration with another iGEM team.
Here are some suggestions for projects you could work on with other teams:
Improve the function of another team's BioBrick Part or Device
Characterize another team's part
Debug a construct
Model or simulating another team's system
Test another team's software
Help build and test another team's hardware project
Mentor a high-school team"
Tec-Monterrey,2018," test experimental data. This additional consideration comes from the fact that RNA transcription actually never reaches zero, which could have lead to potential discrepancies between the modeling and experimental results.
Figure 1: Skype meeting with ICT-Mumbai
Tec-Chihuahua
Collaboration
Collaborations with iGEM Tec-Chihuahua Team were full of difficult challenges, but hard work and effort from both parts gave good results. Our team helped Chihuahua with the nanoparticles that they will use in their project. They sent us their protocols, and we conducted additional research by contacting experts on the field. This lead to us proposing a new protocol to Chihuahua Team, which they accepted, involving the transformation and chemical encapsulation with chitosan to improve the efficiency output of the reaction, as well as the preservation of the nanocapsules.
Figure 2: Skype meeting with Tec-Chihuahua
Düsseldorf
Collaboration
For our collaboration with iGEM Düsseldorf Team, our mathematical model members came up with an appropriate system of differential equations, MATLAB code, and Python code that accurately described the complex Trinity system, which involves three codependent entities growing in the same medium. Although we got stuck a few times with grasping conceptually the functioning of the system, and some technical aspects of the python simulation, our results and ideas proved to be very useful to their team, leading to the determination of the correct ratio of nutrients needed in order for their organisms to grow into a stable system.
Figure 3: Skype meeting with Düsseldorf
IIT-Madras
Collaboration
One of our team members helped iGEM team IIT Madras with their Language Project, which involved making educational Synthetic Biology videos in our native language. As part of the collaboration, we received a script in English from IIT Madras and proceeded to translate it completely into Spanish. After that, an audio file was recorded and thus concluded our brief collaboration!
Madrid-OLM
Collaboration
Thanks to their advancements in software and computational modeling of protein structures, Madrid-OLM team was able to produce adn give us 3 models and animations of proteins used in our project: Cas1, Cas2, and RT EC86. With this collaboration, we were able to get more information, and understand our project even at a molecular level.                         We held a Q&A session with iGEM Madrid-OLM Team, concerning important Wiki aspects, where our main developer cleared some doubts about font usage, iGEM skins, and templates. Overall, it was a very productive session"
HokkaidoU_Japan,2015," I think automatization of experiments is absolutely imperative. No matter how simplify operations of experiments by open source, if people who actually experiment don’t understand means or mechanisms of the operations, they can’t understand the whole context or may fail many times. If automatization of operations of experiments comes true, I think SynBio is put to practical use in a real sence.”
Conclusion
We had meaningful discussions about each topic and helped to enhance the contents of Human Practice of Tec_Guadalajara .
In addition, we had a meaningful opportunity to think of the regulations of GMO.
Answering questionnaires about modeling and experimentation of Aalto-Helsinki
Modeling plays a key role in our project and gives us useful predictions on whether our projects will work well. So in synthetic biology, we can say that modeling serves as a crucial link between the idea and realization of an engineered biological system.
In this year, Aalto-Helsinki team survey about modeling. So we, Hokkaido University team, help Aalto-Helsinki team by answering 10 questionnaires on below.
What team are you in?
What is your field of studies?
How long have you been studying?
Is your team doing any modeling? If yes, is there an assigned group for this task?
What kind of roles do you have in your project?
What were your expectations for combining modeling with biology? Was there something surprising?
What guided your model construction? (Your own prior knowledge, a team member's prior knowledge, your own research (research articles etc.), advisor's prior knowledge, other (please specify))
What challenges were there in terms of collaborating between fields?
How did you approach the collaboration challenges? Did you feel your approach worked? Why, why not?
What kind of communication was there between modeling and laboratory practitioners? Were there any challenges in this communication?
How did the modeling efforts have an effect on the wetlab work? If there was no effect, why not?
Do you think that your models depict the real phenomena, or do you treat them rather as mere mathematical tools?
Now that you know better, is there something you would have done differently?
Comments
Modeling is also important for us, so we not only helped to enhance the contents of Human Practice of Aalto-Helsinki team, but had a meaningful opportunity to think of the relationship between Modeling and Biology.
←Attributions
Safety→"
SCAU-China,2018,"Team:SCAU-China/Collaborations
SCAU-2018
TEAM
Members
Attributions
PROJECT
Overview
Background
Design
Synergistic Recombination Kit
Mathematical Model of Biological Intrinsic Regulation System
Type II CRISPR/Cas 9 Kit
Method for Optimizing Microbial Cell Culture
Outlook
Demonstrate
LAB WORK
Experiments
Parts
Improve
Interlab
Measurement
MODEL
Overview
HAWNA
PPIBoost
Cultrue Condition
SAFETY
Safety
HUMAN PRACTICES
Overview
Silver
Integrated
Public Engagement & Education
Collaborations
Collaborations
Meetup
iGEM Southern China Regional Meeting(2017)
We were invited to Shenzhen University (SZU) to attend the  iGEM Southern China Regional Meeting. The meeting was divided into three parts: project presentation, Q&A and free discussion. We gathered together to discuss the feasibility of the project, checked whether the ideas were flawed,came up with many insightful and helpful suggestions.
In this meeting we met different teams from different universities, and established the foundation of collaborations and communications with other teams. It was the first time that our project was displayed when the chassis we choosed was Medicago sativa, and Sinorhizobium meliloti. It was a hard time that we could find no way out our project design.
The iGEM Southern China Regional Meeting brought us a lot, this period of exprience nearly changed the whole project design of our team.
Conference of China iGEMer Community(2017)
The Conference of China iGEMer Committee(CCiC) is an advanced academic conference of synthetic biology in China, aiming to promote the development of synthetic biology and improve the contact and communications of nationwide iGEM teams.
We attended the 2017CCiC  hosted by the FAFU-CHINA. It was a great opportunity for us to know more about other teams’ projects and learn from each other, such as TUST-China, they introduced their project to us, and we found that both of us chased the production optimization of bacterial cellulose, one of the difference between our projects was the chassis we choosed as bioreactor. We went on selecting suitable organisms to modify, and the new project design come into being.
We have well established the connections with some of the teams which bring us helpful collaborations and support for our CUIPD project. In addition, it was useful to talk to other teams to exchange experience on poster design, oral presentation"
H14Z1_Hangzhou,2018,"21 to validate its presence inside E. coli BL21 and therefore                         OMVs. We measured the RFP intensity versus OD600 value (RFP intensity/OD600) of E. coli                         transfected with NG5 to test the function of NG5.
Experiment procedure is:1) Transform plasmid pSB1C3-NG5 into E.coli BL21(DE3);2) Inoculate 5 ml                         LB with monocolony from the plate, and grow the cells overnight at 37 ℃，200 rpm;3) Inoculate 50                         ml of LB with pre-culture in a dilution of 1:100 and grow at 37℃，200rpm, and keep another 50ml                         LB as negative control;4) Grow the culture until OD600 is 0.6，add 50ul 0.5M IPTG solution, and                         keep another 50ml LB as negative control;5) Measure the fluorescence and OD600 every 2 hours.                         Keep another 50ml LB as negative control.
The data and curve of RFP intensity/OD600 were collected in the following:
Demonstrate the function of SC-L7Ae-mRFP1 by H14Z1_Hangzhou
XMU-China gave a good demonstrative example for our smart yogurt conception by preparing our                         special yogurt and determined the cell number and contents of two liver-protective agents. The                         process and results were described in the following:
1) Yogurt production process
We provided them the yogurt formula ( raw milk 93%, white granulated sugar 7%) and two strains                         (L. lactis NZ9000 and L. lactis NZ9000/pGMcA). They did the following steps for the process: 1) Heating raw milk to 55-60 oC, add a quantity of sugar, then stir then for 10 minutes at 3000                         rpm, finally heat up to 65 oC; 2) keep the culture medium at 65 oC for two-stage homogenization                         (5/20MPa), then do the sterilization at 90 oC for 5 minutes. Then cool down to 30 oC for the                         next inoculation; 3) Inoculate the milk-containing medium with suitable amount of L. lactis                         NZ9000 or L. lactis NZ9000/pGMcA, meanwhile the mixed amino acids were supplemented suitabley.                         Each fermentation process was maintained for 12 hour at 30 oC, and both"
UChicago,2018,"Team:UChicago/Collaborations
Home
Team
Team Members Collaborations
Project
Description Design Experiments Notebook InterLab Results Improve Attributions
Parts Safety Human Practices
Collaboration
This summer we collaborated with the iGEM team at Northwestern University on the InterLab project. They were experiencing difficulties successfully transforming the provided InterLab DNA into their competent DH5a cells. We helped them troubleshoot their issues by providing  the protocol we used to transform the DNA. We first rehydrated the provided iGEM DNA from Kit 7 with 10µL sterile water. We then transformed the DNA into JM109 competent cells and miniprepped the colonies to recover the DNA in greater concentrations. We then used this DNA in our InterLab transformations. The transformation procedure we provided the Northwestern iGEM team is as follows: 1. Add 1µL of the appropriate InterLab DNA into 1.5mL Eppendorf tube containing DH5a competent cells 2. Incubate competent cells on ice for 30 minutes 3. Tap gently every 10 minutes 4. Heat shock DH5a competent cells by placing in 42ºC water bath for 45 seconds 5. For recovery, place cells on ice for 2 minutes 6. Add 300µL of SOC media to rescue DH5a competent cells 7. Place cells in 37ºC incubator for 1 hour 8. Spin cells in microcentrifuge at 5K rpm for 2 minutes 9. Remove the upper 200µL of supernatant fluid 10. Resuspend cells in the remaining 100µL of SOC media 11. Plate 50µL of DH5a competent cells with InterLab DNA on LB + CAM plates 12. Incubate transformed DH5a competent cells in 37ºC incubator for 16 hours Using the procedure we provided, the Northwestern iGEM team was able to successfully transform their cells and complete the InterLab study."
Nagahama,2015,"Gen
https://2015.igem.org/Team:Nagahama/Tokyo-NoKoGen
・UI_Indonesia
https://2015.igem.org/Team:Nagahama/UI-Indonesia
・NEFU_China
https://2015.igem.org/Team:Nagahama/NEFU_China"
Birkbeck,2015,"Team:Birkbeck/Collaborations
Team
Members
Attributions
Research
Overview
Background
Experiments
Measurements
Modelling
Results
Conclusion
Safety
BioBricks
Basic Parts
Composite Parts
Outreach
Human Practices
Collaborations
InterLab
Journal
jQuery UI Accordion - Collapse content
Getting London teams ready for iGEM
Click here to learn more about our joint organised London iGEM Bootcamp
This June University College London , Birkbeck and London Biohackspace attended a jointly organised iGEM boot camp featuring BioBrick making in the lab, presentations from key iGEM team advisors as well as Skype talks with iGEM Headquarters representatives, DIY spectrophotometers, wiki design and extra lab skills.
The DIY track group assembled a functional spectrophotometer at the London Biohackspace using 3D printed components, while the Software track group learnt          the basic progrsmming required in developing the iGEM wiki and submitting BioBricks to the registry. Finally, the extra lab group received insights into          the most efficient cutting edge cloning technologies relevant to iGEM work.
Publishing the Birkbeck iGEM experience
We gave our articles, written for the team diary and wiki, a greater lease of publicity by sharing them with Amoy iGEM Team for exposure via Newsletter.
Working on Technion iGEM BioBricks
Ongoing progress on Technion Israel iGEM parts from past competition that we are in the process of characterising and improving.
Reinforcing Interlab Data
Click here to learn more about how we collaborated for extra robustness in our InterLab Study results
We’ve shared our Interlab findings with London teams and are exchanging parts in order to further study their expression in different laboratories,          conditions and equipment. This will add additional layers of data, analysis and conclusions to our individual Interlab results.
Raising project awareness on YouTube
Click here to learn more about this video of Sean and Ariana in the Trinity iGEM serioes: So you think you can synthesise?
Our project-related, instructional and entertainment videos aim to engage the public in synthetic biology, safety and research impact. We provided these to iGEM Academy run by Trinity iGEM to enrich their content and spread the word about Birkbeck iGEM 2015 questing to tackle one of the current world          healthcare problems using bacteriophages.
Hosting London teams for Catch-Up and Presentations
Click here to learn more about the London Meet-Up we hosted on "
ZJUT-China,2017,"Team:ZJUT-China/Collaborations
MENU
HOME
TEAM
Team
Collaborations
PROJECT
Description
Design
Experiments
Notebook
InterLab
Model
Results
Improve
Attributions
PARTS
Parts
Basic Parts
Composite Parts
Part Collection
SAFETY
HUMAN PRACTICES
Silver HP
Integrated and Gold
Public Engagement
JUDGING FORM
ZJUT-China
IGEM
Collaborations
Silver Medal Criterion #2
Shanghai Jiao Tong University
SJU is experienced in iGEM competition, to better improve our project, we paid a visit to Shanghai Jiaotong University on 14th April 2017. On arrival, teacher Wang and students there greeted us warmly, and spared no effort to share us with their years’ experience, including the problem we might meet in visa, accommodation and tickets booking and they also advised us how to establish a spirit to unite teammates together. Then we presented our projects in turn and teacher Wang provided several valuable advice.
SJU also offered their help to our experiment by providing pBR322-dusk-mRFP2 and pBAD18-pFixK2 to us.
We would like to express our sincere appreciation to SJU’s constructive suggestions and plasmid, they did help us a lot.
Shenzhen University
Though it’s the first year that we’ve participated in iGEM, we tried to help other teams. We set a good relationship with Shenzhen University. We provided them with plasmid pP43NMK-PGA when they turned to us for help.
Our project didn’t go without difficulty, actually we failed several times in establishing the light-involved system. Knowing that, Huazhong Agricultural University has successfully transformed a related plasmid, we contacted with them immediately, fortunately they were warm-hearted, and send the plasmid to us without hesitation."
