team,year,text
NUDT_CHINA,2017,"Team:NUDT CHINA/Collaborations
MENU
HOME
TEAM
Team
Collaborations
PROJECT
Description
Design
Experiments
Notebook
InterLab
Contribution
Model
Results
Demonstrate
Improve
Attributions
PARTS
Parts
Basic Parts
Composite Parts
Part Collection
SAFETY
HUMAN PRACTICES
Silver HP
Integrated and Gold
Public Engagement
AWARDS
Applied Design
Entrepreneurship
Hardware
Measurement
Model
Plant
Software
JUDGING FORM
HOME
TEAM
Team
Collaborations
PROJECT
Description
Design
Experiment
Notebook
Results
Demonstrate
Improve
PARTS
Parts
Basic Parts
Composite Parts
Part Collection
Attributions
InterLab
Model
SAFETY
HP
Silver HP
Integrated & Gold
Public Engagement
Collaborations
Collaborations with NJU_CHINA
In this year’s collaboration, NJU_china helped us to test the microRNA binding ability of miRNA binding sequences. They constructed a dual-luciferase miRNA target expression plasmid with their vector and our miRNA target sequences. Then they transfected the purified plasmids into cells and verify their functions.
In return, we performed nanoparticle tracking analysis (NTA) to have a more precise determination of the quantity and size of secreted exosomes. Extracellular vesicles, as nanoparticles, can be automatically tracked and sized based on Brownian motion and the diffusion coefficient. We measured the Nanosight enabled quantification and size determination of the extracellular vesicles in our experiment. The result we got from nanoparticle tracking analysis (NTA) can help NJU_china ascertain the relationship between protein concentration and exosomes quantity. Their acknowledgement to our contribution can be found in their wiki pages ( https://2017.igem.org/Team:NJU-China/Collaborations ).
Figure 1 exosomes magnified 100000x
Figure 2 exosomes magnified 200000x
Collaborations with BGIC_Union
During the FAFU CCiC (Fujian Agricultural and Forestry University Conference of China’s iGEMers Community) this year, we were reached by the BGIC-Union team asking for the sHRPN-dcas9 and sHRPC-dcas9 plasmids we constructed in iGEM 2016. It was a pleasure to hear that our design could provide convenience to other iGEM teams, so we provided them plasmid samples as well as detailed"
TJU_China,2018,"Failure is the mother of success
We believe that every one has made mistakes in labs, some mistakes are very interesting when thinking back. With a curious heart, we participate the collaboration ”Funniest Failure Experience”. Fudan-CHINA is collecting interesting and impressive reasons for failed experiments. A brochure will be designed, printed and handed our at Giant Jamboree to share these interesting experiences. Here are some experience from our team members:         Xiaoyu Yang: The first time I pure protein. After centrifugation at 18000rpm, the suspension with protein was directly poured away as a bacterial solution by us. This behavior directly led to our three-day useless working. After awakening, we went to the 4℃ cold storage to “cold” down.         Muchan Gao: When I added the last buffer WB of the plasmid, when we were happy, we dumped the centrifuged liquid.         Wenzhong Teng: Do you know how to dye protein gel? Yes, boil it with coomassie blue R250 for about 5 minutes. But do you know how to make a gel hard enough to knock out sound on plastic? Just boiled it until water evaporated and you will get one!
With these impressive experiences, we hope every one of us can be more careful about labs and find more interests in iGEM competition and synthetic biology."
Nanjing-China,2016," which is a team participating in iGEM for the first time. For starters, we offered timely help to them around May on how to establish a team by sending basic plasmids and answering questions through social media. After many rounds of discussions, we invited them to Nanjing University to have a face-to-face communication about each other’s project on June 9th. In return for this little conference, on September 24th, some of our team members and our team leader joined the meeting up with TMMU-China along with a few other teams. It is indeed a wonderful collaboration experience and both of us benefited a lot from each other by regular discussions. We sincerely hope that we can hear good news from each other in Boston!
Quick Link
* Put your mouse on those cards to see what will happen
CONTACT
Address
Life Science Department
#163 Xianlin Blvd, Qixia District
Nanjing University
Nanjing, Jiangsu Province
P.R. of China
Zip: 210046
Email
nanjing_china@163.com
Social media
Facebook
Twitter
SPONSORS
南京大学
生命科学学院
SCHOOL OF LIFE SCIENCES
NANJING UNIVERSITY
南京大学
NANJING UNIVERSITY
南京大学
化学化工学院
SCHOOL OF CHEMISTRY AND CHEMICAL ENGINEERING
NANJING UNIVERSITY
南京大学
化学与生物医学科学研究所
INSTITUTE OF CHEMISTRY AND BIOMEDICAL SCIENCES
NANJING UNIVERSITY"
Chalmers-Gothenburg,2018," Boston. In the conference, we had the opportunity to present our project and we also had a poster session.
Postcards
iGEM Duesseldorf, Heinrich-Heine University, Germany
We designed a postcard containing something characteristic about the project and a small description. The scope of this collaboration was to exchange postcards with teams from all over the world discovering easily about projects we didn’t know about and using those postcards to spread information about synthetic biology and iGEM.
DH5 alpha cells
iGEM Lund, Lund University, Sweden
We gave to iGEM Lund the DH5-Alpha Cells, E. coli cells that are used for maximizing the transformation efficiency. We plated them in LB and deliver them to their University. We believe that this kind of collaborations, in which teams exchange materials, are very useful because we save a lot of money and time and we understand the value of sharing and cooperating with other researchers.
Engineered Probiotics Around the World
Unesp Brazil, School of Pharmaceutical Science, Unesp, Brazil
The purpose of this collaboration was to exchange opinions about how engineered probiotics are regulated all around the world. By regulation we mean laws, trials, startups etc. After having thoroughly searched these information for the swedish and european countries, we wrote a document containing a summary and we sent it to Unesp Brazil Team. They will share with us what they learnt at the end of the iGEM period.
Attempting Science
iGEM Linkoping, Linköping University, Sweden
This year, the swedish iGEM Team form Linköping invited other teams to their University to discuss their projects and biology in general, during a podcast session. They have several episodes that they uploaded on youtube, and we, iGEM Chalmers, participated in the 4th episode. Watch here
Accessible Wiki
iGEM Marburg, Marburg University, Germay
The purpouse of this collaboration was to cooperate with iGEM Maburg and other teams from other Universities to make our wiki pages more accessible for people with disabilities. In particular, we used the function -alt in our code to have an alternative text coupled with the images, in this way, blind people who usually listen the page will have a description of the images that are in the wiki.
CONTACT INFORMATION:
CHALMERS University of Technology, Gothenburg, Sweden, igemgothenburg@gmail.com
Facebook Instagram Twitter"
UESTC-software,2016," AHTU_China
In the dry-lab testing of our project, we invited team AHUT_China to help us accomplish the task together. As the developer, we tested our project to prove it had the intended function. Further, we needed someone who knew little about the development of Bio101 to do a more objective testing. Team AHUT_China tested the fault tolerance and randomness of Bio101 as our first user and offered us with a software testing report. Besides, they analyzed bzip2 compression algorithm we used in Bio101 through building mathematical model.
Fig.7.A group photo of video meeting with AHUT_China.
We also kept in touch to get timely feedback on the problems arising from the operation of Bio101. On September 16th, 2016, we had a video conference with AHUT_China. We both introduced our projects to increase interaction and understanding. Their project for this year is about BIO-COMPASS2.0, which is used to get optimal solution of path planning through bio navigation. Before putting into practice, extracting and storing information of a region in the map are needed, and our Bio101 can bring about convenience to their database storage and ensure their applications into reality, which is an exploration during our cooperation. Most importantly, we feel very grateful for what they have done for us.
iGEM Southwest China Union Meetup
We are developing and growing
Last year, UESTC iGEMers led the establishment of iGEM SouthWest Union of China (iSWU), which is a sustained platform for all the iGEMers in the southwest region of China. Nowadays, iSWU has a markedly increase in the number as well as the kind of teams.
This year, there were four universities and one organization interested in synthetic biology participated in the iSWU communication held in Sichuan University. The meetup focused on the theme, “To promote the communication and cooperation among iGEM teams in the southwest region of China” and the main activity forms were to discuss teams’ projects and to share experience. It gave all teams an opportunity to achieve a deeper understanding and exchanging.
Fig.8. A group photo of iSWU.
We are recognized and encouraged
In communication meeting, professors impressed the innovation awareness and excellent iGEM quality on us. Yun Zhao, the vice-president of SCU college of life sciences, stressed that there is no need to mention first time in science, all science to do is the first time. Nianhui Zhang, the coach of SCU, shared the experience of his iGEM team leading trip"
Botchan_Lab_Tokyo,2017," All uses of GMOs require risk assessments to be run before the start of the production. The exact procedures related to obtaining permissions to use GMOs in the production vary, however, according to the target use of the final products or the way the GMOs are handled in the production process. As a general rule, products related to human health as well as those used as food or feed have to follow stricter GMO procedures, such as obtaining approvals from several ministries or labelling your final products in a predescribed manner. Environmental release of GMOs is also given serious attention although the procedures are not as tight, just as in the case of contained GMO use. Usually, the target use also dictates which Ministry will be responsible for the evaluation and approval of the planned GMO use. These could include Ministries of Agriculture, Health, Food, Fisheries, Forestry, Environment and many more.   In Korea, the procedure is also similar but it requires a payment of a examination fee that costs 4000 dollars. In the USA, GMO plants are considered equivalent to non-GMO plants and do not require much further approval; only if the plant express a protein that is significantly different from any protein originally expressed, will a respective institution be required to approve of such use. In Chile, on the other hand, it is forbidden to commercialize GMOs as only seed exportation is allowed.
As an employer who exposes their workers to biological agents, what safety measures am I obliged to adopt?  It can be noticed all countries participating in this collaboration, share the standard protocols of good practices in a laboratory, which includes the following:
Reduce the risk of manipulation to the maximum.
Identify the level of risk.
Use of necessary safety equipment for each activity.
Maintain the necessary information and supervision with trained personnel.
Reduce the risk of manipulation to the maximum.
Maintain an infection prevention protocol and equipment in case of emergency.
Reduce the risk of manipulation to the maximum.
Good hygiene of workers.
Reduce the risk of manipulation to the maximum.
Waste disposal protocols, among others.
In the United States, Australia, Brazil and Indonesia, these protocols for the manipulation of biological agents are all that is required to protect the workers involved. On the other hand, the European Union, Japan and India also require medical records of all workers exposed to biological agents to be kept for a specified period of time. Japan additionally requires the employers to hold medical check-ups every 6 months for the exposed workers. The legislations of EU, Korea, Canada, Chile and India group biological agents according to the risk they might create. These groups, in turn, determine what safety measures"
Stony_Brook,2017," Ithaca and Stony Brook
Figure 9: People's beliefs on if companies should label products of synthetic biology origin, surveyed in Ithaca and Stony Brook
Figure 10: People's trust of companies to use synthetic biology in an ethical and responsible way, surveyed in Ithaca and Stony Brook
Figure 11: People’s perceptions of the use of synthetic biology/genetic engineering for future science, as assessed among Ithaca and Stony Brook populations
Figure 12: The effect of STEM degrees on people’s perceptions of synthetic biology
Figure 13: The effect of political affiliations on people’s perceptions of synthetic biology
Figure 14: The effect of level of education on people's perceptions of synthetic biology
Figure 15: The effect of the extent of urbanization on people's perceptions of synthetic biology
Figure 16: Comparison between people's level of understanding of synthetic biology and their perception of synthetic biology
Figure 17: Comparison between people's level of understanding of GMO and their perception of synthetic biology
Figure 18: Comparison between synthetic biology labeling and people's perception of synthetic biology
Figure 19: Comparison between people's understanding of GMO and their perception of GMO
Figure 20: Comparison of people’s answers to the questions “How would you rate your understanding of synthetic biology?” vs. “How would you rate your understanding of GMOs?”
Figure 21: Comparison of people’s answers to the questions “How do you feel about the impact of synthetic biology?” versus “How do you feel about the impact of GMOs?”
Figure 22: Comparison between people's answers to the use of synthetic biology products versus their trust of companies handling synthetic biology related products
Figure 23: Comparison between people's views on the labeling of synthetic biology products versus their trust of companies handling synthetic biology related products
Figures 24 and 25: Statistical measures of the categories of the perception of synthetic biology, and the correlation between each category.
iGEM Columbia
Our iGEM team collaborated with Columbia University’s team to create an anonymous survey focused on understanding the perspectives people may have on specified treatments for illnesses. This was done to analyze the possible perceptions people may have concerning our treatments and the resulting products. The surveys were distributed primarily through an online format among individuals with differing factors such as age, gender, and educational background. To ensure responses relating to both teams’ projects, we decided to include questions that prompted individuals to consider different areas of treatment. Our team included questions pertaining to whether people would be willing to receive antimicrobial peptide treatments, while Columbia’s team included questions specifically"
HSNU-TAIPEI,2015,"in & NYU_Shanghai
[17:35~18:15] Skype time~ Through Skype, we can have interactions with NU_Kazakhstan from Kazakhstan and IISER Pune from India.
[18:15~21:30] Dinner time
The Third Day
[8:00~9:00] Breakfast time
[9:00~9:40] HUST-China & Fudan
[10:00~10:40] Amoy & BNU-CHINA
[10:40~11:20] Dessert time
[11:20~12:00] NTHU_Radiationbuster Taiwa & CGU_Taiwan
[12:00~13:20] Lunch time
[13:20~14:00] Tsinghua & ZJU-China
[14:20~15:00] Mingdao & HSNU-TAIPEI~ Ah~finally it’s our showtime. We have revised our powerpoint for serveral times to concisely present our project. We have separated our ppt into three sections: motivation, experiments, and human practice. There are tons of audiences downstage and they show great enthusiasms. During the Q&A time, they have asked us many questions and gived out some great suggestions as well. Although the time isn’t enough for everyone to ask questions, we answer questions privately during the dessert time. Some even try our phone applications-Gene Check and Gene Maker.
[15:00~15:40] Dessert time
[15:40~16:20] BIT & BIT-China
[16:40~17:20] SJTU_Software & SYSU-Software
[17:40~18:20] Skype interaction with IIT_Kharagpur from India
[18:20~21:30] Dinner time
The Fourth Day
[8:00~9:00] Breakfast time
[9:00~9:40] HZAU-China & USTC-Software
[10:00~10:40] Hong-Kong CUHK & TCU_Taiwan
[10:40~11:20] Dessert time
[11:20~12:00] NCTU_Formosa
[12:00~13:30] Lunch time
[13:30~15:30] Closing ceremony~Every group will go upstage to get rewards and certificates and has a group pic.
[15:30~17:30] Selfie time
[17:30~"
Tec-Monterrey,2016," team were going to the European iGEM teams meeting in Paris, they took the opportunity to share some of our struggles with the other European teams. They offered to expose the Latin American teams scenario (based on our team’s experience) regarding the difficulty in the delivery of the biological material, especially iGEM kit and Biobricks, because of problems with customs in most of Latin American countries.
Meeting at Toulouse
We also collaborated with team Toulouse by translating and recording in Spanish four protocols of the most used methods in genetic engineering: transformation, digestion, ligation and PCR. The team's purpose was to make an electronic manual, based in videos and scripts translated in 4 different languages: English, French, Spanish and German.
Spanish is one of the most spoken languages around the world, so translating the videos into Spanish will definitely help them reach a broader audience. Moreover, there are not many reviewed protocols online in Spanish, and sadly, there are less videos explaining on a pleasant and dynamic way how to carry out the experiments; so taking into account our own experience, we wanted to make this type of content more accessible to people who, like us, are not native english speakers.
iGEM EPF Lausanne
We collaborated with the EPF Lausanne team by helping them with their Human Practice. They wanted to create a platform where iGEM teams were presented, along with their projects, so that we could all get to know each other better. We thought this was a great initiative because iGEM projects are making an impact all over the world and we were happy to take part of it and help them spread the word.
We sent them a description of our project and a description of our team so that everyone could know what we are up to and could get to know us a little better. We also agreed to an interview via Skype where we told them all about our project, the team, our experiences, the struggles we had and all we have learned in iGEM.
Additionally, we shared information about the development of our project and we talked about important issues regarding the struggles we had (specially with customs) while doing research in Mexico and Latin America in general.
Here you can see our team’s interview and project description
And also check out the whole iGEMnews page and all the other teams’ interviews and projects!
iGEM Aix-Marseille University
We collaborated with the iGEM Aix-Marseille University´s team on a virtual discussion panel aimed to exchange information about the normatives and laws that are strictly applied nowadays in France and Mexico respectively. The laws we discussed"
OUC-China,2016," their optimization about user design and therefore the software became more user-friendly.
Figure 1. The software of HFUT-China 2016
Experiment help to a high-school team CIEI-BJ
This summer CIEI-BJ aimed to produce one of the key enzymes copalyl diphosphate synthase 1 (SmCPS1) which initiates biosynthesis of tanshinone, a famous Chinese medicinal herb, by building a plasmid transformed in Escherichia coli. However, for a brand new high school team, they are lack of parts and devices to practice, which is essential for their plasmid constructions. On the contrary, we have took part in iGEM competition with our own independent laboratory for at least six years, perfectly storing a wealth of parts and devices and inheriting proficient technology from our last iGEM team members. With great sincerity, we took an initiative to send them some parts (J04450 with backbone pSB1A2 and the splicing vector J23106 and I13504 with pSB1C3) for their daily practice and pre-experiments.
Figure 2. Team members of CEDJ-BI
Collaboration on human practice surveys with Munich United 2016
Munich United 2016 released a survey about biotech and entrepreneurship. In order to cooperate with them for helping and promoting the success of iGEM participants, the scientific community and humanity as a whole, we finished their survey conscientiously. In return, we got the badge due to our contribution.
Participation in newsletter of XMU-China 2016
This year, XMU-China 2016 issued newsletter of iGEM which would help iGEMers from all over the world to share information about their projects and the latest news about synthetic biology in general. We were honored to collaborate with XMU-China 2016 to publish the survey of our project.
Figure 3. Newsletter made by XMU-China 2016
2. HOW OTHERS HELP US
Help from HFUT-China 2016
After optimization of the software with our suggestions, HFUT-China 2016 helped us characterize an essential component RNase E with high cutting efficiency, which had great influence on the decoupling of the upstream gene and downstream gene in our platform. In addition, they also sent us an important reagent LUDOX.
Scientific measurement from JNFLS 2016
In our project, the reference circuit is important for our data analysis and more accurate data are required for quantitative measurement of our regulatory element. JNFL"
