team,year,text
Harvard,2017,"Team:Harvard/Collaborations
Harvard OPTI POLY
Home
Team
Team
Collaborations
Attributions
Medal Criteria
Project
Description
Results
Model
Bioreactor
Microfluidic
Lab
Protocols
Notebook
InterLab
Parts
Human Practices
Human Practices
Integrated Practices
Public Engagement
Collaborations
The spark for our collaboration was the fact that we had an idea for a microfluidic device and the Boston University iGEM team had the expertise to turn that idea into reality. Our initial concept paved the way for the Boston University team to incorporate the role of electronics in microfluidic devices into their narrative.  See the microfluidics page on our wiki for a detailed description of the device.
A map of our collaboration:
We met with Ningren Han (Peter) Researcher at Laboratory of Electronics, Massachusetts Institute of Technology
HARVARD IGEM 2017"
CO_Mines,2018,"Team:CO Mines/Collaborations
Home
Team
Team Members Collaborations
Project
Description Design Experiments Notebook InterLab Results Attributions
Safety
Judging Form"
CU-Boulder,2017,"Team:CU-Boulder/Collaborations
μ s t o r a g e
Project
Description Results Modelling Notebook
Team
Team Attributions
Parts
Basic Parts
Safety
Community
Human Practices Collaborations
Interlab
• Collaboration •
This year, we decided early on to try and reach out to other iGEM teams who we might be able to help, or could help us. Of particular interest to us was a BioBrick and iGEM-internal system for non-canonical amino acid incorporation, because even until now our pEVOL AzoPhe incorporation plasmid remains something of a black box to us.
We ended up reaching out to and collaborating with Bielefeld-CiBiTec, whose project focused on the development of new non-canonical base pairs to try and expand the genetic code. While we were not ultimately able to test out their new system, we did provide them with some of our ncAA (AzoPhe) and the incorporation plasmid so that they could test it against their own system for ncAA incorporation. We also sent them a number of plasmids from our own project, which they graciously validated in their own lab as working as intended, and also provided us with some beautiful imaging data you can see below.
EutS LVA Image Stack
Fusion Red Image Stack
EutS LVA 3D Model
Fusion Red 3D Model"
UNSW_Australia,2018," to each other, but this was not possible due to the strict Australian biosecurity regime. Lastly, we shared suggestions for increasing expression activity in our similar projects – for example, extending the linker in the binding mechanism that joins prefoldin and enzyme."
TMMU_China,2016,"Team:TMMU China/Collaborations
Human Practice
Home
Abstract
Background
Project & Results
Visual selection Optimization Parts Notebook
Modeling
Human Practice
Coloring book Construction Counseling Collaborations Conferences
Biosafety
Team
Introduction Team Members Attributions
Judging
Medal Criteria
Education & Public Engagement award
Overview
""Human Practice is the study of how your work affects the world, and how the world affects your work.""
--Peter Carr, Director of Judging
To fulfill the spirit and requirements of integrated human practices, we designed and accomplished our “5Cs” human practices. They are
Coloring Book
Construction of team
Counseling
Collaborations
Conferences.
Coloring book
Scientific research is not always a dull work, it can also an interesting experience that everyone could share. In order to spread the fun and attractiveness of synthetic biology, we designed a coloring book. In this way, synthetic biology drew more attention by showing its fun part, following the idea of combining science and art. To our delight, the public were in favor of color painting and they praised our activity for being a good chance to broaden their horizons. Finally, we collected more than 200 painting works. Most surprisingly, kids loved our coloring book very much. With their creative imagination, they developed interests in synthetic biology and at the same time, gave us much courage and inspiration.
We were inspired by the recently popular coloring book Secret Garden, and we learnt from its design. In our coloring book, we simplified several important scientific items into simple stick figures, including DNA chains, viruses, bacteriophages, bacteria, so that people would understand some basic concepts of synthetic biology by painting them. Drawing itself is relaxing and thought-inspiring, and in the form of drawing, we presented our work and popularized iGEM. Hopefully, this coloring book will be a carrier of the spirit of scientific research and our wish to bring benefits to the world.
We have brought our coloring book to the Giant Jamboree, hoping that all of you could have fun with it and know more about us. We also want to discuss with the organizers of iGEM abut the perspective of publishing the coloring book, so that the spirit of iGEM could be spread out and keep encouraging more iGEMers to devote their talent and passion.
Know more about ""Coloring Book"", please click ""Here""
Construction of team
As a new team, with limited knowledge of iGEM competition, we desperately needed instructions and suggestions on how to start and manage a team."
Bristol,2017,"Team:Bristol/Collaborations
BREATHE
Project
Background Description Parts Design Software
Lab
Protocols Experiments Results Notebook Safety Interlab
Modelling
Overview Single Cell Atmosphere Model
Human Practices
Human Practices Integrated Practices Public Engagement Big Bang Fair Pollution Bot
Team
Our Team Collaborations Sponsors Attributions Jamboree Secret page
Collaborations
Stop, collaborate and listen!
Collaborating with other teams is a core part of iGEM. We spoke to many different teams, exploring a variety of different possible collaborations, however most of our collaborations involved IDE, a software tool we developed to aid Wiki building.
IDE
We created iGEM Development Environment (IDE) , a tool which allows faster and easier Wiki editing. We shared this tool with the iGEM community and spoke with a lot of teams           who were interested in using IDE. We Skyped many of these teams, explaining how to use IDE as well as gaining valuable feedback. We collaborated with the following teams, who used IDE to help build their Wiki:
•  University of Nottingham
""The IDE was not very difficult to get set up and this was coming from someone who has only just learnt html coding (I have used           python before). Using it was slightly more difficult however this was more due to me having gaps in my knowledge of html coding. With that said, Albert was extremely helpful with helping me use it so I could design our wiki page how we had planned           it. There were a few problems due to the IDE being coded in Linux while I am doing all my editing in Windows but I think these may have been fixed in an updated version of the IDE.
""It helped me by allowing me to test creative ideas,           animations, layouts and much more without editing our actual wiki. This means I was not interfering with what anyone else was doing on our wiki by making big changes to the css files or navigation bar.""
•  Munich
""All in all, the IDE is a helpful tool to develop the wiki faster. The strongest feature of it is how fast changes actually come through.           At least for our team, whenever we changed the code in a template on the iGEM servers, we had to delete the cache to see the changes on pages using the templates, which was bothersome. With the IDE we only had to edit the code, refresh and were           able to immediately see the modifications. That made the implementation of the css files and specially templates for menu and footer easier and more convenient. We also liked the possibility to, at least to a certain extent, work without internet           connection,"
TecCEM,2017,"Team:TecCEM/Collaborations
IGEM_TECCEM
Home(current)
Project
Description Design Experiments Notebook Interlab Model Results Demonstrate Improve Attributions
Parts
Basic Parts
Safety(current)
Human Practices
Silver HP Integrated and Gold Public Engagement
Awards
Applied Design Hardware Model Software
Team
Team Collaborations
Description
Collaborations
Characterization of Tec Chihuahua’s BioBricks
We characterized Tec Chihuahua’s BioBricks (T7 promoter + RBS) + (epsE) + (T1 terminator), which can be found here as a whole [BBa_K2471002], the individual parts being (BBa_K525998) + (BBa_K143032) + (BBa_B0010). This was a relevant collaboration that will allow the team to report an essential feature of their part. The collaboration developed as follows: On October 15th Tec Chihuahua shipped the BioBrick to us. They shared us protocols to characterized by SDS-PAGE. Once the results were obtained, they were shred with the team for their evaluation and report. The complete protocol including the results can be seen below. Tec Chihuahua Collaborations
STEM Manual
We developed an experiment manual for use with elementary school children alongside iGEM teams Tec Chihuahua and Tec Guadalajara. A complete description of this collaboration including the results can be seen on our Education and Public Engagement tab. In addition to this, we had several smaller collaborations with teams for around the world, which are listed below:
UrbanTundra iGEM
We mentored and helped them develop an idea for their human practices. As their project was based on the outer space, we suggested giving lectures to kids in elementary schools. Urban Tundra Edmonton Collaborations
iGEM Oxford
We helped them fill a survey and spread it to 167 Mexican people so that they could get a real time answer. We also provided them a contact with an expert in Chagas disease, Dr. Téllez, who is located in Mexico. He gave us the contact of one of his friends in Glasgow, Dr. Héctor Díaz Albiter, who was able to help the team with their project. Oxford Collaborations
iGEM TEC Guadalajara
We sent Tec Monterrey GDA to characterize our most important BioBrick BSLA by measuring absorbance at 600 nm in 2, 4, 6 and 8 hours to observe the increase of RNA seen as biomass and blue"
IONIS-PARIS,2017,"artsup1 student from Epita Read more …
Follow us
keep IN TOUCH
Location: 66 Rue Guy Môquet94800 Villejuif, France
Email: igem.ionis@gmail.com"
BIT-China,2015," several professors in this field, on which basis they tried various protocols to express, purify and detect NhaA as well as NhaB.
Initially BNU-China did the SDS-PAGE of the whole protein of bacteria, and the result was not as expected. The first time of result is not shown here. To put it in detail, they centrifuged 5 mL bacterium solution under overnight shake culture at 4 °C, 6000 rpm for 10 minutes, which was boiled for 10 minutes, then protein loading buffer was added. Afterwards they did the SDS-PAGE of the mixture with the running gel concentration 12%.
Because the whole cell was too stick, BNU-China couldn’t make an accurate estimation from the result, but anyway there was no sign of expression of the objective proteins whose molecular weight was about 46 kDa. Then they tried a normal SDS-PAGE of the homogenate and supernatant and the result is shown in Fig.6
Fig.6 Normal SDS-PAGE of NhaA and NhaB
Lane 1, molecular weight standards (kDa); Lane 2-4, the homogenate of pSB1C3, NhaA and NhaB; Lane 5, 6 and 8, the supernatant of pSB1C3, NhaA and NhaB, Bacteria transformed with plasmid pSB1C3 as a negative control.
The bands were clearer this time, but there was no significant difference between the empty vector plasmid and the transformed ones.
After two times of unsuccessful attempts, BNU-China reviewed some articles of reliable protocols for membrane extraction and detection. With the protocols collected, they processed the experiment the third time(Fig.7).
Fig.7 SDS-PAGE of extracted membrane proteins
Lane 1, molecular weight standards (kDa); lane 2-4, the sediment of pSB1C3, NhaA and NhaB after centrifuging for the second time; Lane 5-7, the supernatant of pSB1C3, NhaA and NhaB after centrifuging for the second time; Lane 8-10, the supernatant of pSB1C3, NhaA and NhaB after centrifuging for the first time. Bacteria transformed with plasmid pSB1C3 as a negative control.  From this result BNU-China concluded that the differences exist between the bands of controlled plasmid and the experimental ones, whereas it seemed that"
Botchan_Lab_Tokyo,2017," continents. By researching GMM legislations and comparing those legislations between countries, we aimed to understand the depth and diversity of laws, and also the impressions of GMOs in each country and area.  We compared the following 6 contents of GMM legislations.
What institutional body enforces the laws regarding the use of GMMs?  The institutional bodies that enforce the laws regarding the use of GMMs differ a lot across the world. In many countries in Asia (Japan, Indonesia, and Korea) and Canada, ministries and departments are responsible for enforcing the laws of GMMs. The kinds of ministries enforcing the laws as well as their numbers vary from country to country, but usually the large organizations are in charge. On the other hand, countries like India, Brazil, the United States, and Australia have more specialized committees or institutions of biotechnology and biosafety and these committees are responsible for enforcing the laws.  In the European Union, the European Commission is responsible for enforcing the GMO laws to be followed by all member countries. Chile doesn’t have a clear regulation for biotechnology, but has responsible institutions when commercing or trading.
Who regulates the use of GMMs on a case-by-case basis?  We can distinguish two different administrative ways in which countries decided to regulate the use of GMMs. One way government regulate GMMs is by establishing a special, often non-governmental, organisation, which usually also acts as an information center in the field of synthetic biology. The other way involves assigning conventional ministries to regulate the use of GMMs in their respective fields.  The European Union, Australia, and Indonesia belong to the first group. For example, in Australia, Gene Technology Regulator Advisory Committee takes charge of making decisions on products’ approval. Competent authorities in the European Union and The Biosafety Commission and The Technical Team for Biosafety in Indonesia have similar roles.  Brazil, Canada, Chile, Korea, India, Japan and the US belong to the second group, where conventional ministries are responsible for their respective fields. Even though the names of these ministries might differ amongst the countries, it seems to be a more prevalent way to regulate GMO. Additional information centres might be present to help the ministries make decisions, nonetheless.
What legal requirements do I have to fulfil in order to be able to use GMMs in my business?  The legal requirements in the European Union, Australia, Brazil, Japan, Indonesia and India are very similar. All uses of GMOs require risk assessments to be run before the start of the production. The exact procedures related to obtaining permissions to use GMOs in"
TCU_Taiwan,2015,"Team:TCU Taiwan/Collaborations
Members Instructors Attributions
Overview Antimicrobial Peptides Signal Peptide Medical Dressing
Basic Part Composite Part
Protein structure Modeling
Overview Laboratory Practices
Peptides production Disinfection efficiency Cell experiments
Human Practices Collaborations
Life Lab
Survey
Survey form of our project
This year we used google survey form to design a questionnaire for our medical dressing to evaluate the opinions of the community. We used facebook fans page to popularize this form. About three hundred peoples had filled out our survey. At the last of our survey form many people had gave us encouragement and hope our dressing will be on the market in the future. Questionnaire
Help for other iGEM team filled out their survey form
We collaborated with iGEM teams to help each other complete the survey form.
Team:Aix-Marseille https://2015.igem.org/Team:Aix-Marseille
We had answered their survey about their project. This survey made us notice the seriously problems of chewing gum pollution.
Team:Nankai https://2015.igem.org/Team:Nankai
We had filled out their survey about “ iShare” platform that they had been designed.
Team:Paris_Saclay https://2015.igem.org/Team:Paris_Saclay We had answered their interesting survey about biosafety.
Help Establish iGEM Team
In this year, we are honored for the privilege to help Chang Gung University discover and develop their iGEM team. Furthermore, through collaboration, we have learned a lot from each other, and work towards the same goal.  This collaboration has translated into a very strong relationship between teams. Team:Chang Gung University wiki
News Letter
This year Amoy and Pairs Bettencourt iGEM team launched a newsletter. A total of 24 teams participated and submitted pieces. This activity has allowed iGEMers in different regions to share their team’s project and communicate interesting information with each other. TCU_Taiwan also participated in this writing submission. We have written articles to introduce our team and project and also sharing our philosophy. News Letter https://2015.igem.org/Team:Amoy/Newsletter/Contribution
   
  
  
 
 
Contact ustcutaiwan@gmail.com No.701, Sec. 3, Zhongyang Rd. Hualien 97004, Taiwan"
