team,year,text
NEFU_China,2016," As a cooperative junior, she mainly takes charge of propelling the process of human practice.
Name: Yonglan Zhang
Grade: Junior
Contribution: She undertakes the part of administrative work and participated in the human practice development. Also she provides important suggestions on many occasions.
Collabration
Collaboration with NEU_China
This year our iGEM team have developed cooperative relationship with NEU-China team，we have reached an agreement that to help each other examine the effectiveness of the biobricks.
Our team undertakes a few experiments to test whether the EGFP we received from NEU-China can be successfully express in E. coli.
Firstly, We digested the sequence of EGFP form pEGFPN2 vector with restriction enzyme KpnI and NotI. Secondly, we insert the sequence into pET14b which is commonly used as a prokaryotic expression vector.
vector.
The bands located at 720bp, it is equal with the length  EGFP coding sequence, this  gel graphic indicates that we had successfully cloned EGFP                 Then we transform the recombinant vector into E. coli. We had observed green fluorescence from the transgenic E. coli under a fluorescence microscope.
Collaboration with SJTU software
We have connected with SJTU_software. Their project is a social network service (SNS) platform or iGEMers, it provides service for team-team ommunication and laboratory management in teams. When the service is presented online, iGEMers can seek cooperation and share files through their platform. SJTU_software invited us to help them to test the website and give them some advice. We were offered a beta version of their website. Then we gathered several team members to try out their service and gave some useful advice.We are very pleased to have this cooperation with SJTU_software.
Attribution
We also thank the following instructors for supporting our project and putting forward constructive suggestions :
Yuhua Li
Professor ,College of life science, Northeast Forestry University
Jingying Wang
Professor, College of life science, Northeast Forestry University
Chunbo Teng
Professor, College of life science, Northeast Forestry Universit
Shengnan Zhu
Lecturer, College of life science, Northeast Forestry University
Ralf Müller-Xing
Professor, College of life science, Northeast Forestry University
Qijiang Xu
Professor, College of life science, Northeast Forestry University
Lei Lu
Associate Professor, College of life science, Northeast Forestry University Xiaoyan Li
Lecturer"
Groningen,2016," language. They wanted to create a database       consisting of protocols in different languages.
Figure 10. Badge from Paris Saclay iGEM team 2016.
iGEM Tel Hai:
iGEM Tel Hai team 2016 is working on a new cure for Cystic     Fibrosis, and as part of their project, they wanted to collaborate     with the Cystic Fibrosis Foundation and with the Cystic Fibrosis     Foundation of Israel. They decided to run a campaign called 65     roses, of which people being photographed holding a rose in order     to raise awareness among the general public and raise money for     those great foundations, just like with the ALS ice bucket     challenge.
This campaign is worldwide. It is supporting the story of a girl     diagnosed with CF, who thought for the first time she heard about     the diagnosis that she has 65 roses .     Therefore we grew a rose for her in our lab.
Figure 11. A rose from the iGEM team Groningen      2016.
Our Survey
Nowadays, digital espionage is becoming a problem. Its main goal     is to steal information of private parties and use it in an illegal     way. Our project consists of the development of a system to store     encrypted information in bacteria. In addition, the information     will be secured with several biological layers that make it     digitally uncrackable. We would really like to know how society     sees our problem, therefore we made a survey. This survey contains     questions like; “Would you send an important highly-secret letter     to someone you trust by post or email?“, „Would you trust bacteria     to store your highly-secret information?“. More about this survey?     See this link .
This survey was sent to most of the participating iGEM Teams.     The teams who participated are: University of Westminster iGEM     2016, Paris-Saclay iGEM 2016, UPO-Sevilla iGEM 2016, Paris     Bettencourt iGEM 2016, iGEM Pasteur 2016, iGEM Sheffield 2016, iGEM     Leiden 2016 and TU Delft iGEM 2016. In exchange the teams got our     collaboration badge.
Figure 12. Our badge & the XMU-China badge
Very special thanks to iGEM XMU-China for the translation of our     survey into Chinese.
Team
Members
Supervisors
Collaborations
Achievements
Contact
Jamboree
Project
Tour
Description"
Glasgow,2015,"Team:Glasgow/Collaborations
Project
Overview
UVA
Repressors
Bistable Switch
Bioluminescence
RBS Library
Terminator
About Us
Team
Attributions
Sponsors
Notebook
Protocols
Parts
Basic Parts
Composite
Collection
Application
Product Design
Policy &
Practice
Azure A Staining
Lab Safety
Bedtime Stories
Measurement
Interlab Study
Collaborations
Home > Collaborations
Cambridge Team You got us under the microscope
As a part of testing our bistable switch, we had to screen E. coli bacteria to detect fluorescence from GFP and RFP expression. Apart from the methods used in the lab, we also collaborated with the Cambridge iGEM team who designed the OpenScope microscope. (fig1) It is a 3D-printed brightfield and fluorescence imaging microscope that has the potential to be a low-cost tool accessible to anyone interested in microscopy. We therefore sent samples of bacteria expressing these proteins that they could use to test their microscope. As an outcome of this collaboration, we were also able to confirm some of our own results.
Fig 1: The OpenScope microscope designed by the Cambrigde team as seen from the side.
The samples we sent for imaging were: • DH5α –no plasmid, no antibiotic resistance, no fluorescence • DH5α - K1725103, Kanamycin resistance, GFP and RFP fluorescence • DH5α - K1725043 and K1725103, Kanamycin and Chloramphenicol resistance, RFP fluorescence • DH5α - K1725063 and K1725103, Kanamycin and Chloramphenicol resistance, GFP fluorescence • DH5α - K1725100 and K1725103, Kanamycin and Chloramphenicol resistance, GFP fluorescence with a few colonies expressing RFP The results that we received from the Cambridge team confirmed the presence of GFP in our cells agreeing with our results. (fig 2) Their microscope failed to detect RFP, but its expression was also confirmed by using a commercial microscope. It should also be mentioned that the brightness intensity of the fluorescent beads initially used is much greater than this of our fluorescent bacteria that are much smaller in size and dispersed on the plate. This can be seen in the Cambridge wiki page:
Fig 2: a) This image shows the negative control where there is no plasmid in the DH5α cells, and therefore there is no fluorescence. b) The second image shows clustered DH5a cells with K"
Amsterdam,2017," Knocking out the Fumarase proteins leads to a dysfunctional or a ‘broken’ TCA-cycle, since malate cannot be formed anymore from fumarate. This impairs the efficiency of the TCA-cycle and the production of amino acids; since some amino acids are formed from TCA-cycle intermediates (Waegeman et al. , 2011) (Fig 1a). Team Amsterdam faced a similar problem and aimed  to incorporate a glyoxylate shunt into Synechocystis to increase fumarate production. The glyoxylate shunt is composed of two enzymes, which are Malate Synthase and Isocitrate Lyase. They form a shortcut in the TCA-cycle (Fig. 1b).  In this way, the glyoxylate shunt restores some of the flux through part of the TCA-cycle, which should lead to a more efficient TCA-cycle. This is predicted to be beneficial for the cell in terms of fitness, as modelled by iGEM team Amsterdam.  For E.coli, a similar approach could be adopted, since E.coli can express the glyoxylate shunt genes to produce malate from isocitrate via glyoxylate. Thereby, in the process of producing malate, also succinate is formed. Because the cell can produce FADH2 by converting succinate to fumarate, the formed succinate will go to fumarate. In this way we are able to gain fitness and fumarate production, by having the glyoxylate shunt active.
Figure 1. The TCA-cycle with and without glyoxylate shunt. 1a). Fumarate is produced in a growth coupled way as a side product of arginine production. By knocking out fumarase, it cannot be degraded to malate. This way Fumarate accumulates. The TCA-cycle however is ‘broken’.1b). By expressing Malate Synthaese (MS) and Isocytrate Lyase (ICL), we can partly fix the ‘broken’ cycle. Now Isocitrate is made into both glyoxylate from which malate is synthesized and into succinate, which can be converted into fumarate. This way we have a better functioning cycle and more fumarate production thanks to the glyoxylate shunt.
However, when we look at the E. Coli physiology, the glyoxylate shunt genes are already present, but repressed by a repressor encoded by the ic"
TP-CC_San_Diego,2017,"Team:TP-CC San Diego/Collaborations
Home
Project
Description Results Modeling
Notebook
Lab Notebook Interlab Study Protocols Medal Criteria
Human Practices
Human Practices Integrated Practices Collaborations
Team
Team Attributions
Collaborations
University of California, San Diego
We were fortunate to be able to collaborate with the UCSD iGEM team. Hoping to learn more about their project, we contacted them to set up a time to meet. Both teams were able to gain from this experience. Competing at the collegiate level, UCSD’s team provided us with tips and tricks to make our iGEM team as successful as possible. We, in turn, discussed our projects. They advised us on the transfection of our ecDNA and we informed them on the competition and how to improve their project for presenting. This experience was extremely beneficial to both of us and have future dates set up to discuss our respective projects even further.
Columbia
A couple members from the Columbia University's iGEM Team met with our team in order to discuss our projects and share ideas about putting our projects together. The Columbia iGEM Team mentored us by helping write our abstract, edit our writing, and look over our website. One of the Columbia team members is an alum of the TP-CC San Diego Team before going to Columbia University, so he was able to help move our team forward. Our meeting was very informative for all team members and also helped us get a glimpse into an Undergraduate iGEM Team. This was a part of our Human Practices effort to connect with teams from different places across the country.
University of Nebraska
We participated in a University of Nebraska Survey."
IISER-Kolkata,2018,"Team:IISER-Kolkata/Collaborations
Home
Project
Lab
Achievements
Humanity
Team
Students
Project Guides
Attributions
Collaborations
Collaborations
Our Team was mentored by Team IISc Bangalore smoothening the journey of iGEM 2018 for us a lot. We received their inputs at various stages of our project as well as in logistics and official works etc. Special thanks to IISc Team Leader Bhaskar Kumawat for his untiring efforts in helping us out at all times of need.
Team IISER Kolkata attended the All India iGEM Meet Up hosted by Team IISc Bangalore from 27th July 2018 to 30th July 2018. We presented our work and a poster at the meet up and sought inputs from other participating teams across India. Therefore, we developed close contact and collaborations with the following teams from India:
IISER Bhopal
VIT Vellore
IIT Madras
ICT Mumbai
REC Chennai
A group photo with participant teams in All India Meet Up
Presenting poster at All India iGEM Meetup hosted by IISc Bangalore
Team IISER Kolkata participated in a skype interaction session with Team TecCEM Mexico . We collaborated and shared data relevant to each others project. TecCEM provided us with a detailed report on Arsenic contamination in groundwater in Mexico and parts of Latin America. We filled up a survey form for them through wich they wanted to pool in data from us.
Team IISER Kolkata also participated in a skype interaction session with Team IISER Mohali to discuss final stage troubleshooting and preparations for presentation and poster at the last stages of the project.
Team IISER Kolkata collaborated with Team IISER Bhopal providing them with details about our project ""BacMan"" to be presented in the iGEM Day organized on the IISER Bhopal campus.
Team IISER Kolkata helped Team VIT Vellore obtain data on pH of ocean water from the Arabian sea at the West Coast of India. The collaboration was a great fun exercise for Team IISER Kolkata."
Manchester-Graz,2015," Subteam Graz
TU Graz, Institute of Molecular Biotechnology
Petersgasse 14
8010 Graz
iGEM Subteam Manchester
University of Manchester
Manchester Institute of Biotechnology
131 Princess Street
Manchester M17DN
Connect
Boring Stuff
About us
Legal Information
© iGEM Manchester-Graz"
Potsdam,2017," postcard campaign by Cologne-Düsseldorf, creating our own postcard and receiving amazing postcards in return from iGEM Teams around the world. Moreover, we distributed these postcards in town, schools, busses, trains, to neighbours and friends.
What a great idea from Cologne-Duesseldorf!
Team Berlin diagnostX
Working with the iGEM Team Berlin was uncomplicated due to the fact they are our direct neighbors. They made contact with us in June in order to exchange information about our projects and the competition in general. It is their first iGEM year, too, this way we had many problems in common.
We met in Berlin for playing Volleyball and they invited our team to take part in a workshop with the Boston Consulting group, that we gladly accepted.
In return we helped them to get an aliquot of the vector pSB1C3, with which they have had troubles.
...
Did you see this?
Abstract
What we've achieved
iGEM Goes Green
Who we are...
Background information
Crowdfunding
Main sponsors:"
Evry,2015,"Team:Evry/Collaborations
Toggle navigation
Project
Overview
Chassis choice
Environment modulation
Hypoxia Bio-sensor
Proof of concept
Antigen prediction
oOverview
Pipeline
Prediction
Practices
Introduction
Funding state of art
Innovative funding
Society perception
Conclusion
Achievements
Medal fulfillment
Collaborations
Parts
Notebook
Day notes
Protocols
Team
Members
Attributions
Acknowledgements
Collaborations
iGEM TU Eindhoven: cloning guide
Our team participated in the writing of a cloning guide aiming at centralizing information regarding different cloning techniques. This project was initiated and carried by the TU Eindhoven iGEM team.
As we worked using the Golden Gate assembly method during the competition, we wrote half of the part of the guide dedicated to it (along with the NRP-UEA iGEM team who wrote the other half).
Learn more about the cloning guide here (iGEM TU Eindhoven wiki).
Other collaborations
iGEM Paris Bettencourt: Rhizi
iGEM Rhizi is a collaborative graphic database. It has been initiated by iGEM Paris Bettencourt to help iGEM teams learn about other teams projects and collaborate. Our team participated by filled information about our project.
iGEM Paris Saclay: safety survey
The Paris Saclay iGEM team created and shared a survey about safety in iGEM projects. Our team completed this survey, and earned this awesome badge!
Parisian iGEM  Meet up
iGEM Meet up was organized and hosted by IGEM pasteur on Monday July 6th. iGEM Pasteur, iGEM IONIS-Paris, iGEM Paris-Saclay and iGEM Paris-Bettencourt were present to share about projects and sciences. Parisian iGEM Meet up
To top"
Cardiff_Wales,2018,"Team:Cardiff Wales/Collaborations
With thanks to our sponsors!
Visit our social media pages!
Footer
≡ Menu ≡
Project
Description
Design
Experiments
Interlab
Plant
People
Team
Attributions
Human Practices
Human Practices
Public Engagement
Bioinformatics
Survey
Collaborations
Application
Modelling
Hardware
Applied Design
Parts
Parts
Basic Parts
Composite Parts
Part Collection
Achievements
Results
Medal Fulfilment
Improve
Demonstrate
Lab Book
Notebook
Protocols
Gallery
Safety
Cardiff iGEM 2018
Click to close sidebar ---
Project
Description
Design
Experiments
Interlab
Plant
People
Team
Attributions
Human Practices
Human Practices
Public Engagement
Bioinformatics
Survey
Collaborations
Application
Modelling
Hardware
Applied Design
Parts
Parts
Basic Parts
Composite Parts
Part Collection
Achievements
Results
Medal Fulfilment
Improve
Demonstrate
Lab Book
Notebook
Protocols
Gallery
Safety
Collaborations
WashU
We engaged in communication with WashU on the 8th August to discuss a potential collaboration. Their project aims to detect stem rust in wheat, caused by Puccinia graminis, and potentially find a way to create GM wheat resistant to the fungal infection. The team proposed we collaborated with them in two ways.
Firstly, their project uses a poorly characterised bacterial operon that responds to and is activated by the presence of ribulose. Consequently, as not much is known about the sequence, we offered to test the operons control region directly in plants, in case it had some activity. We did this by putting the control region upstream of two reporter genes, Gus and mCherry, with the NosT terminator downstream. We tested their control region both in the presence and absence of ribitol, a hydrogenated version of ribulose. The results can be seen below. In doing this, we had to create a version of their control region that was GoldenGate compatible. This is part BBa_K2810010 .
Figure 1. The results of our wetlab collaboration with the WashU iGEM team. We tested the expression of their ribitol control element in plants, linking it to two reporter genes. These were GUS (top), and mCherry (bottom). We found that there was expression of both reporter genes, independent of induction by ribitol, suggesting leaky expression. However, we suspect that the Ag"
NEFU_China,2018,"sp I and Bcu I-Vsp I to verify the validity of the plasmid. After digestion, the results they wanted to see were obtained, demonstrating that the plasmid was constructed correctly. See more details (UESTC-China) .
Collaboration with OUC-China
This year, our iGEM team also cooperated with the OUC-China team, the iGEM team from Ocean University of China. We had extensive interaction to let more people know the principal concepts of our cases.
When communicating with students from elementary schools, we publicized the case of the OUC-China iGEM Team, and distribute their well-decorated brochures to arouse the learning interest of the students. The students have became more familiar to the synthetic biology. They also gained extensive knowledge about the background and ultimate goal of the iGEM. See more details (OUC-China) ."
