team,year,text
Newcastle,2018," Cells were grown in 96-well plate format in 200 µl volumes at 30 °C over 24 hours. (n=3 replicates, error bars are standard error of the mean).
Figure 3. Herbosporillum seropedicae grown in LB broth containing NaCIO4 at varying concentrations. Cells were grown in 96-well plate format in 200 µl volumes at 30 °C over 24 hours. (n=3 replicates, error bars are standard error of the mean).
Sorbonne Université Paris
One of our team members has a friend at Sorbonne , who kindly put us in contact with their iGEM team. As they knew we have architecture students in the team they asked us to produce a visual for their human practices.   They sent us over an initial sketch, once this was received we used our imaginations and attempted to visualise this part of their project for them. The image shows a semi-permeable membrane which would contain their genetically modified bacteria, anchored to the sea bed - but not so deep that they wouldn’t receive any light. This would prevent their bacteria from being released into the environment.
University of Warwick
To aid Warwick in their project we collected a series of water samples from bodies of water in areas surrounding Newcastle.
References & Attributions
Click for References & Attributions
Attributions: Frank Eardley, Sadiya Quazi, Chris Carty, Lewis Tomlinson and Will Tankard
Help fund our project Site Template by Colorlib"
SYSU-CHINA,2018,"Software
5th CCIC in Shanghai Tech University
During the summer vacation, our team members, Chang Yanqi and Tan Tianhao and Xu Jiaxian, went to ShanghaiTech University to        participate in 5th CCIC(Conference of China iGEMer Community).
Xu Jiaxian, one of our team members, took the position as a ‘judge’ in CCIC. He gave comments and advices to other teams.
We gave a presentation and showed our poster during CCIC, then we received a feed back saying that more focus should be paid on the        safety of U24 and our modeling is very well. Really thank you, Team ShanghaiTech!
5th CCIC in Shanghai Tech university
2018 iGEM Southern China Regional Meeting
In May, our team members, Tang Yuluan and Ruan Shaolin and Xu Feihong, went to Shenzhen for the Southern China Regional Meeting.       At that time, most of the teams haven’t made many progresses in experiment. Eight teams from southern China, not far from each        other, decided to have a meeting to exchange ideas, experience and funny things.
Xu Feihong, one of our team members, lost her mobile phone on the taxi. Friends from Shenzhen University connected the taxi driver        and posted the mobile phone to Guangzhou.
Really thank you, Team SZU-China!
2018 iGEM Southern China Regional Meeting"
Peshawar,2017,"Team:Peshawar/Collaborations
iGEM Peshawar
Toggle navigation
Home
Team
Team
Collaborations
Project
Description
Design
Experiments
Notebook
Interlab
Contributions
Model
Result
Improve
Attributions
Parts
Parts
Basic parts
Composite Parts
Safety
Human Practices
Silver HP
Integrated and Gold
Public Engagement
Awards
Applied Design
Entrepreneurship
Hardware
Measurement
Model
iGEM Peshawar 2017 Collaborations
Our team truly believes that sharing and collaboration are the two core values of iGEM and this is what makes iGEM a unique competition. We aided the following teams throughout our project. We are happy we could help!
iGEM NYMU Taipei
""We are glad to receive the amazing result and appreciate your hard work. The collaboration is absolutely meaningful to our team owing to your contribution...""
What we did for them!
The plasmid sent by the team containing NrtA gene was successfully:
Transformed
SDS-PAGE
View PDF
What they said about us!
""We are glad to receive the amazing result and appreciate your hard work. The collaboration is absolutely meaningful to our team owing to your contribution...""
""The conclusion of our collaboration reminds us of modifying our design by taking signal peptide under consideration. In fact, we have conducted a functional test for determining the capability of NrtA with a semi-permeable membrane system...""
iGEM chile
We collaborated with iGEM Chile Biotec to discuss each                                   other’s project and suggest improvements. They briefed us about usage of aptamers for detection of heavy metals to improve our project. We identified various possible complications in their project and suggested them appropriate solutions.
What They needed!
They needed us to analyze their project, and identify possible complications.
They sent us their project which can be viewed below:
View PDF
What we did for them!
We analyzed their project carefully and found some complications. We also suggested solutions to these complications.
Our report can be viewed below:
View PDF
iGEM East Chapel Hill
We collaborated with iGEM East Chapel Hill for making                           tasty style video of transformation. iGEM East Chapel Hill is working on a development of a catalogue which will contain                             tasty style lab technique videos.
Tasty Style video
Play video
iGEM TU Dresden
iGEM TU Dresden organized iGEM Goes Green collaboration for environmental                                 impact by each participating team. We collaborated with iGEM DU Dresden to                                 calculate carbon footprint of our lab, trip to"
Austin_LASA,2018," of what we’ve learned in our few years with the LASA iGEM team!'           )         )       )     )   ),   h(g.Section, {title: 'Team Meetups & Conferences'},     h('ul', null,       h('li', null, 'We participated in the Southern Teams Conference with UT-Knoxville, William_and_Mary,  WashU_StLouis, Virginia, and Missouri_Rolla (all teams referred to by their official name). This conference was done over video call, and each team presented their project and received input from other groups. The WashU iGEM team suggested that, since our will rely on blood cells for DNA, we should look into an educational aspect of drawing blood samples.',         h(g.Image, {embed: true, src: 'https://static.igem.org/mediawiki/2018/1/17/T--Austin_LASA--schedule.pdf', position: 'center', height: '700px'},           h('p', null, 'We followed a itinerary during the presentation. Here’s an image of it to get a sense of the flow of conversation and purpose of the call.')         )       ),       h('li', null, 'We met with other Texas iGEM teams at the UT Undergraduate Research Symposium. At the meet-up, our teams exchanged materials for team collaborations and exchanged advice and thoughts on our projects.',         h(g.Image, {src: 'https://static.igem.org/mediawiki/2018/0/0d/T--Austin_LASA--southconf.png', position: 'center'})       )     )   ) );"
UConn,2018,"Team:UConn/Collaborations
Project
Description Design Model Results
Notebook
InterLab Model Demonstrate Improve Attributions
Parts
Parts Overview Basic Parts Composite Parts Parts Collection
Human Practices
Human Practices Education and Engagement Collaborations
Collaborations
Sharing and collaboration are core values of iGEM. We encourage you to reach out and work with other teams on difficult problems that you can more easily solve together.
Silver Medal Criterion #2
Complete this page if you intend to compete for the silver medal criterion #2 on collaboration. Please see the 2018 Medals Page for more information.
Which other teams can we work with?
You can work with any other team in the competition, including software, hardware, high school and other tracks. You can also work with non-iGEM research groups, but they do not count towards the iGEM team collaboration silver medal criterion.
In order to meet the silver medal criteria on helping another team, you must complete this page and detail the nature of your collaboration with another iGEM team.
Here are some suggestions for projects you could work on with other teams:
Improve the function of another team's BioBrick Part or Device
Characterize another team's part
Debug a construct
Model or simulate another team's system
Test another team's software
Help build and test another team's hardware project
Mentor a high-school team"
WPI_Worcester,2016,"Team:WPI Worcester/Collaborations
Toggle navigation
Home
About
Team
Attributions
Collaboration
Sponsors
Project
Description
Design
Protocols
Results
Notebook
Parts
Parts
Basic Parts
Part Collection
Safety and Practices
Human Practices
Safety
Integrated Practices
Social Media
Engagement
Awards
Silver
Gold
Measurement
InterLab Data
Collaboration is an important part of the iGEM experience. Some teams may not have access to equipment that other teams may have freely available to them. Through collaboration, teams can accomplish more work together than they could on their own. During the course of our work, we worked with a number of teams, both in and our of the lab.
Boston University WetLab
We worked with Boston University for a lab-based collaboration. The Boston University team perform quantitative analysis on the fluorescence of our wild type and ACG mutant eGFP, both containing a plasmid for RFP to indicate the presence of our guide RNA. The flow cytometry data obtained from this collaboration was necessary to confirm two things: that our GFP reporter worked and that our method of microscopy analysis was valid. In order to confirm that our GFP based promoter and it's mutant ACG GFP protein functioned properly, we needed flow cytometry data on how much our normal GFP and mutant GFP fluoresced when compared to a non-altered eGFP protein. Secondly, we needed flow cytometry to confirm that the measurement method we used to analyze our fluorescing cells (imaging the cells at set exposure lengths) using a program that measured fluorescence values of the image, was a valid method of obtaining data.
Results of our Flow Cytometry collab are shown below.
The flow cytometry data gathered from the BU Wetlab team confirmed the differential expression of the GFP protein between the normal ATG GFP and our ACG GFP mutant. The collaboration also confirmed that our fluorescent microscopy technique for analyzing our cells was also valid, as the flow cytometry data closely matched the data from microscopy.
For our contribution to their lab work, we provided microscopy visualization of the transfections that they had done. We analyzed the fluorescence of several of their reporter proteins to confirm their findings. Specifically, we analyzed cells expressing different combinations of GFP,RFP, and BFP. Each set of cells was analyzed for green, red, and UV level fluorescence and their images were sent back to the Boston University Wetlab team for analysis.
William and Mary
We used and adapted activities from the William and Mary 2015 Synthetic Biology Teacher's Curriculum for our community outreach events at"
TMMU-China,2017,"Team:TMMU-China/Collaborations
Home
Project
Description
Synthetic QS for L. lactis
Synthetic QS for B. subtilis
Contribution
Modeling
Notebook
Parts
Human Practices
Silver HP
Integrated and Gold
Team
Team
Collaborations
Attributions
Safety
‹ ›
Collaboration
1.SCU-WestChina
a.iSWU 2017
We attended the China iGEM Southwest Union(iSWU) this year and have an overall assessment of the safety and feasibility of our project and the latest trend of iGEM competition including the newly added judging terms.
When attending to SCU-WestChina, we suggested that they could change the microbial chassis of their dialysis part from Salmonella Typhimurium to Bacillus Subtilis to better ensure safety. And we are glad it helped.
b.Exhibition in Chengdu Public Library
Together with SCU-WestChina, SCU-China and UESTC-China, we held the exhibition themed ”GMO & Human Health” in Chengdu Library.
c.Plasmid delivery
We offered some genes from 2016 iGEM Distribution Kit to SCU-WestChina when they turned to us, and it’s our pleasure to help.
2.SCU-China
a.iSWU 2017
When attending China iGEM Southwest Union(iSWU), SCU-China shared their 3 alternative projects, one of which is about oral vaccine of rabies. Our professor suggested that such immunology experiments are extremely time-consuming and the results of such experiments usually are non-predictable, which may be exceedingly hard to finish the project of oral vaccine rabies in no more than 3 months. They finally picked up the project Rhythmic Production of Melatonin in E.coli, and hope they can make a great job on it.
b.Exhibition in Chengdu Public Library
Together with SCU-WestChina, SCU-China and UESTC-China, we held the exhibition themed ”GMO & Human Health” in Chengdu Library.
3.XJTLU-China
This year, we aimed to build a quorum sensing tool kit based on the Agr system from the Gram-positive bacteria--Staphylococcus aureus. However, we had difficulties synthesizing the genes agrC and agrA in plasmids, and therefore, the experiments were not able to conduct. Fortunately, XJTLU-China had the similar construction and provided us with their group I Staphylococcus aureus’s agrC and agrA genes.
Contact"
MIT,2017,"-free system to test their toe hold switches. Since robustness was one of the criteria for choosing a sufficient ribosome binding protein (RBP) to control alternative splicing, we wanted to see how our Ms2 would fair in a cell-free system, and held up to our expectations.
We also scraped data from past iGEM websites and saved into a csv file.
The file is initially used by the team to search for similar projects on CRISPR and RNA-targeting. It gathers various information, including title, abstract and content from project pages. The csv file was announced through the iGEM collaboration page, and we shared the file with multiple teams. We are glad that the file is used by Team Groningen for data visualization and analysis.
Check out the results"
Valencia_UPV,2018,"Team:Valencia UPV/Collaborations
Team
Team
Attributions
Collaborations
Gallery
Project
Description
Design
Experiments
Inter Lab
Safety
Improve
Demonstrate
Modeling
Hardware
Software
Graphic Design
Parts
Parts
Part Collection
Results
Results
Demonstrate
Improve
Human
Human Practices
Integrated Human
Public Engagement
Medals
Team
Team
Attributions
Collaborations
Gallery
Project
Description
Design
Experiments
Model
Hardware
Software
Inter Lab
Safety
Graphic Design
Results
Results
Improve
Demonstrate
Parts
Parts
Part Collection
Human
Human Practices
Integrated Human
Public Engagement
Awards
Medals
Awards
PRESS & CONTACT
Stack Multipurpose HTML Template
Index
Harvard University
Universidad de las fuerzas armadas ESPE
Philipps-Universität Marburg
Imperial College London
Universidad Complutense de Madrid
Introduction
As a team, one of our favourite parts in iGEM have been collaborations. They reminded us that iGEM is not only a competition but a chance to share and let other teams be a part of your project, and that is wonderful. Below is shown the different universities that have collaborated with us. By clicking in the index or in the images you can go directly to the explanation.
Harvard University
Universidad de las Fuerzas Armadas ESPE
Philipps-Universität Marburg
Imperial College London
Universidad Complutense de Madrid
Harvard
Team Project
When explaining Printeria to people, we see they are reticent to use it because of the genetically modified bacteria that we do. A part of our project is to fight the stigma against synthetic biology and Harvard was claiming for teams disposed to do so. 
Collaboration
Their collaboration was about doing a report of your project and then Harvard team would create a series of newsletters and articles to show how we are using bacteria and demonstrate that we are doing it taking into account demanding security measures. However, throughout the summer they changed their mind and now they are doing a magazine instead of a series of articles. They will distribute it in their university and of course in the Giant Jamboree. You can download our report by cliking in the button below. 
REPORT
Ecuador
Team Project
Ecuador iGEM team has been working on the development of a new biomaterial to speed up the healing in bone injures. This biomaterial called C-lastine,"
BroadRun-NorthernVA,2015," of this and the fact that our school lab did not have the resources for an iGEM project, Marissa Sumathipala and Adriel Sumathipala, who had prior interactions with BUGSS through their own research activities, contacted Dr. Lisa Schiefele and Dr. Tom Burkett of BUGSS. BUGSS, a citizen scientist biology hackerspace founded by Dr. Burkett, that had sent an community lab iGEM team to the 2014 iGEM Jamboree, was very supportive. After working out various aspects of such an effort, from teaching an introductory synthetic biology lab course by Dr. Schiefele to those team members that had not had prior lab experience needed for the project,  safety and ethics aspects of the project, and logistics of doing the research at their lab, BUGSS came on board. We have since been mentored by Dr. Schiefele and Dr. Burkett and have conducted all our lab work exclusively at BUGSS. As BUGSS continues to grow and become known in the Baltimore and greater Washington area and also nationally, with a focus on synthetic biology, both as a place for creative engineering and educating adults and a generation of youth, our collaboration with BUGSS as an iGEM team is also advancing their vision for youth education and engagement. Together, we are bringing synthetic biology to the forefront of education, public awareness, and creative problem solving.
Rockridge High School iGEM Team, Loudoun County, VA
From the inception, we have been in continuous dialog with Mr. Saavedra, the instructor of Loudoun County’s only other iGEM team at Rockridge High school. Also being a first time team like us, we maintained communication and correspondence via phone voice calls, emails, texts, and at least two visits to Rockridge. These dialogs covered diverse topics from fundraising ideas for registration fees and jamboree fees, equipment, lab resources, research topics, project implementation approaches, and details of lab work.   On August 13, two of our team members, Marissa and Fionn, and our instructor, Nina Arendtsz, visited the Rockridge team at their school. We met and talked to the students working on the project, discussed issues with writing code for the wiki, and learned a lot more about their project including observing some of their preliminary results of gels. Their team offered us lab resources to incubate cultures and we offered them to use the electroporator at BUGSS lab, a piece of equipment not available at Rockridge. We spent over an hour and"
