team,year,text
UNebraska-Lincoln,2018,"Team:UNebraska-Lincoln/Collaborations
UNL 2018 Improving Early Detection of The Emerald Ash Borer
Team
Team Collaborations
Project
Description Design Experiments Notebook InterLab Contribution Model Results Attributions
Parts
Basic Parts
Safety
Human Practices
Silver HP Integrated and Gold
Collaborations
Our team understands that iGEM is supposed to be a fun experience to have. That is why we participated in a light-hearted collaboration while also hosting our own.  Another collaborative activity we did was ask other iGEMers to take a nine question survey about invasive species and GMOs.
RHIT Collab
The RHIT Team wanted to recognize all the SUPER things iGEM teams are doing so they put out a call to assemble a league of iGEM superheroes.  We created our own superhero and his trusty sidekick to represent our project. The RHIT Team designed trading cards for all the superheroes.  The cards are super rare but there is a chance to grab a copy or two from us at the Giant Jamboree!
UNebraska-Lincoln’s Worst Gel Contest
Our team was inspired to create a contest for the worst gel electrophoresis after having one of ours unfortunately not turn out the best…  We wanted to find the worst gel from this iGEM year and believe us when we tell you that we found it!  We will start with our honorable mentions and work our way to 1st place.
Honorable Mentions:
We feel UPF CRG Barcelona’s pain. After obtaining their gene construct, several clonings were attempted.  The team performed colony PCR to get amplified product that was promising.  But alas, the electrophoresis was blank following miniprep and digestion. They've said this happened at least four times.
Barcelona
NEU_China_A was happy to share their blunder with us. In this gel, they were trying to extract the total RNA from a target plant.  The resulting “bands” look like tiny cotton balls! Their team says they still joke about it in their lab.
Neu-China
3rd Place:
Tec CEM is a team we have gotten along with for multiple years. Their submission is as fun to look at as they are as fun to talk to.  They said they were trying to take measurements of RFP from a different strain of E. coli.  Obviously, this gel put a damper on such things. Their team attributed this mishap to degradation and rookie sample loading.
Tec Chem
2nd"
Cologne-Duesseldorf,2017," found international approval by the teams of Darmstadt , Heidelberg , Paris and Taiwan . Since the teams of Paris and Taiwan could not attend the seminar in person, they joined us via skype.
The seminar started with a marvelous introduction given by Patrick Fischbach. Afterwards, we took advantage of the situation and presented each team’s project, followed by breathtaking discussions facing the difficulties and odds of optogenetic in their project. Introducing the practical handling with optogenetics, Tim Blomeier, who is an advisor of our team, gave a talk about working with optogenetics. With that we imparted all necessary aspects one has to consider when working with optogenetics. Nevertheless nothing is more helpful than practical experience - to attain that, we showed the attendants our laboratory, as well as our hardware and the dark room for optogenetic experiments.      At the end of the day we had a nice barbecue. This comfortable situation offers the possibility for lot of interesting discussions regarding optogenetic, our projects and iGEM itself.
Mentoring iGEM Team Stuttgart
The iGEM team of the University of Stuttgart is the first ever at their university. As we are only the second iGEM team of the Heinrich- Heine- University, Duesseldorf, and joined forces with the University of Cologne, which is completely new to iGEM as well, we still remember how hard it can be to meet the iGEM requirements. We found out that they built their team and contacted them to find out how they were getting started on iGEM. After a few friendly mails we decided to schedule a Skype meeting where we talked about many different kinds of topics. We stayed in touch and helped them as much as we could. Furthermore we invited them to the Synbio Day we organized, not only to get another team on board for our mission, but also to finally meet them in person.
As we also knew that they couldn’t afford to come to Boston with their whole team and we had one redundant registration space due to the absence of one of our members, we decided to give this space to Team Stuttgart . We are very happy that iGEM Stuttgart gladly accepted our offer and we cannot wait to see them again at the Giant Jamboree in Boston.
Human Practice collaboration with Valencia UPV
iGEM is not just about working in the lab but also about informing the public and discussing their worries. Therefore we participated in the Human Practice collaboration of Valencia UPV .
They made a worldwide study about the situation regarding transgenics, including various topics like the legislation of transgenic consumption"
Braunschweig,2014,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Braunschweig/Collaborations
From 2014.igem.org
E. Cowli - Fighting Climate Change - iGEM 2014 Team Braunschweig
Toggle navigation
Home
Team
Profiles
Collaboration
Gallery
Attributions
Official Team Profile
Project
Summary
Problem
Idea
Approach
Results
Impact
Engineering Principles
Policy & Practices
Spreading the Word
Teaching
Opinions
Modeling
Modeling Approach
Mathematical Model
Code
Notebook
Experiments
Protocols
Achievements
Parts
Medal Requirements
Judging
Safety
Collaborations
Collaborations with institutions or other iGEM Teams promote exchange of experiences and know-how and lead to a benefit for both sites. Therefore, we got in contact with two local research institutions. They supported us with advice, materials and helpful methods for our experiments. One of the supporters was the Thünen Institute in Braunschweig with a research focus on the economy, ecology and technologies of rural regions, seas and forests. Dr. Ulf Prüße, an expert for renewables conversion technology, gave us professional advice for our experiments with beads and biofiltration. Furthermore, we received lots of material from the institute and had the possibility to measure the methane degradation at their gas chromatograph with a thermal conductivity detector.
An important part of the iGEM competition is the cooperation between the teams. In order to get in contact with other iGEM Teams from Germany, we joined the iGEM Meet Ups in Munich and Aachen. We numerously represented the iGEM Team Braunschweig at both events and drew attention to this year’s project. We used these opportunities to give presentations and obtained encouraging feedback and helpful ideas during the follow-up discussions. At the Munich meet-up we made contact with the iGEM teams from Aachen and Hanover, followed by some nice barbecue evenings with the team from Hanover. We also met a few iGEMers from Aachen at the “Maker Faire” in Hanover and spent the day together. Team Aachen provided us with a self-engineered methane sensor which we would later put to good use in our experiments. Such collaborations were strengthened at the second meet-up which was held in Aachen in September. However, we did not only get in contact with teams nearby, but also with teams overseas. We had a skype video chat with the iGEM Team Waterloo and discussed our projects"
NorthernBC,2016,"Team:NorthernBC/Collaborations
MENU ▤
HOME
TEAM
Team
Sponsors
★  Collaborations
PROJECT
★  Description
★ Design
Experiments
★ Proof of Concept
★ Demonstrate
Results
Notebook
PARTS
Parts
★ Basic Parts
★ Composite Parts
★ Part Collection
SAFETY
★  ATTRIBUTIONS
HUMAN PRACTICES
Human Practices
★ Silver
★ Gold
★ Integrated Practices
★ Engagement
AWARDS
★ Entrepreneurship
★ Hardware
★ Software
★  Measurement
★ Model
★  ALERT!
This page is used by the judges to evaluate your team for the team collaboration silver medal criterion .
Delete this box in order to be evaluated for this medal. See more information at Instructions for Evaluated Pages .
Sharing and collaboration are core values of iGEM. We encourage you to reach out and work with other teams on difficult problems that you can more easily solve together.
Which other teams can we work with?
You can work with any other team in the competition, including software, hardware, high school and other tracks. You can also work with non-iGEM research groups, but they do not count towards the iGEM team collaboration silver medal criterion.
In order to meet the silver medal criteria on helping another team, you must complete this page and detail the nature of your collaboration with another iGEM team.
Here are some suggestions for projects you could work on with other teams:
Improve the function of another team's BioBrick Part or Device
Characterize another team's part
Debug a construct
Model or simulating another team's system
Test another team's software
Help build and test another team's hardware project
Mentor a high-school team"
Pittsburgh_CSL,2018,"Team:Pittsburgh CSL/Collaborations
x
Team
Project
Parts
Human Practices
Attributions
Collaborations
Notebook
Collaborations
Collaboration with PITT iGEM Team 2018
We have been mentored by the PITT iGEM team since our iGEM program began in September 2017.  They are veterans in the iGEM sphere and gave us  a lot of insight on what the competition will entail.  During our first meeting with them,  they taught us a plasmid game and gave us some insight on the iGEM competition.   Throughout the year, they would visit the lab and help us with some of our experiments and updating our Wiki.  In the winter of 2018, two members of the PITT iGEM team helped us with completing our salt sensor data. The biosensor from the CMUQ 2017  iGEM team was selected for improved characterization (Part: BBa_K2467002).  Dorsin and Vivian came to help us with figuring out the molarities, concentrations of the reagents, and graphing the data.  The experiment showed that the optimal salt concentration for growth of E.Coli, which is an improvement of the biosensor of the CMUQ iGEM team.  During the summer, the PITT iGEM team attended our program practices and would help us with anything that we needed experimentally and technically.  Some of the PITT team members would help us with constructing our Wiki and other PITT team members would help us with troubleshooting our experiments."
UCLA,2015,"Team:UCLA/Collaborations
iGEM UCLA
Home
Team
Meet the Team
Attributions
Collaborations
Projects
Programming Spider Silk
Functionalizing Silk
Honeybee Silk
Materials Processing
Protein Cages
Human Practices
Interlab Study
Parts
Team Parts
Basic Parts
Composite Parts
Part Collection
Notebook
Programming Spider Silk
Functionalizing Silk
Honeybee Silk
Materials Processing
Protein Cages
Interlab Study
Safety
Judging
SilkyColi: Reprogramming the physical and functional properties of synthetic silks
Collaborations
Cloning Guide with TU Eindhoven
First, we were very motivated to discuss the potential for iterative capped assembly to open the doors for other iGEM teams to explore new features of protein synthesis. To achieve this, we collaborated with the great members of the TU Eindhoven iGEM Team, for whom we developed a cloning guide for ICA.  Our entry in their guide discussing the background, process, workflow, and troubleshooting tips necessary to utilize this system.  Our collaboration has not only benefited iGEM teams who wish to learn the technique, but also helped us gain a better sense of the implications of our research toward advanced synthetic biology. We envision ICA as a cloning technique that can be widely adapted not only to those using our parts collection generate novel silk genes, but for any team who wishes to rapidly and controllably assembly long repetitive genetic structures for functional use.
Feel free to browse through the cloning guide.
First Annual Southern California iGEM Meetup
The UCLA iGEM was honored to hold the first ever Southern California iGEM Meetup on Thursday, August 6th.  Team members from the University of California, San Diego ( UCSD ), University of La Verne and La Cañada High School , and the LA Biohackers Community Lab attend our meetup at the Molecular Biology Institute at UCLA.  Here is a link to the powerpoint we delivered at the meet up, and below are pictures from our event.  Teams discussed their ongoing projects and offered advice to members struggling with certain aspects of their experimental design, and discussed the pertinent issues for all iGEM teams in terms of logistics, team organization and project design.  Additionally, we discussed the state of iGEM and synthetic biology as a rapidly emerging biotechnology field in the United States, especially in the context of developing scientific communications to combat rising negative publicity and misinformation toward the use and safety of genetically modified organisms. Through our meet up, we hope to spur not only a collaborative experience"
UiOslo_Norway,2015,"Team:UiOslo Norway/Collaborations
HOME
PROJECT
Description
Results
Achievements
TEAM
Team
Attributions
Acknowledgement
NOTEBOOK
Notebook
Experiments & Protocols
PARTS
Team Parts
Basic Parts
HUMAN PRACTICES
Human Practices
Collaborations
SAFETY
Collaborations
iGEM Team Braunschweig 2014
The iGEM Team Braunschweig 2014 , provided us with their generated BioBricks: BBa_K1390001 , BBa_K1390002 , BBa_K1390003 , BBa_K1390004 , BBa_K1390005 , BBa_K1390006 , which contain the  subunits of the Methylococcus capsulatus soluble methanemonooxygenase.
iGEM Team Uppsala and iGEM Team Stockholm
We joined the Nordic iGEM Conference which took part in the end of July 2015. The Nordic iGEM conference was hosted by the iGEM Teams Uppsala and Stockholm . Teams from SDU-Denmark , Chalmers-Gothenburg , Linköping , Aalto-Helsinik joined the conference and it was a great platform to exchange ideas.
iGEM Team Aachen
We were collaborating with the iGEM Team Aachen . The iGEM Team Aachen helped us to establish our methane sensor. Further we exchanged thoughts about assays testing the methanol dehydrogenase.
iGEM UiOslo 2015 is sponsored by:"
SJTU-BioX-Shanghai,2017," Boston University Hardware Team.
Newsletter
We wrote a description of our project, our team and detailed Human Practice plan for XMU’s newsletter which was issued in September.
Practice
Engagement
Team
Members"
CCA-San_Diego,2018,"Team:CCA-San Diego/Collaborations
Toggle navigation
Project
Description Design Parts Results Applied Design Entrepreneurship
Experiments
Experiments Measurement Model Demonstrate Notebook Interlab Safety
Parts
Parts Basic Part Composite Part Part Collection Improve
Human Practices
Human Practices Engagement
Team
Team Attributions Collaborations
In order to best find collaborations that matched our project, we read the backgrounds of every team’s wiki, finding teams that were also involved in pollution cleanup, environmental issues or crude oil. One of these teams was NU Kazakhstan, who is also cleaning up oil in their local environment. With NU Kazakhstan, we organized a Skype call. In this Skype call, we talked about our two projects, and compared them, talking about how they were similar in that they both degraded toxic substances, but different because of the methods of doing so. This was helpful for us as we were in the stages of forming our applied design, and hearing their ideas for them helped us build on our sponge idea from last year and create something different.
Another collaboration was with Team Bulgaria-The EureCAST. With them we created an environmental pamphlet, with the goal of spreading awareness about tips to be more sustainable in the lab, but also in life. We want people to be more environmentally conscious, as small lifestyle changes can make a big difference if everyone implements them.
The final collaboration was with Team USP-EEL-Brazil. We asked them if they would like to be apart of our outreach how to video series, which was aimed towards giving new iGEM teams tips and tricks we wish we had learned before starting our competition. Team USP-EEL-Brazil contributed in this video series, adding their own ten minute video to our collection. This was important to us, as we wanted the videos to appeal to international audiences as well as teams of all three levels. Including a high school and undergraduate team, allowed for variety as both our teams had different struggles to overcome and therefore different tips they wanted to include."
MIT,2018," we both discussed our biofilm assay protocols and came to the realization that we had very different techniques to quantify biofilm formation. While we were using Colony Forming Units (CFUs) to quantify biofilm, they were using crystal violet staining. We therefore decided to share our protocols and agreed to give guidance to each other while carrying out these protocols. We think our collaboration with WPI was particularly impactful for our project as we used both biofilm assays to characterize the formation of S. mutans biofilm and then compared them to see which one was more efficient across different metrics.
We concluded that CFUs seemed more accurate and more quantifiable, where the staining method was a lot more easier and cheaper to carry out. We realized that to determine if there was a reduction in biofilm growth or not, a staining procedure was probably sufficient enough. We made a biofilm assay protocol manual, with both methods explained. We hope that future iGEM teams can use this manual and determine which technique works better for their project."
