team,year,text
HAFS-Korea,2015,"Team:HAFS-Korea/Collaborations
Home
Tour
Project
Purpose
Description
Experiment
Safety
Modeling
Expansion
Social Implication
Human Practice
Parts
Team
Introduction
Attribution
Collaboration
Collaborations
a. communicating with other iGEM teams
#Korean Regional Meetup  8/15 @ Lotte hotel Athen’s Garden
The three Korean teams gathered together and presented their own projects. We had an opportunity to show our idea and receive comments during Q&A sessions. Particularly, one overgraduate team called Korea_U_Seoul team asked us why we used E.coli instead of other microorganisms. We answered that it is for accessibility. Since our project is headed toward the welfare of farmers, we focus on the technology that is “available” and “easy” for them to use.
We also offered some opinions about two other teams. Three Korean teams collaborated to achieve better at Giant Jamboree. It was indeed a great time.
#i GEM mentors
Gha Young Lee, David Brown, Ricardo Chavez  We have applied for Pilot Mentorship Program, and were able to meet three great mentors who had experienced Giant Jamboree. In particular, Gha Young helped us a lot. She shared her experience about preparing for Giant Jamboree. We can’t wait until meeting her at Boston :) Also, we have skyped twice during the summer vacation( 7/1/15 10AM and 8/17/15 11 PM in Korean time) and got advice about part submission, human practice and the purpose of our project.
b. communicating with Bio Ethanol Research Institutes
#Jeon-nam University Bioethanol Research Institute 8/19
We started exchangin emails with JU Bioethanol Research Institute on August 19th. We not only introduced our bioengineering project but also Our questions were related to the problems that this institute encounters during their research. It answered that the economic feasibility and construction of infrastructure were the main problem it often faces.
c. Testing other teams’ systems
We’ve tested some systems of other iGEM teams such as Korea_U_Seoul,Nankai and Paris-Bettencourt."
Brasil-USP,2015," several iGEM project descriptions from populations of differents countries. This could generate significant information on how to propose better projects in the future.
     To this end, CGU Taiwan approached several teams asking for simple questions related to their own project. Then, all questions were presented to people from different countries, with significant different backgrounds. We have contributed with two questions:
How long does it take for one regular tire, the one used in our cars, to degrade if left in an open environment?
Is tire disposal regulated in your country? If yes, are these laws able to control correct disposal and recycling of rubber waste?
     To help them share this survey with in Brazil, we have translated it into portuguese. Visit CGU Taiwan team’s wiki to learn more about the answers to these questions and the overall feedback on our project.
Contributed to Modeling-Experimentation quizz from Team Aalto-Helsinki
     The scientific method is based on a closed loop between experimentation and analytical reasoning (modeling) on the data. While both are completely indispensable, there is a historical segregation between experimentation and modeling in natural sciences, probably due to a natural background divergence among different scientists. Team Aalto-Helsinki proposed a survey to investigate how most of iGEM team members see this issue and how each team is tackling the experimenting-modeling discrepancy. Visit Aalto-Helsinki to learn more about this survey!
     A few members of our team answered this poll. In particular, we are very happy that we could arrange a group of team members dedicated to modeling and bioinformatics. This group was in close connection with the Wet Lab, always keeping the Experimenting-Modeling cycle closed and working.
Participating in a survey from Paris-Saclay team
     In iGEM, we have a broad range of different backgrounds regarding to techniques and backgrounds. To better understand which chassis are being used and why, Paris-Saclay team prepared a short survey to gather this data. For instance, we have used E. Coli, from DH5a and BL21 strains.
     As a token of their appreciation, Paris-Saclay team share with us a Thanks Badge.
Participating and sharing a survey from UCL
     While iGEM projects are often motivated by day-to-day issues, solutions based on Synthetic Biology may yet not be well accepted by the overall population. It is, then, fundamental to understand how people will see your final product and make sure that there is some space for it in ther market. UCL team proposed a survey to investigate this topic, and we have helped them translating it into Brazilian port"
TCFSH_Taiwan,2017,"Team:TCFSH Taiwan/Collaborations
Home
Project
Description
Design
Device
Results
Attributions
Notebook
Modeling
Human Practices
Silver HP
Integrated and Gold
Public Engagement
Parts
Basic Parts
Composite Parts
Team
Team
Collaborations
Safety
Achievements
MENU
HOME
TEAM
Team
Collaborations
PROJECT
Description
Design
Experiments
Notebook
InterLab
Contribution
Model
Results
Demonstrate
Improve
Attributions
PARTS
Parts
Basic Parts
Composite Parts
Part Collection
SAFETY
HUMAN PRACTICES
Silver HP
Integrated and Gold
Public Engagement
AWARDS
Applied Design
Entrepreneurship
Hardware
Measurement
Model
Plant
Software
JUDGING FORM
Collaboration
The new iGEM team
Learning the progress
Participate in iGEM
Bidirectional cooperation
Collaboration
Collaboration plays an important role among iGEMers, for we have become companions with reciprocity interactions. This year, we have done collaborations with NCTU_Formosa iGEM team.
The new iGEM team
NCTU_Formosa started to introduce experiments which is related to iGEM to the science-gifted class of Taichung First Senior High School(TCFSH) since April 14. Gradually, the background knowledge of synthetic biology was adequate, then the cogitation of combination to engineering and biology was shared, the core of the gene regulation, the design of biobricks were taught. What's more, they introduce previous project from NCTU_Formasa, giving us the prospect of the competition.
Learning the progress
The instructor of NCTU_Formosa, Pro. Wen-Liang Chen, invited us to learn about biology to our lab in the last semester. NCTU_Formosa then gave us a series of training, the SOP of NCTU_Formosa's wet lab protocol, including Cultivation of E. Coli, Miniprep, Digestion, Ligation, Transformation, PCR, and Gel Electrophoresis.
Participate in iGEM
We decided to participate in iGEM this year, as the first year of TCFSH_Taiwan. NCTU_Formasa members taught us many things such as useful databases (NCBI, Uniport), useful tools for protein (BLAST, COBALT, CD search), biology experiment design and debug, and write biobricks for synthesis.
Bidirectional cooperation
Our team member"
TMMU_China,2016," was hosted by Sun Yat-sen University, in order to simulate the iGEM Giant jamboree and enhance further communication among different teams. This was a great opportunity to present our work and learn from the other 28 teams. It was nice to see that we did a good job in presentation and the audience was attracted by our project. The most important thing to us was that we harvested much useful advice from the judges, mentors and students. Interestingly, we were lucky to have dinner with two former iGEMers Zhang Haoqian and Liu Yang, who encouraged us to go deeper in research and promote iGEM and synthetic biology research in our university. From the CCiC, we were aware of our current disadvantages in quantitative measurement and the overall logic, which laid a foundation for the later adjustments and improvements.
TMMU-China Meet-up:After several attendances of meet-ups, we hold a meeting one month before the opening ceremony. Although small in scale, this meet-up aimed at further promoting projects and better preparing for the whole competition. It is worth mentioning that with only one month from the competition, many teams felt they were under great pressure. Professor Rao Xiancai from TMMU-China shared with us his story. He told us that with the advent of the information age, acquiring knowledge and exchanging information had become much easier than decades ago, with iGEM as a good example of integration of network information and international communication. The whole world is enjoying a golden age of information exchange and multilateral communication. He hoped that given the chance, all the young adults could seize the moment to learn more, not for medals or awards, but to stand on the frontier of the age, and by working together, we would make a difference. Professor Rao’s speech inspired us all and we therefore deepened our understandings of scientific research. At last, the exciting hot pot dinner lighted up the happy atmosphere for every team member to enjoy the meeting and refresh for future challenges.
Contact us
Email: igem@tmmu.edu.cn
Address: Third Military Medical University, No.30 Gaotanyan Street Shapingba District, Chongqing, P.R.China 400038
Coloring book
Construction
Counseling
Collaborations
Conferences"
Edinburgh,2015,"Team:Edinburgh/Collaborations
Toggle navigation
Home
About
Team
Attributions
Collaboration
Sponsors
Project
Overview
Heroin Biosensor
DNP Biosensor
PMA Biosensor
Making it Stick
Limits of Detection
Parts
Team Parts
Basic Parts
Composite Parts
Part Collection
Improved Parts
Improved Characterisation
Dry Lab
Modeling
Design
Software
Human Practices
Our Story
Safety
Legality
Outreach
InterLab
InterLab
LabBook
Notebook
Protocols
Heroin Purity
PMA Detection
DNP Detection
Fluid Dynamics
Accomplishments
Collaborations
Scroll down to read more
As a way to extend the applications of our biosensor we decided to think about environmentally friendly biodegradable papers. This led us to microbial cellulose as it is inexpensive to produce and can break down easily into glucose. At the same time, the Stanford-Brown 2015 iGEM project focused on reducing the mass and volume of supplies required to send on space missions by making self-folding biological materials called biOrigami. They are seeking to incorporate sheets of microbial cellulose produced from Gluconacetobacter hansenii into their project as one of their folding mechanisms.
In an effort to improve these sheets, they are processing them which could affect their properties. From there, they are experimenting with attaching bacterial spores to sheets of the microbial cellulose, and then using the contractile properties of these spores in the presence of differing relative humidities to cause the sheets to bend. To attach the spores to the cellulose, they are attempting to express cellulose binding domains (CBDs) on the spore coats. The sheets of microbial cellulose that they processed and gave us allowed us to compare the usefulness of the microbial cellulose as a basis for a biosensor through our experiments in testing the binding affinities of a CBD on both processed and unprocessed sheets. In turn, our experiments testing the binding affinities helped guide the Stanford-Brown choice of cellulose processing technique for making sheets to which the spores will attach.
For this collaboration we expanded on the characterisation of BBa_K1321357 which is sfGFP fused to CBDcex driven by LacI and used our dissociation protocol . We chose this specific CBD because it was in the distribution kit with enough characterisation to ensure that the only variable we are testing is the processed vs unprocessed cellulose. As you can see on the graph, there are large error bars however there is a clear"
SYSU-CHINA,2016,"Team:SYSU-CHINA/Collaborations
menu
Overview
Inspirations
Cyclebow target
Cyclebow design
Project
Circuit construction
Tests on cells
Cyclebow construction
Parts
Future works
Results
Notes
Protocols and methods
References
Notebook
Model target
Model design
Model
Modelling
Overview
Stem cell therapy survey
CCiC
High School Camp
Bio-festivals
Collaborations
Human Practice
Interlab
Innovative BioBrick construction
Measurement
Medal requirements
Safety
Judging
Team members
Attributions
Team
SYSU-CHINA
Project
Overview
Background
Cyclebow target
Cyclebow design
Results
Circuit construction
Cyclebow construction
Parts
Notebook
Notes
Protocols and methods
References
Modelling
Model target
Model design
Model
Human Practice
Overview
CCiC
High School Camp
Bio-festival
Collaborations
Measurement
Interlab
Innovation BioBrick construction
Judging
Medal requirements
Safety
Team
Team members
Attributions
Collaboration
Helping first year SYSU-MEDICINE
     It’s important to find new friends in iGEM. We are glad to help first year SYSU-MEDICINE, the third iGEM team of Sun Yat-sen University by offering vital helps to them on registration and part submission. We also offered them digested backbones for their BioBrick construction. Reference can be seen in the Collaboration site of SYSU-MEDICINE .
Figure 1: Meetup with SYSU-MEDICINE at their host lab
SYSU-Software helped with CCiC
     This year we organized Central China iGEM Consortium (CCiC) from early April, and the consortium was held September 2nd to 4th in Hedanqing Lecture Hall in our university. As a brotherly team, SYSU-Software provided us with plenty of help during the consortium period. Reference can be seen in the Collaboration site of SYSU-Software .
Figure 2: We held the CCiC together!
Exchange ideas with SZU, FAFU and XMU
     After Synbiobeta Activate-Shenzhen, team SZU founded a meet up to exchange ideas. During the meet up, we help SZU to debug the construction of their circuits and the project design. Reference can be seen in the Collaboration site of FAFU and Collaboration site of SZU .
Figure "
Duke,2018,"Team:Duke/Collaborations
HOME
TEAM
Team Members
Team Advisors
Collaborations
PROJECT
Description
Design
Experiments
Notebook
Model
Results
Attributions
PARTS
Parts Overview
Basic Parts
SAFETY
Human Practices
AWARDS
Education & Engagement
Model
JUDGING FORM ⇗
Collaborations
Wanting to improve last year's forum, we held a seminar together with East Chapel Hill High iGEM team and the Museum of Life and Science to discuss future outreach projects as well as how to improve our success in engaging a diversity of thoughts. Our mosquito forum from last year (see: Mosquito Forum ) primarily drew from Duke University and thus most people already came from a very scientific background. A variety of backgrounds and point of views is essential to having an engaging and meaningful forum.
We discussed with Chapel Hill and the Museum of Life and Sciences on collaborating to create forums in the future that can achieve this goal. During this seminar we examined the the incredible gap of opinion between the general public and scientist communities, and conversed about how scientific communities must create spaces to speak with and hear public opinion surrounding genetic engineering topics. We deliberated about appropriate ways to engage the public in learning about the scientific process and the research already being done with genome-editing technologies. We concluded that one of the most important goals of such public engagement is the interaction between trained scientists and laymen - this gives ""science"" a human face and allows researchers to learn from perspectives not often considered in their daily work or by their colleagues. The key structure of a forum is that it is NOT a lecture, but rather a chance for opposing sides to discuss; this enables scientists to reach out to people not accustomed to academic settings.
We also discussed price structuring to improve attendance in such public engagement forums. From what the museum found in their past experience, charging people a nominal fee encouraged a higher retention rate but saw an attendance consisting of people already knowledgeable and interested in the topic such as local scientists and graduate students. Making the event free, however, saw a dramatic drop in attendance since there was nothing to disincentivize dropping out the day of the event. What is important is to find a balance between maintaining acceptable retention of attendees but also keeping the event open to all community members. This often requires grant funding to attract a crowd diverse enough to have representative opinions (i.e. running the forum as a kind of paid study).
In a future collaborative forum run by Duke iGEM, the East Chapel Hill iGEM team, and the Museum of Life and Science there are several"
Tec-Monterrey,2018," hosting this meetup. We learned a lot from this experience, through the presentation Adrián gaveand the feedback we exchanged with the other teams. As Latin American teams, we have had similar experiences and we could and did learn a lot from each other. The teams that participated in the meetup were:
-TecCEM
-Tec-Chihuahua
-Tec-Monterrey
-TecMonterrey-GDL
-UChile Biotec
-Ecuador
-USP-EEL-Brazil
-USP-Brazil
Gulf Coast Undergraduate Research Symposium
Figure 23: TecMonterrey team at Rice University
On September, our school shared the information of the Gulf Coast Undergraduate Research Symposium or GCURS and as soon as we saw it, we decided to apply for a place in this prestigious event. Some faculty members of Rice University generously supported us and gave us the chance to present our project in the Symposium along the Rice University iGEM team. We learned a lot from this experience. It was a sort of a pre-Jamboree for us. The feedback that we received was extremely useful for the final steps of our project.
Characterization with Team Tec-Chihuahua
Figure 24: First personal meeting with TecChihuahua
In collaboration with team Tec-Chihuahua, we attempted to characterize a nitrate promoter, which we wanted to use in our project. They agreed to help us but we wanted to take the collaboration a little bit further. One of our team members traveled to Chihuahua and assisted with the characterization. Team Chihuahua was extremely welcoming and they gladly helped us in any way they could.
Personal Meeting with Team TecMonterrey GDL
Figure 25: Liz explaining our mathematical model to TecMonterrey GDL
During the summer break, one of our team members arranged a personal meeting with team TecMonterrey GDL. This was a very productive meeting, since our team member got to explain the mathematical model to team GDL. This allowed us to exchange feedback because they also explained their project. The comments allowed us to improve our mathematical model in ways we were not thinking of.
American Teams Reunion
Figure 26: Personal meetings with American teams
As two of our team members were participating on a research stay in MIT, they had the initiative to reach out to nearby and not so nearby American iGEM teams. They contacted the MIT, BostonU and Harvard teams, which were in the vicinity. One of our teammates traveled to California to visit the Stanford team. From this personal meetings, we"
Waterloo,2018,"Team:Waterloo/Collaborations
Waterloo
Home
Team
Team
Meet The Microbes
Collaborations
Project
Description
Design
Experiments
Interlab
Demonstrate
Results
Notebook
Parts
Safety
Attributions
Human Practices
Human Practices
Engagement
Iat
Societal Considerations
Dry Lab
Model
Software
Automation
Turbidostat
Collaborations
The philosophy behind our project is that we can do better things when we work together, whether that be microbes working together in a co-culture, or iGEM teams collaborating together! Here, we will outline the collaborations we've participated in this year.
 
Interlab Study
We found the interlab study particularly interesting this year because it also related to our project. In the interlab, teams aimed to reduce variations in GFP fluorescence/expression. We think this is an important goal because in our project, we are measuring one of the bacterial populations in our co-culture using GFP. Hence, we wanted to help as many teams as possible participate in the interlab study this year!
Guelph iGEM
We gifted the Guelph iGEM team with black, flat, clear-bottomed, 96 well plates so that they could complete the interlab study.
McMaster iGEM
We gave the McMaster iGEM team E. coli DH5-alpha cells so that they could meet requirement #2 for successful completion of the interlab study .
Mentoring, Brainstorming, and Troubleshooting
McMaster iGEM
We met with the McMaster iGEM team several times early in the year to discuss the different projects each of our teams were considering. We listened to each other's ideas, and provided each other with feedback.
Guelph iGEM
We first met the Guelph iGEM team last year at oGEM 2017 (a meet-up we hosted with Ontario iGEM teams). It was their first year as an iGEM team. They described the struggles and financial barriers they were facing as a new team. We have kept in touch since then. We mentored members on their team about finances this year. Jehoshua Sharma, the Guelph team's head of research, reached out to us this summer to discuss how to obtain funding for an iGEM team. We offered advice regarding:
how to pitch iGEM to department heads (as an amazing opportunity, a way to showcase the university on an international scale, etc.)
how to obtain funding by reaching out to"
NUS_Singapore-A,2018,"Team:NUS Singapore-A/Collaborations
CONNECT WITH US
HOME
PROJECT
Description Design Modelling Results Demonstrate
LAB
Notebook Safety InterLab Study Measurement
PARTS
Parts Overview Composite Parts Improved Parts
HARDWARE
Overview PDF-LA! 2-in-1 Sensor Peristaltic Pump Fermentation Chamber Futuristic Bioreactor
HUMAN PRACTICES
Integrated Human Practices Education & Public Engagement Collaborative Report
TEAM
Members Supervisors Sponsors Attributions Collaborations Medal Gallery Giant Jamboree!
☰
Back to Top
OVERVIEW
NUSGEM is delighted to have interacted with so many teams around the world! We believe that collaborations have made our project more meaningful, and we are excited to share with you about our collaborations with the following teams!
TEAM CUHK-HONG KONG: WETLAB CHARACTERIZATIONS
NUSGEM initially wanted to explore using RNA aptamers as a reporter system for our stress promoter (PhtpG1) and blue light repressible promoter. However, we faced many difficulties in constructing our aptamers reporter system and we could not get a successful construct for many months. However, we read that the Team CUHK was working on aptamers. Hence our team leader, Nanda, met up with them in Hong Kong.
Nanda (far left) with the members from CUHK iGEM team
After an exciting discussion in Lee Woo Sing College at the Chinese University of Hong Kong, both teams saw a great collaboration opportunity between us, discovering many aspects of our projects which we could collaborate in - wetlab, modelling and hardware.
Selfie on a beautiful Sunday morning!
The two teams concluded our meeting by agreeing to keep in contact, and we continued to discuss intensively on our collaboration even after Nanda returned to Singapore. Eventually, we decided to collaborate on wetlab!
As the CUHK team worked on a RNA-based project, they were urgently looking for a particular strain of E. coli, BL21 Star. It is an RNase-knockout strain that will allow them to maximize RNA production. They asked whether our lab has this E. coli strain - we do! Without any hesitation, we shipped the strain over to them.
On the other hand, NUSGEM needed help on RNA aptamers constructions. Team CUHK kindly offered their expertise by redesigning our RNA aptamer constructs, as well as designing suitable primers to increase the chances of successful construction. In addition, they incorporated the RNA aptamer that they aimed to characterise, tRNAL"
