team,year,text
Sheffield,2016,"Team:Sheffield/Collaborations
A template page
HOME
INTRO
PROJECT
TEAM
NOTES
JUDGING
COLLABORATIONS
The European iGEM meet up
Evry & Ionis-Paris
The European Experience, a collaboration between Evry and Ionis, held in Paris over the 2nd and 3rd of July, was a massive success. It attracted 28 European teams from 11 countries, where each team presented their project informally through a poster.
We discovered some exciting project ideas including producing bio-plastics on Mars, and building a DIY 3D printer for tissues.
United Kingdom iGEM meet up
Westminster UoW
In August, we were invited to the UK Teams’ Meet-up at the University of Westminster. Almost the whole team decided to head to London to interact with local teams and gain feedback about our project. It was a really friendly atmosphere when we arrived and we even bumped into the UEA (University of East Anglia) iGEM team on our way to the University as we both tried to navigate our way around London.
The meet-up was a two-day engagement and both days consisting of a number of engaging talks in the morning with presentations from other iGEM teams about their projects in the afternoon.
The University of Warwick open day
Warwick
Two of our team members; Jamie and Saylee went on a trip down to Warwick to demonstrate how you can extract DNA from strawberries!
Mexico Synthetic Bio video international collaboration:
TecCEM
TecCEM is making a compilation of videos sent from the 5 collaborating iGEM teams; Mexico, England, Germany, Taiwan, and Pakistan, regarding our experience in iGEM.
Surveys completed
We have contributed to projects and human practices studies of other iGEM teams, by providing information in the form of these surveys:
Aachen on Genetic Engineering Public Opinion
Paris-Saclay on Responsible Research & Innovation
Groningen on Digital Information Storage & Cyber Security"
TU_Delft,2015,". Some of these can be seen on the Policy and Practice page under iGEM Community section. For this we collaborated with the Berlin, KU Leuven and Amsterdam teams.
Moreover, we helped other teams by sharing the knowledge we have about biofilms and even printed a biofilm for another team. For sharing this knowledge we had several skype different teams, we helped with organizing different events where we talked to other teams, and we eventually went to Groningen to make a biofilm for them.
Testing Biolinker
Throughout the policy and practice assessment, it became clear that the strong point of our printer was that it could be used for different types and strains of bacteria. We believed that it was important to test this hypothesis. At the RIVM/Rathenau discussion meeting preparation we learnt more about what the other teams were planning on making. A popular direction was biofilms such as the team of University of Groningen .
The iGEM Groningen team were creating a biofilm that would be used to create energy out of salt and fresh water. Their plan was to create an ion-selective biofilm that would be placed as a barrier between the two types of water, to ensure that an electro potential gradient would develop. This gradient would then be converted into energy called Blue Energy. Their biofilm had to therefore be ion-selective and robust. But they had a couple of troubles with creating a stable biofilm containing their engineered selective bacteria, Bacillus subtilis 3610 comI strain. They wanted to create a membrane that would be able to maintain itself, making it very sustainable and cheap. The two teams believed that combining their projects would lead to a good result, as well as it being important to help out a fellow iGEM team to test their hypothesis. .
Just before the track decisions were made, we contacted the iGEM team of Groningen through Skype, on the 17th of August, to discuss the possibilities of a collaboration between us. Like we mentioned in our policy and practice assessment, it became clear that a strong point of their printer could potentially be the usage for different types and strains of bacteria. .
On the 1st of september, Marit, Anne and Biolinker (our 3D-printer) travelled to Groningen to execute several experiments. The aim of the two teams were as followed: We wanted to prove that our 3D-printer can be called an open source platform technology, by letting the team of Groningen print their bacteria. The team of Groningen wanted to create a stable biofilm containing their biofilm-forming bacteria, by using"
TP_CC_SanDiego,2016,"Team:TP CC SanDiego/Collaborations
COLLABORATIONS
CHITINASE
T P - C C
HOME PROJECT NOTEBOOK OUTREACH TEAM ATTRIBUTIONS COLLABORATIONS
Back to Top UCSD iGEM
UCLA iGEM COLLABORATION
On September 23 we met with UCLA’s iGEM team via Skype. During this meeting, we discussed details of our project’s goals, progress, and impact. In particular, we shared what new updates we’ve made to our experiment from last year, discussing what changes worked better. This included updates to our secretion system, and updates to our method of analyzing chitinase gene expression via FLAG-tag. UCLA iGEM gave us advice on how to expand our chitinase project, especially regarding ways to create a chitin medium that would enable us to test whether the chitinase was working. We also shared ideas for human practices, discussing public outreach strategies that have worked and failed for us in the past. We also provided key suggestions to help UCLA iGEM with cell-cell adhesion as well as growth inhibition."
Freiburg,2017," 2007).
Therefore the substitution of the two hydroxylated amino acids, that are prolines at the positions 402 and 564 with alanines, would generate a HIF1A (P402A,P564A), that is stabilized and interacts with HIF1B under normoxic conditions (Ziello et al., 2007) to activate the hypoxia response element (HRE).
In return for our help with iGEM team Heidelberg's mutagenesis assay, they offered to help us with their Golden Gate cloning expertise to perform a site directed mutagenesis and generate the constitutively active HIF1A. It would be used by us as a positive control for CoCl2 induction in analysis of HRE.
Unfortunately, Heidelberg faced some challenges during the cloning. Due to the lack of time when the plasmid was finished and arrived in our lab, we were not able to test it anymore.
Integrated HP
Team"
NTU-Singapore,2015,"Team:NTU-Singapore/Collaborations
Add a banner to your wiki!
You can make the image 980px  by  200px
Remember to call the file: ""Team_NTU-Singapore_banner.jpg""
HOME
TEAM
PROJECT
Description
Experiments & Protocols
Results
Design
PARTS
Team Parts
Basic Parts
Composite Parts
Part Collection
NOTEBOOK
ATTRIBUTIONS
COLLABORATIONS
HUMAN PRACTICES
SAFETY
MODELING
MEASUREMENT
SOFTWARE
ENTREPRENEURSHIP
Collaborations
Sharing and collaboration are core values of iGEM. We encourage you to reach out and work with other teams on difficult problems that you can more easily solve together.
Which other teams can we work with?
You can work with any other team in the competition, including software, hardware, high school and other tracks. You can also work with non-iGEM research groups, but they do not count towards the iGEM team collaboration gold medal criterion .
In order to meet the gold medal criteria on helping another team, you must complete this page and detail the nature of your collaboration with another iGEM team.
Here are some suggestions for projects you could work on with other teams:
Improve the function of another team's BioBrick Part or Device
Characterize another team's part
Debug a construct
Model or simulating another team's system
Test another team's software
Help build and test another team's hardware project
Mentor a high-school team"
Genspace,2016,"Team:Genspace/Collaborations
MENU ▤
HOME
TEAM
Team
★  Collaborations
PROJECT
★  Description
Experiments
★ Proof of Concept
★ Demonstrate
Results
Notebook
PARTS
Parts
★ Basic Parts
★ Composite Parts
SAFETY
★  ATTRIBUTIONS
HUMAN PRACTICES
Human Practices
★ Silver
★ Gold
AWARDS
★  Measurement
We helped 3 other iGEM teams:
1. Stony Brook iGEM Team
https://2016.igem.org/Team:Stony_Brook
The Stony Brook iGEM team undertook the task of investigating the survivability of yeast under desiccation, an experiment equivalent to the one our team has conducted on E. Coli. Given the many potential uses that desiccated yeast could offer to iGEM as well as the scientific community as a whole, we’ve agreed to replicate the desiccation experiments performed by Stony Brook in an effort to corroborate their data. Their protocol consisted of exposing yeast to 2, 4, 6, and 8 hours of dehydration in an incubator. 20 microliters of yeast were placed on separate segments of parafilm which were left in an incubator for the aforementioned amounts of time. Afterwards the yeast was rehydrated and plated. Approximately 2 days later the colonies on the plates were counted. The results of our study are shown below:
Note: Given that the amount of yeast that would grow after little or no desiccation would surpass the capacity of the plates or prove difficult to count, we performed a 1 to 10,000 dilution of the 0 hrs of desiccation and multiplied the colonies by 10,000 to account for the dilution. A 1 to 100 dilution was performed on the 2 hrs of desiccation and the colonies multiplied by 100. There were no other dilutions performed on the 4-8 hrs of desiccation.
2. UGA iGEM Team
https://2016.igem.org/Team:UGA-Georgia
We helped the UGA-Georgia iGEM Team by characterizing their mCherry-based reporter system
For the second year in a row, the Genspace iGEM team helped the University of Georgia iGEM Team by participating in the Archaeal InterLab Study to further characterize the reproducibility of their mCherry reporter system.  This year, samples were formaldehyde-fixed after"
SCU-China,2016," our considerations.
Based on this point, our international collaboration is a mutual exchange of knowledge and understanding of the policies regarding commercialization of science between China and Canada. The format of our exchange is making a handbook introducing the laws on intellectual property rights protection in our home countries, in order to improve our understanding of the differences on related laws between China and Canada.
The handbook introducing the laws on intellectual property rights protection in China made by our team member Luyu Jia contains the following contents: General Definition and Classification, Patent Law, Trademark Law, Copyright Law, and Trade Secrets. For the full handbook, click me.
Teams helped us:
1. TMMU_China
The assistance provided by TMMU_China mainly focused on the inhibition zone test. The inhibition test towards target microbes Staphylococcus aureus (Foot odor pathogen), Bacillus subtilis (Foot odor pathogen), Klebsiella pnuemoniae (Quality control strain), Escherichia coli (Quality control strain), Enterococcus faecalis (Quality control strain), Microsporum canis (Tinea Pedis pathogen) and Trichophyton rubrum (Tinea Pedis pathogen) were performed by TMMU_China. Unfortunately, they failed at the process of protein purification, which means the test was failed, but we still appreciate their effort on helping us.
2. IngenuityLab_Canada
In correspondence with the handbook introducing the laws on intellectual property rights protection in China made by us, iGEM team IngenuityLab_Canada designed a similar handbook introducing related laws in Canada, which broaden our internationalized horizon on intellectual property laws. For the full handbook made by them, click me.
3. SCUT-China_A
In order to help us while we were trapped at the bottleneck of the process of CecropinXJ prokaryotic expression, they provided us three specialized E.coli BL21 strain (RIPL, Rosetta and pGr07).
RIRL and Rosetta contain rare tRNA in the strain and pGr07 contains plasmid coding molecular chaperones for protein folding. pGr07 is applied in the CecropinXJ expression part in our project.
However, even we used three specialized E.coli BL21 strain (RIPL, Rosetta and pGr07) provided by SCUT-China_A, the results are still not ideal. Further experiments are required."
Marburg,2018,", because they broke during transportation and the plates were too moist.
For the growth curve experiment the teams simply measured the OD600 every 10 minutes for 5 hours, in the Vibrigens InterLab the iGEM InterLab cell measurement experiment was repeated.
Figure 2: The Vibrigens InterLab Kit with a Vibrio 101 flyer.
Content of our V. natriegens InterLab study kit:
8 InterLab plasmids
Electroporation media
Recovery media
V2 salts
Vibrio natriegens on a plate, ATTC14048
Flyer Vibrio natriegens 101
We created a Vibrio natriegens flyer containing the most important facts and most useful protocols for the organism. Our protocol for the Vibrigens InterLab is in our lab book on our Wiki.
For the Vibrigens growth curve we only sent V2 salts, Vibrio natriegens on a plate strain ATTC14048 and the Vibrio natriegens 101 Flyer.
Results
Figure 3: Pie chart showing the percentage of teams that would want to work with Vibrio natriegens again.
In our Google form we asked our participants to tell us all about their difficulties with the experiments and Vibrio natriegens and to answer some general questions. When asked if they could imagine working with Vibrio natriegens in the future, 7 out of 8 teams answered yes (figure 3).
We could identify four main critique points based on their feedback:
The shipping
We received a lot of feedback on our shipping. Some of the plates broke during transport because we didn’t pack them as well as we should have. For the future we recommend using bubble wrap around the plates or enough crumpled paper to really cushion the plates. Relying only on parafilm and paper towels wasn’t enough to send plates in an envelope instead of a box. Boxes provide more protection against mechanical impact and are therefore better suited for this.
Transformation
Some teams had problems transforming the plasmids into Vibrio natriegens and needed two attempts until they were able to insert the plasmid into V. natriegens. Two of the teams couldn’t perform the transformation, so we sent them the strains. In our lab we observed that the more experience you have, the higher the success rate of transformations. We believe that with guidance and a few more tries the teams would have been able to complete this step, but it would have taken precious time away from their projects.
Fast growth
Some teams were"
Vilnius-Lithuania,2016,"Team:Vilnius-Lithuania/Collaborations
PEOPLE
Members Attributions Collaborations
PROJECT
Description Design Modeling Results Proof of concept Notebook Methods Safety Achievements
PARTS
Basic parts Composite parts
HUMAN PRACTICES
Gold Criterion Silver Criterion Integrated Practice Engagement Successful iGEM team All
INTERLAB STUDY
ACKNOWLEDGEMENTS
Sponsors Crowdfunding
People
Members Attributions Collaborations
Oxford iGEM
An iGEM team from Oxford generously offered us help in mathematical modeling of our experiments. We appreciated their operative and precise work a lot. We have agreed on the collaboration over a couple of Skype calls and continued to manage the deal by the emails over a period of two months. The description of the modeling Oxford team performed can be found here.
What is more, we did not only collaborate on the dry lab, but also on the Human Practices side. Since we found out that our projects looked quite similar and were based on the creation of probiotics, we have launched a survey on probiotics delivery method and compared the results between two countries. The results of the survey are described here.
WashU iGEM
We are very grateful to WashU StLouis iGEM team from Washington, USA, who agreed to collaborate and asked to confirm their results of a biobrick characterization. They have chosen to characterize a part from this year’s distribution kit – a HSP promoter. We have organized the collaboration over a friendly online conversation. The details of a biobrick characterization can be found here.
Aachen iGEM
We have organised collaboration with Aachen iGEM team . We tried to find out the opinion and to define the current knowledge of the common public about genetic engineering in Lithuania. Our team managed to question 57 people of different educational background. Results revealed that the majority of people in Vilnius were poorly informed about genetic manipulations.
Virginia iGEM
We were happy to help Virginia iGEM team by responding to their survey about the awareness and use of biocontainment in iGEM projects. We hope that our answers were helpful for creating a pamphlet for future iGEM teams to disseminate information about biocontainment and provide tools for teams to select and implement methods more easily.
Bulgaria iGEM
We were very happy that a new team Bulgaria iGEM provided our team member Sofija with a warm welcome. We have exchanged our project ideas, shared experience, and gave some insights on how to manage the project. Bulgaria iGEM team members kindly showed Sofija the"
H4Z-Hangzhou,2015,"Team:H4Z-Hangzhou/Collaborations
HOME
TEAM
PROJECT
Description
Experiments & Protocols
Results
Design
PARTS
Team Parts
Basic Parts
Composite Parts
Part Collection
NOTEBOOK
ATTRIBUTIONS
COLLABORATIONS
HUMAN PRACTICES
SAFETY
MODELING
MEASUREMENT
SOFTWARE
ENTREPRENEURSHIP
Collaborations
Sharing and collaboration are core values of iGEM. We encourage you to reach out and work with other teams on difficult problems that you can more easily solve together.
Which other teams can we work with?
You can work with any other team in the competition, including software, hardware, high school and other tracks. You can also work with non-iGEM research groups, but they do not count towards the iGEM team collaboration gold medal criterion .
In order to meet the gold medal criteria on helping another team, you must complete this page and detail the nature of your collaboration with another iGEM team.
Here are some suggestions for projects you could work on with other teams:
Improve the function of another team's BioBrick Part or Device
Characterize another team's part
Debug a construct
Model or simulating another team's system
Test another team's software
Help build and test another team's hardware project
Mentor a high-school team"
