team,year,page,text
WHU-China,2013,Team:WHU-China#templates#hp_-_-_TEXT.html," each other, We are all looking forward to further cooperation between WHU-iGEMers and Shenzhen BGI-iGEMers in the near future. 3.Giving CAU team suggestions
We communicated with team CAU(China Agriculture University).Both teams introduced projects  and give some meaningful advice to each other. Since it is the first time for CAU to attend the IGEM, we offered some basic guidence to them.
Lectures to peers
1.In the College of Chemistry and Molecular Science of WHU
In order to raise the profile of the IGEM, especially within the freshmen who just start their colorful life in the campus, and promote the academic communication between different subjects in IGEM, we publicized the IGEM competition and our 2012-IGEM project to the freshmen in College of Chemistry and Molecular Science of Wuhan University. Furthermore, we had a heated discussion on the future of the synthetic biology through the different perspectives of biology and chemistry, which made us know more about how to combine the study methods of biology and chemistry on synthetic biology studying. We mainly discussed the following topics: (1). Introduced the IGEM, including the organizers, the ideas and significance of this competition, and the form of this competition. (2). Took our IGEM project of converting the excessive intake glucose into cellulose and degrading overmuch fatty acids by Escherichia coli, as an example to explain how an IGEM project works. (3). Communicated the meaning, study methods, and the future of the synthetic biology through the different views of biology and chemistry. We found that biologists concentrated more on the whole biological function of the designed protein, whereas the chemist focused more on the structure and chemical properties of the designed protein. However, since the structure and chemical properties of the protein are essential factors of function studying, once we can perfectly combine the study methods and ideas of biology and chemistry, the synthetic biology studying will grow with leaps and bounds. 2.In the College of Life Sciences of WHU
In order to raise the profile of the IGEM, especially to the sophomores who are full of enthusiasm to study synthetic biology, we publicized the IGEM competition and our 2013-IGEM project to the sophomores in College of Life Science of Wuhan University. Furthermore, we had a heated discussion on the application of our precise gene expression regulation system and the research significance of the synthetic biology. We mainly discussed the following topics: (1). Introduced the IGEM, including the organizers, the ideas and significance of this competition, and the form of"
OLS_Canmore,2016,Team:OLS Canmore#Basic Part_-_-_TEXT.html,"Team:OLS Canmore/Basic Part
HOME
TEAM
Team Attributions
PROJECT
Description Design Experiments Proof of Concept Demonstrate Results Notebook
PARTS
Parts Basic Parts Composite Parts
SAFETY
PRACTICES
Human Practices Integrated Practices Engagement Collaborations
AWARDS
Silver Gold
BASIC PARTS
Keratinases are a type of proteolytic enzymes, meaning they are capable of breaking down proteins into smaller units (1). While keratinases have been isolated within several different fungal and bacterial species, they have not been commonly expressed in E. coli K12 which is a gram-negative bacteria.
For the project we are using a strain of E. coli called JM109 as our bacterial chassis which allows us to express protein at a relatively high rate and to work more easily in the lab.
Keratinases were previously used by the Chicago and Sheffield iGEM teams. Chicago attempted to express keratinase in Bacillus subtilis but was unsuccessful in transforming the genes.  The University of Sheffield experienced a cleaving issue as they did not remove the signal peptide from the Bacillus (gram-positive) gene sequence. This causes an issue because of the differing amount of membranes between gram-positive and gram-negative bacteria, and the differences in how the bacteria must secrete the enzymes. Therefore, in optimizing the keratinase genes for expression in E.coli, we removed the gram-positive signal sequence entirely and replaced it with pelB (a signal peptide, and biobrick part, optimized for secretion of protein in E.coli).
Figure 1: Shows a generalized depiction of the membrane differences between Bacillus and E.coli.  The light blue tag at the end of the protein represents the native signal peptide, while the orange tag is representative of the optimization.  During the optimization, the original signal peptide was completely removed and replaced with pelB.
Once these basic part are paired with a promoter, keratinase should be expressed and secreted into the periplasm. Because of the toxicity of accumulating high amounts of keratinase, the bacteria would the release keratinase from the periplasm into the cell-growth media.
These parts were synthesized and placed in the pSB1C3 backbone using the standard biobrick assembly. Before the synthesis, the correct start and stop codons were added, and we checked to ensure that the protein coding sequences were not altered during the other optimization steps by comparing the DNA sequences using Clustal. NEBCutter V2.0 was also used to check for any illegal restriction sites. Keratinase A (Ker"
SHSBNU_China,2017,Team:SHSBNU China#Team#Members_-_-_TEXT.html,", and the power point for the presentation). I am really proud that my speciality can help my teams.
This time will be my last time to enter this competition as a high school student, but I think I will continue doing the iGEM competition. I’m looking forward to next year’s opportunity.
Ji, Huanding
Teammate
Hello, I’m Huanding Ji from SHSBNU. Currently in grade 12, I had mainly taken responsibility in experiments in the summer vacation and weekends. I have very deep interest in biology and have nearly decided it as my major in college, which is the main reason why I decided to join iGEM_SHSBNU. Prior to this competition, I had taken part in Accelerated Biology Course, Advanced Biology Course, Gene Engineering Course, and trainings for various kinds of biological competitions. I tried to make use of all the resources available in our high school in the field of biology.
Guo, Weihang (Frank)
Teammate
I am a team member in SHSBNU_China and my contribution for this team is HP part—making an interview and contact other teams for cooperation. At school, two other team members and I established Synthesis Biology club in order to let more students know there is a subject can even “create life”.About myself, this experience of taking part in IGEM really influence me a lot, it just like opening the door of the new world and also help me determine the direction of future study.
Li, Boxuan
Teammate
Hello, I’m Boxuan Li, one of SHSBNU team. It is so lucky for me to meet my team members and I think the experience is extremely impressive. At first, because there are four students in our team, we need to learn more about biology, and then we also learnt about lab operation. During this summer holiday, I nearly spend all of my time on experiments. Certainly, I learned a lot in biological engineering and get good results on experiments. My works are experiments and searching some sources on non-invasive detection of bacteria and materials of capsules which suit our project. In conclusion, I hope our team can get some successful achievements.
Zhou, Haoyu (Kevin)
Teammate
Hi, I am Haoyu Zhou. This year I am in grade 11. I did some of the experiment works. Collecting experiment record is a part of my job. Because I participated in almost all stages of those experiments, the work of picking up and arranging those information of submitted parts is also belong to me.
In my daily life,"
Toronto,2016,Team:Toronto#Results_-_-_TEXT.html,"Team:Toronto/Results
home
achievements
team
team
collaborations
project
description
design
experiments
proof
demonstrate
results
notebook
parts
parts
basic_part
composite_part
part_collection
safety
attributions
human_practices
human_practices
silver
gold
integrated_practices
awards
software
model
Results
Successful Results
Both Long GolS P118A (BBa_K2048002) and Long GolS (BBa_K2048001) constructs responded to gold concentrations in a dose-responsive manner up to 1uM
Long GolS P118A (BBa_K2048002) is specific to gold
Long GolS (BBa_K2048001) is more responsive to both gold and copper concentrations than York 2013 construct (BBa_K1127008)
Long GolS (BBa_K2048001) was found to be significantly more response to gold than it is to copper
Unsuccessful Results
Cell-free assay required further modifications
Future plans and direction
Make Long GolS P118A (BBa_K2048002) and Long GolS (BBa_K2048001) work in a cell-free environment
Integrate that cell-free environment onto a paper-based system (first fresh paper-based system and then freeze-dried paper-based system)
Discussion
The iGEM Toronto 2016 team was successful at modifying an naturally existing transcription factor called GolS (natively found in Salmonella enterica) to contain certain mutations that have been found to cause CueR (a copper-response factor in Escherichia coli) to increase sensitivity to gold and significantly decrease it's sensitivity to copper. This modification was due to an amino acid change from proline to alanine at site 118. This successful synthetic change can be found composite BioBricks, Long GolS P118A (BBa_K2048002) compared to the unchanged Long GolS (BBa_K2048001) . For further details on what is contained in the Long GolS P118A BioBrick, see Figure 1.
Figure 1: The content and structure of the Long GolS P118A (BBa_K2048002) BioBrick plasmid
To characterize our plasmids, we compared the expression levels of our Long GolS P118A (BBa_K2048002) and Long GolS (BBa_K2048001) against York 2013's GolS (BBa_K1127008)"
Hong_Kong_HKUST,2014,Team:Hong Kong HKUST#wetlab#notebook_-_-_TEXT.html,"_B0015 insert cut with XbaI and PstI into pSB1C3-K880005 backbone cut with SpeI and PstI as negative control
·      Digestion of pSB3K3-BBa_J04450 at XbaI and PstI
·      Gel purification of pSB1C3-BBa_E0240
·      Miniprep of BBa_K880005
·
Week 4
June 30
Wet lab
·      Digestion of BBa_B0015 plasmid extraction product with XbaI and PstI, gel extraction and gel purification
·      Gel check of purified BBa_B0015 insert
·      Transformation of ligated pSB1C3-K880005.B0015
·
July 2014
Week 1
July 2
Wet lab
·      Arrival of primers order for comX-myc and comW-FLAG
·      Dilution of primers and design of experiment for both comX-myc and comW-FLAG
·      Inoculation of ligated pSB1C3-K880005.B0015
·      Inoculation of pSB3K3-BBa_J04450 and pSB1C3-BBa_E0240
·      Oligo annealing for PcomX
·      Bacterial inoculation of BBa_J04450 (KAN) (6 tubes), BBa_E0240 (CAM) (6 tubes), BBa_B0015 (KAN) (3 tubes)
·      PCR for cloning comD and comE
July 3
Wet lab
·      PCR of comX-myc using Taq DNA Polymerase with ThermoPol Buffer to check whether primers are functional
·      Gel check for comX-myc PCR product
·      PCR of comX-myc using Phusion High-Fidelity PCR Master Mix with HF Buffer
·      Gel check for comX-myc PCR product
·      Restriction digestion check on some candidate colonies of ligated pSB1C3-K880005.B0015 with XbaI and PstI
·      Received and stored the new common reverse primers for Pcombox and sense oligo and anti-sense oligo of 67bp Pcombox
·      Digestion of pSB1C30-BBa_E0240 and pSB3K3-BBa_J04450 at XbaI and PstI
·      Gel purification of digested BBa_E024"
NTNU_Trondheim,2018,Team:NTNU Trondheim#Experiments_-_-_TEXT.html," biobrick Bba_J004450 was very bright. We used excitation 561 nm and emission ca 625-680 nm as the biobrick was too bright at emission 607 nm. Consider using another laser further away from excitation point (584 nm) for the real photos of the biobrick, and the improved biobrick.
Jul
20
Biobrick: Red Fluorescent Protein measurement (FAILED)
Goal:
Measure the expression of the Bba_J04450 biobrick in transformed dH5α cells. This is done by measuring fluorescence.
Procedure:
1. Incubated dH5α, J04450 transformed cells were dilluted 1:100 with LB
2. 200 µL, 5 replicates of LB, LB with Chloramphenicol and 5 dH5α dillutions made from different batches were applied to a 96 well plate
3. Tecan plate reader was used to measure absorbance at 588 nm and fluorescence at excitation 584 nm and emission 607 nm with the following parameters:
Temperature: 37,0°C, varying from 36,5°C to 37,5°C
Kinetic cycles: 750
Gain: 40
Z position: 18055 µM
Shaking: 300 s
Orbital shaking amplitude: 3 mm
Results:
The wells dried out, presumably due to us choosing not to use a lid on the plate, and the measurements were therefore aborted by the machine.
Week
30
Week 30
Jul
23
Make super competent cells of the TG1
Goal:
Make supercompetent cells of the E.coli - TG1 strain
Procedure:
DAY 1:
- Made Psi media, transformation buffer 1 and transformation buffer 2.
- Made an E.coli TG1 culture in a small flask with 10 mL Psi- medium. Inoculated culture at the end of the day and left the flask for incubating while shaking and at 37°C overnight.
Jul
24
Make supercompetent cells of the TG1, day 2
Goal:
Make supercompetent cells of the TG1
procedure:
This was done from an overnight culture of TG1-cells, see protocol.
Results:
There was no growth on the plates with CM and AMP after the transformation (25. July. 2018), so the conclusion was that the cells were not supercompetent. The protocol was then updated and optimized for another trial.
Jul
25
Miniprep and transformation of TG1"
Virginia,2012,Team:Virginia#Project_-_-_TEXT.html," The denaturing solution contained 6M, 50mM Tris (pH 8.9), and variable DTT. The control solution did not increase urea concentration. Lysate/denaturing mixtures were incubated (1 hour, 37°C). As a negative control, some mixture was applied dropwise to a pregnancy test kit, as per instructions on the kit.
After incubation, each mixture was titrated with folding solution in order to render hCG-β detectable by a pregnancy test kit. Folding solution was prepared so that upon its addition, final concentrations of reagents were 4.8mM Cysteamine, 4.4mM Cystamine, 1M Urea, and 1mM EDTA. Titration with folding solution (0.5ml/minute for 14 minutes) brought the final volume to 8mL.The final mixture was incubated at room temperature for 16 minutes and applied dropwise to pregnancy tests. Test kits remained at room temperature overnight and were read the following day.
Results
Phage Production
Following transformation, and after four hours of incubation during which cell density increased, the O.D. of the E. coli transformants steeply declined. Clearing was also observed upon addition of the transformants to a fresh culture of E. coli. However, no clearing was observed when T7 genomic DNA was mixed with non-competent cells, demonstrating that the previous results were indeed due to transformation, and the genome was not contaminated with intact phage particles. These results support that T7 phage genome was taken up by host cells, transcribed and translated, and packaged into intact, infective phage. Production of BPP phage was not observed in transformations with bronchiseptica, so the Gibson assembly product was not used to produce modified BPP phage.
BioBrick Confirmation
Gel electrophoresis of PCR-amplified regions of potential BioBricks.  The optimum lanes are WT hCG lane 2 and synCG lane 1; the samples that were used to generate these products were submitted to the Parts Registry.
Gel electrophoresis of PCR-amplified regions of potential BioBricks containing the lysin gene bbp9. The sample that was used to generate the product in lane 4 was submitted to the Parts Registry.
Pregnancy Tests + Folding Solution
Lysis of cells expressing wild-type hCG in the pET-30a vector with B-PER reagent initially resulted in no positive pregnancy tests. When the"
Technion_Israel,2015,Team:Technion Israel#Modeling_-_-_TEXT.html,"left[ {3\alpha diol} \right]}}{{{K_P}}}}}{{\left( {\frac{1}{{{K_1}}} + \frac{1}{{{K_2}}}} \right) + \frac{1}{{{K_1}}} \cdot \frac{{\left[ {DHT} \right]}}{{{K_s}}} + \frac{1}{{{K_2}}} \cdot \frac{{\left[ {3\alpha diol} \right]}}{{{K_P}}}}} = \frac{{{V_{{m_f}}} \cdot \frac{{\left[ {DHT} \right]}}{{{K_s}}} \cdot \frac{{{K_2}}}{{{K_1} + {K_2}}} - {V_{{m_r}}} \cdot \frac{{\left[ {3\alpha diol} \right]}}{{{K_P}}} \cdot \frac{{{K_1}}}{{{K_1} + {K_2}}}}}{{1 + \frac{{\left[ {DHT} \right]}}{{{K_s}}} \cdot \frac{{{K_2}}}{{{K_1} + {K_2}}} + \frac{{\left[ {3\alpha diol} \right]}}{{{K_P}}} \cdot \frac{{{K_1}}}{{{K_1} + {K_2}}}}} = \\ = \frac{{{V_{{m_f}}} \cdot \frac{{\left[ {DHT} \right]}}{{{K_s}'}} - {V_{{m_r}}} \cdot \frac{{\left[ {3\alpha diol} \right]}}{{{K_P}'}}}}{{1 + \frac{{\left[ {DHT} \right]}}{{{K_s}'}} + \frac{{\left[ {3\alpha diol} \right]}}{{{K_P}'}}}}\end{array}\]
This is the assumption we made for approach 1 for modeling the reaction. We can see that under the conditions we assumed, the reaction behaves like a Michaelis-Menten reversible reaction.
Inhibition of directions:
Examination of the in vitro properties of the recombinant AKR1C2 showed that it was potently inhibited in the oxidation direction by NADPH [6] . Since all AKRs catalyze an ordered bi-bi reaction, we can assume the enzyme we chose to use - AKR1C9 - has the same mechanism."
Poznan-BioInf,2013,Team:Poznan-BioInf#Introduction_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Poznan-BioInf/Introduction
From 2013.igem.org
Home
Team
Project
Introduction
Lab book
Funding
Parts submitted
Safety
Human practice
Introduction.
Overview.
Our project aims to construct a synthetic biological device based on a digital circuit called a multiplexer. Our system is designed to generate a response dependent solely on the provided input signals. As multiple input signals were needed, we had to test multiple inducible promoters. Activities  of these promoters are induced by presence or absence of various monosaccharides: xylose, arabinose, rhamnose and disaccharide melibiose. Thus, their concentrations were equivalent to analog signals that could be converted to expression of serine recombinases (phage integrases) in an 'all-or-none' way, providing us with a digital control over the system.
Using the interases' ability to recognize nonidentical sites and invert or excise identified sequence, one may make DNA editable in vivo. One of the possible uses of such a sub-system is to create a biological equivalent of a transistor - dubbed a transcriptor -  that uses DNA polimerase flow as an analogue of the electric current, while exploiting the integrase as a control signal. That suffices to build an SR-latch - the simplest memory cell, being one of the basic units of the Von Neumann computer architecture.  The resultant DNA-based memory storage can be propagated when cells divide.
We envision that the abilities of integrases could allow switching expression  on and off, targeting various genetic components.
Inspiration.
We were inspired by a digital circuit - a multiplexer - allowing to choose an arbitrary input signal x and send it to the output y using adressing signal a. Strobe signal S forces the original device to ignore the inputs producing 0 as an output. Our modifications of the circuit include a multiple rewritable memory cell functionality - the device is designed to comprise of three SR-latches (each memorizing one bit of information). The strobe signal resets them to 0 state. The output has 8 cumulative states while still remaining digital - one may choose more than one input to be included independently.
Implementation.
Input signals are concentrations of saccharides rhamnose, xylose and melibiose, and the strobe signal is the concentration of arabinose. Each of them induces expression of a corresponding integrase. We have decided to use standard reporting genes - fluorescent proteins - as an output,"
BIT,2017,Team:BIT-China#Equipment_-_-_TEXT.html,"Team:BIT-China/Equipment
BIT-CHINA
Project
Description
Receptor Expression
Pathway optimization
Signal Output
Result
Modeling
Overview
Docking
GPCR pathway
Laboratory
Material
Notebook
Protocol
Equipment
Safety
Achievement
Parts
Medal
HP
HP-Silver
integrated＆Gold
Engagement
Collaboration
Team
Member
Attribution
Sponsor
TOP
Equipment
Contact
Institute of Biotransformation and synthetic biosystem
School of life science
Beijing Institute of Technology
100081, Beijing
Email: lichun@bit.edu.cn
Copyright  © 2017 BIT-China"
