team,year,page,text
NYC_Hunter,2012,Team:NYC Hunter Software#Team_-_-_TEXT.html,"em.org/Team:NYC_Hunter_Software/Team ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Northwestern,2016,Team:Northwestern#09 09_-_-_TEXT.html,"280: 1.54, 260/230: 0.69
After purification:
Cas9-Lrz-SS “A”: 148.3 ng/uL, 260/280: 1.80, 260/230: 1.32
Cas9-Lrz-SS “B”: 56.0 ng/uL, 260/280: 1.84, 260/230: 1.29
Cas9-Lrz-SS product B was used in today’s Gibson reactions
Made Gibson reaction mixes with DsbA and Cas9-Lrz-SS (5:1 insert-to-backbone molar ratio)
Gibson assembly #1: DsbA insert with PCR-added homology
0.89 uL Cas9-Lrz-SS PCR product from today
0.23 uL DsbA insert with added homology PCR’ed today
3.88 uL nuclease-free water
5.00 uL Gibson master mix
Gibson assembly #2: DsbA insert gBlock
0.89 uL Cas9-Lrz-SS
1.67 uL DsbA gBlock
2.54 uL nuclease-free water
5.00 uL Gibson master mix
Negative control
0.89 uL Cas9-Lrz-SS
4.11 uL nuclease-free water
5.00 uL Gibson master mix
Gibson assembly reactions were run at 50°C for one hour and transformed by Jordan and Sam
Tyler
Gel Screen of SS + Cas9
Aided with various steps of the cloning procedure (set up thermocyclers, did gibson calculations, etc.)
yesterday
back to calendar
tomorrow"
NTNU_Trondheim,2018,Team:NTNU Trondheim#Experiments_-_-_TEXT.html," added to separate tubes of thawed competent DH5α cells. The cells were incubated on ice for 20 min, heat shocked at 42 ºC for 45 sek, 950 μL LB was added and the cells were further incubated for 1.5 hour at 37 ºC with shaking (225 rpm). 100 μL of the cell suspensions were added to agar plates containing chloramphenicol. The suspensions were then centrifuged at 6800 g for 4 min, and about 800 μL of supernatants were discharged. The cell pellets were resuspended in the remaining medium and plated.
Verification of ligated dCas9 fragments
The overnight ligation mixtures with the dCas9 fragments from IDT were heated at 80 ºC for 20 min. The total volume for each of the samples were run at 85 V for 45 min on an 0.8% agarose gel containing GelGreen. Fragments at 2000 bp and 3000 bp was excised from the gel and purified following the ZymocleanTM Gel DNA Recovery protocol. The recovered fragments were stored -20 ºC in case of further usage.
Week
40
Week 40
Oct
1
Single colony picking and inoculation (Bacteria with potentially correctly ligated PCR-amplifed dCas9 and pSB1C3)
Goal:
Check colony formation on yesterday’s prepared agar plates
If colonies, pick a few single colonies and make pure bacterial cultures
Procedure:
Colonies were visible on all 7 agar plates. 7 colonies were picked and inoculated in 25 mL LB with 25 μL chloramphenicol. The cultures were incubated overnight at 37 °C with shaking (225 rpm).
Oct
2
Failed ligation of dCas9 and pSB13
Goal:
Verify successful ligation of mutated dCas9 and iGEM-backbone by:
Isolating plasmids from overnight cultures
Digest the plasmids containing mutated pdCas9 ligated with pSB1C3.
Verify with gel electrophoresis
Procedure:
Yesterday 7 colonies were picked and incubated in culture medium overnight. Today, plasmids from each culture were isolated using the miniprep protocol.
The concentrations in each parallel were found using Nanodrop. After the plasmids were isolated they were digested using the BamH1 and Pst1 restriction enzymes (we used 3.5uL plasmids). If we have the correct plasm"
Hong_Kong_HKU,2017,Team:Hong Kong HKUST#Model#Sensing_-_-_TEXT.html," translate any protein. It also increases the degradation rate of mRNA when it is bound in dsRNA due to the presence of the Hfq binding site on the asRNA sequence which is suspected to recruit RNase to degrade the targeted RNA chain.
Fig. 1 Positive Feedback loop of the Sensing Module
2 System of Reactions
We can describe the Sensing module as elaborated above with this set of reactions:
Note that in our construct LuxR is constitutively produceed, and thus, treating its production and degradation as in         equilibrium, we assume they are conserved.
Note that in the second equation, which accounts for the diﬀusion through the membrane, if the intracellular AHL concentration         is lower than the extracellular concentration, the rate would become negative and this would represent AHL diﬀusing         into the cell. If the rate is positive, it would represent AHL diﬀusing out of the cell.
3 Approximations
3.1 Quasi-Steady-State Approximation
To simplify our model, we apply the quasi-steady-state approximation (QSSA). Because the rate of binding and dissociation         are much faster than the rate of transcription and translation, we can simplify the set of reactions by treating         some reactions as being in steady-state equilibrium.
This approximation is applied to the reactions of
AHL and LuxR into LuxR_AHL and (LuxR_AHL)2
(LuxR_AHL)2 and pLuxR
asRNA and mRNA
3.2 Solution Volume Approximation
Because the volume of a cell is generally much smaller than the volume of the solution it is in, we apply the approximation         that AHL diﬀusing into or out of the cell has no eﬀect on the extracellular AHL concentration.
This approximation is applied to the diﬀusion reaction of AHL into and out of the cell.
4 Simulations
To simulate the system, we implemented Euler’s method for approximating ordinary diﬀerential equations and applied             the approximations as stated.
4.1 Simulation without asRNA
First, we simulate the model without asRNA to show how leakiness can potentially cause problems due to the positive             feedback loop.
Fig. 2 Positive feedback loop simulation from [AHL]extracellular = 0 M
The graph shows a simulation where the initial concentration of AHL is 0. The amount of AHL in the cell steadily             increases even though no AHL was added, which means that the leakiness of the promoter is creating more AHL,             which then"
EPF-Lausanne,2011,Team:EPF-Lausanne#Protocols#Miniprep_-_-_TEXT.html," kit. For steps with DNA binding column centrifuge is used, rather than vacuum. Just heed these extra warnings:
To ""resuspend"", wash the solution up and down in a micropipette. Be careful to not create foam.
Return the resuspension buffer to the refrigerator when it is not longer needed.
Concentration measurement
Plasmid concentration is finally measured using the Nanodrop 1000 photospectrometer. It is controlled by the ""ND-1000"" software (icon on the desktop).
Load nucleic acid program: if necessary, click ""exit"" to return to the main menu, then ""Nucleic Acid"". Initialise as instructed, by depositing a ul drop of water on the sensor.
Calibrate the spectrometer: deposit a 1 ul drop of buffer solution onto the sensor, and click the ""blank"" button.
Measure plamsid concentration: deposit 1 ul of plasmid solution onto the sensor, and measure with the ""measure"" button. The reported plasmid concentration is considered valid if the ""260/280"" ratio is larger than 1.80.
Retrieved from "" http://2011.igem.org/Team:EPF-Lausanne/Protocols/Miniprep ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
TUDelft,2018,Team:TUDelft#Contributions_-_-_TEXT.html," at the start of the workshop).
5. Documentation
Please think of the way you want to document your workshop beforehand, if at all. Keep in mind that you ask for permission and that your documentation does not interfere with the workshop ambiance. A good way to document is to ask people for quotes.
6. Recommendations
From our own experience, we would like to give some recommendations on parts that did not go according to plan.
Different from our plan was that we had bigger groups of 15 to 20 people, because we did not have enough moderators to enable smaller groups. The discussions were still interesting, but this did mean that some of the depth we had hoped for was lost. Feedback from our moderators was that 20 minutes was not enough time to have everyone in the group participate fully. So if in any way possible, make the groups small.
As expected, the discussions on gene drives were more broad than the ones on bioluminescent trees. Choosing the introduction material is very important. If you have a shy, bigger group more guided material is good. For people to really think of their own views and values, less guided starting material is better.
If you want to assign participants to (several) tables, you need some sort of system to do this. We decided to hand out sheets of paper with two numbers on it (a group number for the first and second round). You can also assign people by counting or let them choose themselves.
References
Empinado, H. (2015, December 11). What is a Gene Drive? - STAT on YouTube. Retrieved October 17, 2018, from https://www.youtube.com/watch?v=75iP50LEHrU
iGEM team Cambridge 2010 (2010). Team:Cambridge/Tools/Lighting - 2010.igem.org. Retrieved October 17, 2018, from https://2010.igem.org/Team:Cambridge/Tools/Lighting
iGEM team Minnesota 2016 (2016). Team:Minnesota - 2016.igem.org. Retrieved October 17, 2018, from https://2016.igem.org/Team:Minnesota
Stemerding, d., Rerimassie, V., Betten, W., van der Meij, M., Kupper, F., Sonck, M., Delgado, A., Robay, Z., Ashour, K. (2017). Interactive iGem Rathenau - Flatland Agency. Retrieved October 17, 2018, from https://"
SCU-China,2018,Team:SCU-China#Collaborations_-_-_TEXT.html," first time for them to participate in the iGEM competition, there are many problems and obstacles in their experiments. Thus, it is necessary for them to get familiar with regulations of the competition as soon as possible for the purpose of researching in a more directional and objective way. So, we explained the concept of laboratory safety, Interlab, some technical methods and precautions commonly used in the experiments. And we also shared our experiences of experiments with them, such as what to do when you get an unexpected result During the lecture, the members of the CDHSU listened to us very carefully and asked us in detail about what they did not understand of the video, such as the laboratory safety levels. At the same time, we found that they had some mistakes in the aseptic operation. So we reminded them of the importance of the aseptic operation, for it is the basis of successful experiments. We also gave them some failure examples. Then it came to the Gibson assembly and the golden gate assembly. For most of the students in CDHSU, it was the first time for them to get to know these two technologies. But they showed great interest and came to understand the main methods and functions. They also tried to compare their strengths and weaknesses critically. After that, they shared what they had got in this lecture. Although some complicated gene circuits were still somehow beyond their understanding, they got to know how to start an iGEM project after our patient explanation. We had a sense of achievement that this lecture did help them to some extent. On the other hand, through the communication we also realized that we should pay more attention to the simplicity and operability of our project -- CRISProgrammer. After the lecture, we went to their lab, observed their experimental operation and put forward many constructive suggestions, such as the plates cannot be completely exposed to the air at any time. Also, we obtained more detailed information about their project, which enabled us to give them reliable advice later in the further cooperation. Due to the lack of certain experimental equipment, the CDHSU came to our laboratory to use the fluorescent microplate reader to test their products. In September, we guided them to fill in the registration information and gave them a part in the Interlab section, which is described in detail in our collaborations. The lecture in July was the beginning of the contact and cooperation between SCU_China and CDHSU, which also spread the spirit of iGEM and made contributions to the inheritance and development of iGEM.
Fig 1. We were explaining the laboratory safety
Fig 2. Group photo -- the left side"
Hong_Kong_HKU,2013,Team:Hong Kong HKUST#experiment#exp1_-_-_TEXT.html," type cells and cells expressing inducible glyoxylate shunt.
To facilitate expression of inducible glyoxylate shunt in human hepatoma cell line (HepG2 cell), cell viability at different sodium palmitate concentration was measured. While a high fatty acid level is known to lead apoptosis, the cell viability test ensured maintenance of a stable cell line for transfection.
We used MTT assay to test cell viabilities in different fatty acid concentrations. The objective was to determine a range of optimal concentrations of fatty acids to be introduced into HepG2 cell and achieve more than 60% viability after 24 hours incubation and/or more than 50% in 48 hours.
MTT Assay Description
MTT assay measures the enzymatic activity of oxidoreductase enzymes that only show activity when the cells are alive. MTT, a tetrazolum dye, is reduced into an insoluble formazan, giving a purple color. Organic solvent such as DMSO can be used to dissolve the formazan. Absorbance at 570 is measured using a spectrophotometer to quantitatively determine the amount of formazan formation.
In our experiment, HepG2 cells were seeded into a 96-well plate. After one day incubation gradient concentration of sodium palmitate from 0 mM to 1.0mM, and 2.0mM were added into each row. After adding the sodium palmitate, we have incubated the cells for 24 hours and 48 hours respectively. MTT reagent was added and formazan formation was observed and measured using spectrophotometer.
Results
Figure 1: Average Cell Viability in Different Palmitic Acid Concentrations. A. HepG2 cells were incubated in gradient concentration of sodium palmitate from 0mM to 1.0mM and 2.0mM for 24hours. MTT reagents were added and formazan formation was measured using spectrophotometer. The relative ratio of absorbance at different fatty acid concentration was then calculated by comparing with A570 at 0mM fatty acid concentration. The percentage of relative absorbance ratio was regarded as values of cell viability. B. HepG2 cells were incubated in gradient concentration of sodium palmitate for 48hours.
From the MTT assay, we observed that after 24 hours of incubation with palmitic acid, around45% of cell viability can be maintained even at 2.0mM. For 48 hours"
WashU_StLouis,2014,Team:WashU StLouis#Notebook#Brauer_-_-_TEXT.html," Design primers for hybrid promoter
 
 
Day 23. 6/26/14 (Thursday)
●      Plan to do: Pick and grow colonies for liquid culture
●      Got done: Grew liquid Colonies for SAB2. Work on website. Look up experimental procedures
 
 
Day 24. 6/27/14 (Friday)
●      Plan to do: Freeze and miniprep SAB2; Sequencing PCR, Send for sequencing
●      Got done: Freeze and miniprep SAB2; Sequencing PCR, PCR fail, will re run with a gradient. Verified completely PBJ003 #2, #4. (-) lacZ funky. Received primers for hybrid promoter
Piece
Concentration (ng/µl)
Piece
Concentration (ng/µl)
SAB #1
86.6
SAB #2
97.1
SAB #3
79.1
SAB #4
65.8
 
 
Day 25. 6/28/14 ( Saturday)
●      Plan to do: Run Sequencing PCR (gradient) for SAB2C #2. Send out purified PCR product for Sequencing. Set up experimental procedures, write out experiment protocol.
●      Got done: Ran sequencing PCR with a gradient for SAB2 C#2. Verified negative control completely finished.
 
 
Day 26. 6/29 /14 ( Sunday)
●      Plan to do: Run SEQPCR (gradient) for SAB2C #2 and visualize.
●      Got done: Ran SEQPCR for SAB2C #1. Same results on from 6/28/14. Redesigned primers for new plasmid (not using SAB anymore) called pHOP
 
 
Day 27. 6/30 /14 ( Monday)
●      Plan to do:
●      Got done: picked ice mix from Ray’s pSB1C3-BBa_M30109 frozen stock. Preparing for miniprep tomorrow morning (0800).
 
 
Day 28. 7/1 /14 ( Tuesday)
●      Plan to do: Miniprep pSB1C3-BBa_M30109. Do a digestion and gel visualization step for pSB1C3-BBa_M30109 to see if its legit. Start PCR and steps for PBJ_Hybrid (PBJ003 + hybrid promoter)
●      Got done: Saw nothing in the first digestion, could not"
BIT,2013,Team:BIT-China#humanpractice.html_-_-_TEXT.html," relationship with the biology club of High School. Hopefully, in the near future, more and more Chinese high school students will participate in iGEM family.
BIT-CHINA team of BIT gave a lesson to the pupil of Wanquan primary school on September 27, 2013. First of all, we toked something like life, environment protect, energy. Then we told the children what is the synthetic biology and how can they work use synthetic biology. Third we explain the importance of synthetic and iGEM. At last we let the kids to think about what can we do thought synthetic biology. Kids are very interested and excited, they came up with many ideas which came form children’s life and they experience. what made me happy is the pupil are seem interested to synthetic biology,. I believe somebody of them will make that more advanced.
On September 18, 2013, BIT - CHINA team came to Sunny Baby Kindergarten and spent a pleasant afternoon with children. While discussing with preschool children in biology frontier such as synthetic biology sounds funny, we are not constrained in the exchange form, We can also help these children remind of the interest of science. The communication of the kindergarten was one of the most successful one in all our activities. ""What are bacteria?"" ""You know what the biology is?"" ""Have you heard gene?"" ""The design of synthetic biology is just like the children building blocks, and what kind of synthetic biology building do you want to build?"" Here, we also felt their rich imagination and full of vitality, and we believe that they will exert their director to make a better future.
© Copyright BIT iGEM Team 2013, All Rights Reserved.
Up
Down
Retrieved from "" http://2013.igem.org/Team:BIT-China/humanpractice.html ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
