team,year,page,text
BNU-China,2017,Team:BNU-China#Composite Part_-_-_TEXT.html,"Team:BNU-China/Composite Part
MENU
HOME
TEAM
Team
Collaborations
PROJECT
Description
Design
Experiments
Notebook
InterLab
Contribution
Model
Results
Demonstrate
Improve
Attributions
PARTS
Parts
Basic Parts
Composite Parts
Part Collection
SAFETY
HUMAN PRACTICES
Silver HP
Integrated and Gold
Public Engagement
AWARDS
Applied Design
Entrepreneurship
Hardware
Measurement
Model
Plant
Software
JUDGING FORM
BNU-China
★  ALERT!
This page is used by the judges to evaluate your team for the medal criterion or award listed above .
Delete this box in order to be evaluated for this medal criterion and/or award. See more information at Instructions for Pages for awards .
Composite Parts
A composite part is a functional unit of DNA consisting of two or more basic parts assembled together. BBa_I13507 is an example of a composite part, consisting of an RBS, a protein coding region for a red fluorescent protein, and a terminator.
New composite BioBrick devices can be made by combining existing BioBrick Parts (like Inverters, Amplifiers, Smell Generators, Protein Balloon Generators, Senders, Receivers, Actuators, and so on).
Best Composite Part Special Prize
New BioBrick devices can be made by combining existing BioBrick Parts. For example, Inverters, Amplifiers, Smell Generators, Protein Balloon Generators, Senders, Receivers, Actuators, and so on. To be eligible for this award, this part must adhere to Registry sample submission guidelines and have been sent to the Registry of Standard Biological Parts. If you have a part you wish to nominate your team for this special prize , make sure you add your part number to your judging form and delete the box at the top of this page.
Please note: Judges will only look at the first part number you list, so please only enter ONE (1) part number in the judging form for this prize.
Note
This page should list all the composite parts your team has made during your project. You must add all characterization information for your parts on the Registry. You should not put characterization information on this page. Remember judges will only look at the first part in the list for the Best Composite Part award, so put your best part first!"
Aachen,2014,Team:Aachen#Notebook#Protocols#detection_-_-_TEXT.html," chip production. For the production steps see above.
Measurement of Fluorescence
For measurement of a fluorescence response in our sensor chips we used three different methods.
First, the Gel Doc™ XR+ (BIO-RAD) was used, exciting with UV light for an exposure time of 1 s.
Second, we used our own device WatsOn with blue light for excitation (450 or 480 nm) and special filters infront of the camera for selecting the appropriate emission spectrum. You can read even more about building your own WatsOn here .
Third, we used the Synergy Mx microplate reader (BioTek), putting the sensor chips into the lid of a common clear well plate. GFP was measured with an excitation of 496 ± 9 nm and an emission of 516 ± 9 nm and iLOV with an excitation of 450 ± 9 nm and emission of 495 ± 9 nm.
2D Detection of
IPTG & HSL
Culture Media
Molecular biological methods
Analytical methods
Contact Disclaimer
Retrieved from "" http://2014.igem.org/Team:Aachen/Notebook/Protocols/detection ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Paris_Bettencourt,2013,Team:Paris Bettencourt#Project#Detect_-_-_TEXT.html," used both standards for cloning the crRNA. .
   Also this is verified by colony PCR and by sequencing. For the cloning of the tracrRNA-Cas9. part we used standard BioBrick cloning, inserted into pSB1A3 and sequence verified it. We achieved the same for the pRecA-LacZ. part (pSB1C3 and pSB1A3 backbones) that was submitted to the parts registry.
Killing assay to verify targeting specificity
   For the characterization of the Cas9 and the gRNA anti-KAN we performed a killing assay . Therefore we co-transformed the Cas9 with gRNA anti-KAN into host bacteria that contain the KAN resistance gene cassette as well as without the cassette. In the KAN resistance bacteria, the CRISPR/Cas complex generated generate double strand breaks that killed the bacteria. After co-transforming the plasmids, we plated the bacteria on the one hand on the single antibiotic where the resistance is carried by the Cas9 plasmid as well as on the single antibiotic which resistance is present on the gRNA plasmid. As the two plasmids contain the same origin of replication, this will selesct for only the single plasmid and hence a non-functional CRISPR/Cas system. To get a working system, we plated the co-transformed bacteria on both antibiotics, of which the reistances were on the two plasmids. As we can see in Figure 6, if we select for both plasmids, we get a reduced number of colonies in the strain that contains the target sequence, the kanamycine resistance cassette. We attribute this reduced number to Cas9-induced cleavage of the chromosome specifically at the KanR casette, with about 99% efficiency. This leads after repeatedly double strand breaks generated by the CRISPR/Cas system to cell death which explaines the reduced colony number.
  
Figure 6: CRISPR anti-Kan plasmids target specifically kanamycin resistant E. coli.
We introduced our CRISPR-based DNA cleavage system to two strains of E. coli: one WT (blue bars) and one carrying a genomically integrated kanamycin resistance casette (KanR, blue bars). The strains were co-transformed with two plasmids. One with the Cas9 construct, the other with the anti-Kanamycin gRNA. WT E. coli could be efficiently transformed with one or both plasmids, as determined by selective plating. However, KanR E. coli could not be"
HUST-China,2016,Team:HUST-China#HP#Silver_-_-_TEXT.html,"Team:HUST-China/HP/Silver
Integrated Pactices
Menu
HOME
PROJECT
Background
Description
Proof of concept
Application
Previous improvement
Safety
WETLAB
Experiments
Results
Interlab
Notebook
Protocols
MODELING
PARTS
Summary
Basic part
Composite part
Part Collection
HUMAN PRACTICES
Integrated HP
Collaborations
TEAM
Team Roster
Attributions
Integrated Practices
Education & Public Engagement
High School Promotion
This year, to further popularize the basic knowledge of synthetic biology, we set our sight on high school education. After early communication and preparation, we successfully held a seminar at The Affiliated High School of Huazhong University of Science and Technology on Jan 7th with over 200 high school teachers and students presenting. On the seminar, we introduced the concept and basic knowledge of synthetic biology and iGEM and presented our 2015 iGEM project to them. Students showed great interests in our presentation and were amazed by all the novel ideas of iGEM teams in the past years. After the presentation, we sent out questionnaires to the audiences and received exciting feedbacks. These high school students said that they were introduced to a new world of biology and a new technology that they didn’t learn before in their textbooks. They asked us various questions about synthetic biology and iGEM on the questionnaires. After the seminar, we discussed with the teachers from The Affiliated High School of HUST about the possibility of forming a high school team to attend the competition. They listened to our suggestions and felt promising to form a new team in the future.
Since then, we also invited some students to our lab several times, taught basic laboratory skills and the progress of our Filter project. Hopefully next year we’ll have a new iGEM high school team in the Giant Jamboree!
Communication
""iGEM HUST-Cheering!"" Conference
This year, we successfully held the first “iGEM HUST-Cheering!” conference. After over four months’ preparation, the conference was held on July 8th and 9th. We invited NCTU_FORMOSA, Nanjing-China, HAZU-China, NUDT-China, Jilin_China, ShanghaiTech_ChinaB and WHU-China to the conference. During the two-day conference, we not only kept the traditional forms of presentation and poster session, but also designed fun activities to expand attendees’ understanding and critical thinking of the development of synthetic biology and iGEM. Those activities included free"
Imperial_College_London,2009,Team:Imperial College London#Wetlab#Protocols#IPTGgrowth_-_-_TEXT.html,"M IPTG (100 uM IPTG)
A 4: 0.5ul of 0.1M IPTG (250 uM IPTG)
A 5: 1.0ul of 0.1M IPTG (500 uM IPTG)
A 6: 1.5ul of 0.1M IPTG (750 uM IPTG)
A 7: 2.0ul of 0.1M IPTG (1.0 mM IPTG)
A 8: 0.5ul of 1M IPTG (2.5 mM IPTG)
A 9: 1.0ul of 1M IPTG (5.0 mM IPTG)
A10: Blank
Perform 2 replicates
Ie. A1 to A10
Up till C10
Mix well.
3) To blank well, add in 200ul of M9+ 0.5% Glucose
4) Set up the plate reader to take OD readings at 600nm every half hour. (Using script IGEM Abs). Obtain readings overnight.
Note 1: Do a trial run sometime during the day to ensure that the script runs properly (if not your overnight measurements might not give any results!)
Note 2: Readings after 8 hours might not longer be accurate due to evaporation.
5)Determine background absorbance by measuring control well. This should be subtracted from subsequent absorbance readings.
 
 
 
Retrieved from "" http://2009.igem.org/Team:Imperial_College_London/Wetlab/Protocols/IPTGgrowth ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
SDU-Denmark,2015,Team:SDU-Denmark#Notebook_-_-_TEXT.html,"Team:SDU-Denmark/Notebook
Add a banner to your wiki!
You can make the image 980px  by  200px
Remember to call the file: ""Team_SDU-Denmark_banner.jpg""
HOME
TEAM
PROJECT
Description
Experiments & Protocols
Results
Design
PARTS
Team Parts
Basic Parts
Composite Parts
Part Collection
NOTEBOOK
ATTRIBUTIONS
COLLABORATIONS
HUMAN PRACTICES
SAFETY
MODELING
MEASUREMENT
SOFTWARE
ENTREPRENEURSHIP
Notebook
Document the dates you worked on your project.
What should this page have?
Chronological notes of what your team is doing.
Brief descriptions of daily important events.
Pictures of your progress.
Mention who participated in what task.
Inspiration
You can see what others teams have done to organize their notes:
2014 ATOMS-Turkiye
2014 Tec Monterrey
2014 Kyoto
2014 Cornell"
Warsaw,2009,Team:Warsaw#Project_-_-_TEXT.html," with DNA into the cell. This method is mostly limited to plants and yeast and has low therapeutic potential [7]. Current mammalian mitochondrial transformation techniques like electroporation are also limited. Whole process takes place ex vivo and causes irreversible mitochondrion destructions which make its efficient reintroduction to the cell almost impossible. The conjugation between bacteria and mitochondria free from these side effects. Moreover, this phenomenon has been proven to act in vitro. Conjugative plasmid had been placed in mitochondrion, where the expression of encoding genes occurred [22]. More recently a conjugation between two strains of bacteria within the cytoplasm of a mammalian cell has been observed . These findings suggest that conjugation between a bacterium and a mitochondrion is feasible [10].
Bacterial systems of protein secretion
Bacteria in natural environment use diverse, effective transport and secretion systems. In gram negative bacteria like E. coli common are type I secretion systems e.g. well characterized hemolysin secretion system. Hemolysin is responsible for pathogenicity of some E. coli strains. Systems using fusion of protein of interest to hemolysin C-terminus result in secretion of the protein into the growth medium[6] The same method can be use to secret bacterial proteins into the eukaryotic cell. It is currently used by designing new generation vaccines[5].
Induction of apoptosis by p53
Mitochondrial outer membrane permabilization MOMP is one of the main programmed cell death mechanisms. The process is regulated by PTPc complex and Bcl2 family proteins [17]. Many cancer types involve disruption of this process therefore inducing MOMP in the tumour cells is regarded as potential therapeutic solution. Factors inducing MOMP include p53 protein. It is mutated in almost half of the cancer cases. Protein p53 by acting as a transcription regulator in the nucleus arrests the cell cycle and induce apoptosis [18]. In the cytoplasm p53 interacts with mitochondrial membrane and can enter the mitochondrium. It has been proven that these processes induce apoptosis and do not influence the cell cycle. In the mitochondrium p53 is an effector protein that activates soluble (cytochrom c, Smac) and insoluble (AIF, EndoG) apoptototic factors. Moreover interaction of p53 and Bax protein in vitro leads to permabilisation of lipid bilayer analogous to mitochondrial membrane. [12] Because p53 is inactive in tumour cells many research groups focused on designing gene therapies based on p53 gene delivery. Most frequently adenoviruses and eukaryotic pl"
Austin_LASA,2018,Team:Austin LASA#project description.html_-_-_TEXT.html," writable: !(bitmap & 4),\n    value: value\n  };\n};\n//# sourceURL=[module]\n//# sourceMappingURL=data:application/json;charset=utf-8;base64,eyJ2ZXJzaW9uIjozLCJmaWxlIjoiMjYuanMiLCJzb3VyY2VzIjpbIndlYnBhY2s6Ly8vLi9ub2RlX21vZHVsZXMvY29yZS1qcy9tb2R1bGVzL19wcm9wZXJ0eS1kZXNjLmpzPzQ2MzAiXSwic291cmNlc0NvbnRlbnQiOlsibW9kdWxlLmV4cG9ydHMgPSBmdW5jdGlvbiAoYml0bWFwLCB2YWx1ZSkge1xuICByZXR1cm4ge1xuICAgIGVudW1lcmFibGU6ICEoYml0bWFwICYgMSksXG4gICAgY29uZmlndXJhYmxlOiAhKGJpdG1hcCAmIDIpLFxuICAgIHdyaXRhYmxlOiAhKGJpdG1hcCAmIDQpLFxuICAgIHZhbHVlOiB2YWx1ZVxuICB9O1xufTtcbiJdLCJtYXBwaW5ncyI6IkFBQUE7QUFDQTtBQUNBO0FBQ0E7QUFDQTtBQUNBO0FBQ0E7QUFDQTsiLCJzb3VyY2VSb290IjoiIn0=\n//# sourceURL=webpack-internal:///26\n"")},function(module,exports){eval(""module.exports = function (it) {\n  return typeof it === 'object' ? it !== null : typeof it === 'function';\n};\n//# sourceURL=[module]\n//# sourceMappingURL=data:application/json;charset=utf-8;base64,eyJ2ZXJzaW9uIjozLCJmaWxlIjoiMjcuanMiLCJzb3VyY2VzIjpbIndlYnBhY2s6Ly8vLi9ub2RlX21vZHVsZXMvY"
Austin_LASA,2018,Team:Austin LASA#team team members2.html_-_-_TEXT.html,kuNzE1YTM0LjI4NyAzNC4yODcgMCAwIDEgMTQuMTIgMjcuNzI4djE0MS4xMzZjMCAxNS45MS0xMC45NDYgMjkuNzMtMjYuNDMzIDMzLjM3NGwtODAuNDcxIDE4LjkzNGExMzcuMTYgMTM3LjE2IDAgMCAxLTMxLjQxMSAzLjY0NkgxMjBjLTE1LjU5My0uMDAxLTI4LjI2OS0xMi40OTItMjguNTY2LTI4LjAxNHptNzMuMjQ5LTIyNS43MDFoMzYuNDIzbC0xMS4xODctOC4xMzZjLTE4LjU3OS0xMy41MTEtMjAuMzEzLTQwLjg4Ny0zLjE3LTU2LjUzNmwtMTMuMDA0LTE2LjdjLTkuODQzLTEyLjY0MS0yOC40My0xNS4xNzEtNDAuODgtNS4wODgtMTIuMDY1IDkuNzcxLTE0LjEzMyAyNy40NDctNC41NTMgMzkuNzVsMzYuMzcxIDQ2Ljcxem0yODMuMjk4LTIuMTAzbC01LjAwMy0xNTIuNDUyYy0uNTE4LTE1Ljc3MS0xMy43MjItMjguMTM2LTI5LjQ5My0yNy42MTktMTUuNzczLjUxOC0yOC4xMzcgMTMuNzIyLTI3LjYxOSAyOS40OTNsMS4yNjIgMzguNDE1TDI4My41NjUgMTEuMDE5Yy05LjU4LTEyLjMwMy0yNy4yMjMtMTQuNjMtMzkuNjUzLTUuMzI4LTEyLjgyNyA5LjU5OS0xNC
UrbanTundra_Edmonton,2016,Team:UrbanTundra Edmonton#Experiments_-_-_TEXT.html,"Team:UrbanTundra Edmonton/Experiments
Urban Tundra | Intelligent Innovation
Home
Our Story
Team
Sponsors
Contact
Research
TEAM
Our Story
Team
Collaborations
PROJECT
Background
Overview
Gene Design
Experimental
Bio Reaction
O2
Notebook
PARTS
BioBrick
CLD-
Collection
SAFETY
Lab Safety
Protocols
ATTRIBUTIONS
Support
Citations
HUMAN PRACTICES
Integrated Practices
Broader Applications
Outreach
ACHIEVEMENTS
Silver
Gold
Awards
Designing an Expression plasmid for Chlorite Dismutase
The Expression Plasmid Backbone
For the expression of chlorite dismutase (Cld) we selected a  commercially available expression plasmid called PBP-38-441 from DNA 2.0. We had worked with this plasmid earlier during our Molecular biology training period and were satified with its performance. As shown in Figure 1 The plasmid contains the coding sequence for the purple chromophore “Tinsel” under the control of two Lac operators that sraddle a strong promoter from the T4 bacteriophage. The lacI repressor, which normally shuts of gene expression until induced with IPTG, is present on the plasmid, along with a kanamycin resistance gene for plasmid selection. The Tinsel cassette consists of the protein coding sequence and an RBS that can be excised from the plasmid at two BsaI sites that leave non-complimentary non-palindromic ens as shown below. The ability to turn Cld on and off  was a desirable feature in our design because of the possibility that  continuous strong expression of Cld might pose a selective disadvantage for cell growth.
Figure 1.
Shown is an annotated plasmid map for the commercially available, lacI regulated expression plasmid PCB-38-441 (from the DNA 2.O chromophore “Paint Box collection. The Tinsel Cassette situated between flanking BsaI sites includes the RBS and produce a strong purple chromophore when induced with IPTG. An expanded view of the sequences that border the coding sequence is also shown up to the flanking BsaI sites at either end. The sticky ends produced by BsaI digested are shown in red.
Constructing Cld Expression Plasmids
Results and Discussions
Cloning:
Our cloning strategy was to replace the “Tinsel” chromophore gene cassette contained in the"
