team,year,page,text
Warsaw,2009,Team:Warsaw#Team#Pawinskiego_-_-_TEXT.html," Molecular and Synthetic Biology.
Marcin Ziemniak
I am a student of chemistry and biotechnology at the College of Interfaculty Individual Studies in Mathematics and Natural Sciences, University of Warsaw. My scientific interests include all aspects of bioorganic and theoretical chemistry connected with biopolymers, and some fields of biology involving synthetic and structural biology. Actually I am working in Division of Biophysics , UW and try to synthesize some new analogues of 5’ mRNA cap structures with superior biological properties. Moreover, I am about to finish my B. Sc thesis which is linked to chromatin remodeling. Besides my scientific work, I like listening to metal music and reading books especially science-fiction novels.
Andrzej Prokop
I was born in Sanok and I'm studying Molecular Biology at the University of Warsaw. I have just defended my bachelor's thesis in the topic of RNA-directed DNA methylation. I am fascinated with the RNA WORLD and my plan is to continue that passion in practical way. I also share some passions with this guy with the millipede avatar, which are spiders, snakes, scorpions and other cute and fluffy animals. Moreover, I like good black metal, ambient, classical music and garlic.
Justyna Lesiak
I am a student of Master Degree in Molecular Biology at the Univeristy of Warsaw, but I spent last semester at Vrije Universiteit of Brussels. Now I am working in the Institute of Genetics and Biotechnology and in the International Institute of Molecular and Cell Biology. I am not focused on one topic, and I always wanted to do lots of new and challenging things in the science area, however I must admit cancer researches are one of my very favourites, as well as human mitochondrial diseases. In my spare time I like to listen to classical and chamber music, read books, do irish dancing (I admire reels and hornpipes) and horseback riding.
Sebastian Jeleń
I come from small town in the south-east Poland. I always wanted to study chemistry but 4 years ago I suddenly decided to study biotechnology. After these 4 years of study I see that it wasn't bad decision. Except doing some research in my lab (hSUV3 rules!) I love taking pictures and playing computer games.
Anna Saffray
I am a high school student and I have lived in Warsaw since 2003. Before that  I lived in France near Paris . I  always loved to do some experiments in my school , so when I started to work in the laboratory it was a great pleasure spending days with pipettes.
(C)"
Marburg,2018,Team:Marburg#Design_-_-_TEXT.html,"Figure 2:Alignment of the gene product of the putative cyaA of V. natriegens with cyaA of E. coli. Alignment was performed with ClustalX 2.0.10.
Examinationof V. natriegens as chassis for protein interaction studies
Before we started to establish our strain, we had to verify if the wildtype strain of V. natriegens is suited to work in an interaction study assay based on the B2H system. For this purpose, we tested if our strain possesses a functional mal or lac operon by plating wildtype on diverse media which were:
LBv2 agar plates supplemented with IPTG and Xgal used for Blue-White Screening if the lac operon is functional.
M63 minimal medium agar plates supplemented with maltose to test if the mal operon is functional.
MacConkey agar plates to test if the mal operon is functional.
Characterization of VibriInteract
After obtaining our final strain we have to characterize it, because why would anyone use a new strain? With our characterization we want to show you how easy it is to use VibriInteract. Therefore, we designed experiments to demonstrate the benefits of V. natriegens and how little changes you have to undergo to use VibriInteract instead of the commonly used E. coli strain BTH101. First, we did growth curves, to verify that VibriInteract is faster than BTH101. Second, we did microscopic studies to verify that the cells of our strain still look healthy. Last and most important, we did a Protein Interaction study to verify that the pUT18 and pKT25 plasmids of the commercially sold B2H kit are working in our strain.
Outlook
For the future, we would like modify genes also modified in our cloning strain, which are recA, katG, dns and exeM. Those modification would help the foreign plasmids used for the B2H Assay to be retained in the cell. Read more about in the VibriClone part of our Strain Engineering subgroup. It could also be beneficial to eliminate the restriction endonuclease homologous to HsdR in E. coli. By this, foreign DNA is less likely to be degraded. Additionally, we would like to replace the non-functional lacZ gene with the lac operon of a wildtype E. coli strain like K12 MG1655. Hereby, we could use blue-white screening for our assays. This screening method is much faster than the selection on maltose minimal medium"
Oxford,2015,Team:Oxford#Test#Notebook7_-_-_TEXT.html,", used for sequencing pSB1C3-contained inserts were also ordered.
Transformation of 29/06 ligation products (containing C, D, E, H, L, N gBlocks)
Protocol 1.5
*only 9 tubes of competent DH5alpha E. coli left in the freezer after this round of transformation, as such more will need to be made by the end of the week
Conduct plating under the filter hood. Add antibiotic to molten agar whilst in bottle, such that the antibiotic (Chl or Amp) is diluted by 1000 times. Then gently mix. Pour just enough agar to cover the surface of the petri dishes. Plates should take ~30mins to set.
Then add volume of E. coli according to protocol, using beads to spread across petri dish.
Day 9
Plasmid restriction digest - pSB1C3, pBAD33, and pBAD/HisB
Restriciton digest of SB1C3, pBAD33, and pBAD/HisB completely, using the 1.2 protocol and consulting the master table for the correct buffer and restiction enzymes.
Resultant Gel
100mL 1% agarose made up, small plate loaded and remainder left in bottle on shelf.
Total volume per tube is 35uL. Each tube’s contents split into two wells (17.5µL per well), and gel was run on 80V p.d. for 45 minutes.
* Gel can help tell if any digestion occurred at all - if no digestion occurred plasmid would still remain circular, and circular plasmid would encounter more resistance migrating through the gel matrix than linear plasmid of the same size and hence appear to be bigger than expected when compared against the ladder.
Bands were excised and the heaviest chunk was 0.66g. 670uL of XP2
Binding Buffer was added to each excised chunk to initiate E.Z.N.A. Gel Extraction protocol.
Enzymatic Reaction Clean-up - 30/06 PCR Products
Protocol is 1.13
Retrieve products (on labelled yellow rack) from -20°C and perform clean-up.
The volume of the restriction digest reaction done on 01/07 was 50µL per tube hence according to protocol 50µL of XP2 Binding Buffer added to each tube.
Upon completion of protocol, tubes placed back into -20°C until plasmids ready for ligation.
Growth and Culture of Bacteria - 29/06 PCR Products
Refer to section "
SCU-WestChina,2017,Team:SCU-WestChina#HP#Silver_-_-_TEXT.html," the subject and make it better. There were also some doctors who believed that this was a new therapeutic strategy that was worth trying. It may be a ray of dawn for those patients in serious condition who currently had no treatment methods, but the problems of the safety and effectiveness must be paid attention to. In response to the doctor's feedback, we did a careful job of sorting out and absorbed the valuable suggestions.
Furthermore, some other advice also benefited us greatly. Dr. Hua Zhao told us that the clinical blood uric acid concentration lowering methods were very limited. At present, there are only three kinds of drugs allowed to be listed in China: allopurinol, benzyl bromide, and Malone. Therefore, it is very valuable to have other treatment methods, which can make the means of clinical uric acid lowering therapy more diverse. Dr. Yi Zhao advised us to pay attention to the coordination between the scientific significance and feasibility of the project, and suggested that we should focus on our intestinal part. In addition, as for the part of our animal experiments, he reminded us that the animal model of gout was different from that of hyperuricemia, and we must clearly consider to choose the correct model, besides the positive control group should be set up in animal experiments. We will integrate Dr. Zhao’s advice into the part of animal experiments, making the design more scientific and reasonable.
The interviews with the six doctors made us learn a lot. They let us realize that our subject was really meet the clinical needs, rather than indulged in empty talk, which brought the rich clinical background to the subject. We also got a lot of improvements on our project, we humbly absorbed and integrated them into the subject. Thank a lot to the doctors!
If you want to see the compete record of doctors’ Interviews, you can download it here !
Questionnaire for Patients with Hyperuricemia
As a therapeutic project, we believe that the patient's situation and their opinions on us are very important. Because our project ultimately serves the patients. Their needs are met and their pain is relieved even eliminated, which is the gold standard to evaluate our project. Therefore, we designed a questionnaire for patients with hyperuricemia, to investigate the patient's true situation and their views on the treatment of hyperuricemia.
This questionnaire included three parts, which were “basic information”, “basic living and treatment condition” and “views and opinions on new drugs or therapies”. “Basic information” included participants' age, sex, and blood uric acid concentration; “The basic living and treatment condition” included the degree of"
UIUC-Illinois,2012,Team:UIUC-Illinois#Notebook#MeetingNotes_-_-_TEXT.html,"med “Leading a Successful iGEM Team” by Wayne Materi Presentations of Past Winning Teams - Adi’s article has been posted to the facebook page o E. coli were reengineered to be a chemical recording device. Once they were exposed to a certain stimuli, they would lengthen as a function of time. So the longer the e.coli were in length, the longer they had been exposed to the chemical stimuli. o Helpful in a biological context, also a nanorecorder for toxins or pollutants. o Possible project idea: rewire e.coli to detect any type of toxins for a specific environment.  Another idea, not only does the e.coli change color when a toxin is detected, but it starts to break the toxin down. Research if past iGEM teams have done this. - First place: University of Washington o Used e.coli to produce alkanes, a major part of diesel fuel o Used a protease that digested gluten and made it able to digest more gluten (idea of taking pills with the protease in it so gluten intolerant people can take the pill) o Biobricks: magnetic e.coli, magnetism toolkit for future iGEM teams, submitted 65 biobricks! - Will talk about Imperial College London and JZU – China next week Project Ideas! - The above e.coli that detects and cleans up toxins - A harmless e.coli that goes in your body and detects trace amount of carcinogens or other toxins - Bioskins: gloves with e.coli on them that would change color letting you know what different types of chemicals are on your gloves or that there is too much dangerous chemical on your hands - Getting rid of carbon monoxide. Either in your home through a bacterial system, or putting it in factories to purify the exhaust air before it is released - Bacteria that make biofuels. Lets repurpose these to make them even more useful. Can we harness photosynthesis or put them in the smokestacks to purify the air? - Create a bacteria to keep invasive populations in check. (light sensitive so they undergo apoptosis during the day) - BUT – we need to research these ideas to make sure that we can actually execute these. - The iGEM categories: Best food or energy project, best environment project, best health or medicine project, best manufacturing project, best new application area, best foundational advance, best software tool, best information processing project, best human practices advance, best poster, best entrepreneurship - We REALLY want to register for both iGEM and the new entrepreneurial competition. Lab"
Austin_UTexas_LASA,2017,Team:Austin UTexas LASA#Entrepreneurship_-_-_TEXT.html,"Team:Austin UTexas LASA/Entrepreneurship
Team
Members Attribution Collaboration Human Practices
Parts
Experiment
Notebook Safety Model
Project
Description Design Experimentation
Entrepreneurship
Best Supporting Entrepreneurship Special Prize
In previous years, iGEM had an entrepreneurship track. Teams were encouraged to build projects and focus around commercializing their work. We have now moved to an award as the best work in this area may come from teams who are not solely focused on entrepreneurship.
The Best Supporting Entrepreneurship award recognizes exceptional effort to build a business case and commercialize an iGEM project. This award is open to all teams to show that entrepreneurship is something all teams can aspire to do with their project. This award can go to an new project, or to a previous project that a team aimed to commercialize. Have you filed a provisional patent on your project/device/process? Have you raised money to build and ship products? Have you pitched your idea to investors and received money? As always in iGEM, the aim is to impress the judges!
To compete for the Best Supporting Entrepreneurship prize , please describe your work on this page and also fill out the description on the judging form .
You must also delete the message box on the top of this page to be eligible for this prize.
Inspiration
You can look at what other teams did to get some inspiration!
Here are a few examples:
2016 Sydney Australia
2016 Pasteur Paris
2014 UCC Ireland
2014 Imperial College London
Patents and intellectual property
If your team is seriously considering commercializing and looking into building a company after the competition, you may want to look at how you are going to protect your work and secure investment. Investors will usually require some form of intellectual protection, so you may want to investigate how to apply for a patent or provisional patent in your country and region before disclosing your project at iGEM. Remember that you can only be evaluated in iGEM based on what you share on your wiki and at the Jamboree, so any work you don't present can't count towards your project.
This is an area where we are different as we care about sharing, openness and contributing to the community and investors don't always agree with these values. It is up to you and your team to decide what to do. Remember that most universities have a commercialization department and that you can talk to them before coming to a decision."
University_College_London,2012,Team:University College London#Module 3#Modelling_-_-_TEXT.html,"
R3
POPin + mRNA.Nahr ↔ POPin.mRNA.Nahr
Forward: 1
Backward: 0.0001
Based on the assumption that the chemical structure/size of POPs is similar to salycilate6.  Salycilate binds to the NahR mRNA product, which complex then binds to the pSal promoter.
R4
POPinmRNANahr ↔ POPinmRNANahr.Psal
Forward: 78200
Backward: 0.191 9
NahR to pSal binding based on the assumption that POP-NahR binding has no effect on NahR-pSal binding
R5
POPexmRNANahr.Psal → Lin.mRNA
0.054
Transcription rate of Laccase in molecules/sec (for laccase size 1500 bp10, transcription rate in E.coli 80bp/sec8)
R6
Lin.mRNA → Lin
0.04
Translation rate of Laccase in molecules/sec (for laccase size 500 aa10, translation rate in E.coli 20aa/sec8)
R7
Lin ↔ Lex
Forward: 0.9
Backward: 0.1
Our laccase is a periplasmic enzyme, therefore most of it is released in the periplasm.  However, we assumed leakage of 20 percent based on suboptimal conditions in the periplasm12, which is able to degrade polyethene.
R8
Lex → PEdegp
Vm: 0.01
Km: 0.114
Michaelis-Menten kinetics is used to represent degradation of polyethylene. As the literature values for the Km and Kcat for the polyethylene by laccase are not yet obtained experimentally for the original starin that was observed being able to degrade polyethylene13 we made an assumption that degradation of polyethylene is similar to that of lignin (due to polymeric nature of both), values for both Km and Kcat were taken from the literature14
R9
0 ↔ mRNA.Nahr
Forward: 0.088
Backward: 0.6
Transcription rate of NahR in molecules/sec (for NahR size 909 bp7, transcription rate in E.coli 80bp/sec8) under constitutive promoter control
R10
0 ↔ Lin
 ?
Transcription rate of Lin in molecules/sec
R11
Lin → Lindegp
0.03
Degradation rate of lacc"
Valencia_UPV,2014,Team:Valencia UPV#otraprueba_-_-_TEXT.html,"_I20260 were not grown, so we performed transformation again.
08/27/2014
Pick colonies of BBa_I2026 grow them in agitation at 37°C in liquid media supplemented with kanamycin.
Minipreps and digestions of BBa_E0240.
Part
Enzyme
Expected bands
BBa_E0240
NcoI
1991, 955
Assembly protocol for BBa_J23101+BBa_E0240 and BBa_J23115+BBa_E0240:
Double digestions
250 ng of plasmid in 16 μL H20
2.5 μL NEBuffer
0.5 μL BSA
0.5 μL enzyme 1
0.5 μL enzyme 2
Final volume: 20 μL
Part
Enzymes
Size
BBa_J23101
SpeI, PstI
2.1 kb
BBa_J23115
SpeI, PstI
2.1 kb
BBa_E0240
XbaI, PstI
800 bp
Incubate 30 min at 37°C and 20 min more at 80°C.
Run digestions in an agarose gel and purify band using QIAEX II Gel Extraction Kit.
BioBricks ligations
2 μL part 1 (25 ng)
2 μL part 2 (25 ng)
1 μL T4 buffer 10X
0.5 μL T4
4 μL H20
Part 1
Part2
BBa_J23101
BBa_E0240
BBa_J23115
BBa_E0240
Incubate 30 min at 16°C and 20 min more at 80°C.
Transform both ligations (BBa_J23101+BBa_E0240 and BBa_J23115+BBa_E0240) and grow in solid plates supplemented with chloramphenicol.
08/28/2014
Colonies did not grow so plates were left one more day at 37ºC.
Minipreps and digestions of BBa_I2026.
Device
Enzyme
Expected bands
BBa_I20620
NotI
2726,   943
NcoI
3296, 373
There was some kind of trouble with the gel and bands where not clear. We repeat the digestion again other day.
08/29/2014
Pick colonies of BBa_J23101+BBa"
MSU-Michigan,2017,Team:MSU-Michigan#Measurement_-_-_TEXT.html,"Team:MSU-Michigan/Measurement
Home
Project
Description Design Experiments InterLab Contribution Results Demonstrate Attributions
Safety
Human Practices
Engagement Gold Integrated Silver
Team
Team Collaborations
Parts
Awards
Applied Design Hardware Measurement Model
Measurement
Using Current for Protein Expression
MSU-iGEM 2017 developed a measurement tool that researchers throughout synthetic biology can utilize. Green fluorescent proteins (GFP) are used under aerobic conditions to signal protein expression (2,5,8). Unfortunately, for researchers working under anaerobic conditions, GFP does not mature and thus fluoresce under anaerobic conditions (3). Therefore, we showed that current induced via IPTG produces a reproducible signal for protein expression under anaerobic conditions. Current induction occurs 18 min after IPTG is added displaying a more rapid response than GFP expression. This measurement tool even proves to be more efficient than GFP expression under aerobic conditions due to the rapid current increased after induction. Also, current can be measured using simpler measuring tools than other anaerobic protein expression tools. Some examples of these other tools include: measuring hydrogen production and sampling for several metabolic fluxes (4,7,9). MSU-iGEM’s simplistic bioreactors utilizing Arduino boards (1,6,10) are a model example of a system that can quantitatively measure protein expression via current increase in a more versatile way than using tools for measuring GFP fluorescence.
GFP Fluorescence Measurement Study
MSU iGEM character demo
Discussion
Current was measured anaerobically and samples were taken before and after IPTG was added to allow the GFP to mature with exposure to oxygen for one hour. These measurements were then correlated to the current data along the same time scale. When comparing the graphs, current shows a response approximately in 18 min. and a peak about 13 hours post IPTG. On the contrary, 13 hours was needed to just allow for enough GFP protein to be made to then see a response once aerobically matured. This displays the advantage of current as a reporter for protein expression.
References
(1)  Aristizabal, D. H.; Giraldo, D. A.; Sanchez, S.; Taborda, G.; Baeza, A. J. Phys. Conf. Ser. 2017, 365, 11001.
(2)  Chiu Wan-Ling; Niwa, Y.; Zeng, W.; Hirano, T.; Kobayashi, H.; Sheen, J. Curr. Biol. "
Penn,2011,Team:Penn State#Results#Results_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Penn State/Results/Results
From 2011.igem.org
Retrieved from "" http://2011.igem.org/Team:Penn_State/Results/Results ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
