team,year,page,text
SHSBNU_China,2018,Team:SHSBNU China#Project_-_-_TEXT.html," of synthetic dyes from wastewaters: a review. Environment International, 30(7), 955, 959, 961.
II. Description
Synthetic dyes, which are widely used in many industries and researches, cause various environmental and health problems. Xintang, a village in China, where textile industries are located, have been heavily polluted with indigo blue dye. After enduring such bad environment, many villagers, unfortunately but inevitably, get heart disease as well as leukemia. (Guang etal., 2013)
Biological degradation of dyes is economic and environmentally friendly methods comparing to chemical degradation, so this year, our team aims to use CotA, a laccase coding gene, to deal with synthetic dyes containing effluents. CotA is a polyphenol oxidase which has capability to decolorize a wide range of dyes. Comparing to chemical process which has high expense and take tedious steps, CotA laccase is eco-friendly. It is proven that laccase decompose dye efficiently even in harsh condition with 3.5% salinity and pH 11.6 (Piscitelli etal., 2010, p. 252), which shows potential for dye decomposition.
However, bacteria are not capable to grow in harsh environment. We learn that previous researchers have reported that biofilm is able to be engineered to display proteins with different functions, which ameliorates the drawback. CotA laccase is fussed with Spycatcher to attach covalently to biofilm containing Spytag. Biofilm is a layer adhered by large amounts of microorganisms to the surface, and organic substances such as enzyme are trapped in it. It maximumly protect bacteria and enzyme in wide range pH environment, lowering the impact of acidic sewage water to laccase activity, enhancing reaction efficiency of laccase. We successfully attach CotA laccase to biofilm and prove the effectiveness of laccase to decompose dyes eventually.
To further improve the efficiency of discoloration, we come up with the idea to construct a filter which holds a large amount of laccase while letting water to get pass. We design to attach CotA laccase to biofilm which cover polyhydroxyalkanoates plastic beads to fill the filter. When processing sewages, the velocity of flow will be controlled to be appropriate, at which the treating efficiency as well as the stability of biofilm are both optimized.
Reference:
Alessandra Piscitelli, C. P., Paola Giardina, Vinc"
Imperial_College_London,2009,Team:Imperial College London#Drylab#M1#Protein production#Analysis#detailed_-_-_TEXT.html,"{d_{pout}}M_{out}</math> so <math>P_{out}= \frac{k_{mout}k_{pout}}{d_{mout}d_{pout}}[k_{leak}+(1-k_{leak})\frac {K^n}{K^n+P_{lacI}^n }]</math> which relates to the initial prediction that when the Lac promoter is weak and there is not enough PlacI , we don’t get sufficient repression of production of our protein of interest. When levels of PlacI go below the repression threshold, we get a “bump” in production.
When IPTG is introduced
When IPTG is added into the system, LacI can bind to it, forming an intermediate complex [IPTG-LacI]:
 
 
 
Retrieved from "" http://2009.igem.org/Team:Imperial_College_London/Drylab/M1/Protein_production/Analysis/detailed ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Lund,2017,Team:Lund#scripts#pv_-_-_TEXT.html,"2,.1),c.protoCyl=new o(4*c.arcDetail),c.protoSphere=new n(4*c.arcDetail,4*c.arcDetail);var e=new d(b,c.float32Allocator,c.uint16Allocator),f=new p(a,c.splineDetail,!0);e.addVertAssoc(f),e.setShowRelated(c.showRelated),c.color.begin(a);var g=0,h=a.select({anames:[""N1"",""N3""]}),i=new q(h,!0);return e.addVertAssoc(i),a.eachChain(function(a){g=O(e,f,i,c,g,a)}),c.color.end(a),e},s.surface=function(){var a=i.create(),b=i.create(),c=j.fromValues(.8,.8,.8,1);return function(e,f,g){var h=0;e.getUint32(0),h+=4;var j=e.getUint32(h);h+=4;var k=24,l=k*j+h,m=e.getUint32(l),n=new d(f,g.float32Allocator,g.uint16Allocator);n.setShowRelated(""asym"");var o,p=n.addVertArray(j,3*m);for(o=0;j>o;++o)i.set(a,e.getFloat32(h+0),e.getFloat32(h+4),e.getFloat32(h+8)),h+=12,i.set(b,e.getFloat32(h+0),e.getFloat32(h+4),e.getFloat32(h+8)),h+=12,p.addVertex(a,b,c,0);for(h=l+4,o=0;m>o;++o){var q=e.getUint32(h+0),r=e.getUint32(h+4),s=e.getUint32(h+8);h+=12,p.addTriangle(q-1,s-1,r-1)}return n}}();var P=function(){var a=k.create(),b=i.create();return function(c,d,e,f,g,h,j,k,m,n,o){var p=m.coilProfile;""C""===f||m.forceTube?k?l.ortho(e,g):i.cross(e,b,g):""H""===f?p=m.helixProfile:""E""===f?p=m.strandProfile:""A""===f&&(p=m.arrowProfile),l.buildRotation(a,g,e,b,!0),p.addTransformed(c,d,j,a,h,k,n,o)}}(),Q=function(){var a=i.create(),b=i.create(),c=i.create();return function(d,e,f,g,h,j,k,l){var m=null,n=null,o=e.length();i.set(c,0,0,"
NJU-QIBEBT,2014,Team:NJU-QIBEBT#team#background_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:NJU-QIBEBT/team/background
From 2014.igem.org
HOME
PROJECT
Overview
Backgroud
Production module
Pumping out module
Indicator module
ACHIEVEMENT
Parts test results
Modeling
Judging Criteria
WET LAB
Protocol
Notebook
Parts
HUMAN PRACTICE
SAFETY
TEAM
ACKNOWLEDGEMENT
111111
222222
333333
444444
Overview
The story of our E.coil
Here is the story:
Long time ago, Clark Kent grew in the farm. While this summer, our E.coil grows in the LB. What is the difference between our E.coil and normal E.coli? Well, E.coil is super-E.coli! He has the power to produce much more fatty acids than his normal peers. How can that happen? After he “swallows” a plasmid containing all the special genes, he obtains the super power. On this magical plasmid, there are thioesterase, desaturases, fluorescence system and so on.
Thioesterase and fatty acid desaturase are key enzymes for free fatty acid (FFA) synthesis and unsaturated fatty acid production, respectively. They are both extensively spread in animals, plants and microorganisms. This time, we “borrow” the thioesterases from Umbellularia californica and Arabidopsis thaliana, use them to build this magical plasmid and equip our super-E.coli. Also, E.coli contributes to offering its own desaturase to the plasmid.
Besides that, our E.coil can produce the exact fatty acids we want. And this amazing power comes from different operon structures which regulate the expressions of corresponding thioesterases and desaturases. Thanks for them, we manage to produce various fatty acids in a controlled manner.
Considering the strong power our super-E.coli processes, we do want to monitor its fatty acid producing progress. In this case, we design a fluorescence system composed of Transcriptional Regulatory Protein FadR to detect the concentration of fatty acids in the whole system.
In a word, by the ways listed above, we accomplish the switch between production of different kinds of fatty acids by applying different signals to operons, and we can obtain the real time production status of E.coli by fluorescence report.
E.coil: Our responsibility to save the world!
With great power comes great responsibility. E.coil has"
UNIPV-Pavia,2010,Team:UNIPV-Pavia#Project#solution_-_-_TEXT.html," integrative vector and the attB site in the bacterial genome (for a schematic description of this process, see Fig.15 and http://partsregistry.org/Recombination ).
Figure 14: Schematic description of the <partinfo>BBa_J72008</partinfo> plasmid. cI857 is the expression system for the thermoinducible cI repressor; int is the Phi80 integrase regulated by the lambda cI-repressible promoter; pir is the expression system for the pir-116 gene which is able to trigger the propagation of the R6K conditional replication origin; ori_ts is the heat-sensitive replication origin (low copy) of the vector; bla is the Ampicillin resistance marker.
Figure 15: Schematic description of site-specific recombination between a bacteriophage attP attachment site in the plasmid and an attB attachment site in the bacterial genome. In this way the sequence of interest (called ""Part"" in the figure) can be stably integrated into the attB genomic locus. This process is mediated by a specific integrase.
Thanks to its R6K conditional replication origin, the integrative vector cannot be replicated in common E. coli strains, so the Chloramphenicol resistant bacteria are actual integrants.
In the Materials and Methods section ( https://2010.igem.org/Team:UNIPV-Pavia/Project/results ), a detailed protocol to target the desired BioBrick part into the Phi80 locus is reported.
How to perform multiple integrations in the same genome
When this vector is integrated in the genome, the desired passenger should be maintained into the host, as well as the Chloramphenicol resistance marker and the R6K conditional replication origin. The CmR and the R6K can be excised from the genome by exploiting the two FRT recombination sites that flank them. The Flp recombinase protein mediates this recombination event (for a schematic description of this process, see Fig.16 and http://partsregistry.org/Recombination ), so it has to be expressed by a helper plasmid, such as pCP20 (CGSC#7629). This enables the sequential integration of several parts using the same antibiotic resistance marker, which can be each time eliminated.
Detailed protocols about homologous recombination can be found here:
Cherepanov PP and Wackernagel W, 1995
Datsenko KA and Wanner BL, 2000
Figure 16: Schematic description of direct repeat-recombination between two FRT sites which flank"
NDC-HighRiverAB,2018,Team:NDC-HighRiverAB#Notebook_-_-_TEXT.html," incubate until tomorrow.
Present: Mrs. Côté, Mya G, Kristina C, Micha B
Friday, July 6, 2018
Ms Larocque did subcultures of all 8 overnight cultures - 5uL AMP, 5mL LB, 50uL cells to grow from 10am - 1pm.
Ran mini-prep, restritction digest, and gel on overnight culture plate 1A and 2A.
- Gel may have cooled too much before pouring
- We poked through gel wells on first two rows
We are testing our bacteria with the nitrophenyl solutions.
Robert's Emails about steps:
1. Take a sample of the overnight culture (100-500 uL) and pellet it in the centrifuge (max speed, 5 mins).
2. Add detergent to the phosphate buffer to get a 1% detergent phosphate solution.
3. Add nitrophenol at a 1:50 dilution so that we end up with a 1 mM nitrohpenol, 1% detergent phosphate solution (this is the reaction mixture).
4. Resuspend the cell pellet in the reaction mixture and incubate at either room temp or 37 degrees at 200 rpm.
5. Take a sample (250 uL) at the desired time points and centrifuge it to remove the bacteria. (NOTE: incubate on ice for 10 mins before centrifugation if you can as this will help stop the reaction from progressing while you centrifuge). Once pelleted, take the solution and store it in a clear vial in the fridge.
6. When all samples are ready, take a picture with a white background to see the progression of the reaction at each timepoint. If the tubes get in the way of taking a good picture, use a piece of parafilm with the paper backing removed and put a 10 uL drop on it. Emily can show you how to do this (we used to do this in iGEM to mix loading dyes into samples).
Emily Hicks made the solutions needed and these were our steps to fit in between (steps 3-6 above)
1. Make reaction micture 2.5mL of nitrophenyl mixture (2 of them - 50uL of nitro, 2450uL of detergent)
2. Pick 4 cultures (2 overnight 3A and 2B, 2 subcultures 2A and 2B) and spin down:
a) 500uL
"
UNOTT,2017,Team:UNOTT#Demonstrate_-_-_TEXT.html," system can also be used with a very small time delay, in cases where time is of essence. However, for more accurate use, we recommend that the ‘unlock’ attempt should take place from 4-hrs onwards.
Growth and expression profiles obtained elsewhere (e.g. Groningen) were also comparable to the ones obtained in Nottingham, pointing towards the potential universality of the >i>Key. coli system.
5. Modelling and software programs underpinning Key. coli
To support the work done by the wet team, diverse and complementary models were developed.
First, constitutive gene expression was modeled to set the basis of protein synthesis in a bacterial cell. Then, CRISPR interference (CRISPRi) was superposed to this basic model by introducing different parameters such as dCas9 production rate and dCas9:gRNA association rate, simulating transcription interference on the expression of one, two or i fluorescent proteins (FPs). A third layer of modelisation linked the maximum expected fluorescence to the protein concentration available, allowing access to the latter directly via spectrophotometric measurements.
As fluorescence was at the heart of our project, an absorption and emission model summarised all useful values that could be used to excite and detect emission from each of the three selected FPs.
In addition to the above, a software was developed to assess fluorescence levels between Key. coli capsules and the mother strain. The software is able to translate spectrophotometric readings into image-like data using an image similarity algorithm, with predefined threshold values. Readings outside of the threshold range would result in “Denied Access” to the lock of interest.
Finally, we have generated a Random Number Generation tool and a user-friendly Excel sheet with editable Protein Concentration fields that can be used to create a customised strain and get the associated tweaked combination allowing for randomness and flexibility.
Conclusion
In this study we have shown the first steps taken towards the development of a randomly assorting, fluorescent bacterial key: the Key. coli. The results of the proof-of-concept experiments undertaken provide us with confidence that Key. coli, albeit futuristic, is a feasible technology employing available know-how, such as large part pools, random plasmid assemblies and CRISPR interference. In addition to proving the scientific feasibility of Key. coli, we have also designed a safe and portable device for its storage and revival at a desired time point. Finally, we have paired Key. coli to a streamlined authentication procedure, tailored to be immune to current hacking frameworks.
We hope that this next generation biological security system will one day be commercialised so we can all protect"
Bielefeld-CeBiTec,2018,Team:Bielefeld-CeBiTec#Toxicity Theory_-_-_TEXT.html,"Team:Bielefeld-CeBiTec/Toxicity Theory
Home
Project
Motivation
Overview
Toxicity
Accumulation
Silencing
Nanoparticles
Modeling
Results
Results Overview
Toxicity Results
Accumulation Results
Silencing Results
Nanoparticles Results
InterLab
Demonstrate
Parts
Parts Overview
Basic Parts
Composite Parts
Parts Collection
Parts Improvement
Human Practices
Human Practices
Outreach
Awards
Hardware
Software
Measurement
Product Design
Notebook
Notebook
Experiments
Team
Members
Bielefeld
CeBiTec
Bielefeld University
Collaborations
Attributions
Partners
Judging Form ⇗
Gold
Silver
Copper
Iron
Reactive oxygen species
Toxicity
Short Summary
On the one hand, gold, silver, copper and iron ions are of interest due to their chemical properties. On the other hand, some of the ions possess toxic properties for the cell (Ochoa-Herrera et al., 2011; Shareena et al., 2015; Zhao & Stevens, 2009). Therefore, the toxicity of the different ions of the metals needs to be included into consideration when planning the uptake and processing of these ions as a substrate for metal nanoparticle (NP) production by bacteria. Not only is the toxicity of the dissolved ions of interest but also the potential toxic effect of nanoparticles on the cell.
Gold
Gold nanoparticles (AuNPs) are popular in many scientific applications, e.g. the transfection of human cells (Chang et al., 2008). However, there are several contradicting reports regarding their toxicity (Brust et al., 1995; Caruntu et al., 2002; Zhang et al., 2015). AuNPs in the form of rod-shaped nanoparticles (""nanorods"") were identified as non-toxic, solely the coating agent was found to be toxic (Alkilany et al., 2009). AuNPs in general do not possess toxic properties. Reported toxic effects of AuNPs resulted from poor purification of the AuNPs from Au(III) (Shareena Dasari, 2015). However, gold ions, such as Au(I) and Au(III), have toxic properties. Shareena Dasari et al. demonstrated in 2015 that exposure to Au(I) and Au(III) inhibits the growth of nonpathogenic Escherichia coli as seen in figure 1. Furthermore, they determined"
KIT-Kyoto,2010,Team:KIT-Kyoto#Project#HumanPracticeJ_-_-_TEXT.html,"ものです。調査した層については、学生では生物専攻の学生だけでなく、化学や情報、機械、芸術専攻の人にも調査し、調査対象が偏らないようにしています。また、上記の高校生対象の説明会などでもアンケートにご協力いただきました。他にもiGEM Japanで作成したWeb上の解答フォームからも解答できるようにし、多様な層の意見を集められるようにしました。
遺伝子組換え/バイオテクノロジーについてのアンケート
1. 普段買い物をする時、表示があれば「遺伝子組換えでない」食品を買いますか？
〔 必ず買う ・ どちらかといえば買うことが多い ・ あまり気にしない ・ 全く気にしない ・ そのような表示を見たことがない 〕
2.（遺伝子組換え技術／バイオテクノロジー）と聞いて、何を連想しますか？ ※あてはまるものすべてに丸をつけてください。
〔 クローン ・ 組換え作物（食品） ・ 特許 ・ ＤＮＡ ・ ゲノム ・ 医薬品 ・ 化粧品 ・ 生命倫理 ・ ウィルス ・ 人工生命 ・ ノーベル賞 ・ 環境 ・ 生物兵器 ・ ｉＰＳ細胞、ES細胞 ・ バイオ燃料 ・ バイオハザード ・ その他( ) 〕
3. 効果に違いがないとす"
McMasterU,2017,Team:McMasterU#HP#Gold Integrated_-_-_TEXT.html,"Team:McMasterU/HP/Gold Integrated
HOME
WET LAB
Project Description
DNAzyme Plate Experiment
C. Difficile Project
InterLab
Results
DRY LAB
Image Processing
Enzyme Model
SELEX Optimization with Machine Learning
HUMAN PRACTICES
Silver Medal
Integrated Human Practices
Public Engagement
Collaboration
TEAM
Members
Sponsors
Attributions
Gold Medal and Integrated Human Practices
The expansion of mGEM’s Human Practices team this year allowed us the resources to integrate discussions of safety and responsibility throughout our entire project timeline. We began a handful of new initiatives, with the goal of blurring the lines between subteams and their associated fields of knowledge. Our pursuit of Integrated Human Practices extended to providing communication pathways and collaboration techniques for all subteams, including Wet Lab, Dry Lab, and Outreach. Below, we will detail some of these initiatives, their successes, and improvements for the coming years.
Brainstorming
Our Human Practices integration began at the brainstorming level with inter-subteam, group-based investigations into possible project directions. Small groups of paired Wet Lab and Human Practices members chose to tackle a wide range of engaging topics. The groups researched their potential lab projects, associated ethical and safety considerations, and the capacity for local community engagement. Some topics of note were:
Employing natural mechanisms found in tardigrades to preserve blood platelets
Synthesizing a cost-effective and multi-use antidote to snake venom
Creating a publicly-accessible diagnostic tool for Lyme disease after contact with ticks
The aim of this brainstorming approach was to familiarize different subteams with their colleagues’ responsibilities and research considerations, with the goal of selecting a project which would spark enthusiastic learning from all fields. The initial, brief research period ended with presentations where each group summarized their findings, and pitched the project as a feasible direction for mGEM 2017. The experience was highly rewarding as an inter-subteam icebreaker – we established a positive dynamic between research teams that provoked continuous collaboration throughout the season. mGEM had never used this type of inter-subteam brainstorming before, and we will no doubt continue with this method in the coming years.
The Standard
After deciding our general project direction, the Human Practices team sought to supplement the Wet Lab with the current statistics and diagnostic methods for antimicrobial-resistant strains of C. difficile. We compiled a document detailing the current standard for C. difficile diagnosis and treatment, including the timeline for clinical testing, costs associated with brand-name assays, and experts’ concerns about the treatment process. This “standard” document helped"
