team,year,page,text
Tuebingen,2013,Team:Tuebingen#Notebook#Journal#Weekly_-_-_TEXT.html,"1, Padh1-mig1, GAL-mig1, and GAL-rox1! Also, the ligation of Panb1 in pSB1C3 seemed to be successful.
Week 20
Another Panb1 PCR was successful! Thus we digested Panb1 with E/P and continued with a PCR-purification. Control restrictions of Padh1-mPR Xl-pTUM, mig1-pSB1C3, Panb1-pSB1C3, mOrange-pSB1C3 and RFP-pSB1C3 had mixed results. All parts that were ready at this point (Psuc2, Pfet3, Padh1, mPR Xl, mPR Dr, and mOrange) were prepared for 3A-Assembly by restriction digestion and eventually ligated in pTUM (mig1 and GAL (distribution-kit) were ligated in pSB1C3).
Week 19
After last weeks gelextractions we were able to ligate! We had Pfet3, Tadh1, mOrange (from distribution-kit), and mig1 ready for ligation in pSB1C3 and continued with transforming them. First gels of the resulting plasmid preparations confirmed that Pfet3 had finally positive results!
Week 18
This week, we mainly did gelextractions. We started the week off with gelextractions of Pfet3-pSB and mig1-pSB and continued with gelextractions of pSB E/P, pSB X/S, mig X/S, Pfet3 E/P, Panb1 E/P, and Tadh1 E/P. A very important step was our first 3A-Assembly of Padh1-mPR Xl in pTUM!
Week 17
We had some transformations going on and were able to pick Pfet3-pGEM, luc-pSB1C3, mPR Dr-pSB colonies. Therefore, we could continue with plasmid preparations of these parts. We also did preparative restrictions of mig1-pSB1C3, luc-pGEM, and luc-pSB1C3. Finally, we ligated mig1 in pSB and luc in pGEM, Psuc2 was ligated in pSB.
Week 16
Unfortunately, we found out that colony-PCRs do not work that well and result in wrong positives! In order to optimize our colony-PCR protocol (we had some issues with the amount of cells in the tube and the temperature) we made a gradient"
KULeuven,2008,Team:KULeuven#30 July 2008_-_-_TEXT.html," the ligation probably failed.
We punched out the DNA of the new memory and checked the concentration with the nanodrop. Despite the doubtful results we did try to electroporate these parts into Top10 cells.
In the evening we prepared some liquid cultures of the following parts: C0062 , R0062 , P1010 , R0011 , C0060 , I712022 , C0012 , B0015 and F1610 . They will be miniprepped and digested tomorrow.
Dry Lab
General
Tomorrow, primers for checking the EnvZ::KmR mutation will be completed with the help of Sigrid. The Restriction Cut Sites seems not be in the same place as indicated in the Japanese paper.
Modeling
All the CellDesigner and Matlab models as the model pictures are updated. Everything is now ready for some extra simulations and a sensitivity analysis for the different models...
Wiki
We worked further on the detailed descriptions of the project. More attention will go to figures and easy reading.
New drop-down navigation bar has been posted, allowing subsubmenu's that toggle. Hacks have been added to conform with the most important browsers (IE, Mozilla, Safari). If any trouble occur, mail me (avdmeers).
Some bugs have been fixed in notebook.
Started making div stuff for homepage in case Imperial College's style is wanted.
Remarks
Tippenvulwedstrijd:
Hanne: 1'36""
Maarten: 1'42""
Stefanie: 1'49""
Retrieved from "" http://2008.igem.org/Team:KULeuven/30_July_2008 ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Hong_Kong_HKUST,2018,Team:Hong Kong HKUST#Parts_-_-_TEXT.html,". (2006). Promoters/Catalog/Anderson - parts.igem.org. [online] Available at: http://parts.igem.org/Promoters/Catalog/Anderson [Accessed 10 Sep. 2018].
2.Parts.igem.org. (2006). Part:BBa J23104 - parts.igem.org. [online] Available at: http://parts.igem.org/wiki/index.php/Part:BBa_J23104 [Accessed 10 Sep. 2018].
3.Parts.igem.org. (2006). Part:BBa J23108 - parts.igem.org. [online] Available at: http://parts.igem.org/wiki/index.php/Part:BBa_J23108 [Accessed 10 Sep. 2018].
4.Parts.igem.org. (2006). Part:BBa J23110 - parts.igem.org. [online] Available at: http://parts.igem.org/wiki/index.php/Part:BBa_J23110 [Accessed 10 Sep. 2018].
5.Grant, C., Deszcz, D., Wei, Y., Martínez-Torres, R., Morris, P., Folliard, T., Sreenivasan, R., Ward, J., Dalby, P., Woodley, J. and Baganz, F. (2014). Identification and use of an alkane transporter plug-in for applications in biocatalysis and whole-cell biosensing of alkanes.
©IGEM HKUST 2018. All rights reserved."
MIT,2011,Team:MIT#Collaboration#_-_-_TEXT.html," the research in a new and exciting way.
The class as a whole was a rewarding experience for us. Not only did we reach out to people far beyond the scope of MIT to both explain and explore the field of synthetic biology, but we began to understand the possibilities and problems of synbio on a whole new dimension through teaching the concepts to others.
Safety
The safety of our students was a high priority. Every student in the lab section was trained by the MIT Environmental Health and Safety department in BL1 practices and Hazardous Waste Disposal. We (the instructors) cleaned and prepared the lab space every night before class and made sure all reagents and materials were available to the students in the morning. The Knight Lab was a safe place to perform our BL1 experiments. No risks were taken in our classroom. Our lectures were given in meeting rooms and presentation rooms throughout the MIT Computer Science and Artificial Intelligence Laboratory building, well outside of the Knight Lab setting.
Lack of organization and sufficient space looked to pose a problem early on in the class. However, by splitting the students into two groups and dividing the class between two rooms, we were able to avoid crowding in the lab space and teach a successful class on synthetic biology and its scientific and social influence.
Retrieved from "" http://2011.igem.org/Team:MIT/Collaboration/ ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
USTC,2015,Team:USTC#Project_-_-_TEXT.html," nalidixic acid and etc. These maximal induction of each promoter strain is tested in the course of 10h of exposure.
The mechanism of these promoters are different from each other. However, basically, mechanisms consist of: - micF, an antisense ncRNA targeting ompF RNA, main endogenous porin of Escherichia coli, participating in post-transcriptionally regulation of this outer membrane protein F(ompF). micF is also regarded as one of the promoter of soxRS-regulated gene.
SoxS, a transcriptional activator of oxidative stress genes in E. coli. SoxS in vitro binds the promoter of soxRS-regulated genes such as micF, sodA and recruits RNA polymerase to the promoters.
In accordance with relative effective response of antibiotics, we are determined to implement micF to sense the existence of sulfamethoxazole and sulfadimethoxine in water sample,
and SoxS to detect the concentration of tetracycline or oxytetracycline.
In the circuit, micF and SoxS won't directly reporter fluorescence signal, instead, information will deliver through quorum sensing for positive amplification. In antibiotic substance sensing module, LuxI will be expressed directly for Bacteria II processing.
Quorum Sensing Module
Using community with different compartments would further improve the signal amplification, as known, quorum sensing is a system for stimulation(some signaling molecules called autoinducers) and response(receptor that will transcrpt certain genes) that is related to the bactieral concentration in the system. Many gene expression is naturally regualted by quorum sensing, which is also treated as social interation in bacterial community.
In some gram-negative bacteria, such as Vibro fischeri, biosynthesis of autoinducers is used for yield of bioluminescence through luciferase. The signaling molecule used by V. fischeri is an acylated homoserine lactone(AHL),called N-(3-oxohexanol)-homoserine lactone, which can be engineered into E. coli. The signaling molecule will be produced in the cytoplasm using LuxI synthease enzyme and then secreted through the cell membrane to the extracelluar surroundings. When N-(3-oxohexanol)-homoserine lactone begins diffusing back into cells or other bacteria, LuxR will recognize the existence of N-(3-oxohexanol)-homoserine lactone with a threshold concentration, about 10ug/mL. Finally, target gene such as"
UB_Indonesia,2014,Team:UB Indonesia#backup_-_-_TEXT.html," mitigated with natural compound that not a lot of side effects.
From all of above, we bring C3P (Cervical Cancer Program) for iGEM 2014. We named our each project with preventing, screening and therapy. beside, we also do social action in other to socialize our project and be closer to society to inform them how to avoid cervical cancer.
The responsible of the scientist is not only the result in the lab, but also share “the right thing” for society. So, thanks to iGEM that gives us an opportunity for doing both, research and social action.
“Share your knowledge. It’s a way to achieve immortality.” - Dalai Lama
Overview
“Prevent is Better than Cure”
Indonesia is an agricultural country that most of their society works as farmer. One of commodity in Indonesia is tea plantation which is located in Malang (Brawijaya University takes place). Malang is resited at 440-667 (mdpl) altitude, one of the tourist destinations in East Java because of the potential of natural and climatic owned. Malang climate conditions during 2008 temperatures recorded ranging from 22.7 ° C to 25.1 ° C. While the maximum temperature reached 32.7 ° C and minimum temperature of 18.4 ° C. The average air humidity range 79% - 86%. With a maximum moisture content of 99% and a minimum at 40%. These conditions favor the development of the tea plant (Camellia sinensis).
Tea extract contain EGCG used as the most effective antioxidant to against cervical cancer. But, levels of EGCG (Epigallocathecin gallate) in tea is very slightly. So, we will increase the level of this EGCG compound using siRNA to knockdown gene non-EGCG with expectation it will produce high yield of antioxidant. The applications are for supplement or feminine hygiene.
Tea plant (Camelia sinensis) has catechin compounds that contains antioxidants.  Catechin family that most effective used as antioxidant is Epigallocathecin gallate (EGCG).  Based on research in vitro or in silico, EGCG is able to inhibit the proliferation of cancer cells because stop over-expression between L1 HPV 16- EGFR (Epithel Growth Factor Receptor) bond but there are few of EGCG content in tea plant. Based on these problems, we would to over- expression EGCG by knockdown non-compound EGCG gene, so hopefully the content of EGCG on tea are more prominent"
Harvard,2011,Team:Harvard#Human Practices_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Harvard/Human Practices
From 2011.igem.org
bar
IP and Open Source Technology | Letter to Representatives
Intellectual Property and Open Source Technology
We have explored the history and associated intellectual property (IP) issues that have surrounded zinc finger technology.
Because teams are trying to solve real-world problems, the vast majority of iGEM projects intersect with the IP landscape. Aside from its immediate relevance to our project, we argue that the story of zinc finger discovery, development, and commercialization presents a useful and enlightening case study of how IP affects the synthetic biology community.
Additionally, we wrote and sent a letter to multiple representatives regarding the conflict between IP and open source technology.
The History of IP and Open Source in Zinc Finger Technology
Discovered in 1985, zinc finger proteins have rapidly become a staple of gene therapy innovation. A cascade of research has transformed our understanding of the zinc finger domain from a natural transcription factor to a tool for highly specific genome alteration. As the zinc finger motif was domesticated and fused to DNA cleaving domains, its practical application through targeted gene alteration rose to the forefront of gene therapy research.
Seeking to harness zinc finger potential, researchers and entrepreneurs collaborated to form Sangamo Biosciences in 1995, which emerged as the sole commercial provider of the protein. Today, the Sangamo monopoly raises a variety difficult ethical and economic questions about intellectual property within the zinc finger field, and synthetic biology as a whole. As an open-source alternative to Sangamo’s proprietary system and commercial dominance, Keith Joung and others have published the OPEN system [5] of zinc finger creation. However, while the OPEN system and subsequent improvements are promising for massive zinc finger production, the methods are difficult and time-consuming to implement, and gaps remain in the list of available DNA binding targets.
Zinc Finger Historical Timeline
1985
1991
1995
1996
2000
2004
2008
2009
2011
iGEM '11
Discovery of the zinc finger protein
Jonathon Miller, A. D. McLachlan, and Sir Aaron Klug first identify the repeated binding motif in Transcription Factor IIIA and are the first to use the term ‘zinc finger.'
First crystal structure of a zinc finger
Carl Pabo and Nikola Pavletich of Johns Hopkins University solve the crystal structure of zif268, now the most-commonly studied zinc finger. This paved the way for construction of binding models to describe how zinc fingers bind to DNA"
Northwestern,2016,Team:Northwestern#libraries#fontawesome_-_-_TEXT.html," ""\f1ac"" } .fa-building:before {  content: ""\f1ad"" } .fa-child:before {  content: ""\f1ae"" } .fa-paw:before {  content: ""\f1b0"" } .fa-spoon:before {  content: ""\f1b1"" } .fa-cube:before {  content: ""\f1b2"" } .fa-cubes:before {  content: ""\f1b3"" } .fa-behance:before {  content: ""\f1b4"" } .fa-behance-square:before {  content: ""\f1b5"" } .fa-steam:before {  content: ""\f1b6"" } .fa-steam-square:before {  content: ""\f1b7"" } .fa-recycle:before {  content: ""\f1b8"" } .fa-automobile:before, .fa-car:before {  content: ""\f1b9"" } .fa-cab:before, .fa-taxi:before {  content: ""\f1ba"" } .fa-tree:before {  content: ""\f1bb"" } .fa-spotify:before {  content: ""\f1bc"" } .fa-deviantart:before {  content: ""\f1bd"" } .fa-soundcloud:before {  content: ""\f1be"" } .fa-database:before {  content: ""\f1c0"" } .fa-file-pdf-o:before {  content: ""\f1c1"" } .fa-file-word-o:before {  content: ""\f1c2"" } .fa-file-excel-o:before {  content: ""\f1c3"" } .fa-file-powerpoint-o:before {  content: ""\f1c4"" } .fa-file-photo-o:before, .fa-file-picture-o:before, .fa-file-image-o:before {  content: ""\f1c5"" } .fa-file-zip-o:before, .fa-file-archive-o:before {  content: ""\f1c6"" } .fa-file-sound-o:before, .fa-file-audio-o:before {  content: ""\f1c7"" } .fa-file-movie-o:before, .fa-file-video-o:before {  content: ""\f1c8"" } .fa-file-code-o:before {  content: ""\f1c9"" } .fa-vine:before {  content: ""\f1ca"" } .fa-codepen:before {  content: ""\f1cb"" } .fa-jsf"
Paris,2009,Team:Paris#Acknowledgements_-_-_TEXT.html,":
• Health This area is focused on providing physicians with a panel of tools and services in order to facilitate their daily work.
• System This area is focused on fully managing the development of product, the integration of the technology as recycling and after-sales service.
• Laboratory It is in the laboratory that the most innovative ideas for developing new device with the most advanced technology are developed.
New England Biolabs
is dedicated to providing research products of the highest purity to the worldwide scientific community and supports this dedication with extensive quality control testing, a commitment to customer service and an intensive research and development program.    At NEB, basic research is a priority. Well established in their respective fields, including Molecular Biology and Parasitology, NEB scientists routinely publish their work in the leading journals, present research at scientific conferences, host visiting scholars from around the world, and supervise post-doctoral fellows. To date, over 630 papers have been published by NEB scientists, in addition to many patents that have been received.     NEB also offer a number of summer internships to undergraduate students as well as year round internships to local high school students.
Scientific contributors
We are particularily grateful to Dr. Roland Lloubes (CNRS - Institut de Microbiologie de la Méditerranée). He kindly provided us with his genetic constructs to destabilize the E. coli's outer-membrane (even twice, due to a poor mail reception service at the Cochin Institute where we are based). He was also very helpful in answering our questions regarding membrane stability and its links with the Tol/Pal system.
We would also like to thanks Pr. Volkmar Braun and Dr. Silke Patzer for providing some plasmids and advices on the Fec transduction system
We deeply regret that we do not had the chance to thanks Dr. Matthew DeLisa because he DID NOT WANT TO SHARE his published plasmids containing clyA-GFP fusion. We don't think this to be a good scientific endeavor...
People at the Interdisciplinary Research Center (CRI)
The Center for Research and Interdisciplinarity provides us with a scientific atmosphere and physical location to brainstorm, define and concretize our project as well as lab facilities within the Evolutionary Systems Biology team of the U571 INSERM Unit.  Special thanks a lot to
Ariel Lindner
Samuel Bottani
Laura and Celine for their administrative help
← Previous - Next →
Retrieved from "" http://2009.igem.org/Team:Paris/Acknowledgements ""
Recent changes
What links here
"
UChile_OpenBio-CeBiB,2017,Team:UChile OpenBio-CeBiB#Collaborations#translation#Russian_-_-_TEXT.html,"Team:UChile OpenBio-CeBiB/Collaborations/translation/Russian
Document
Project
Description Parts Procedures Results Attributions
HP
HP Overview Collaborations Silver Gold Engagement
Modelling
Modelling Overview Procedure Results
Safety
Biosafety Lab Protocols
Notebook(current)
Team(current)
Giant Jamboree
Our experience Judging Feedback Photos
Home(current)
Проект Greenhardtii
Земля - это система, находящаяся в постоянном равновесии, которое достигается благодаря нескольким циклам круговорота веществ. В частности, существует углеродный цикл, который главным образом состоит во взаимодействии фототрофных и гетеротрофных организмов. Первая из названных групп организмов потребляет углекислый газ, а вторая производит его. Но это равновесие нарушилось из-за сжигания ископаемых видов топлива и непрерывного сокращения площадей зеленых насаждений, что привело к накоплению CO2 в атмосфере. Растущая концентрация этого газа приводит к созданию глобального парникового эффекта, увеличивая количество тепла, улавливаемого атмосферой, и повышая температуру на всей планете на несколько градусов. Но эти несколько градусов означают значительные изменения в экосистемах и гидрогеологических условиях, вызывающие таяние ледников, повышение уровня моря, засухи, наводнения, аномальную жару, пожары, опустынивание и другие тяжелые последств"
