team,year,page,text
Heidelberg,2017,Team:Heidelberg#Organisms_-_-_TEXT.html,"2""} }, {   ""name"" : ""Human herpesvirus 3 (HHV-3)"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""2""} }, {   ""name"" : ""Human herpesvirus 4 (HHV-4)"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""2""} }, {   ""name"" : ""Human herpesvirus 5 (HHV-5)"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""2""} }, {   ""name"" : ""Human herpesvirus 6 (HHV-6)"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""2""} }, {   ""name"" : ""Human herpesvirus 7 (HHV-7)"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""2""} }, {   ""name"" : ""Human herpesvirus 8 (HHV-8)"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""2""} }, {   ""name"" : ""Human immunodeficiency virus 1"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""3""} }, {   ""name"" : ""Human metapneumovirus (HMPV)"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""2""} }, {   ""name"" : ""Human papillomavirus (HPV)"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""2""} }, {   ""name"" : ""Human Parechovirus"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""2""} }, {   ""name"" : ""Human poliovirus 1-3 (PV)"",   ""rest"" : {""group"" : ""Viren"", ""biosafety_level"" : ""2""} }, {   ""name"" : ""Human T-lymphotropic virus 1 (HTLV-1)"",   ""rest"" : {""group"" :"
BIT,2013,Team:BIT-China#sponser.html_-_-_TEXT.html," providing the necessary majority of users in China to provide tailor-made biological reagents and professional technical services. Strong capital investment, financing two years from the essence of the advanced management experience, the world's leading technology research and development and quality control system to ensure that we are able to produce a range of scientific elite stable performance, reliable quality and biological products.
Our products include genomic DNA, plasmid DNA, RNA extraction and purification, PCR, RT-PCR & qRT-PCR, DNA Marker, research-related protein, electrophoresis relevant, competent cells transfected related products. In the production process, we have established for each type of product a strict, to meet international standards of production processes and quality control mode. These products after years of market testing, the majority of researchers recognized and welcomed.
Our services include DNA synthesis, DNA sequencing, molecular biology experiments, is currently set synthesis, sequencing, reagents and service in one of the most complete line of bio-services companies.
website : http://www.biomed168.com/
© Copyright BIT iGEM Team 2013, All Rights Reserved.
Up
Down
Retrieved from "" http://2013.igem.org/Team:BIT-China/sponser.html ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Toulouse,2014,Team:Toulouse#Attributions_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Toulouse/Attributions
From 2014.igem.org
Home
Team
Our Team
Official Team Profile
Contact
Gallery
Project
Overview
Fixation
Chemotaxis
Fungicides
Spreading
Modeling
Parts
Human Practice
Safety
Ethique
Communication
Notebook
Calendar
Project Monitoring
Protocols
Attributions
Attributions
Sponsors
Attributions
Our team is proud to say that we did almost all the work by ourselves : finding sponsors, making communication tools about our project, finding the protocols to use and testing them, ...
However, we needed occasional assistance during our project, it is why we required help from different people : scientists, administrators, specialists and even normal citizens. We would like to warmly thank all these persons for their contribution and their support, whatever the kind of it. Our project could move forward because they offered their help.
Ulule: a crowdfunding website to help us finding funds
Ulule is the first european crowdfunding website. We have posted our SubtiTree project on this site to collect funds for paying the Giant Jamboree fee. The collect was successful : we had 42 supporters and 1293€ collected.
We warmly thank all the supporters, it was very encouraging to see that people have mobilized for us !
We would like to thank especially :
- Stéphanie Marty
- Damien Kanitzer
- Charlene Douard
- Jacques de Grenier
- Colas Decloitre
- Chrystelle Gaucher
- Valérie Chataigner
- Florence Rigaud
- Nicolas Perez
- Pierre Pettera
- Eric Molina
- Clémence Witzmann
- Pierre Mirassou
- Sarah Guiziou
- Nathalie Pineau
- Michel Klein
- Ngoc Thu Hang Pham
- Nathan Mirassou
- Eddy Manière
- Aurélia Gosseau
- Marianne et Dominique Serres
- Pierre Lagoutte
- François Barbeau
- Laurence Fournié
- Rose Fournié
- Jean Perron
- Bruce Couffignal
Scientists
iGEM instructors
In first, we warmly thank our amazing instructor : Gilles Truan.  He was with us from the beginning to the end and even more ! He is the master of cloning. He is the captain of PCR.  Moreover, he knows how to grill sausages better than anyone !
We warmly thank all the"
TU_Delft,2016,Team:TU Delft#Safety_-_-_TEXT.html,". Upon confirmation of the correct cloning of our BioBricks in TOP10 we purified the BioBricks and transformed them into our chassis organism, E. coli B, strain BL21. All characterization experiments were carried out using this organism.
To evaluate the safety of our project, we have developed a safety tool,: an online software tool that can evaluate and qualify the safety of our project, as well as the safety of other synthetic biology projects. More information on our safety tool can be found here .
Environmental impact of our project
At the current stage of our project, our cells are maintained in the lab and do not cause any risk to the environment at all. However, our biological lenses are eventually destined for products that can be used outside an ML-1 lab, e.g. in solar cells, cameras or microscopes. The only real risk that our project might pose is that the bacteria are encapsulated inside the glass spheres; this means that the lenses we produce contain a core of a live bacterium. Current (European) ML-1 safety regulations do not always allow the use of GMO's outside the lab. Besides that, it is safer to have a product that does not contain any bacteria at all, in that case, if the glass will break it won’t cause any contamination. Therefore, we need to find out how to get the bacteria out of the biological lens, without distorting its optical properties. We are currently doing literature research in how to metabolically stop a cell, without breaking it down completely, since the cytosol is suspected to contribute to the optical properties of the lens. Firstly, we are testing if the cells are still able to grow in their silicate layer, if this is not the case, we don’t necessarily need to take any extra measures before implementing our product in the environment. However, mutations could occur so it’s always safer to make sure the bacteria are not able to reproduce anymore. Therefore we are also experimenting with autoclaving, freeze-drying and UV-sterilizing our cells to see if this kills them without disturbing the optical properties. More information can be found on our projects page .
Contact
Address:
Faculty of Applied Sciences
Room E0.100
Van der Maasweg 9
2629 HZ Delft
The Netherlands
Email:
tudelft.igem@gmail.com
Social media:
Facebook
Twitter
Instagram
Youtube
Sponsors"
Valencia,2012,Team:Valencia Biocampus#Molecular_-_-_TEXT.html,"].
The molecular mechanism underlying this phenomenon is as follows: the promoter is activated when there is a lack of O2 in the environment thanks to a family of proteins called FNR. FNR proteins are global transcriptional regulators that respond to fluctuations in ambient oxygen. They recognize DNA sequences in inverted disposition with this sequence: TTGATN1N2N3N4ATCAA [4], where N1-4 represents a non-conserved tetrad (no influence). The FNR sensor domain contains four cysteine residues that act like ligands for a group (cluster) of 4Fe-4S oxygen-sensitive structures. The acquisition of a 4Fe-4S cluster begins heterodimer formation of FNR that bind to specific sites of DNA and regulate transcription of target promoters. Under aerobic conditions (i.e. when oxygen is present), 4Fe-4S clusters are disassembled and the FNR dimers dissociate and form no structures that can bind to DNA.
How did we deal with this construction? Anaerobic conditions were achieved after putting a culture of E. coli, stirring, inside a sealed box. We let the bacteria to grow for at least two days and then we measured fluorescence.
References:
P.S., Jayaraman, K.L., Gaston, J.A., Cole and S. Busby. (1988) The nirB promoter of Escherichia coli: location of nucleotide sequences essential for regulation by oxygen, the FNR protein and nitrite. Mol Microbiol. 2(4):527-30.
D.F., Browning, J.A. Cole and S. Busby. (2008) Regulation by nucleoid-associated proteins at the Escherichia coli nir operon promoter. J Bacteriol. 190(21):7258-67.
S., Becker, G., Holighaus, T., Gabrielczyk and G., Unden. (1996) O2 as the Regulatory Signal for FNR-Dependent Gene Regulation in Escherichia coli. Journal of Bacteriology, (178): 4515–4521.
C., Scott, J.D., Partridge, J.R. Stephenson and J. Green. (2003) DNA target sequence and FNR-dependent gene expression. FEBS Letters 541: 97-101.
*Upper oil layer for anaerobiosis
Check other molecular mechanisms or see the characterisation of this construction .
TEMPERATURE-INDUCED PROMOTER
This construction is made up of three parts:
The transcription factor-binding site"
Bielefeld-Germany,2013,Team:Bielefeld-Germany#Labjournal#Molecular_-_-_TEXT.html,"Store cells on ice for 1 minute
Electroporate at U = 2.5 kV, C = 25 µF, R = 400 Ώ
Transfer transformation reaction to 450 µL SOC-Medium and shake 1 h at 37 °C
Centrifuge 2 min at 2000 rpm and plate on selective LB-Medium
Incubate over night at 37 °C
Transformation of Single Step (KRX) Competent Cells by Promega
Using protocol E. coli KRX single step competent cells by Promega
Remove Single Step (KRX) Competent Cells from –70 °C, and place on ice for 5 minutes or until just thawed
Add 1–50 ng of DNA (in a volume not greater than 5 μL) to the Single Step (KRX) Competent Cells. Move the pipette tip through the cells while dispensing. Quickly flick the tube several times. Do not vortex!
Immediately return the tubes to ice for 5–30 minutes
Heat-shock cells for 15–20 seconds in a water bath at exactly 42 °C. Do not shake.
Immediately place the tubes on ice for 2 minutes.
Add 450 μL of room-temperature SOC-Medium to each transformation reaction, and incubate for 60 minutes at 37 °C with shaking (approximately 225 rpm). For best transformation efficiency, lay the tubes on their sides and tape them to the platform.
For each transformation reaction, we recommend plating 100 μL of undiluted cells and 1:10 and 1:100 cell dilutions on antibiotic plates. Incubate the plates at 37 °C over night.
Standard BioBrick Assembly
modified from Silver lab :
This assembly method can be used for BioBricks which are bigger than 150 bp. The BioBrick should be at least 500 bp bigger or smaller than the backbone. The BioBrick, which complies with these conditions, is used as the insert and is assembled into the prefix or suffix of the other used BioBrick, called vector. So you have to differentiate between a prefix and a suffix insertion.
Silver Suffix Insertion
Silver Prefix Insertion
Suffix Insertion
Digestion of insert: at least 700 ng DNA / 10 µL volume, 1 µL 10x NEBuffer 2.1, 0.5 µL XbaI , 1 µL PstI . Digest for 1 h at 37 °C, afterwards inactivation"
Michigan_Software,2017,Team:Michigan Software#Applied Design_-_-_TEXT.html,"Team:Michigan Software/Applied Design
Home
Project
Overview
Improvements
Results
Installation
Demonstrate
Outreach
Collaboration
HP Silver
HP Gold
Measurement
Attributions
★  ALERT!
This page is used by the judges to evaluate your team for the medal criterion or award listed above .
Delete this box in order to be evaluated for this medal criterion and/or award. See more information at Instructions for Pages for awards .
Applied Design
Best Applied Design Special Prize
This is a prize for the team that has developed a synbio product to solve a real world problem in the most elegant way. The students will have considered how well the product addresses the problem versus other potential solutions, how the product integrates or disrupts other products and processes, and how its lifecycle can more broadly impact our lives and environments in positive and negative ways.
To compete for the Best Applied Design prize , please describe your work on this page and also fill out the description on the judging form .
You must also delete the message box on the top of this page to be eligible for this prize.
Inspiration
Take a look at what some teams accomplished for this prize.
2016 NCTU Formosa
2016 HSiTAIWAN
2016 Pasteur Paris"
SDU-Denmark,2017,Team:SDU-Denmark#test_-_-_TEXT.html,"ible promoter for this purpose and it was decided to put RelB under control of the LacI-regulated, lambda pL hybrid promoter, BBa_R0011 . The William and Mary team found that the LacI-regulated, lambda pL hybrid promoter had a low level of noise,  a measure of the variability in gene expression between cells in the population, when cloned into a low copy vector. Therefore, this regulated promoter was chosen.
To mimic the expression of  RelB, a reporter system composed of the LacI-regulated, lambda pL hybrid promoter and GFP was assembled. Hereby, the appropriate concentration of IPTG required to induce the promoter on a low copy vector, was identified. During the cloning, it was discovered that the site between the LacI-regulated, lambda hybrid promoter and this particular construct under the tested conditions had formed a hotspot for transposons. In the light of this finding, another inducible promoter was chosen. The HKUST-Rice iGEM 2015 team demonstrated that induction of the AraC-regulated promoter, pBAD, caused a gradual increase in gene expression when cloned into the low to medium copy plasmid, pSB3K3, in contrast to an all-or-none behavior when cloned into the high copy vector, pSB1K3. Taking these results into consideration, the pBAD promoter was used in combination with the pSB3K3 vector to regulate the expression of the antitoxin RelB. Again, a reporter system was used to mimic the expression of RelB, as the part, BBa_I6058 , containing YFP controlled by pBAD, was assessed on different vectors.
The Final Approach for the Three Components Comprised Three Different Vectors
Based on the modelling the system approaches reviewed in the preceding part, the final design, which is illustrated on Figure 4, was established. Ultimately, the dormancy system was composed of the photocontrol device controlled by the PenI-regulated promoter on a high copy vector, RelB controlled by pBAD, BBa_K2449031 , on a low copy vector  and RelE controlled by the OmpR-regulated promoter on either a low copy vector or the chromosome.
Figure 4. The final design of the light-dependent dormancy system. RelE under control of the OmpR-regulated promoter on the chromosome or a low copy vector, RelB under the control of the pBAD promoter on a low copy vector, and the photocontrol device controlled by the PenI-regulated promoter on a high copy plasmid.
Close
Click"
UNAM_Genomics_Mexico,2012,Team:UNAM Genomics Mexico#Notebook#Bacillus_-_-_TEXT.html," onto selective media.
We prepared all the solutions needed to make Bacillus subtilis competent according to Cambridge 2008 protocol ( https://2008.igem.org/Team:Cambridge/Bacillus_subtilis_transformation )
17/07/12
Competent cells are ok; they grew on LB media.
The replated colony grew but is not pink as it should be. Our hypothesis was that this part is for coli, so the expression in bacillus would be lower. To know if the bacillus were transformed or not, we extracted plasmid.
18/07/12
Today we ran a gel to see if Bacillus had the plasmid but it has not.
September
12/09/12
We’ve made competent B.subtilis using the Two step transformation procedure We transformed our plasmid in E.coli RecA + by heatshock [Escherichia coli MC1061 heat shock transformation protocol]
13/09/12
Today we extracted plasmid by the Birbom –Doly method from our transformation in recA+, then we transformed bacillus with this plasmid.
14/09/12
Results: Bacillus subtilis were successfully transformed with pSB1AK3.
18/09/12
We’ve made competent B.subtilis using the Two step transformation procedure We also made competent E. coli RecA+ with CaCl2 procedure .
19/09/12
We transformed RecA+ E.coli with 10 microliters [65.5 ng/microliter] of bBAK143079 plasmid.
20/09/12
As the transformation didn´t grow, we transformed again with a higher concentration of plasmid:  20 microliters.
21/09/12
One of the petri dishes has 5 colonies; we made liquid culture to extract plasmid.
October
22/10/12
We prepare the culture in a solid LB medium for the SEM Analysis ( See the SEM Analysis Protocol ).
23/10/12
We went to the Microscopy Department in UNAM to finish fixing the cells with osmium and with liquid CO2 and watch the nanotubes with the SEM .
Succesful Results!
24/10/12
We transform in the MC1061 RecA+ the 97 promoter plasmid with our Heavy Metal construction with our Transformation Procedure .
Succesful Results!
25/10/12
We made a plasmid extraction from our cells, we ran a gel with it"
BIT,2017,Team:BIT#HP4_-_-_TEXT.html,"Team:BIT/HP4
Dsign - Minimal portfolio Bootstrap template
BIT.
Home
Blo
Design
Demonstrate
Model
Practice
Achievement
Notebook
Team
HP-GOLD and Integrated
What Can We Solve？
This year, the final goal of iGEM_BIT team is to provide the potential versatility, precision, and affordability of JACOB—essentially a representation of modularized biomarker detections—to ordinary communities. Biomarkers can reflect the user’s risk of corresponding cancer to.So as to warn the real patients to go to the hospital earlier.Less money,but higher cure rate.
Where is our market？
Diagnostic Market”,so how about IVD? JACOB falls in the category of in vitro diagnostic devices, particularly serum biomarker detection. Diagnosis market is characterized by inelastic demanding and steady growth. According to the International Trade Administration, medical device market is forecasted to grow $20 Billion per year after 2017, along with constant growth of population. For United States solely, In Vitro diagnostic devices made up 14.7% of total medical device export in 2015, while keep increasing, currently ranked 4th among all categories. Such market is advantageous to the commercialization of JACOB.
 
 
 
What determined characteristics of JACOB?
We determined the main characteristics of JACOB gradually through three stages
 
 
a.
Stage 1:Questionnaire interview
  
By questionnaire,we found an Interesting phenomena-people yearn to health while people are unwilling to go to hospital.When people feel unwell, their first reaction is to look for medicine according to their experience,why?For saving money?
Q8:When you feel your body is not very well ,will you go to the hospital first?(Fig.4)
Q9:If there is a convenient early biomarkers detection instruments, the price is not expensive (charge about 10 yuan), you only need to collect a little blood sample, are you willing to buy it?(Fig.5)
 
 
 
 
a.
Stage 2:Face to face interview
  
To get the answer further,we interviewed people face to face.The answer comes from subjective and the objective aspects.
Subjective factor:most people are more confident of their body, and some people think that is not very important to their body.they think it's almost impossible to get cancer.
 
 
Objective factor：it is inconvenient and expensive to go to hospital.  So JACOB at least need achieve two goals：
1.Tell users whether they need go to hospital accurately
2.Everyone"
