team,year,page,text
BIT,2015,Team:BIT-China#Design_-_-_TEXT.html," NhaB.  NhaB is not effected by pH, and can assist NhaA to regulate alkaline environment. Here we assumed that initial pH was 9.0 and NhaB had already been activated.
Fig.4 Intracellular pH change regulated by alkali resistance device led by NhaA.  NhaA will be induced at pH 7.0 ~ 8.2, while NhaB will function when NhaA cannot function normally. Here we assumed that initial pH was 8.0 and NhaA had already been activated.
○ Regulation Model
As for regulation subsystem model, pH-responsive promoters are combined with functional genes.      The acid regulation device consists of acid-responsive promoter P-asr and alkali-synthesis gene gadA (Fig.5). gadA catalyzes the proton-consuming conversion of glutamate to γ-aminobutyric acid (GABA), and GABA can be excreted outside and neutralize the micro-environment.
The alkali regulation device is made up of alkali-responsive promoter P-atp2 and functional gene ldhA (Fig.6). ldhA encodes a lactate dehydrogenase which converts pyruvate to lactate. Lactate will be secreted outside the cell and neutralize the OH-.
We assumed that the H+ or OH- was straightly contacted with the promoters and induced the transcription process. For functional genes, their translation, degradation and catalysis processes are mainly analyzed in this model because the products of these two genes are both enzymes.
The final simulation results are shown below (Fig.7). In acidic condition, the regulation subsystem will produce GABA and reduce the extracellular pH. When environmental pH becomes alkaline, regulation subsystem will make lactate to neutralize the outside pH. Eventually the environmental pH will be constrained between the pH range where two promoters are both repressed (but with fluctuation).
Fig.7 Extracellular pH regulated by basic regulation subsystem. In normal fermentation environment, pH will tend to decrease and enter acidic level. Basing on this phenomenon, we assumed that the initial pH was 4.0, and our device was functioning.
Fine-regulation circuits models
Overview of Fine-regulation Circuits Model
Three fine regulation circuits are designed so that we can apply different regulation circuits according to different fermentation situations. The external environment can be sensed by the pH-responsive promoters. We ligated different kinds of recombinase down pH-responsive promoters. The recombinase can invert downstream constitutive promoter. This function is applied for conversion between acid and alk"
Hong_Kong_HKU,2013,Team:Hong Kong HKUST#hp#article_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Hong Kong HKUST/hp/article
From 2013.igem.org
Home
Team
Members
Advisors
Instructors
Attribution
Acknowledgement
Project
Abstract
Modules Description
Parts
Characterization
Modeling
Result
Wetlab
Notebook
Protocols
Safety
Future Work
Achievement
Medal Requirements
Prizes
Human Practice
Interviews
Country Profile
Blog
Article
Videos
Presentations
Hong Kong University of Science and Technology (HKUST) iGEM 2013 team has built a fatty acid inducible system that enable inducible glyoxylate shunt to serve as an artificial futile cycle in human liver cells to ultimately increase energy expenditure responding to high circulating fatty acid levels. This can help obesity patients increase expenditure of calories and alleviate health complications such as cardiovascular disease, diabetes, and cancer. To express this futile cycle, genes necessary for the inducible glyoxylate shunt need to be introduced into a human body. Because introducing genes into the human body is currently not a common therapeutic method, we thought it would be necessary to research on the details of how our project could be actually applied. Even though the application of our project may not occur in the near future, we thought it was necessary to evaluate our project’s application as a potential biotechnology product. We have investigated a possible method that is under serious research in the science community: gene therapy. In this article, we will introduce the approach in more detail; examine the bio-safety and bio-ethical issues; and lastly inspect if our project could be applied using this method.
Retrieved from "" http://2013.igem.org/Team:Hong_Kong_HKUST/hp/article ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Valencia_Biocampus,2014,Team:Valencia Biocampus#Results_-_-_TEXT.html," cell level
Our first result, shown in Figure 3, is the confirmation of non-orthogonal behavior as deduced by a higher expression of GFP in comparison to RFP in cotransformed XL1-Blue cultures. There is four to five times more expression of GFP in comparison to RFP (Fig 3D).  These results are similar to those we previously obtained by fluorimetry (with younger cultures, 5 h), in which an imbalanced GFP:RFP rate of about 2:1 was detected.             It has to be stressed that, unexpectedly, only a fraction (around 10%) of the cells exhibited activity of both reporter proteins, indicating that the fluorescence of a culture as it is usually measured (fluorimetry) represents in fact and average of a very diverse pool of individual outputs, including mono-active cells.              We plan to repeat the assay using the reverse conditions: GFP in a Kan resistant plasmid, and RFP in an Amp resistant plasmid.
Figure 3. Dot plots of XL1-Blue reveal a non-orthogonal behavior. Dot plots obtained by flow cytometry. A, B, C & D correspond to wild type, GFP transformant, RFP transformant and cotransformed cells, respectively.  FITC-A, or X axis, indicates green fluorescence (505 nm), whereas PE-A, or Y axis, indicates red fluorescence (592 nm).
Orthogonality changes in time
Figure 4 shows a clear correlation of fluorescense and time in mono-transformants.  Fluorescence is very low for all samples at 5h (approximately 30% of cells transformed with Bb1 express GFP but only 1% of cells transformed with Bb2 express RFP); moderate at 10h for GFP mono-transformants (41% and 1.5% respectively); and maximum after 20h, when GFP is expressed by 80% of the cells, and RFP is expressed by approximately 45% of the cells. Regarding co-transformants, fluorescence also increased with time but even after 20h only a fraction (10%) of doubly fluorescent cells were detected.
Figure 4. XL1-Blue dot plots indicating an increase of fluorescent protein expression with time. Samples of the four variations (wild type, GFP transformants, RFP transformants, and cotransformed cells) are taken at 5, 10 and 20 hours.  FITC-A, or X axis, represents green fluorescence (505 nm).  PE-A, or Y axis, represents red fluorescence ("
Franconia,2017,Team:Franconia#Model_-_-_TEXT.html,"Team:Franconia/Model
Toggle navigation
Home
Project
B.E.A.M.
Overview
Entrepreneurship
Labjournal
Molecular Machines
DEA
Pathomon
AR & Technologies
Notebook
Parts
Human Practices
Schools
Card Game
Bionicum
Lange Nacht der Wissenschaften
Safety
Public Relations
Team
Collaboration
Pathomon Collaboration
German Meetup
European Meetup
Postcards
Card Game
Tübingen
Awards"
Groningen,2016,Team:Groningen#PlasmidConstruction_-_-_TEXT.html," coli Top10 was    successful. We have obtained correct insert size when colony PCR was done. And that was 187 bp.
Validation
Experiment:
05/10/16 Grown cultures of E. coli Top10 with the key sequence in BBa_K823023 were used for making the (see Mini prep protocol) . Firstly, concentration of the plasmids obtained was measured on Nanodrop. Secondly, plasmids were sent for sequencing and then stored at -20°C.
Figure 4. Selecting colonies for glycerol stocks.
Experiments
Experiments:
See Proof of concept experiment.
Message sequence in pDR111
The message sequence was ordered as a gBlock from IDT to construct the message B.   subtilis strain. In a first approach this was done with the pDR111 B.   subtilis integration plasmid, which can also be amplified by E. coli.   Therefore the first step was to clone the message sequence into the pDR111 in E. coli. pDR111 is an integration plasmid which can be integrated into the B. subtilis genome.   By double cross-over it replaces amyE gene, which is necessary for production of alpha-amylase   (see Subtiwiki.uni-goettingen.de )       with desired insert which is located between amyE front flanking region and amyE back flanking region. See the plasmid map below. We used this plasmid for integration of our message sequence into the B. subtilis 168 sub+. The other approach made use of the BioBrick integration plasmid BBa_K823023 (Message sequence in BBa_K823023) .
PCR
Experiment:
25/07/16: The message sequence was amplified from gBlock ordered from IDT (Integrated DNA technologies).Primers used for the amplification were F-message sequence and R-message sequence (primer sequences can be found here ).
PCR mixture:
50 μl PCR assay was performed according to the following protocol.
PCR set-up:
95ºC
2:00 min
95ºC
30s
(12X)
60ºC
30s
(12X)
72ºC
1:30 min
(12X)
72ºC
2:00 min
10ºC on hold
DNA Electrophoresis:
For detailed information on how to prepare and run agarose gel see following protocol.
Figure 2. DNA electrophoresis with amplified message sequence 572 bp in size.
Conclusion:
PCR of the message sequence from the IDT gBlock"
BIT,2017,Team:BIT#HW4_-_-_TEXT.html," GFP in E. coli will be stimulated to produce green fluorescence with a peak of 511 nm.Fluorescence will eventually focus on OPT101.Similarly, red fluorescence will be detected by OPT101 in the same process.Through the photoelectric sensor OPT101, the optical signal will becom1e electrical signal, then it will be converted into digital signals through AD acquisition board.After that,it will be passed to the micro controller for analysis.
Ⅳ Operation
 As shown in figure,while detecting,a user mainly need to finish sampling,injecting and connecting process.The specific reacting and optical detecting process is automatic,which can be operated simply on serial screen.Also,we designed concise UI on serial screen for users:
   
   
 As can be seen above,our UI offered brief guidance to users,making sure users can easily finish a detection.
Demonstrate
   
1.Optical part
Introduction
On the one hand, our chip is the carrier of biological reactions, on the other hand, the chip is also our optical detection platform.The object we are going to detect is GFP and RFP.
The detection principle is using a certain wavelength of light through the chip to stimulate the GFP and RFP in the chamber and detecting the light intensity emitted by GFP and RFP.In this way,we can characterize the amount of fluorescent protein produced by engineering bacteria.Thus the relationship between the reaction of engineering bacteria and the light intensity was established.
So the upper part of the chip will not only through the instrument from the excitation light, but also through the emission light from the engineering bacteria. If the chip has a poor transmittance, both the excitation light and light will be seriously attenuated.Thus it will affect the detection accuracy.
 
Experiments
We used NOA81 as the material of our chip. In order to characterize the light transmittance of this material, we used fluorescent microglobulin as the source of fluorescence and observed the fluorescence by fluorescence microscopy to characterize the chip transmittance.
1.1.verify high clarity of our chip
1.1.1 Method
Inject 50uL Fluorescent microsphere solution into the chip and detect the optical distribution of fluorescence in the chip. Drip the fluorescent microsphere solution of the same concentration onto the glass slide and detect the optical distribution of fluorescence in the chip. Cover the glass coverslip and detect the optical distribution of fluorescence in the chip.
1.1.2 Experimental results
   
From A in figure,not only the fluorescence can we detect clearly,but also we can get the position of bubble"
BYU_Provo,2013,Team:BYU Provo#Notebook#Phage Purification#Springexp#Period1#Explist_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:BYU Provo/Notebook/Phage Purification/Springexp/Period1/Explist
From 2013.igem.org
Home
Team
Overview
Official Team Profile
Team Video
Undergraduates
Mentors
Project
Overview
Background
Experimental Design
Notebook
Overview
Phage Team
Cholera Team
Results
Overview
Judging Criteria
Experimental
Modeling
Parts Submitted to the Registry
A Taste of Toronto
Human Practices
Overview
Orem Public Library Visit
The Adventure of Baxter Bacteria
Safety
Attributions & Collaborations
Attributions & Acknowledgements
Collaborations
iGEM 2013
Phage Purification May - June Notebook: May 1 - May 12 Experiment Listing
Phage Purification
March-April
May-June
July-August
September-October
5.5 Bacteria Cultures, 25 mL
This procedure details how to create 25 mL liquid cultures of bacteria.
Detailed procedure: 5.5 Bacteria Cultures, 25 mL
5.6 Phage From Lysate
How to save phage for future use
Detailed procedure: 5.6 Phage From Lysate
5.8 Bacterial Cultures, 25 mL
Details how we infect with phage and the infection time for each phage
Detailed Procedure: 5.8 Bacterial Cultures, 25 mL
5.8 Infect With Phage
Details how we infect with phage and the infection time for each phage
Detailed Procedure: 5.8 Infect With Phage
5.10 Bacteria Cultures, 25 mL
This procedure details how to create 25 mL liquid culture of W3110 bacteria.
Detailed procedure: 5.10 Bacteria Cultures, 25 mL
Retrieved from "" http://2013.igem.org/Team:BYU_Provo/Notebook/Phage_Purification/Springexp/Period1/Explist ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Jilin_China,2016,Team:Jilin China#HP#Silver_-_-_TEXT.html,"Team:Jilin China/HP/Silver
Particles
Menu
Home
Project
Background
Design
Model
Our Model
For Others
Experiments
Protocol
Notebook
Interlab
Result
Proof
Demonstrate
Parts
Basic Part
Composite Part
Improvements
Human Practice
Collaborations
Attributions
Human Practices
To improve the feasibility of our project and stimulate public interests in our work, we did the following human practices. First, we held meetings with experts in cancer-therapy research to get academic advices on our project. After finishing a sketch of our project plan, we made surveys among faculties in cancer research and attend a cancer summit in Changchun to get suggestions and comment about the feasibility and safety of our plan.  Next, we discussed with some professors in law to understand better the potential biosafety issues of our project. All these work helped us make great improvement of our project. To help people understand more about cancer therapies and our project, we attended a HUST-Cheering meeting, did a TED presentation and were interviewed by some local TV programs, including the Jilin University Television. Furthermore, we made online games, established a public Wechat platform and a twitter account to get feedback from the general public on the internet. To stimulate the interests in science among high school students, we gave a seminar on synthetic biology and our project in a local high school.
1.Meetings With Expert: Professor Ying Xu
Ying Xu: Chronic Inflammation and Tumor
1.Meetings With Expert: Professor Ying Xu
Lecture: Chronic Inflammation and Tumor
Place: Computer Building A521 Auditorium
Professor Xu, got a bachelor's and master's degree from Jilin University in 1982 and 1985 respectively, and received a doctor's degree from the department of Computer Science at the university of Colorado in 1991. Now he is in the board of University of Georgia and a famous scholar in science and technology, the director of the center for systems biology research at the University of Georgia. In 2009 he was awarded as a ""Changjiang Scholar"", the chair professor at Jilin University. In 2012, he was recruited as a Jilin university professor in ""one thousand plan"". Professor Xu is a world-class expert in computational biologist, bioinformatics, cancer research and so on. He has made quite a few significant contributions in the field of bioinformatics, for example: (a) biological pathways and the calculation method of networks and model research (b) cancer of bioinformatics (c"
Illinois,2009,Team:Illinois-Tools#Project_-_-_TEXT.html," algorithm by adding more constraints and developing a more efficient weighting system.  Global computational studies can be used to evaluate immense numbers of possible input and output combinations.  One new method of weighting can be added by assigning price values.  This could be used to determine what the most economically valuable metabolic transformation is.  Another improvement is picking the right host organism, which contains the highest fraction of the enzymes needed to conduct a transformation.  Enzymes from other organisms can also be added to the initial host organism in order to add the desired functionality (considering from which sources the enzyme engineering challenge in the host is likely to be minimized).
Moreover, some other helpful features that can be added are assigning price values to all compounds and genes used, and then provide a feature that enables users to calculate the total expenses for ordering the compounds needed for a pathway, and also to order biobricks to carry out the pathway reactions in lab.
These are some of the additional features that could be added to enhance the project.  Other ideas that will also be considered are; adding a tutorial that shows users how to create a biobrick if it does not already exist, and a way to favor reactions and pathways that have been genetically altered over time to create a specific product.  Another tool that could be added is a flux balance analysis, to balance all the inputs and the outputs of the reaction.  Thus, there are several options that are being looked into, for next summer’s team to work on, in order to enhance the current project.
Sources
Pictures:
http://www.partsregistry.org/Help:An_Introduction_to_BioBricks
www.biomedcentral.com/1752-0509/2/31
== The End ==
Retrieved from "" http://2009.igem.org/Team:Illinois-Tools/Project ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Georgia_State,2015,Team:Georgia State#Style_-_-_TEXT.html,";     }      select {         background: #fff !important;     }      .navbar {         display: none;     }      .btn > .caret,     .dropup > .btn > .caret {         border-top-color: #000 !important;     }      .label {         border: 1px solid #000;     }      .table {         border-collapse: collapse !important;     }          .table td,         .table th {             background-color: #fff !important;         }      .table-bordered th,     .table-bordered td {         border: 1px solid #ddd !important;     } }  @font-face {     font-family: 'Glyphicons Halflings';     src: url('../fonts/glyphicons-halflings-regular.html');     src: url('../fonts/glyphicons-halflings-regulard41d.html?#iefix') format('embedded-opentype'), url('../fonts/glyphicons-halflings-regular-2.html') format('woff'), url('../fonts/glyphicons-halflings-regular-3.html') format('truetype'), url('../fonts/glyphicons-halflings-regular-4.html#glyphicons_halflingsregular') format('svg'); }  .glyphicon {     position: relative;     top: 1px;     display: inline-block;     font-family: 'Glyphicons Halflings';     font-style: normal;     font-weight: normal;     line-height: 1;     -webkit-font-smoothing: antialiased;     -moz-osx-font-smoothing: grayscale; }  .glyphicon-asterisk:before {     content: ""\2a""; }  .glyphicon-plus:before {     content: ""\2b""; }  .glyphicon-euro:before, .glyphicon-eur:before {     content: ""\20ac""; }  .glyphicon-minus:before {     content: ""\2212""; }  .glyphicon-cloud:before {     content: ""\2601""; }  .glyphicon-envelope:before {     content: ""\2709""; }  .glyphicon-pencil:before {     content: ""\270f""; }  .glyphicon-glass:before {     content: ""\e001""; }  .glyphicon-music:before {     content: ""\e002""; }  .glyphicon-search:before {     content: ""\e003""; }  .glyphicon-heart:before {     content: ""\e005""; }  .glyphicon-star:before {     content: ""\e006""; }  .glyphicon-star-empty:before {    "
