team,year,page,text
SKLMT-China,2018,Team:SKLMT-China#Collaborations_-_-_TEXT.html,"Team:SKLMT-China/Collaborations
Collaborations
How do we collaborate with others?
Home
Human Practices
Collaborations
science comics
Other team’s questionnaire
Promoter strength characterization
SDU-CHINA
science comics
SKLMT-China realized the importance of science education while conducting scientific research. During the collaboration, we learned that China Ocean University was conducting a publicity campaign on popular science comic books. After contacting them, we cooperated and exchanged views.In cooperation, we are responsible for publicizing OUC-China's popular science comics to promote synthetic biology.On September 8th, SKLMT-China team set up the booth in the orientation area of Qingdao campus of Shandong University, carried out the cooperation project of popularization of science with OUC-China and achieved remarkable results.
Other team’s questionnaire
We participated in the cooperation of Team Nottingham, Team IIT-Madras, Team RHIT, Team IIT Kanpur and Team Harvard. Team CPU-China and Team ICT-Mumbai participated in the cooperation project we initiated. We participated in the ""Proof Reading Help"" event sponsored by Team Nottingham to help check for syntax errors in non-English speaking country pages. We have sent the email to Team Nottingham and received a reply-both of two teams were happy to cooperate with each other. We have applied to join the “Language Project” project initiated by Team ITT-Madras and the “League of Superheroes” campaign initiated by Team RHIT. We filled out the Survey To Fight Water Pollution released by Team IIT Kanpur. We sent a submission email to Team Harvard to participate in the “Fighting Stigma Against Synthetic Biology!” project. The main content of the email was based on the project of our team，and show the importance of microbial technology to improve the public's impression of synthetic biology. At the same time, we also posted our survey on the website - ""survey on Chassis and Nicotine"", Team CPU-China and Team ICT-Mumbai carefully fill out and participate in cooperation.
Promoter strength verification
This year we construct a promoter library characterized by firefly luciferase to improve pseudomonas
fluorescens pf-5
. To test our promoters in different laboratory condition ,we invited seven teams cooperated with us, that is , Team HUBU, Team JNFLS,Team NJU,Team OCU-CHINA ,Tongji_China Team ZJUandTeam TJU_China. thank you all so much. We thank Team JNFLS,Team NJU,Team OCU-CHINA"
Valencia_UPV,2017,Team:Valencia UPV#Parts_-_-_TEXT.html," which were used previously by other teams: two were used by Uppsala in 2011 (eForRed and AmilCP) and the last one in 2013 (AmajLime) while AmajLime was also used by Cambridge-JIC in 2014. In order to test the efficiency of those chromoproteins in a different chassis (because Uppsala used them in bacteria and Cambridge-JIC used it on Marchantia), we’ve got two version of this construction: one with bacteria codon optimized CDS and other with N. benthamiana codon optimized, so we can compare the efficiency of both sequences in our chassis.
eForRed optimized chromoprotein: this chromoprotein naturally exhibits red/pink color when expressed (BBa_K592012). It was optimized for Nicotiana benthamiana since reporters in plants are highly demanded.
AmilCP optimized chromoprotein: this chromoprotein exhibits strong blue color when expressed (BBa_K592009). It was optimized for Nicotiana benthamiana to increase the number of available reporters in plants.
eforRed chromoprotein: Chromoprotein that exhibits red/pink color when expressed. It was reported by Upsala Team and we summit this part in Phytobricks standard. This part has been domesticated using GoldenBraid System Assembly.
AmajLime chromoprotein: chromoprotein that exhibits yellow-green strong color when expressed (BBa_K1033916). It is cloned in Phytobricks standard in order to increase Phytobricks repository of parts. This part has been domesticated using GoldenBraid System Assembly.
AmilCP chromoprotein: chromoprotein that exhibits blue color when expressed (BBa_K592009). It is cloned in Phytobricks standard in order to increase Phytobricks repository of parts. This part has been domesticated using GoldenBraid System Assembly.
COMPOSITE PARTS
SF: Register Assembly RL PR-1a: Ros1: Transcriptional unit composed of the PR-1a inverted sequence and the Mtb terminator flanked by two opposing PhiC31 site-specific recombination sites (attR and attL). In normal basis, a stuffer fragment will be expressing and only when RDF appears, Ros 1 will be expressed.
YFP: Register Assembly PB 35s Promoter: Luc: Transcriptional unit composed of the 35s inverted sequence and the Mtb terminator flanked by two opposing PhiC31 site-specific recombination sites (attP and attB). In normal basis"
UPO-Sevilla,2011,Team:UPO-Sevilla#Project#Basic Flip Flop#Modeling#Multiagent System_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:UPO-Sevilla/Project/Basic Flip Flop/Modeling/Multiagent System
From 2011.igem.org
Home
Project
Foundational Advances
Human Practices
Team
Overview
Data Page
Basic Flip Flop
Improved Flip Flop
Epigenetic Flip Flop
Applications
Parts
Notebook
Judging Criteria
Overview
MiniTn7
BioBrick Creator
Overview
Safety
Tornillos y Genes
BSIES
Randy Rettberg' s Seminar
Workshop
Science Fair
Week of Science
Media
Team Structure
Attributions
Acknowledgements
Home
Project
Basic Flip Flop
Modeling
Multiagent System
Multiagent System based modeling
Spatial simulation of a bacteria
We have also developed a spatial simulation of the basic bi-stable by considering the interaction between the different components in the interior of a bacterium using NetLogo. This way we provide a friendly program that allows the researcher to study the influence of several parameters in the global behavior of the system. Moreover, it is possible to analyze parameters not considered in the simulation based on differential equations like the spatial (volumetric) concentrations of the.
About NETLOGO
NetLogo is a programmable modeling environment for simulating natural and social phenomena. It was authored by Uri Wilensky in 1999 and has been in continuous development ever since at the Center for Connected Learning and Computer-Based Modeling.
NetLogo is particularly well suited for modeling complex systems developing over time. Modelers can give instructions to hundreds or thousands of ""agents"" all operating independently. This makes it possible to explore the connection between the micro-level behavior of individuals and the macro-level patterns that emerge from the interaction of many individuals.
NetLogo web
Simulating the bistable
The program can be launched in two different ways. You can open the file biestable-simulation.nlogo download here )
If you want to do it in the first way, you also have to download the NetLogo environment from his web page
Simulation General View
How to use it multiagent system simulation
How does it work
In this view we have represented a layer of the cytoplasm of an E.Coli specimen, with a thickness of 5 nm. The actual dimensions of an E.coli have been obtained from the CyberCell Database añadir enlace), a fantastic information source. We have considered the next measures to model the bacterium.
E. Coli schematics measures
To use these"
Heidelberg,2013,Team:Heidelberg#Notebook#Methods_-_-_TEXT.html,"-bed tray and ethidium bromide (EtBr) solution (0.5 µg/ml final concentration) was added. Finally, a comb was inserted to create pockets while solidification. The gel was put into the running buffer (0.5x TAE buffer) before the DNA mixture with loading buffer was loaded into the pockets and separated by electrophoresis. As ethidium bromide intercalates with the DNA (GC nucleotides) the resulting DNA-EtBr-complexes are visible under UV irradiation at 265 nm. As standard ladder for fragment sizes, 1kb+ ruler, 2-log ladder or 50 bp ladder were used.
Gibson assembly
Excel template kindly provided by the iGEM Team Freiburg 2013
Gibson assembly was prepared according to calculation (see file above). The mixture was incubated at 50°C for 60 minutes and purified by isopropanol precipitation. The Gibson constructs were then transformed into competent bacteria.
Biobrick assembly
BioBrick_Assembly_Manual.pdf
Restriction digests
For enzymatic digests, the following formula was used if bovine serum albumin (BSA) was not part of the buffer, which was the case for NEB buffer 3.0:
... µl DNA (~500 ng)
5 µl BSA
5 µl buffer (for example NEBuffer 2)
2 x 1.5 µl enzymes (for example EcoRI-HF & PstI)
... µl water
=> 50 µl in total
The mixture was incubated at 37°C for 1h or up to 1:30h and analyzed by gel electrophoresis.
In case BSA was already part of the buffer, the following recipe was used:
... µl DNA (~500 ng)
2 µl buffer (e.g. NEB CutSmart buffer)
1 µl restriction enzymes
water ad 20 µl
The mixture was incubated at 37°C for 1h or up to 1:30h and analyzed by gel electrophoresis.
Extraction of DNA fragments from an agarose gel
After gel electrophoresis, the gel parts containing the desired DNA fragement size were excised from the agarose gel with a clean and sharp scalpel. For DNA extraction the QIAquick® Gel Extraction Kit was used. Following the instrucion manual all necessary solutions have been prepared. The slices were weighted and accordingly Buffer QG added to the gel (for 1 slice 600 μ"
TU-Delft,2012,Team:TU-Delft#test3_-_-_TEXT.html,NK QceOtaAc9h4B3mhkbNc/DO+8bhygbQgsNtx7DAH0MKyOX3+bFX/bVBK/wy/wrtnyHn6KP6EMsuAd /BiPILBpNgILjPN0/SwCh9cgsGo3Ars3I/Dh98htnKJOg4FG7bzPa9kSqG9sZJOOQL3mhjWNLf4y 4RidnWTEgPtudBYpeCe2oUxnGDo09GNHscrZ/9SCAhL/R5Ky6yyYmtS4QmndHQ5+aw7gduMVlytX znajU4Hh6MXcuV7UbGJQLGQUbkaA85jUXG+cdx075t3nYk3dGsCy1cbmGNtT4HNgYBegRWsz7zJ2 IrthzdPXUWUG8EmzM/hz/9740dUrCMy+gMA4FjMfi0D3AwhUM3ZnTG8ERhxBoMgxvLNqB+4zc7Af G2bPA1QvC5Q0+773kRt2hLZv3TovLZ3RNdQxGflG4eZWEUoSa0RRlFiTBrIjwhXjua1du1ZijXBT cAUqcYekiUuBJeuB3/wZuOs54A/ZvS4mtgbDdsMDZoJwMa+ZJHxmHJLD5rYmAv+dgsA589zcbxGo 47X2Lt8V6DLaTBBKmT/+77yV4qQKVsYqjh71hLBbgRFGTHlwK11JgROqSZOSfo4r2uzkkFSKmF/t EzHJfCGJNUK4wPQdpjuGkgbBjm+8tghqDHn7AHd85NkvttkO7LqOwERzu8LczjiMH03cg+cu/wPt vr8Xj5x/E/fh97j9/7N3FXBSVV/4goHN30LsRDGxUEpABZFWkBQEFaRDWpCQbgTp7u
Austin_LASA,2018,Team:Austin LASA#team team members2.html_-_-_TEXT.html,NiwgNTEyLCBbXSwgXCJmMmJkXCIsIFwiTTI0OCA4QzExMSA4IDAgMTE5IDAgMjU2czExMSAyNDggMjQ4IDI0OCAyNDgtMTExIDI0OC0yNDhTMzg1IDggMjQ4IDh6bTAgOTZjNDguNiAwIDg4IDM5LjQgODggODhzLTM5LjQgODgtODggODgtODgtMzkuNC04OC04OCAzOS40LTg4IDg4LTg4em0wIDM0NGMtNTguNyAwLTExMS4zLTI2LjYtMTQ2LjUtNjguMiAxOC44LTM1LjQgNTUuNi01OS44IDk4LjUtNTkuOCAyLjQgMCA0LjguNCA3LjEgMS4xIDEzIDQuMiAyNi42IDYuOSA0MC45IDYuOSAxNC4zIDAgMjgtMi43IDQwLjktNi45IDIuMy0uNyA0LjctMS4xIDcuMS0xLjEgNDIuOSAwIDc5LjcgMjQuNCA5OC41IDU5LjhDMzU5LjMgNDIxLjQgMzA2LjcgNDQ4IDI0OCA0NDh6XCJdIH07XG52YXIgZmFVc2VyQ2xvY2sgPSB7IHByZWZpeDogJ2ZhcycsIGljb25OYW1lOiAndXNlci1jbG9jaycsIGljb246IFs2NDAsIDUxMiwgW10sIFwiZjRmZFwiLCBcIk00OTYgMjI0Yy03OS42IDAtMTQ0IDY0LjQtMTQ0IDE0NHM2NC40IDE0NCAxNDQgMTQ0IDE0NC02NC40IDE0NC0xNDQtNjQuNC0xNDQtMTQ0LTE0NHptNjQgMTUwLjNjMCA1LjMtNC40IDkuNy05L
CLSB-UK,2017,Team:CLSB-UK#Silver_-_-_TEXT.html," N., Ekpe, E. E., & Eze, J. C. (2012). Challenges of lung cancer management in a developing country. Nigerian journal of medicine: journal of the National Association of Resident Doctors of Nigeria, 21(2), 214-217.
↑ Lacin, T., & Swanson, S. (2013). Current costs of video-assisted thoracic surgery (VATS) lobectomy. Journal of thoracic disease, 5(Suppl 3), S190.
↑ Zheng, R., Zeng, H., Zuo, T., Zhang, S., Qiao, Y., Zhou, Q., & Chen, W. (2016). Lung cancer incidence and mortality in China, 2011. Thoracic cancer, 7(1), 94-99.
↑ The World Bank (2012) World Development Indicators. Retrieved October 6, 2017, from https://data.worldbank.org/indicator/SP.RUR.TOTL.ZS?locations=IN-CN
↑ Pasquini, M., & Biondi, M. (2007). Depression in cancer patients: a critical review. Clinical Practice and epidemiology in mental health, 3(1), 2.
↑ Lafata, J. E., Simpkins, J., Lamerato, L., Poisson, L., Divine, G., & Johnson, C. C. (2004). The economic impact of false-positive cancer screens. Cancer Epidemiology and Prevention Biomarkers, 13(12), 2126-2132.
Major sponsors
Mr John
Mendez
Contact us"
Heidelberg,2017,Team:Heidelberg#Experiments_-_-_TEXT.html," stock solution (40 mg/ml):
0.2 g X-gal is dissolved in 5 ml DMSO and stored at -20 °C in the dark. It is useful to aliquot the stock solution in 1.5-ml reaction tubes. Transformed S2060 E. coli strain (ID:47):
S2060 E. coli possess the lacZ gene under control of a PSP promoter. For the Blue Plaque Assay a transformed S2060 strain like E. coli strain ID:47 containing the AP of the S1059 strain (gene III under a PSP promoter) are used. (This protocol can be modified to investigate if the evolving phage can resist stronger selection pressure. Therefore S2060 strain has to be transformed with the associated AP and the antibiotics has to be adapted)
3. Procedure
Day 1: S2060 AP_PSP_gIII cells (ID:47) or the appropriate cell type are used to inoculate 4 mL of 2xYT medium containing 25 mM glucose and carbenicillin or the necessary antibiotic for that cell type.
The culture is placed in the 37°C shaker in the morning and are grown until an  OD600 of 0.6-0.8. In the meantime, 10 to 102-fold serial dilutions of the phage suspension are prepared with LB medium. 1 ml final volumes are convenient. To prevent cross-contamination filter tips must be used. The phage samples can be stored at 4 °C for a long time and still be able to infect E. coli cells. Shortly before the E. coli culture reaches the appropriate OD600 top agar (3 ml per plate) is transferred to a 50-ml falcon and placed in a preheated water bath at 50 °C. Top agar is then supplemented with the necessary antibiotic and the x-gal stock solution (40 mg/ml). For 10 ml top agar:
10 µl antibiotic (1000x)
100 µl X-gal stock solution (100x)
As soon as the E. coli culture reach an OD600 of 0.6-0.8, cell suspension is gently mixed by resuspension with a pipette and 50 µl are transferred to a 1.5-ml reaction tube for each condition. The following steps has to be performed quickly and separate for each condition. Phage suspension is shortly vortexed and 1 µl is pipetted to the E. coli culture. 700 µl of the top agar is thorough mixed"
Worldshaper-Wuhan,2017,Team:Worldshaper-Wuhan#Collaborations_-_-_TEXT.html,"Team:Worldshaper-Wuhan/Collaborations
Home
About Us
Background
Project
Solution and Design
Results
Model
Parts
Measurement
Procedure
Notebook
Safety
Human Practice
Collaboration
InterLab
Attributions
Awards
Achievement
Survey Result
Applied Design
Silver
Gold
Menu
Street Address
City, State, Zip
Phone Number
Your Custom Text Here
Home
About
Background
Project
Solution and Design
Results
Model
Parts
Measurement
Procedure
Notebook
Safety
Human Practice
Collaboration
InterLab
Attributions
Awards
Achievement
Survey Result
Applied Design
Silver
Gold
Collaboration
Collaboration:
October, 3rd, 2017
Team BNU-China:
We helped the team from Beijing Normal University to send around their questionnaire on high school IGEM participants. The questionnaire was sent to other team members in Worldshaper system, RDFZ, Bejing Institute of Technology and CIEI-BJ.
 
October, 22nd , 2017
Team UCAS
We helped their team members to do quantitative testing on their samples by using microplate reader. The test was on the growth curve of the bacteria they cultured.
 ASTWS-China, Worldshaper-Nanjing, Worldshaper-XSHS
Diary note regarding collaboration
We had a lot of fun with these three teams. The meet up is set in Hangzhou where two of the teams are located, and we spent our time together from July 26 to July 30. We arrived in Hangzhou at 2:00pm on July 26 and then went to a meeting with the representatives of the other three teams to plan the presentation and activities on July28 and July 30. The representatives came up with the idea of doing simple experiments in order to attract the kids. We spent some time at the meeting room thinking about the possible experiments we can do. We thought about different types of activity that can introduce our project and synthetic biology to the younger kids. However, we didn’t pass any of the plans due to feasibility problem or safety-related concerns.
On July 27, we visited the lab that ASTWS-China and Worldshaper-Nanjing are using. We went to see the facilities and were told about the functioning of the equipment there. Another meet up is held as well. We continued our discussion about the presentation and activities, and finally we decided doing science-related experiments would be fine as the condition in the museum wouldn’t allow the kids to sit down and"
UESTC,2013,Team:UESTC Life#Team1_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:UESTC Life/Team1
From 2013.igem.org
Retrieved from "" http://2013.igem.org/Team:UESTC_Life/Team1 ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
