team,year,page,text
Tsinghua,2014,Team:Tsinghua-A#HumanPractice_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Tsinghua-A/HumanPractice
From 2014.igem.org
Project
Overview
Hypothesis
TALE Assembly
TALE Expression
Report System
Modeling
Algorithm
Results
Simulation
HumanPractice
Safety
Collabration
Notebook
Team
Our Team
People
Attributions
Acknowledgements
Gallery
Home /
Human Practice
1
Overview
The team planned and implemented several events concerning the application and field of our project.  We focused on fields including transgenesis and genetic therapy, where TALE has been widely used as gene editing tool.  Two of our teammates attended as guest lecturers a conference held for leaders in sci-tech education of High school and elementary level students in Beijing.  Aside from publicity among high school students and educators, we held two seminars on synthetic biology and systems biology in Tsinghua University. Through heated discussions of the fields and our project itself, we managed to raise public awareness of novel advance in such interdisciplinary subjects.  Multiple ethics issues were proposed during the seminars considering current topics in synthetic biology.  We also conducted questionnaire survey on these issues later on. Results revealed important information and resolution on such. Ethics problems in genetic editing are researched and discussed in relevant pages.
Our Team
Links
iGEM 2014
Tsinghua University
Department of Automation,
Tsinghua University
Center for Synthetic and Systems Biology,
Tsinghua University
2
Lecture
On Sep. 9th, Xu Chumeng and Liu Huarui gave a lecture on our project and current topics in synthetic biology as part of the conference for leaders in sci-tech education of High school and elementary school students in Beijing.  Teachers, high school students and researchers on Bioinformatics, Heredity, Molecular Biology and Botany gathered in Beijing No.8 Middle School aiming at enacting educational plans on science and technology research for high school and elementary level students.
After presenting our project, Chumeng, as an alumna of Beijing No.8 Middle School, shared her experience on high school sci-tech research experience and how it had led to synthetic biology research in Tsinghua.  We received a lot of useful insights on our projects from attending researchers.  An overview on the current topics in synthetic biology and its applications was delivered by our two teammates.  We found that interdisciplinary subjects like synthetic biology still lack awareness among students below collegiate level and their educators.  The high school students present at the conference showed keen interest in the topics, even raised a"
Cooper_Union,2014,Team:Cooper Union#Notebook#Biohack_-_-_TEXT.html," on friday on it to check it. The gel only showed a band for the output backbone (see the gel picture in the experiment). Therefore, there might be an annealing temp. problem. Also, we are going to look at the primers that were made to make sure they are good and it's not a primer problem.   We also did a co-transformation of the mini-prepped HSP+input backbone with the GFP+pBR322 into the ultra competent cells. We followed the transformation protocol. We added 1 uL of each plasmid to 50 uL of the ultra competent cells and had them sit on ice for a half hour then heat shocked for 30 seconds in 42 C water bath and added 900 uL of SOC to each tube and let them incubate on a shaker platform for an hour and then plated 200 uL of each on a chlor-amp plate and put it in the incubator overnight.
7/15/14: (Devora)   Today we checked on our co-transformations and we had a bunch of colonies! ! ! Yay.  We then colony PCR'ed colonies 2-5 on the plate of pBad promoter that we had along with a GFP, UV, and HSP. This was put into the new OpenPCR machine, and the settings that were used are below:                 temp time   initial step: 95  30  anneal: 56  30  extention: 72  30  final hold: 4  final step: 72  420  *****THIS PCR RAN GREAT!!! THE SETTING HERE WERE GOOD FOR PBAD-GFP SIZES!******  We ran a gel to check the PCR'ed colonies mentioned above. All of the PCR'ed products came out clean without a band. One gel had the UV, HSP of the T-team's one colony on their plate, and two GFP's. The other had the last two GFP's and the last 5 wells were PBad, with the first of the pBad wells being a negative control (because we put in the wrong primers).
7/17/14:  Ran PCR of HSP+pACYC184 and GFP+pBR322 to amplify the input and output backbones. Trying HSP because UV didn't work, and making more GFP. We used 5uL 1000x dilution of plasmid, 2.5uL water, 2.5uL forward primer, 2.5uL reverse primer, and "
Evry,2014,Team:Evry#Notebook#Sensing#proposition_-_-_TEXT.html," 1x + 34µg/L Chloramphenicol in a 15ml falcon at 37°C shaking
On plate : 25ml LB 1x + 25ml  Agarose 1x + 34µg/L Chloramphenicol
Observation: DmpR bacteria have difficulties to grow compared with GFP bacteria
Left : BBa_K1031221 (P0-RBS B0031-GFP)
Right : BBa_k1031222 (P0-RBS B0032-GFP)
Aug 15
Survival test on E.coli BL21:
After the incubation of 15th July , bacteria had grown:
Aug 16
Aug 17
Sensor construction bphR2/PbphR1:
bphR2 gene, synthetized by Eurofins in a plasmid, was dissolved in 23,5µL of elution buffer because it was lyophilized.
Concentration obtained = 200ng/µL
DH5a chimiocompetents were transformed with this plasmid according to this protocol:
Remove DH5a from -80°C (about 200µL) and let them on the ice
Add 100ng of plasmid at DH5a and let during 30mn on ice
Make a heat shock by putting bacteria at 42°C during 30s-1mn
Let 1h at 37°C
Plate 100µL of the culture on LB-agar-Amp
Incubate at 37°C overnight, 200rpm
Aug 18
Dna extraction
Machery Nagel DNA purification Kit ( PROTOCOL )
PCR using VF2 and VR primer
Q5 polymerase
Expected bands :
DmpR: 2038 bp
GFP B0031: 1331 bp
GFP B0032: 1330 bp
Digestion
DmpR: SpeI&PstI
GFP B0031/32: XbaI&PstI
Analysis
VF2/VR PCR products were in agreement with the expected size either for DmpR and GFP B0031/32.
GFP 31/32 digestion products were in agreement with the expected size.
However DmpR digestion revealed an unexpected profile.
Gel extraction
Extraction of GFP B0031/32 digestion product [XbaI-PstI]
After confirmation of relevant electrophoresis bands, cut the gel all around the band and as close as possible to it.
Place the resulting piece"
Cornell,2013,Team:Cornell#project#future#pharmaceuticals_-_-_TEXT.html,"oderma lucidum. Osaka-Shiritsu Daigaku Seikatsukagakubu Kiyo, 35, 1-10.
10. Konopski, Z., Smedsrod, B., Seljelid, R., and Eskeland, T. (1994) A novel immunomodulator soluble aminated ß-1,3-D-glucan: binding characteristics to mouse peritoneal macrophages. Biochem. Biophys. Acta, 1221, 61-65.
11. Mueller, A., Raptis, J., Rice, P.J., Kalbfleisch, J.H., Stout, R.D., Ensley, H.E., Browder, W., and Williams, D.L. (2000) The influ- ence of glucan polymer structure and solution conformation on binding to (13)-beta-D-glucan receptors in a human monocyte- like cell line. Glycobiology, 10, 339-346.
12. Battle, J., Ha, T.Z., Li, C.F., Dellabeffa, V., Rice, P., Kalbfleisch, J., Browder, W., and Williams, D. (1998) Ligand binding to the (13)-beta-D-glucan recpetor stimulates NF-kappa B activation, but not apoptosis in U937 cells. Biochem. Biophys. Res. Commun., 249, 499-504.
13. Muller, A., Rice, P.J., Ensley, H., Coogan, P.S., Kalbfleisch, J.H., Kelley, J.L., Love, E.J., Portera, C.A., Ha, T.Z., Browder, I.W., and Williams, D.L. (1996) Receptor binding and internalization of a water-soluble (13)-beta-D-glucan biologic response modifier in two monocyte macrophage cell lines. J. Immunol., 156, 3418-3425.
14. Zhong, L., Jiang, D.Z., and Wang, Q.R. (1999) Effects of Ganoderma lucidum (Leyss ex Fr) Karst compound on the proliferation and differentiation of K562 leukemic cells. J. Hunan Med. Univ., ,24, 521-524.
15. Mizushina, Y., Hanashima, L., Yamaguchi, T., Takemura, M., Sugawara, F., Saneyoshi"
NCKU_Tainan,2018,Team:NCKU Tainan#Entrepreneurship_-_-_TEXT.html," which has the best growth condition, like heat-resisting.
Picture record
King Membrane Energy Technology Inc.
Fig 5. Picture of KME interview
Sewage problem is a critical issue for every kind of bioreactor and ferment, especially for bioreactor containing genetic modified organism, which must absolutely prevent the organism leaking out and polluting the environment. After designing a bioreactor, we were eager to build up a sewage treatment system.
Process
On October 12, we visited the King Membrane  Energy Technology company (KME),                                          which is specialized in producing the Membrane Bio-reactor system.                                          Different from traditional Sequencing Batch Reactor Activated Sludge Process,                                          the system they use hollow filter membrane that can filter most of bacteria.
Feedback
This technique minimized the area required for sewage treatment,                                          allowed us to concentrate the medium before extracting bioproducts,                                          and recycled the water after filtering. After discussing with Dr. Kao, the manager of the company,                                          we improved our device with the MBR system.                                          This improvement made us one step closer to a company and eco-friendly bioreactor system.
Picture record
Business Model
The business model describes how an organization creates,                                          delivers, and captures value in an economic, social, cultural, or other environment.                                          Therefore, we introduce this business model as the basis for assessing the integrity and                                          effectiveness of our ideas to work with our industry and even national research.                                         First, we ask questions about this, and beyond the solution,                                          we also explain why we chose this question. Second, we analyze future developments, including the advantages of using this approach.                                          Furthermore, we introduce our plan to many relevant departments and discuss with the national research.                                          We hope that this plan can be used to promote this plan in the future.
Target issue
More and more people are now paying attention to the impact of CO2.                                          The trend of environmental degradation is gradually increasing.                                          Scientist and national worldwide contribute to capture those excessive CO2.                                          However, how to reduce carbon and use it have become a major problem today.                                          Challenges against carbon process are complicate. Except the technique and implement problem,                                          social acceptability and policy are aother key factors about carbon process technology.
In general, planting is a method of carbon process,                                          and green algae is currently being one of carbon utilization.                                          This year, we hope to combine synthetic biology with the most advanced technologies.                                          We want to draw people's attention to the environment and reuse these environmentally                                          stimulating projects.
Business model analysis
Cost Evaluation
The cost"
Stanford-Brown-RISD,2018,Team:Stanford-Brown-RISD#Team_-_-_TEXT.html," in systems biology, chemical engineering, and computational biophysics at MIT and UCSF. He has a mean frisbee forehand, and enjoys traveling, poetry, and spending time in nature.
Advait is working on optimizing metal binding motifs through rational design, functionalizing  mycelium material, and creating a biofilter. He is also helping with creating chitin-based glues.
Leo Penny
Leo is currently working towards a degree in geochemistry at Brown University but is also interested in a double major with biology. The only thing Leo loves more than his home-state of Texas is synthetic biology. When not working in the lab he is hopefully sleeping and eating, though this is unconfirmed.
Leo is working on genetically modifying our filamentous fungus as well as mission architecture for the project.
Javier Syquia
Javier is a third year in the Brown|RISD Dual Degree Program, majoring in Chemistry at Brown and Graphic Design at RISD. He is interested in the ways design and STEM may interact in unexpected yet seemless manners. Outside of the lab, Javier can be found sipping on nitro cold brew or bubble tea.
Javier is currently working on developing the material made of fungal mycelia, the project's mission architecture, and the team's wiki and other designs.
Arvind Veluvali
Arvind is a junior at Brown, and is studying Economics and Chemistry. His interests include Indian food, Broadway musicals, and the state of Minnesota.
Arvind is working on modifying yields of secondary metabolites in filamentous fungus.
Gabe Weininger
Gabe is a senior at Stanford studying neurobiology.  Gabe is a monster at ping pong and welcomes challengers.
Gabe is working on creating a mycelium-specific bioglue and developing a light-induced system in bacillus subtilis to secrete the glue. He is also working on the filtration part of the project.
Meet Our Advisors
Dr. Lynn Rothschild
Lynn has helped found astrobiology and synthetic biology at NASA. Her research focuses on how microbes have evolved in the context of the physical environment, both here and potentially elsewhere. Feel d sites range from Australia to Africa to the Andres, off Earth on balloons and in orbit. Rothschild has brought her expertise in extremophiles and evolutionary biology to the field of synthetic biology, demonstrating how synthetic biology can enhance NASA’s missions. Since 2011 she has been privileged to be the faculty advisor of the Stanford-Brown award-winning iGEM team. Rothschild is a Fellow of the Linnean Society of London and the"
SUSTC-Shenzhen-B,2012,Team:SUSTC-Shenzhen-B#week 4#8_-_-_TEXT.html,"H20  17.25ul ddH20 17.25ul
3.After we amplified the GFP and RFP, we began to digest GFP with SpeⅠand AflⅡthese enzymes; RFP with NotⅠand SpeⅠthesis enzymes. Let me write our reaction system clear:
H buffer 2ul M buffer  2ul
BSA          1ul Spe 1         1ul
Not 1  1ul Afl 2         1ul
Spe 1  1ul GFP         4ul
RFP          4ul dd H2O         12ul
dd H20      11ul
4. After the digestion, we did an electrophoresis, then purified the gel. Today we got the GFP and RFP with the right restriction enzyme cutting sites.
5. We picked up the colonies from E.coli.
8.21.2012
We did a restriction enzyme digestion with the colonies we picked up yesterday to see whether the mutation plasmid has been duplicated. 6 out of all 8 samples are successful.
8.22.2012
At first, we digested the plasmid with Not I and Afl II. Then we did an electrophoresis and purified the gel to get the production – plasmid cut by enzymes. After that, we connected the GFP, RFP, and plasmid together under 16℃ environment.
8.23.2012
We transformed the new plasmid into the body of E.coli and waited the bacteria to grow. Since we don’t have such type of experience, a teacher showed us the process before we started.
8.24.2012
Since it might be difficult to connect three fragments together at the same time, we decided to try connecting GFP and the plasmid at first, then connecting the product with RFP.
To start this new scheme, we have to digest the plasmid again but with different restriction enzymes. We used Spe I and Afl II to cut the plasmid.
Because we run out of GFP and RFP, we did the PCR again to get more.
The E.coli which contains our new plasmid – all 3 fragments connected – grows well. We did a bacterial colony PCR, using the RFP’s upstream primer and GFP’s downstream primer, to check whether the connection is successful. If the amplification of RFP and GFP is successful, we can come to a conclusion that we finally build the right vector we want!
8"
Sorbonne_U_Paris,2018,Team:Sorbonne U Paris#JQVworldmap_-_-_TEXT.html,"l-0.68,1.67l-0.93,1.71l-1.5,1.5l-5.16,2.28l-2.78,2.73l-1.02,0.53l-1.71,1.8l-0.98,0.57l-0.35,2.41l1.16,1.94l0.49,2.17l0.43,0.31l-0.06,2.06l-0.39,1.17l0.5,0.72l-0.25,0.73l-0.92,0.83l-5.12,2.39l-1.22,1.36l0.21,1.13l0.58,0.39l-0.11,0.72l-1.22,-0.01l-0.73,-2.97l0.42,-3.09l-1.78,-5.37l2.49,-2.81l0.69,-1.89l0.44,-0.43l0.28,-1.53l-0.39,-0.93l0.59,-3.65l-0.01,-3.26l-1.49,-1.16l-1.2,-0.22l-1.74,-1.17l-1.92,0.01l-0.29,-2.08l7.06,-1.96l1.28,1.09l0.89,-0.1l0.67,0.44l0.1,0.73l-0.51,1.29l0.19,1.81l1.75,1.83l0.65,-0.13l0.71,-1.65l1.17,-0.86l-0.26,-3.47l-1.05,-1.85l-1.04,-0.94Z"", ""name"": ""Mozambique""}}, ""height"": 440.7063107441331, ""projection"": {""type"": ""mill"", ""centralMeridian"": 11.5}, ""width"": 900.0});"
Bielefeld-CeBiTec,2016,Team:Bielefeld-CeBiTec#Basic Part_-_-_TEXT.html," , thus quantifiying the mutation rate.
Figure 1: Increase in mutation rate when using the error prone polymerase I ( BBa_K2082106 ) in comparison to using wild type polymerase I ( BBa_K2082107 ).
Furthermore we analyzed error-prone polymerase I by high-throughput sequencing obtaining the mutation rate as well as the mutation spectrum.
Figure 2: Mutagensis rate of error prone polymerase I ( BBa_K2082106 ) in comparision to wild type polymerase I( BBa_K2082107 ) as determined by high-throughput sequencing .
Figure 3: Mutatagenic spectrum of error prone polymerase I ( BBa_K2082106 ) in comparision to wild type polymerase I( BBa_K2082107 ).
In combination we benchmarked the error-prone polymerase I by working out all necessary information to use this BioBrick in further directed evolution applications."
TU-Munich,2013,Team:TU-Munich#Notebook#Labjournal_-_-_TEXT.html,"s
22 °C
60 s
12 °C
60 s
22 °C
60 s
12 °C
60 s
22 °C
60 s
Hold
16 °C
infinite
Lid temperature = 37 °C
Tuesday, May 28th
Analytical gelelectrophoresis of PCR products of P114 (O62&O63), P114 (O60&O61), P115 (O58&O59), P51 (O66&O67)
Investigator: Jeff, Rosario
Aim of the experiment: Analytical gelelectrophoresis of PCR products of P114 (O62&O63), P114 (O60&O61), P115 (O58&O59), P51 (O66&O67).
Procedure:
4 µl of PCR products of P114 (O62&O63), P114 (O60&O61), P115 (O58&O59), P51 (O66&O67) were mixed with seperately with 0.44 µl of DNA loading buffer (10x) and analytical gelelectrophoresis was performed at 1% agarose gel for 40 min at 90 V.
1 kbp ladder
PCR products of P114 (O62&O63), P114 (O60&O61), P115 (O58&O59), P51 (O66&O67)
PCR products of P114 (O60&O61)
PCR products of P115 (O58&O59)
PCR products of P51 (O66&O67)
PCR did work, but strong primer dimer signal
PCR did work, but strong primer dimer signal
PCR did not work
PCR did work, but strong primer dimer signal
Wrong buffer (GC buffer, instead of standard reaction buffer, was used and 10x too much primers were also used)
Transformation of Quickchangeproduct SDMIII of P124 (Laccase) and P125 (EreB) + ligation product of F29+F30 + ligation product of F17+F19 into E. coli XL1 blue
Investigator: Andi, Johanna
Aim of the experiment: Transformation of Quickchangeproduct SDMIII of P124 (Laccase) and P125 (EreB) + ligation product of F29+F30 + ligation product of F17+F19 + ligation"
