team,year,page,text
UNIK_Copenhagen,2016,Team:UNIK Copenhagen#Results_-_-_TEXT.html," reference curve (without salt, blue diamond on Fig. 8). Only one sample showed severe growth impairment, which was the sample that was grown in 500mM NaCl (Organge curve on Fig. 8). These data indicates that B. subtilis would not have any problems in growing in the salt stress of our final co-culture setup.
----------------
Question: Can S. elongatus grow under osmotic stress?
Experiment: S. elongatus was inoculated into BG-11 medium with supplemented NaCl (0mM, 150mM, 300mM). The cells were incubated in a light chamber at 30 degrees at 250rpm for 4 days. OD at 730nm was measured twice a day during the time period.
Result: Inspired by the work of Ducat and coworkers, we use the cscB sucrose permease, which secretes sucrose out of the cell under osmotic pressure. The osmotic pressure is required to secrete the sucrose but it might affect the growth of the S. elongatus. We therefore tested its ability to grow in different salt concentrations, and the growth was obtained by measuring OD at 730nm (Fig. 9). As expected, S. elongatus grow best when no salt is present in its medium. This sample does not look like it has any trouble by growing, just as it is expected. However, when we then add salt to the medium S. elongatus will begin to be stressed. This can be seen by both the colour of the samples (Fig. 10) and the growth curves (Fig. 9). Surprisingly, the data for the S. elongatus grown in 300mM salt shows better growth than the sample with 150mM salt - at least up to hour 68 where after it begins to fall drastically (Green curve in Fig. 9).
This suggest that in long term S. elongatus would not be able to grow in 300mM NaCl without showing severe growth rates. S. elongatus grown in 150mM NaCl shows decreased growth, but the growth keeps increasing meaning that the cells survives but are under a lot of stress that makes them to grow slower than usual (Fig. 9 and 10)
----------------
Question: Can B. subtilis grow in BG-11:ATCC mixed medium?
Experiment: B. subtilis was inoculated into 100mL of ATCC:BG11 minimal medium and grown for 22 days in a 28°C incubator under shaking"
ECUST,2017,Team:ECUST#HP#Silver_-_-_TEXT.html," learned.
Click here to read more(Interview).
Public recognition
We designed a questionnaire to get to know about the public recognition of energy crisis as well as clean energy. From the current data, we drew some conclusions as follows:
Ways to understand the current energy situation: Internet 83.33%, and 8.73% from newspapers, magazines, books, etc.
Confidence in the development of new energy: large development potential 68.25%, slow development 20.63%
For the ""new energy"" category of judgment: over 80% have a clearer understanding
Among them, biological energy and solar energy bear the highest expectations
More than half of respondents expressed willingness to try new energy drivers / related products, and 30% took a wait-and-see attitude
The application of new energy in society: more than 90% of respondents believe that the most useful way is to use electricity and provide transportation power
The price is too high, the quality of products is unstable and the use is inconvenient. It has become the first three reasons that prevent respondents from buying new energy products
Our vision
Green technology is the future, especially the biotechnology.
Our practice carried out practical investigation with multi-dimension, deeply explored current energy situation, the prospects for the development of a new focus on renewable energy. 
The team members actively interacted with professional expertise and conducted investigations of the energy enterprise learning its culture. Think about how to use synthetic biology methods to synthesize efficient and clean green energy.
Conclusion
What we have got through this part of human practice helps us have a better understanding of
1. The current energy policy in China
2. Investigations of energy enterprise operation mode and enterprise culture
3. Ideas on selecting the next experimental design to energy
Click here to read more(Questionnaire).
Intergrated and gold
Intergrated and gold
Our basic Human Practices include the questionnaire, interview and policy survey. We expanded our Human Practices to many other aspects, during which we heard the voice from professors, veteran experts, entrepreneur managers as well as other teams. They represented some different views from the public and authorities, helping us to understand the project from different perspectives so that we could collect the feedback to interpret those results into our experimental design. Secondly, we set up our iGEM club to provide a platform for students to exchange academic knowledge.
Lastly, to improve public engagement of iGEM in China, we designed our own Chinese version brochures and postcards and distributed them to people who were interested in our project, and we received lots of valuable comments.
We conducted"
Illinois,2009,Team:Illinois-Tools#Notebook#Week3_-_-_TEXT.html," writing some useful code.  Also, watching Donny stalk people on facebook has been very entertaining.
Palak I determined that one of the necessary elements in determining ideal pathway was flux balance analysis. I spent sometime looking into what the flux of a reaction is as well as how it is calculated. It turns out that the function in COBRA that finds the flux balance analysis uses a linear solver. I experimented with various linear solvers that are compatible with python interpreters. I found the NUMpy and SCIpy were the most useful modules. I also continued to learn how to program in python using several tutorials.
Retrieved from "" http://2009.igem.org/Team:Illinois-Tools/Notebook/Week3 ""
Recent changes
What links here
Related changes
Special pages
My preferences
Printable version
Permanent link
Privacy policy
Disclaimers"
Gaston_Day_School,2014,Team:Gaston Day School#Project_-_-_TEXT.html,"""
Page
Discussion
View source
History
teams
Log in
 
Team:Gaston Day School/Project
From 2014.igem.org
2014 GDS iGEM Project Page
>Project
Home
Members
Project
Parts
Models
Notebook
Safety
Attributions
Biofuels
The rising cost of petroleum, coupled with the environmental concerns that go with its use, has led to a recent increase in biofuel research.  With this research has come developments in using bacteria to produce biofuels such as isobutanol and ethanol. These alcohols are favored because they can easily be swapped into our current infrastructure of car and truck engines. At Gaston Day School, we have decided to launch a biofuel-focused project. To create the alcohols, we are developing alcohol-resistant strains of E. coli through artificial selection. Also, we are using PCR to amplify and ligate the genes GlmZ, GlmY, and IlmV, which are used in native alcohol production. The combination of these genes and the alcohol resistant strains are the first steps in our new biofuels project.
Special Issues with an Isobutanol Resistant Strain of E. coli
Any bacterial strain that is resistant to an alcohol will have to be handled carefully. While isobutanol is not currently used as a cleaner, several other alcohols are. If there is cross-reactivity between the resistance pathways for isobutanol resistance and resistance to ethanol or to isopropanol, we could have a strain that is impervious to several standard cleaning methods. Atsugi, et al. (2010) stated that they did not see any decrease in sensitivity to ethanol in the isobutanol resistant strain developed in their lab. Studies are currently underway to determine if our isobutanol resistant strain shows any change in resistance to ethanol or to isopropanol. Cleaning procedures in the lab have been changed so that surfaces are decontaminated with 10% bleach since there is a possibility that the strain we are working with may be resistant to other alcohols.
If this strain becomes commercially useful, several options exist for decreasing the risk if the strain is accidentally released. Ideally, a kill switch can be incorporated in the strain that requires the presence of a suppressor molecule in the medium. If the strain is released, the suppressor will not be present which will activate the kill switch and prevent the released bacterium from surviving. Several variations of kill switches can be found in the Biobrick registry. K176036"
TUDelft,2018,Team:TUDelft#Entrepreneurship_-_-_TEXT.html," doping world. In addition, our test does not require expensive or rare laboratory equipment apart from the consumables supplied with the test, making it accessible to all WADA-accredited laboratories.
The products and services also relieve pain for our user by fitting within the current testing framework. Thanks to our detection window analysis, testing can be done at the frequency of regular inter-competition testing as executed by local doping authorities. Our test also facilitates compliance with data laws and athlethe privacy. Due to targeting specific DNA, only the data that is needed for a reliable test outcome is collected.
We have gathered expert knowledge on our process during our whole project. For a more in-depth analysis on which experts we spoke with and how they influenced our project, please see our integrated human practices page . We have written a collaboration proposal to Oxford Nanopore Technologies, as we are currently using their next generation sequencing platform as part of our detection workflow. Our proposal was received warmly. The relevant research department indicated that our proposal is of interest tothem and would fit well within their plans.
Our second step
Our second step is to gather enough funding to continue development.     In our project thus far, we have been supported by many institutions and companies who have made development up to this point a reality.
To cover future development costs, we can apply for a grant, or we can request backing from other funding sources, such as companies and institutes with budgets for research.      We choose to apply for a grant of 20.000 euros from the Partnership of Clean Competition (PCC). The PCC has supported anti-doping research since 2008, spending more than 17 Million US Dollars in support of innovative science. They received our application enthusiastically, and advised us to aim for the larger grant with an average of $225.000 without maximum. This second application is in preparation by the Brouns lab (TU Delft), our supervising lab, whose members are eager to continue our work. The Delft Sports Engineering Institute is willing to support us in this effort with their vast network in the professional sports world as well as with a financial contribution.
Our third and fourth steps
Our third and fourth steps are to develop and demonstrate a method that is efficient and properly scientifically validated. We have experienced great progress during the course of our project. Please see our results page for more information on our scientific achievements. What remains is to ensure that development will be continued in the future. After iGEM, our project will be continued by the group supervising us (the Brouns lab, TU Delft), with a perspective for funding through"
Hong_Kong-CUHK,2012,Team:Hong Kong-CUHK#SAFETY APPROACH_-_-_TEXT.html,". There are three types of CRISPR/Cas system. Here we only exploit type I-E from Escherichia coli (E. coli) to focus on expression and interference stage. This system presents potential in developing into a novel tool in order to reach higher safety standard of using engineered microorganism machine.
 
Foreign double strand DNA (dsDNA) will be targeted by the spacers from repeat-spacer region (RSR) and destroyed by one of the CRISPR/Cas components, Cas3. Through engineering the spacer sequence, theoretically we can target any dsDNA of sequence complementary to the spacer(s) [1].
By re-designing the targeting sequence, we can cleave the transformed plasmid in certain bacteria to reduce environmental hazard, or even manage to create a controlled suicide system to reduce leakage of genetic information from the bacteria. Thus our system provides an alternative to control safety level of engineered microorganism machine.
Back To Top
II. Biobrick design
Our biobrick is designed to be an integration of two parts, the protein part and the R-S-R part. Sequences of proteins Cas3 and cascade complex subunits are located in the upstream of the RSR system.
The number of the repeat and spacer are not fixed and the distance from the promoter does not affect the functionality.
The protein part in the biobrick is not essential for the system to work, as the type I-E CRISPR/Cas system is an endogenous system in E. coli. Since this part is designed to improve the sufficiency of system functionality, we choose to use Pveg, a strong constitutive promoter. This choice also makes it possible to utilize this system in other microorganisms where CRISPR system does not exist naturally, such as Bacillus subtilis.
To improve the efficiency for construction, we split them into two biobricks containing Cas3 and the R-S-R part, and synthesize them separately Therefore, when testing the system in E. coli, transformation of the R-S-R biobrick alone is enough for characterization.
(a) ‘Repeat’ design
A palindrome can be observed by studying some samples of repeat sequences of CRISPR system of E. coli. The secondary structure of pre-crRNA shows that the base pairing helps to form a loop, which may contribute to the Cas3 and Cascade in expression and interference stages of type-I CRISPR system.
From related research papers [2, 3], we obtained several repeat sequences of E. coli strain K-12. Although repeat sequences from different sources may not be exactly identical, similar characteristics"
DTU-Denmark,2016,Team:DTU-Denmark#molecular toolbox_-_-_TEXT.html,"tica. Figure 1 shows a suggested workflow for the proposed BioBrick plasmid.
Figure 1: The suggested workflow using pSB1A8YL described above. The workflow is broken down to three distinct steps: cloning, confirmation and expression. Cloning is the assembly of the construct, which is conducted in E. coli using typical cloning methods. Confirmation is where the identity of the construct is confirmed, using analytical methods such as polymerase chain reaction (PCR), analytical restriction enzyme digestion and/or sequencing. Expression includes the work done in the final host organism, Y. lipolytica, and includes inserting the construct and optimization of the expression and cultivation conditions.
×
DESCRIPTION
Design
For the design of the plasmid, we decided to incorporate a high copy E. coli part for cloning and propagation of DNA. The design was based on the pUC19 vector as it fulfills the criteria of being high copy 4 , while perhaps being one of the most widely used cloning vectors for E. coli. To support the BioBrick standard, we only used the ampicillin resistance and replication origin elements of the plasmid. It was found that the sequence in and between these elements did not contain any restriction sites of any current BioBrick assembly standard, thus no further modification of the sequence was needed.
For the Y. lipolytica part of the plasmid we decided to base the design on the pSL16-CEN1-1(227), as it has been found to exhibit high transformation efficiency compared to similar plasmids 5 , and perhaps for this reason this plasmid and its derivatives are utilized in many recent studies. 6,7,8 Again, only the sequences of the replicative and selective elements were chosen. Although, the original sequence was not BioBrick compatible, and thus it was decided to order the sequence as a gBlock. This also introduced the added benefit of being able to incorporate the BioBrick prefix, suffix and a 5’ terminator in the gBlock and exchange the original leucine autotrophy marker with a uracil autotrophy marker allowing for negative selection of the plasmid with 5-Fluoroorotic Acid (5-FOA) 9 . In order to comply with the iGEM plasmid nomenclature 10 , the plasmid was dubbed “pSB1A8YL”, YL was added in the end to emphasize that the plasmid is used for Y. lipolytica. Figure 2 shows a graphical representation of the sequence map of p"
UAlberta,2017,Team:UAlberta#HP#Gold Integrated_-_-_TEXT.html," incorporated this into the module. Her insight on science communication through social media was very useful in the development of decisions we made while creating the science module.
References
1. The Top 15 Best-Selling Drugs of 2016 | The Lists | GEN Genetic Engineering & Biotechnology News - Biotech from Bench to Business | GEN. GEN (2017). Available at: http://www.genengnews.com/the-lists/the-top-15-best-selling-drugs-of-2016/77900868. (Accessed: 30th May 2017)
2. Brustad, E. M. & Arnold, F. H. Optimizing non-natural protein function with directed evolution. Curr. Opin. Chem. Biol. 15, 201–210 (2011).
3. Utsumi, S. Plant food protein engineering. Adv. Food Nutr. Res. 36, 89–208 (1992).
Special thanks to all our sponsors!
Social Media
igem.ualberta@gmail.com"
TAS_Taipei,2017,Team:TAS Taipei#Human Practices_-_-_TEXT.html," For example, we taught them how to use microscopes to look at anti-counterfeiting measures on paper money and how to use refraction lenses to see that white light is made up of various colors. (Whole Team activity)
7th Grade Introduction to Synthetic Biology
We introduced iGEM and the basics of synthetic biology to all 200+ students in the seventh grade. They learned how to use micropipettes, as well as how to load and run dyes through an agarose gel. We also gave students different real world problems for them to solve using paper BioBrick parts. (Whole Team activity)
Spring Fair -- Spreading Public Awareness of Nanoparticles
At our school’s annual spring fair, we operated a booth where people could create their own glitter slime by mixing polyvinyl alcohol and sodium borate solutions. The slime was meant to simulate the trapping of NPs (in this demo, glitter) by biofilm. We also showed a few SEM images of bacteria, as well as everyday products that contain NPs such as toothpaste and sunscreen. Everyone who came to our booth was encouraged to take our survey so we could record opinions on bioethics and concerns about NPs. (Whole team activity)
iGEM Slime booth at Spring Fair along with the iPad surveys set up next to the tables.
SEM images that show nanoparticles in daily products (ex: toothpaste and sunscreen)
Research Symposium -- Poster & Oral Presentations
At TAS we conduct research symposiums twice a year to showcase the research of students who take a variety of research courses. Before we decided our project topic, we developed 4 different project ideas to present at our first research symposium (poster session). We received feedback from both students and teachers, then decided on our current project. At our second research symposium, we presented on our current project, Nanotrap! (Presenters: Candice L., William C., Chansie Y., Christine C., Yvonne, W., Justin Y., Dylan L., and Catherine Y.)
5th Annual Asia-Pacific iGEM Conference -- NCTU
In preparation for the Giant Jamboree, we attended the 5th annual Asia-Pacific iGEM conference at NCTU to share and receive valuable feedback from other college and high school teams in Asia. This event allowed us to consider different aspects of our project using feedback from other teams. (Presenters: William C., Yvonne W., and Justin Y.)
Public Outreach -- A Tour of Taipei
Some members of the iGEM team went to several popular sites in Taipei to"
SUSTC-Shenzhen-B,2012,Team:SUSTC-Shenzhen-B#protocol_-_-_TEXT.html," the DNA fragment after the Electrophoresis.
Menthod:
1.  Digestion of plasmid mutant-psb1a3,Prepare the sample reaction as indicated below:
Total: 50μl
+ 3.0μl of Not I restriction enzyme, #ER0591
+ 3.0μl of Afl II restriction enzyme, #ER0831
+ 5.0μl of 10X buffer O
+ 1.0μl of mutant-mutant-psb1a3 plasmid
+ 37.0μl of ddH2O
2.  Digestion of PCR product GFP, Prepare the sample reaction as indicated below:
Total: 50μl
+ 3.0μl of Not I restriction enzyme, #ER0591
+ 3.0μl of Spe I restriction enzyme, #ER1251
+ 5μl of 10X buffer Tango
+ 10μl of PCR products GFP
+ 29μl of ddH2O
3.  Digestion of PCR product RFP
Prepare the sample reaction as indicated below:
Total: 50μl
+ 3.0μl of Afl II restriction enzyme, #ER0831
+ 3.0μl of Spe I restriction enzyme, #ER1251
+ 5μl of 10X buffer Tango
+ 10μl of PCR products RFP
+ 29μl of ddH2O
4.   Put the tubes in 37℃ environment for 4-8 hours
5.  Use DNA Gel Extraction Ki to purify the mutant-psb1a3 fragment, GFP and RFP after digestion and named them by mutant-psb1a3 (NA) ,GFP(NS) and RFP(AS) after the Electrophoresis.
Ligation
Ligation is the process by which target DNA gene is inserted into a plasmid. Both the plasmid and insert are prepared to have the sticky ends. These two kinds of DNA pieces are placed in a reaction tube and the proper DNA ligase, buffer, and cofactors are added for the reaction to take place. When done properly, the ligation will result in a successful combination of the insert and plasmid into one plasmid.
Procedures
1. Prepare the control reaction as indicated below:
Total: 10μl
+ 1.0μl of plasmid mutant-psb1a3 ("
