text,source_team,year,chunk
[],UCL,2015,0
"relationships: [[""Aachen"", ""participated in iGEM"", ""Jiang et al.""], [""Aachen"", ""collaborated with"", ""BL21 Gold (DE3)""], [""Aachen"", ""received support from"", ""S. K. Meur, V. Sitakara Rao, and K. B. De.""]]",Aachen,2015,1
"relationships: [[""SYSU-Software"", ""re-used parts by"", ""CORE""],[""previous iGEM team projects"", ""re-used parts by"", ""SYSU-Software""],[""SYSU-Software"", ""demonstrated software at"", ""iGEM Giant Jamboree""],[""SYSU-Software"", ""can be used by"", ""teams in following years""],[""SYSU-Software"", ""source code on GitHub"", ""https://github.com/igemsoftware/SYSU-Software-2015""],[""SYSU-Software"", ""install package of CORE on"", ""Windows, Mac OS X, and Linux""],[""SYSU-Software"", ""CORE can be used online at"", ""http://core.sysusoftware.info""],[""SYSU-Software"", ""contact email"", ""sysusoftware@126.com""],[""SYSU-Software"", ""address"", ""135# Xingang Rd(W.), Sun Yat-sen University, Guangzhou, China""]]",SYSU-Software,2015,2
"relationships: [[""BIT-China"", ""collaboration"", ""other iGEM teams""]]",BIT-China,2015,3
"relationships: [[""Amsterdam"",""participated in iGEM competition"",""other iGEM teams""]]",Amsterdam,2015,4
[],Gifu,2015,5
"relationships: [[""TCU_Taiwan"", ""collaborated with"", ""Taipei Tien Ho""],[""TCU_Taiwan"",""shared google doc with"",""Aix-Marseille Université (France) iGEM team""],[""TCU_Taiwan"",""added lab link of instructors"",""instructors""],[""TCU_Taiwan"",""redesigned wiki page""],[""TCU_Taiwan"",""sent team uniforms to"",""instructors and helpers""]]",TCU_Taiwan,2015,6
"relationships: [[""Oxford"", ""collaborated"", ""C2""],[""Oxford"",""collaborated"",""C3""],[""Oxford"",""collaborated"",""D1""],[""Oxford"",""collaborated"",""D2""],[""Oxford"",""collaborated"",""D3""],[""Oxford"",""collaborated"",""E1""],[""Oxford"",""collaborated"",""E2""],[""Oxford"",""collaborated"",""E3""],[""Oxford"",""collaborated"",""H1""],[""Oxford"",""collaborated"",""H2""],[""Oxford"",""collaborated"",""H3""],[""Oxford"",""collaborated"",""L1""],[""Oxford"",""collaborated"",""L2""],[""Oxford"",""collaborated"",""L3""],[""Oxford"",""collaborated"",""N1""],[""Oxford"",""collaborated"",""N2""],[""Oxford"",""collaborated"",""N3""]]",Oxford,2015,7
[],Mingdao,2015,8
[],Dundee,2015,9
"relationships: [[""SJTU-Software"", ""supported by"", ""school of life science and biotechnology""], [""SJTU-Software"", ""mentored by"", ""Chaochun Wei""], [""SJTU-Software"", ""mentored by"", ""Hongyu Ou""]]",SJTU-Software,2015,10
relationships: [],Stony_Brook,2015,11
"relationships: [[""Brasil-USP"",""collaborated with"",""UFSCAR-Brasil""],[""Brasil-USP"",""presented play to"",""PROVIM Dom Luciano Mendes de Almeida""],[""Brasil-USP"",""represented project at play with"",""UFSCar-Brasil""],[""Brasil-USP"",""introduced science to children through play""],[""Brasil-USP"",""introduced synthetic biology to children through play""]]",Brasil-USP,2015,12
[],UC_Davis,2015,13
