text,source_team,year,chunk
relationships: [],ETH_Zurich,2015,0
"relationships: [[""Oxford"", ""collaborated"", ""iGEM teams""],[""Oxford"",""used MicrobeTracker for analysis""],[""Oxford"",""used flow cytometry for data collection""],[""Oxford"",""performed PCRs with gBlocks from iGEM distribution kit""],[""Oxford"",""transformed parts from iGEM distribution kit""],[""Oxford"",""performed miniprep on overnight cultures""]].",Oxford,2015,1
[],Georgia_State,2015,2
"relationships: [[""ATOMS-Turkiye"", ""participated in"", ""iGEM competition""]]",ATOMS-Turkiye,2015,3
[],UCL,2015,4
[],SCUT-China,2015,5
[],Georgia_State,2015,6
[],SCUT,2015,7
"relationships: [[""Peking"", ""communicated with"", ""Ocean University of China""],[""Peking"",""shared insights with"",""Zhejiang University""],[""Peking"",""instructed"",""iGEM teams of several high schools in Hangzhou""]]",Peking,2015,8
"relationships: [[""Exeter"", ""received guidance and contacts from"", ""Michael (expert in bovine TB management)""], [""Exeter"", ""hosted"", ""Phil Leighton (local vet working for XL Farmcare)""], [""Phil Leighton"", ""offered opportunity to visit farm"", ""Exeter""], [""Exeter"", ""met with"", ""Richard Sibley (local vet)""], [""Richard Sibley"", ""provided insight and guidance"", ""Exeter""], [""Exeter"", ""met with"", ""George Eustice (MP for Camborne, Redruth, and Hayle)""], [""Jonathan Fieldsend"", ""offered advice and guidance"", ""Exeter""], [""Marian Littlejohn"", ""provided feedback and guidance"", ""Exeter""], [""Natalie Garrett"", ""took team and individual photographs"", ""Exeter""], [""Oliver Carney"", ""delivered and set up microplate reader"", ""Exeter""], [""Sarah Dickinson"", ""delivered and set up microplate reader"", ""Exeter""]]",Exeter,2015,9
[],Oxford,2015,10
"relationships: [[""TJU"", ""collaborated"", ""other iGEM teams""],[""TJU"",""mentored"",""other iGEM teams""]]",TJU,2015,11
"relationships: [[""Hangzhou-H14Z"",""collaborated with"",""other iGEM teams""],[""Hangzhou-H14Z"",""received support from"",""IDT Inc.""],[""Hangzhou-H14Z"",""received support from"",""TIANGEN Biotech CO., LTD.""],[""Hangzhou-H14Z"",""used equipment from"",""NEB""],[""Hangzhou-H14Z"",""used equipment from"",""TIANprep""],[""Hangzhou-H14Z"",""used equipment from"",""TIANquick""]]",Hangzhou-H14Z,2015,12
relationships: [],SCUT,2015,13
