team,context,target,source_team,year,batch_id,chunk_id
CHINA_CD_UESTC,helped,UESTC_Software team,CHINA_CD_UESTC,2015,281,0
CHINA_CD_UESTC,helped,SCU_China team,CHINA_CD_UESTC,2015,281,0
CHINA_CD_UESTC,improved function of,BBa_K863005,CHINA_CD_UESTC,2015,281,0
Prof. Hu,provided safety advice to,CHINA_CD_UESTC,CHINA_CD_UESTC,2015,281,0
Technicians in biotechnology companies,provided opinions to,CHINA_CD_UESTC,CHINA_CD_UESTC,2015,281,0
Chengdu Biology Maker,helped,CHINA_CD_UESTC,CHINA_CD_UESTC,2015,281,0
UFMG Brazil,partnered with,Synenergene,UFMG_Brazil,2015,281,2
Synenergene,sponsored,UFMG Brazil,UFMG_Brazil,2015,281,2
Rathenau Instituut,sponsored,UFMG Brazil,UFMG_Brazil,2015,281,2
University of Bergen,mentored,UFMG Brazil,UFMG_Brazil,2015,281,2
UFMG Brazil,answered survey,Aix-Marseille,UFMG_Brazil,2015,281,2
Aix-Marseille,awarded medal to,UFMG Brazil,UFMG_Brazil,2015,281,2
Aalto-Helsinki,collaborated with,University of Turku,Aalto-Helsinki,2015,281,3
Aalto-Helsinki,featured on,Finnish National Radio,Aalto-Helsinki,2015,281,3
Aalto-Helsinki,collaborated with,Tampere University of Technology,Aalto-Helsinki,2015,281,3
Aalto-Helsinki,interviewed for,radio,Aalto-Helsinki,2015,281,3
Aalto-Helsinki,sponsored by,StoraEnso,Aalto-Helsinki,2015,281,3
Aalto-Helsinki,sponsored by,LAL - the Finnish Union of Experts in Science,Aalto-Helsinki,2015,281,3
Aalto-Helsinki,sponsored by,Faculty of Agriculture and Forestry,Aalto-Helsinki,2015,281,3
Aalto-Helsinki,sent GFP brick to,Slovenia,Aalto-Helsinki,2015,281,3
Aalto-Helsinki,sent BioBricks for sequencing to,Institute of Molecular Medicine Finland,Aalto-Helsinki,2015,281,3
Aalto-Helsinki,met with,Tarja Knuuttila's group from the University,Aalto-Helsinki,2015,281,3
LZU-China,teammate,Yu Chen,LZU-China,2015,281,7
LZU-China,teammate,Mingchu Yang,LZU-China,2015,281,7
LZU-China,teammate,Huzi Cheng,LZU-China,2015,281,7
LZU-China,teammate,Tianyi Shao,LZU-China,2015,281,7
LZU-China,teammate,Puxin Wang,LZU-China,2015,281,7
LZU-China,teammate,Shuhui Xu,LZU-China,2015,281,7
SVCE_Chennai,collaborated,Uppsala,SVCE_Chennai,2015,281,8
SVCE_Chennai,received funding from,funding agencies,SVCE_Chennai,2015,281,8
SVCE_Chennai,presented to,faculty members of our department,SVCE_Chennai,2015,281,8
SVCE_Chennai,interviewed,three doctors from reputed medical institutions,SVCE_Chennai,2015,281,8
SVCE_Chennai,presented in,national level symposium called OMICS,SVCE_Chennai,2015,281,8
SVCE_Chennai,presented in,Madha Engineering College,SVCE_Chennai,2015,281,8
SVCE_Chennai,presented in,SBOA,SVCE_Chennai,2015,281,8
SVCE_Chennai,submitted as parts,Cloned Thuricin and Bactofencin,SVCE_Chennai,2015,281,8
SVCE_Chennai,uploaded descriptions in,wiki page,SVCE_Chennai,2015,281,8
