team,context,target,source_team,year,batch_id,chunk_id
UCLA,collaborated,iGEM UCLA,UCL,2015,579,1
USTC,participated in iGEM,other iGEM teams,USTC,2015,579,2
BostonU,collaborated with,Wellesley iGEM 2015,BostonU,2015,579,5
BostonU,collaborated with,MIT iGEM 2015,BostonU,2015,579,5
BostonU,collaborated with,WPI iGEM 2015,BostonU,2015,579,5
BostonU,collaborated with,Harvard iGEM 2015,BostonU,2015,579,5
BostonU,collaborated with,Northeastern iGEM 2015,BostonU,2015,579,5
BostonU,collaborated with,Tufts iGEM 2015,BostonU,2015,579,5
BostonU,collaborated with,UMass Dartmouth iGEM 2015,BostonU,2015,579,5
BostonU,collaborated with,BU iGEM 2014,BostonU,2015,579,5
BostonU,mentored by,Ben Weinberg,BostonU,2015,579,5
BostonU,mentored by,Divya Israni,BostonU,2015,579,5
BostonU,advised by,Dr. Mo Khalil,BostonU,2015,579,5
BostonU,advised by,Dr. Wilson Wong,BostonU,2015,579,5
UCLA,collaborated,spider silk team,UCLA,2015,579,6
UCLA,worked with,Golden Gate Cloning and Iterative Capped Assembly,UCLA,2015,579,6
UCLA,attached,proteins to silk fibers,UCLA,2015,579,6
UCLA,tested,different methods of spinning synthetic fibers,UCLA,2015,579,6
XJTLU-CHINA,collaboration with,NYU-Shanghai,XJTLU-CHINA,2015,579,8
XJTLU-CHINA,collaboration with,BIT-China,XJTLU-CHINA,2015,579,8
