text,source_team,year,chunk
[],Hong_Kong_HKU,2015,0
"relationships: [[""Rock Ridge Virginia"", ""collaborated with"", ""other iGEM teams""]]",Rock_Ridge_Virginia,2015,1
[],UFMG_Brazil,2015,2
"relationships: [[""ATOMS-Turkiye"", ""collaborated with"", ""other iGEM teams""],[""ATOMS-Turkiye"",""received support from"",""IDT""],[""ATOMS-Turkiye"",""received support from"",""g-BLOCKS""],[""ATOMS-Turkiye"",""received support from"",""EcoRI and PstI restriction enzymes""],[""ATOMS-Turkiye"",""received support from"",""T4 DNA Ligase""],[""ATOMS-Turkiye"",""received support from"",""BL21 competent bacteria""],[""ATOMS-Turkiye"",""received support from"",""Veritification Forward and Veritification Reverse Primers""],[""ATOMS-Turkiye"",""received support from"",""EcoRI and PstI restriction enzymes""],[""ATOMS-Turkiye"",""received support from"",""pET45-b expression vector""],[""ATOMS-Turkiye"",""received support from"",""BamHI and XhoI digestion enzymes""]]",ATOMS-Turkiye,2015,3
"relationships: [[""Exeter"", ""met with"", ""Dick Sibley""]]",Exeter,2015,4
"relationships: [[""CSU Fort Collins"", ""collaborated"", ""University of Colorado-Boulder""],[""CSU Fort Collins"",""met up with"",""Colorado iGEM teams""],[""CSU Fort Collins"",""invited"",""Dr. Jeff Kasser""],[""CSU Fort Collins"",""participated in surveys with"",""unknown teams""],[""CSU Fort Collins"",""added project to"",""Paris-Bettencourt's iGEM Rhizi""],[""CSU Fort Collins"",""participated in"",""2015 Interlab Study""]]",CSU_Fort_Collins,2015,5
[],UCLA,2015,6
[],LZU-China,2015,7
[],Central_Calgary,2015,8
[],Georgia_State,2015,9
[],SCUT,2015,10
"relationships: [[""KU_Leuven"", ""collaborated"", ""Bordeaux team""],[""KU_Leuven"",""communicated with"",""iGEM Edmonton""],[""KU_Leuven"",""conducted survey in"",""Belgium""],[""KU_Leuven"",""hosted symposium with"",""other iGEM teams""],[""KU_Leuven"",""engaged in public outreach with"",""intra university-wise""],[""KU_Leuven"",""discussed ethical questions with"",""panel of experts""],[""KU_Leuven"",""taught and devised educational game with"",""unknown team""]]",KU_Leuven,2015,11
"Based on the given text, the relationships between teams can be inferred as follows:

1. Jilin China collaborated with Wuhan University on the project.
   - [""Jilin China"", ""collaborated with"", ""Wuhan University""]

2. Jilin China received a special promoter named hxlR from Wuhan University.
   - [""Wuhan University"", ""provided"", ""Jilin China""]

3. Jilin China improved the system previously developed by Wuhan University.
   - [""Jilin China"", ""improved system developed by"", ""Wuhan University""]

Please note that these relationships are inferred based on the information provided in the text and may not represent the complete set of relationships between teams.",Jilin_China,2015,12
"relationships: [[""Stanford-Brown"", ""collaborated with"", ""Imperial College iGEM team, 2013""],[""Stanford-Brown"", ""received support from"", ""Imperial College iGEM team, 2013""]]",Stanford-Brown,2015,13
"relationships: [[""HKUST-Rice"", ""previously submitted characterization data for"", ""2014 HKUST iGEM team""],[""HKUST-Rice"",""re-characterized"",""BBa_I0500""],[""HKUST-Rice"",""uploaded results to"",""BBa_I0500""],[""HKUST-Rice"",""uploaded results to"",""BBa_I2031""]]",HKUST-Rice,2015,14
"relationships: [[""BIT"", ""team leader of"", ""BIT-China""],[""BIT"", ""team member of"", ""BIT-China""],[""BIT"", ""invited"", ""Zhong Wan""],[""BIT"", ""contributed to"", ""Xiamen University Newsletter""],[""BIT"", ""participated in"", ""Asian Conference organized by NCTU""],[""BIT"", ""participated in"", ""CCiC organized by Peking University""],[""BIT"", ""exchanged and discussed with"", ""Beijing Normal University""],[""BIT"", ""exchanged and discussed with"", ""Tianjin University""],[""BIT"", ""exchanged and discussed with"", ""Fujian Agriculture and Forestry University""],[""BIT-China"", ""invited"", ""BIT""],[""BIT-China"", ""held conference with"", ""NCTU-Formosa""]]",BIT,2015,15
"relationships: [[""USTC"", ""collaborated"", ""iGEM teams""],[""USTC"",""demonstrated software at"",""iGEM Giant Jamboree""],[""USTC"",""demonstrated BioBLESS at"",""software demo suite""]]",USTC,2015,16
[],Bielefeld-CeBiTec,2015,17
