text,source_team,year,chunk
"relationships: [[""Tuebingen"",""participated in iGEM competition"",""iGEM""],[""Tuebingen"",""removed entrepreneurship track"",""iGEM""],[""Tuebingen"",""introduced award for entrepreneurship"",""iGEM""],[""Tuebingen"",""eligible for Best Supporting Entrepreneurship award"",""iGEM""],[""Tuebingen"",""aimed to commercialize project"",""iGEM""],[""Tuebingen"",""participated in 2015 Judging form"",""iGEM""]]",Tuebingen,2015,0
relationships: [],SCUT-China,2015,1
"relationships: [[""Austin_UTexas"", ""collaborated with"", ""LASATX iGEM team""],[""Austin_UTexas"", ""thanked"", ""Barrick and Ellington labs""],[""Austin_UTexas"", ""thanked"", ""Karen Ingram""],[""Austin_UTexas"", ""thanked"", ""Jason Kottke""],[""Austin_UTexas"", ""thanked"", ""Sean Leonard""],[""Austin_UTexas"", ""thanked"", ""Dr. Daniel Deatherage""],[""Austin_UTexas"", ""thanked"", ""FRI mentors""],[""Austin_UTexas"", ""funded by"", ""University of Texas at Austin Freshman Research Initiative""],[""Austin_UTexas"", ""funded by"", ""University of Texas at Austin Center for Systems and Synthetic Biology""],[""Austin_UTexas"", ""funded by"", ""University of Texas at Austin Institute for Cellular and Molecular Biology""],[""Austin_UTexas"", ""funded by"", ""University of Texas at Austin Department of Molecular Biosciences""],[""Austin_UTexas"", ""funded by"", ""NSF BEACON Center for the Study of Evolution in Action""]]",Austin_UTexas,2015,2
relationships: [],Oxford,2015,3
[],UCLA,2015,4
[],SCUT,2015,5
"relationships: [[""ZJU-China"", ""collaborated"", ""SynenergeneⅠ""], [""ZJU-China"", ""collaborated"", ""SynenergeneⅡ""], [""ZJU-China"", ""collaborated"", ""SynenergeneⅢ""]]",ZJU-China,2015,6
"relationships: [[""Hong_Kong_HKU"",""induced by"",""L-arabinose""],[""Hong_Kong_HKU"",""tested by"",""microplate reader Varioskan Flash""],[""Hong_Kong_HKU"",""performed"",""SDS-PAGE""],[""Hong_Kong_HKU"",""transformed into"",""DH10B competent cells""]]",Hong_Kong_HKU,2015,7
"relationships: [[""BIT-China"", ""participated in iGEM competition"", ""other iGEM teams""]]",BIT-China,2015,8
"relationships: [[""Cornell"", ""tested durability with"", ""Dry lab""], [""Cornell"", ""tested resistance with"", ""Hydraulics lab""], [""Cornell"", ""sent prototype to"", ""Bath Fish Hatchery""], [""Bath Fish Hatchery"", ""provided critiques to"", ""Cornell""], [""Field station"", ""provided critiques to"", ""Cornell""], [""Hatcheries"", ""provided critiques to"", ""Cornell""]]",Cornell,2015,9
"relationships: [[""BIT"",""communicated with"",""other teams""],[""BIT"",""exchanged ideas with"",""BNU-China""],[""BIT"",""established cooperation relationship with"",""BNU-China""],[""BIT"",""helped BNU-China with"",""gene circuit construction""],[""BNU-China"",""helped BIT with"",""characterization of parts""],[""BIT"",""participated in"",""CCiC""],[""BIT"",""received suggestions from"",""CCiC attendees""],[""BIT"",""communicated with"",""TJU team""]]",BIT,2015,10
"relationships: [[""AUC_TURKEY"", ""collaborated with"", ""other iGEM teams""],[""AUC_TURKEY"",""received support from"",""other iGEM teams""]]",AUC_TURKEY,2015,11
[],Central_Calgary,2015,12
