text,source_team,year,chunk
relationships: [],Tianjin,2015,0
"relationships: [[""SJTU-BioX-Shanghai"", ""visited"", ""Shanghai Water Supply Authority""], [""SJTU-BioX-Shanghai"", ""communicated with"", ""Mr. Zhang""], [""SJTU-BioX-Shanghai"", ""received information from"", ""Shanghai Water Supply Authority""], [""SJTU-BioX-Shanghai"", ""considered area condition with"", ""Shanghai Water Supply Authority""], [""SJTU-BioX-Shanghai"", ""referenced"", ""Department of Water Resources of Sinkiang""], [""SJTU-BioX-Shanghai"", ""referenced"", ""Implementation Regulations of the Corporate Income Tax Law of the People's Republic of China""], [""SJTU-BioX-Shanghai"", ""referenced"", ""Journal of Yan'an Vocational & Technical Institute""], [""SJTU-BioX-Shanghai"", ""referenced"", ""China Science and Technology Information""], [""SJTU-BioX-Shanghai"", ""referenced"", ""Xinhua""], [""SJTU-BioX-Shanghai"", ""affiliated with"", ""Bio-X Institutes""], [""SJTU-BioX-Shanghai"", ""affiliated with"", ""Shanghai Jiao Tong University""]]",SJTU-BioX-Shanghai,2015,1
"relationships: [[""Rock Ridge Virginia"", ""team captains"", ""Sneha and Gwyn""],[""Rock Ridge Virginia"",""lab manager"",""Vigensh""],[""Rock Ridge Virginia"",""graphics designer"",""Shareen""],[""Rock Ridge Virginia"",""flyer design"",""Arun and Ajay""],[""Rock Ridge Virginia"",""protocol optimization"",""Pramod""],[""Rock Ridge Virginia"",""technology expert"",""Jakob (JJ)""],[""Rock Ridge Virginia"",""lab assistants"",""Shrunal and Gurveer""],[""Rock Ridge Virginia"",""computer modeling"",""Uday""],[""Rock Ridge Virginia"",""microgravity chamber design"",""Aidan, Pavan, Ajay, and Arun""],[""Rock Ridge Virginia"",""visiting student from Broad Run High School"",""Michelle""],[""Rock Ridge Virginia"",""advice from University of Maryland iGEM team"",""Josh and the entire team""],[""Rock Ridge Virginia"",""support from University of Virginia iGEM team""],[""Rock Ridge Virginia"",""mentor from iGEM"",""Kitwa""]]",Rock_Ridge_Virginia,2015,2
[],KU_Leuven,2015,3
"relationships: [[""Michigan Software"", ""collaborated with"", ""iGEM teams""],[""Michigan Software"",""received support from"",""iGEM""],[""Michigan Software"",""developed software for"",""iGEM""],[""Michigan Software"",""shared documentation with"",""iGEM""],[""Michigan Software"",""presented at"",""iGEM Jamboree""],[""Michigan Software"",""created a page on their wiki attributing work to"",""iGEM""],[""Michigan Software"",""developed open source software for Synthetic Biology based on Standard Parts or interacts with the Registry for"",""iGEM""],[""Michigan Software"",""provided a User Guide for their software to"",""iGEM""],[""Michigan Software"",""developed a library or API for other developers for"",""iGEM""]]",Michigan_Software,2015,4
relationships: [],Linkoping_Sweden,2015,5
relationships: [],Central_Calgary,2015,6
relationships: [],Oxford,2015,7
"relationships: [[""Bielefeld-CeBiTec"", ""collaborated with"", ""Kim et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Rosenblum and Cooperman""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Lentini et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Karzbrun et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Stögbauer et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Mavelli et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Xu et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Yang et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Quast et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Billerbeck et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Kimura-Soyema et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Roos et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Buntru et al.""], [""Bielefeld-CeBiTec"", ""collaborated with"", ""Zárate et al.""]]",Bielefeld-CeBiTec,2015,8
"relationships: [[""ZJU-China"", ""cooperated with"", ""Zhejiang China Association for Science and Technology""], [""ZJU-China"", ""cooperated with"", ""Zhejiang Science and Technology Museum""], [""ZJU-China"", ""built up"", ""Community Lab""], [""ZJU-China"", ""held"", ""Syn-bio Share""], [""ZJU-China"", ""invited"", ""freshmen to final seminar""]]",ZJU-China,2015,9
"relationships: [[""Tokyo Tech"", ""collaborated"", ""Nagahama""],[""Nagahama"",""helped"",""Tokyo Tech""]]",Tokyo_Tech,2015,10
[],UCSF,2015,11
[],UT-Tokyo,2015,12
