text,source_team,year,chunk
"relationships: [[""IIT_Delhi"", ""mentoring"", ""iGEM IIT Kharagpur""],[""IIT_Delhi"",""thankful to"",""Prof. Shaikh Ziauddin Ahammad""],[""IIT_Delhi"",""thankful to"",""Dr. Stefan Oehler""],[""IIT_Delhi"",""thankful to"",""Prof. Biswajit Kundu""],[""IIT_Delhi"",""thankful to"",""Prof. James Gomes""],[""IIT_Delhi"",""thankful to"",""Prof. Anurag Sharma""],[""IIT_Delhi"",""thankful to"",""Prof. P.V.M Rao""],[""IIT_Delhi"",""thankful to"",""Garima Goyal""],[""IIT_Delhi"",""thankful to"",""Anamika""],[""IIT_Delhi"",""thankful to"",""Rishabh Mathur""],[""IIT_Delhi"",""thankful to"",""Mayank Sahu""],[""IIT_Delhi"",""thankful to"",""Shashank Yadav""],[""IIT_Delhi"",""thankful to"",""Rishabh Verma""]]",IIT_Delhi,2015,0
relationships: [],Oxford,2015,1
relationships: [],London_Biohackspace,2015,2
"relationships: [[""BIT-China/Sponsors"", ""sponsored by"", ""COFCO Institute of Nutrition and Health""], [""BIT"", ""located in"", ""Beijing Institute of Technology""], [""BIT"", ""merged with"", ""Institute Franco-Chinois""], [""BIT"", ""ranked among the top 1%"", ""Engineering, materials science, chemistry, physics, and mathematics""], [""BIT"", ""made high-level achievements in"", ""navigation control, injury prevention and safety, mechanical and vehicle engineering, materials science, and information systems and warfare""], [""BIT"", ""has a clear edge in technologies relating to"", ""intelligent and bionic robotics, space adaptive optics, green energy, modern communications, and industrial process control""]]",BIT,2015,3
relationships: [],Lethbridge_HS,2015,4
"relationships: [[""TU_Eindhoven"", ""collaborated with"", ""iGEM Paris Bettencourt, Amoy & Pasteur""],[""TU_Eindhoven"", ""received lab tour and access from"", ""velmans""],[""TU_Eindhoven"", ""received support from"", ""Manchester-Graz""],[""TU_Eindhoven"", ""received support from"", ""Vanderbilt""],[""TU_Eindhoven"", ""received support from"", ""Carnegie Mellon""],[""TU_Eindhoven"", ""received support from"", ""Waterloo""],[""TU_Eindhoven"", ""received support from"", ""York""],[""TU_Eindhoven"", ""received support from"", ""NRP-UEA-Norwich""],[""TU_Eindhoven"", ""received support from"", ""Stockholm""],[""TU_Eindhoven"", ""received support from"", ""UCLA""],[""TU_Eindhoven"", ""received support from"", ""UIUC Illinois""],[""TU_Eindhoven"", ""received support from"", ""Toulouse""],[""TU_Eindhoven"", ""received support from"", ""CSU Fort Collins""],[""TU_Eindhoven"", ""received support from"", ""Minnesota""],[""TU_Eindhoven"", ""received support from"", ""The Noun Project""],[""TU_Eindhoven"", ""received support from"", ""Alessio Laiso""]]",TU_Eindhoven,2015,5
"relationships: [[""KU_Leuven"", ""collaborated with"", ""other teams""],[""KU_Leuven"",""taught"",""schools""],[""KU_Leuven"",""organized"",""Symposium""],[""KU_Leuven"",""hosted"",""neighboring iGEM teams""],[""KU_Leuven"",""hosted"",""academic staff""],[""KU_Leuven"",""hosted"",""students""],[""KU_Leuven"",""hosted"",""sponsors""],[""KU_Leuven"",""hosted"",""iGEM supporters""],[""KU_Leuven"",""invited"",""keynote speakers""],[""KU_Leuven"",""provided"",""goodie-bags""],[""KU_Leuven"",""provided"",""drinks""],[""KU_Leuven"",""provided"",""lunch""],[""KU_Leuven"",""provided"",""dinner""]]",KU_Leuven,2015,6
"[]
There are no relationships mentioned in the text.",SDU-Denmark,2015,7
"relationships: [[""Slovenia_HS"", ""held debate with"", ""other iGEM teams""], [""Slovenia_HS"", ""conducted philosophical investigation with"", ""other iGEM teams""], [""Slovenia_HS"", ""presented project to"", ""prime minister""], [""Slovenia_HS"", ""helped Aalto Helsinki team with"", ""experimental validation""], [""Slovenia_HS"", ""collaborated with Aalto Helsinki team on"", ""BBa_K1655001""], [""Slovenia_HS"", ""created, documented, and characterized new BioBrick Parts""], [""Slovenia_HS"", ""submitted new BioBrick Parts""]]",Slovenia_HS,2015,8
[],Dundee,2015,9
