text,source_team,year,chunk
relationships: [],BIT-China,2015,0
[],China_Tongji,2015,1
"[""Vanderbilt"", ""participated in iGEM competition"", ""other iGEM teams""]",Vanderbilt,2015,2
[],Hangzhou-H14Z,2015,3
"relationships: [[""Hong Kong HKU"", ""collaborated with"", ""UCL Academy""]]",Hong_Kong_HKU,2015,4
[],Czech_Republic,2015,5
"[[""Hamburg"", ""collaborated"", ""Frankfurt""], [""Hamburg"", ""collaborated"", ""Goettingen""], [""Hamburg"", ""collaborated"", ""Bielefeld""], [""Hamburg"", ""visited by"", ""TU Darmstadt""]]",Hamburg,2015,6
relationships: [],Dundee,2015,7
"relationships: [[""Cornell"", ""participated in iGEM competition"", ""other iGEM teams""]]",Cornell,2015,8
"relationships: [[""METU Turkey"", ""collaborated with"", ""other iGEM teams""]]",METU_Turkey,2015,9
