team,context,target,source_team,year,batch_id,chunk_id
Genspace,documented characterization,Team:Genspace,Genspace,2015,763,1
Genspace,sponsored by,Dr. Tom Knight,Genspace,2015,763,1
Genspace,sponsored by,Mr. and Mrs. Giddins,Genspace,2015,763,1
Genspace,sponsored by,Rachel Young,Genspace,2015,763,1
Toronto,participated in iGEM competition,other iGEM teams,Toronto,2015,763,2
Cork_Ireland,advised and mentored,iGEM team,Cork_Ireland,2015,763,4
Cork_Ireland,interviewed,Cathal Garvey,Cork_Ireland,2015,763,4
Cathal Garvey,hired interns from,Cork_Ireland,Cork_Ireland,2015,763,4
Cathal Garvey,introduced,IndieBio teams to Cork_Ireland,Cork_Ireland,2015,763,4
Diarmaid Corr,helped with designing,Cork_Ireland wiki,Cork_Ireland,2015,763,4
Patrick Xie,helped with designing,"Cork_Ireland wiki, presentation, and banner",Cork_Ireland,2015,763,4
JP Quinn,sponsored,Cork_Ireland with UCC t-shirts,Cork_Ireland,2015,763,4
"Surgeon Noonan Society, UCC, Ireland",supported survey distribution for,Cork_Ireland,Cork_Ireland,2015,763,4
