text,source_team,year,chunk
"relationships: [[""Cairo Egypt"", ""collaborated"", ""iGEM Minnesota""], [""Cairo Egypt"", ""welcomed"", ""iGEM Minnesota""], [""Cairo Egypt"", ""asked questions to"", ""iGEM Minnesota""], [""Cairo Egypt"", ""received help from"", ""iGEM Minnesota""], [""Cairo Egypt"", ""suggested improvements to"", ""iGEM Minnesota""], [""Cairo Egypt"", ""received help from"", ""iGEM Paris, Bettencourt""], [""Cairo Egypt"", ""contacted"", ""iGEM Paris, Bettencourt""], [""Cairo Egypt"", ""received help from"", ""iGEM Paris, Bettencourt""], [""Cairo Egypt"", ""received help from"", ""Basem Al-Shayeb""], [""Cairo Egypt"", ""received help from"", ""Ewen Corre""]]",Cairo_Egypt,2015,0
"relationships: [[""Genspace"", ""participated in iGEM competition"", ""other iGEM teams""],[""Genspace"", ""collaborated with other iGEM teams"", ""other iGEM teams""]]",Genspace,2015,1
"relationships: [[""SCUT"", ""participated in"", ""iGEM competition""],[""SCUT"",""received support from"",""Prof. Tan Wen""],[""SCUT"",""received support from"",""Prof. Quan Lei""],[""SCUT"",""received support from"",""Prof. Duan Xiaobo""],[""SCUT"",""received training from"",""Prof. Ye Yanrui""],[""SCUT"",""received training from"",""Prof. Sun Xiaoou""],[""SCUT"",""received training from"",""graduate student (Yu Lixia)""],[""SCUT"",""received training from"",""graduate student (Zhang Changjiang)""],[""SCUT"",""shared labspace with"",""graduate students""]]",SCUT,2015,2
[],UCSF,2015,3
[],WLC-Milwaukee,2015,4
"relationships: [[""BroadRun-NorthernVA"", ""collaborated with"", ""BUGSS""], [""BroadRun-NorthernVA"", ""shared results with"", ""Telos""], [""BroadRun-NorthernVA"", ""shared results with"", ""Swan Legend""], [""Telos and Swan Legend"", ""funded trip for"", ""BroadRun-NorthernVA""], [""Telos and Swan Legend"", ""extended community support to"", ""BroadRun-NorthernVA""], [""Telos and Swan Legend"", ""took BroadRun-NorthernVA to"", ""Howard Hughes Medical Institute's Janelia Farm Research Campus""], [""BroadRun-NorthernVA"", ""met with"", ""Dr. Gerald Rubin""]]",BroadRun-NorthernVA,2015,5
"relationships: [[""Toulouse"", ""collaborated with"", ""Groeningen's team""],[""Toulouse"",""reproduced idea of packing bacteria"",""Groeningen's team""],[""Toulouse"",""used TPX® plastic from"",""Mitsui Chemicals""],[""Toulouse"",""tested sterility of TPX® plastic""],[""Toulouse"",""considered adding auxotrophy to system""]]",Toulouse,2015,6
[],OUC-China,2015,7
"[""UMBC-Maryland"", ""used equipment from"", ""Berg lab at UMBC""]
[""UMBC-Maryland"", ""used plate reader from"", ""Berg lab at UMBC""]
[""UMBC-Maryland"", ""measured copper using equipment from"", ""Berg lab at UMBC""]
[""UMBC-Maryland"", ""measured copper using plate reader from"", ""Berg lab at UMBC""]
[""UMBC-Maryland"", ""collaborated with"", ""Berg lab at UMBC""]
[""UMBC-Maryland"", ""collaborated with"", ""Lucas Horn""]",UMBC-Maryland,2015,8
"relationships: [[""SDU-Denmark"", ""collaborated with"", ""Karimova G, Pidoux J, Ullmann A, Ladant D.""], [""SDU-Denmark"", ""collaborated with"", ""Battesti A, Bouveret E.""], [""SDU-Denmark"", ""used a reporter system from"", ""BBa_K118011""], [""SDU-Denmark"", ""changed to a different reporter system using"", ""BHT101""], [""SDU-Denmark"", ""used a reporter system with"", ""lacZ gene""], [""SDU-Denmark"", ""used a reporter system with"", ""β-galactosidase""], [""SDU-Denmark"", ""used a reporter system with"", ""X-gal""]]",SDU-Denmark,2015,9
