text,source_team,year,chunk
[],Stanford-Brown,2015,0
"relationships: [[""SCUT-China"", ""participated in forum"", ""Guangzhou""],[""SCUT-China"",""learned from"",""Professor Hu Dayi""],[""SCUT-China"",""received help from"",""senior fellow-student brothers and sisters""],[""SCUT-China"",""reported progress to"",""tutor""],[""SCUT-China"",""consulted with"",""tutor""]]",SCUT-China,2015,1
[],Slovenia_HS,2015,2
"relationships: [[""Tianjin"", ""collaborated with"", ""other iGEM teams""],[""Tianjin"", ""used Janus to modify protein chip substrate""],[""Tianjin"", ""used inJanus and sJanus for surface modification""],[""Tianjin"", ""used CEA, AFP, and CA15-3 tumor markers and their antibodies in the experiment""]]",Tianjin,2015,3
"relationships: [[""TU_Eindhoven"", ""consulted"", ""Menno Prins""],[""TU_Eindhoven"",""discussed applications with"",""Menno Prins""],[""TU_Eindhoven"",""received advice from"",""Menno Prins""],[""TU_Eindhoven"",""consulted"",""Anja Garritsen""],[""TU_Eindhoven"",""consulted"",""researchers from InnatOss""],[""TU_Eindhoven"",""consulted"",""Q fever experts""],[""TU_Eindhoven"",""collaborated with"",""farmers involved in Q fever eradication""]]",TU_Eindhoven,2015,4
"relationships: [[""Tianjin"", ""collaborated"", ""inJanus""],[""Tianjin"",""conducted experiments with"",""FsC""],[""Tianjin"",""received support from"",""Protein Extraction Kit""],[""Tianjin"",""collaborated with"",""ATPS""],[""Tianjin"",""received materials from"",""Berol 532""],[""Tianjin"",""participated in iGEM competition""]]",Tianjin,2015,5
[],SDU-Denmark,2015,6
"relationships: [[""UCL"", ""collaborated"", ""other iGEM teams""]]",UCL,2015,7
[],Bielefeld-CeBiTec,2015,8
"relationships: [[""UCLA"", ""adapted"", ""ICA technique""], [""UCLA"", ""cloning recombinant spider silks using ICA technique""]]",UCLA,2015,9
[],SCUT,2015,10
"relationships: [[""SCU China"", ""collaborated with"", ""other Asian groups""], [""SCU China"", ""introduced synthetic biology to"", ""students from fifteen schools""], [""SCU China"", ""built an information platform on"", ""Wechat""], [""SCU China"", ""interviewed by"", ""Foreign Language Radio Station of Sichuan University""], [""SCU China"", ""interviewed by"", ""Journal of Sichuan University""]]",SCU_China,2015,11
[],Tianjin,2015,12
