text,source_team,year,chunk
[],NYU_Shanghai,2015,0
[],Georgia_State,2015,1
[],UFMG_Brazil,2015,2
"relationships: [[""Aachen"", ""collaborated with"", ""iGEM015""]]",Aachen,2015,3
"relationships: [[""ATOMS-Turkiye"", ""collaborated with"", ""Macromollecular Crystallography Laboratory, Protein Engineering Section, David Waugh""]]",ATOMS-Turkiye,2015,4
"relationships: [[""Technion_HS_Israel"", ""collaborated with"", ""ETH Zurich""]]",Technion_HS_Israel,2015,5
"relationships: [[""Brasil-USP"", ""participated in iGEM"", ""other iGEM teams""]]",Brasil-USP,2015,6
[],WashU_StLouis,2015,7
"relationships: [[""BIT-China/Modeling"", ""collaborated with"", ""ETH Zurich 2014""], [""BIT-China/Modeling"", ""collaborated with"", ""Waterloo 2014""]]",BIT,2015,8
[],Chalmers-Gothenburg,2015,9
"relationships: [[""UCL"", ""collaborated"", ""iGEM UCLA""]]",UCL,2015,10
