text,source_team,year,chunk
"relationships: [[""Paris_Bettencourt"", ""collaborated with"", ""Jiang, Bikard 2013""],[""Paris_Bettencourt"", ""referenced"", ""Mojica 2009""],[""Paris_Bettencourt"", ""collaborated with"", ""Nagy 2000""],[""Paris_Bettencourt"", ""referenced"", ""Missirlis 2006""]]",Paris_Bettencourt,2015,0
"[]
There are no relationships mentioned in the text.",Technion_Israel,2015,1
"relationships: [[""Birkbeck College"", ""affiliated with"", ""Birkbeck team""],[""Birkbeck team"", ""presented with"", ""other current students/graduates of Birkbeck College""],[""Birkbeck team"", ""collaborated with"", ""other iGEM teams""],[""Birkbeck team"", ""inducted into"", ""Lab303/307 at Birkbeck College""],[""Birkbeck team"", ""received training from"", ""staff members at Birkbeck College""],[""Birkbeck team"", ""discussed roles with"", ""team members""],[""Birkbeck team"", ""had a meeting with"", ""sponsors""]]",Birkbeck,2015,2
"relationships: [[""Paris Saclay"", ""participated in"", ""Interlab Study 2015""]]",Paris_Saclay,2015,3
"relationships: [[""Cornell"", ""collaborated"", ""Bath hatchery""]]",Cornell,2015,4
"relationships: [[""Kent"", ""contacted"", ""politicians""],[""politicians"", ""replied"", ""Kent""],[""politicians"", ""have science-related degrees"", ""Kent""],[""academics"", ""associate with"", ""politicians""],[""Kent"", ""interviewed"", ""local councilor""],[""Kent"", ""contacted"", ""MPs""],[""MPs"", ""have busy schedule"", ""Kent""],[""Kent"", ""used"", ""WriteToThem.com""],[""WriteToThem.com"", ""provides email addresses of MPs"", ""Kent""],[""Kent"", ""collected postcodes"", ""team members""],[""politicians"", ""reply only to constituents"", ""Kent""],[""Kent"", ""interviewed"", ""MPs""],[""MPs"", ""feel they don't have knowledge to answer questions"", ""Kent""],[""Kent"", ""reminded MPs that their opinions matter"", ""scientists""]]",Kent,2015,5
"Relationships: []

There are no explicit relationships mentioned in the text.",Brasil-USP,2015,6
"relationships: [[""Tianjin"", ""visited"", ""General Hospital of Tianjin Medical University""],[""Tianjin"",""received advice from"",""General Hospital of Tianjin Medical University""]]",Tianjin,2015,7
relationships: [],Lethbridge,2015,8
"relationships: [[""Technion_Israel"", ""received protocol from"", ""Tel Aviv University""],[""Technion_Israel"", ""ordered gBlock from"", ""unknown source""],[""Technion_Israel"", ""performed PCR with primers from"", ""unknown source""],[""Technion_Israel"", ""printed design in"", ""Prof. Moran Bercovici's lab""],[""Technion_Israel"", ""performed PCR with primers from"", ""unknown source""],[""Technion_Israel"", ""transformed product into"", ""Top10""],[""Technion_Israel"", ""designed containers for solutions with"", ""unknown source""],[""Technion_Israel"", ""designed handle and body of comb to be printed separately because of"", ""unknown reason""],[""Technion_Israel"", ""performed colony PCR on"", ""B.subtilis and E. coli DH5a""],[""Technion_Israel"", ""made glycerol stock and performed miniprep on"", ""positive colony of E. Coli DH5α""]]",Technion_Israel,2015,9
