text,source_team,year,chunk
[],TecCEM_HS,2015,0
"relationships: [[""TU_Eindhoven"", ""collaborated with"", ""other iGEM teams""], [""TU_Eindhoven"", ""received support from"", ""other iGEM teams""], [""TU_Eindhoven"", ""participated in iGEM competition with"", ""other iGEM teams""]]",TU_Eindhoven,2015,1
[],Oxford,2015,2
"relationships: [[""Toulouse"", ""met with"", ""KU Leuven iGEM team""],[""IRASTI President"", ""wished luck to"", ""Toulouse""],[""MILSET Honorary President"", ""wished luck to"", ""Toulouse""],[""Toulouse"", ""will participate in"", ""Student's week""],[""Toulouse"", ""will participate in"", ""Scientilivre""],[""Toulouse"", ""will visit"", ""Leonard de Vinci junior high school""]]",Toulouse,2015,3
[],Technion_HS_Israel,2015,4
"relationships: [[""Oxford"", ""collaborated with"", ""Andi's team""],[""Oxford"",""received support from"",""Jia's team""],[""Oxford"",""collaborated with"",""EJNK# team""],[""Oxford"",""collaborated with"",""E#MG team""],[""Oxford"",""collaborated with"",""N#MG team""],[""Oxford"",""collaborated with"",""J#MG team""],[""Oxford"",""collaborated with"",""K#MG team""],[""Oxford"",""collaborated with"",""J#DF team""],[""Oxford"",""collaborated with"",""K#DF team""],[""Oxford"",""collaborated with"",""N#DF team""],[""Oxford"",""collaborated with"",""H# MG1655 team""],[""Oxford"",""collaborated with"",""deltaFliC team""],[""Oxford"",""collaborated with"",""M9 MG1655 team""]]",Oxford,2015,5
"relationships: [[""BIT-China/Safety"", ""collaborated"", ""Pichia pastoris""]]",BIT,2015,6
[],BNU-CHINA,2015,7
"[""UCSF"", ""participated in iGEM competition"", ""yGEM155""]
[""UCSF"", ""made liquid cultures of"", ""yGEM147, 148, and 155""]
[""UCSF"", ""streaked plates for"", ""yGEM147, 148, and 155""]
[""UCSF"", ""made glycerol stocks of"", ""yGEM147, 148, and 155""]
[""UCSF"", ""helped with flow cytometry for"", ""DB, yGEM147, and yGEM155 induced with Dox""]
[""UCSF"", ""made O/N liquid cultures of"", ""DB and yGEM138 for flow tomorrow""]
[""UCSF"", ""ran flow cytometer for"", ""yGEM138""]
[""UCSF"", ""worked on Wiki Abstract Video""]
[""UCSF"", ""colony PCRed yeast plates""]
[""UCSF"", ""transformed yGEM146 with pGEM63""]",UCSF,2015,8
[],KU_Leuven,2015,9
[],Elan_Vital_Korea,2015,10
