text,source_team,year,chunk
"relationships: [[""UCL"", ""collaborated with"", ""iGEM UCLA""]]",UCL,2015,0
"relationships: [[""BIT-China"", ""cloned gene from"", ""Escherichia coli str. K-12""],[""BIT-China"",""inserted gene into"",""plasmid pET28a""],[""BIT-China"",""transformed plasmid into"",""BL21(DE3)""]]",BIT-China,2015,1
"relationships: [[""Groningen"", ""participated in iGEM competition"", ""other iGEM teams""],[""Spo0A"", ""controls"", ""two parallel pathways""],[""Spo0A"", ""represses"", ""cell motility""],[""Spo0A"", ""regulates"", ""abrB pathway""],[""Spo0A"", ""regulates"", ""sinR pathway""],[""abrB"", ""controlled by"", ""Spo0A""],[""abrB"", ""represses"", ""biofilm gene expression""],[""abrB"", ""derepressed by"", ""abbA""],[""abrB"", ""knockout results in"", ""increase in volume of biofilms""],[""Groningen"", ""knocked out"", ""abrB gene""],[""sinR"", ""represses"", ""biofilm operon transcription""],[""sinR"", ""operates similar to"", ""abrB gene""],[""Groningen"", ""knocked out"", ""sinR gene""]]",Groningen,2015,2
relationships: [],EPF_Lausanne,2015,3
"relationships: [[""BNU-CHINA"", ""collaborated"", ""Beijing Institute of Technology""], [""BNU-CHINA"", ""received help from"", ""Beijing Institute of Technology""], [""BNU-CHINA"", ""collaborated"", ""Bace16 group""], [""BNU-CHINA"", ""collaborated"", ""limonene group""], [""BNU-CHINA"", ""collaborated"", ""nematocidal protein expression group""], [""BNU-CHINA"", ""collaborated"", ""LS and GPPS expression group""], [""BNU-CHINA"", ""collaborated"", ""rMpL verification group""], [""BNU-CHINA"", ""collaborated"", ""photoinduced system design group""], [""BNU-CHINA"", ""collaborated"", ""database construction group""], [""BNU-CHINA"", ""collaborated"", ""Wiki construction group""], [""BNU-CHINA"", ""collaborated"", ""modeling group""], [""BNU-CHINA"", ""collaborated"", ""graphic design group""], [""BNU-CHINA"", ""collaborated"", ""rear services group""], [""BNU-CHINA"", ""collaborated"", ""translation group""], [""BNU-CHINA"", ""collaborated"", ""literature reading group""], [""BNU-CHINA"", ""collaborated"", ""human practice group""], [""BNU-CHINA"", ""collaborated"", ""daily activities arrangement and personnel management group""]]",BNU-CHINA,2015,4
"relationships: [[""Bordeaux"", ""participated in iGEM competition"", ""other iGEM teams""],[""Bordeaux"",""performed cloning with"",""crdA and crdC sequences""],[""Bordeaux"",""placed genes into plasmids"",""pUC-OsmY-crdS, pSB1C3-OsmY-crdA, pSB3T5-OsmY-crdC""],[""Bordeaux"",""tried triple transformation"",""unsuccessfully""],[""Bordeaux"",""hoped for higher production yield"",""if three genes were present""],[""Bordeaux"",""tested Curdlan on plants"",""at INRA""]]",Bordeaux,2015,5
"relationships: [[""IIT_Delhi"", ""collaborated"", ""CCm complex""],[""IIT_Delhi"",""modeled"",""CCm complex""],[""IIT_Delhi"",""supplied"",""δ-Aminolevulinic acid""],[""IIT_Delhi"",""expressed"",""mouse ALA synthase""],[""IIT_Delhi"",""incorporated"",""ChuA gene""],[""IIT_Delhi"",""collaborated"",""E.coli""],[""IIT_Delhi"",""studied"",""V - Sulphite Reductase""],[""IIT_Delhi"",""analyzed"",""SiR-FP""],[""IIT_Delhi"",""analyzed"",""SiR-HP""],[""IIT_Delhi"",""studied"",""cysJ""],[""IIT_Delhi"",""studied"",""cysl""],[""IIT_Delhi"",""studied"",""cysH""]]",IIT_Delhi,2015,6
relationships: [],UCSF,2015,7
relationships: [],Oxford,2015,8
[],Manchester-Graz,2015,9
[],UCLA,2015,10
