text,source_team,year,chunk
"relationships: [[""UChicago"", ""participated in"", ""iGEM competition""],[""UChicago"", ""collaborated with"", ""other iGEM teams""],[""UChicago"", ""obtained support from"", ""Addgene""],[""UChicago"", ""received financial support from"", ""iGEM""],[""UChicago"", ""planned to collaborate with"", ""other iGEM teams""],[""UChicago"", ""planned to present findings at"", ""2015 iGEM competition""]]",UChicago,2015,0
"relationships: [[""KU_Leuven"", ""collaborated with"", ""iGEM Aberdeen 2009""],[""KU_Leuven"", ""received data from"", ""Goryachev et al. (2005)""],[""KU_Leuven"", ""received data from"", ""Bernstein et al. (2002)""]]",KU_Leuven,2015,1
"relationships: [[""Birkbeck, Unversity of London"", ""sponsor"", ""UCL iGEM Team 2015""],[""Snapgene"", ""sponsor"", ""UCL iGEM Team 2015""],[""Integrated DNA Technologies"", ""sponsor"", ""UCL iGEM Team 2015""],[""NEB"", ""sponsor"", ""UCL iGEM Team 2015""],[""GenScript"", ""sponsor"", ""UCL iGEM Team 2015""],[""SOLIS Biodyne"", ""sponsor"", ""UCL iGEM Team 2015""],[""Life Technologies"", ""sponsor"", ""UCL iGEM Team 2015""]]",Birkbeck,2015,2
"relationships: [[""Oxford"", ""collaborated with"", ""iGEM teams""],[""Oxford"",""shared data with"",""iGEM teams""],[""Oxford"",""received support from"",""iGEM teams""]]",Oxford,2015,3
"relationships: [[""TP_CC-SanDiego"", ""compiled"", ""General Guidebook""],[""TP_CC-SanDiego"",""compiled"",""Lab Protocols""],[""TP_CC-SanDiego"",""increasing participation in"",""iGEM""],[""TP_CC-SanDiego"",""increasing exposure to"",""synthetic biology""],[""TP_CC-SanDiego"",""demonstrated"",""basic lab protocols and procedures""],[""TP_CC-SanDiego"",""lectured on"",""basic synthetic biology knowledge""],[""TP_CC-SanDiego"",""cultivating interest in"",""biology""],[""TP_CC-SanDiego"",""contacted by"",""San Diego Union Tribune""],[""TP_CC-SanDiego"",""interviewed by"",""Pat Maio""],[""TP_CC-SanDiego"",""published article in"",""Zenger Political Magazine""],[""TP_CC-SanDiego"",""discussed"",""GMOs""],[""TP_CC-SanDiego"",""discussed"",""project using chitinase""],[""TP_CC-SanDiego"",""combating fungal diseases with"",""project using chitinase""],[""TP_CC-SanDiego"",""protecting against insects with"",""project using chitinase""]]",TP_CC-SanDiego,2015,4
"relationships: [[""WLC-Milwaukee"", ""participated in iGEM competition"", ""other iGEM teams""]]",WLC-Milwaukee,2015,5
"[""Technion_HS_Israel"", ""collaborated with"", ""Paris Bettencourt""]",Technion_HS_Israel,2015,6
"[]
There are no relationships mentioned in the text.",Central_Calgary,2015,7
[],UCL,2015,8
[],UCLA,2015,9
