team,context,target,source_team,year,batch_id,chunk_id
TrinityCollegeDublin,participated in iGEM competition,other iGEM teams,TrinityCollegeDublin,2015,942,0
LZU-China,created,Micro Holmes,LZU-China,2015,942,1
LZU-China,reforming,E.Coli,LZU-China,2015,942,1
LZU-China,raised,Microbial Fuel Cell,LZU-China,2015,942,1
LZU-China,collaborated with,Escherichia coli,LZU-China,2015,942,1
Exeter,collaborated with,DEFRA,Exeter,2015,942,2
Exeter,engaged with,public,Exeter,2015,942,2
Exeter,visited,farmers,Exeter,2015,942,2
Exeter,aims to,identify infected animals,Exeter,2015,942,2
Exeter,driven by,Human Practices,Exeter,2015,942,2
Glasgow,mutagenesis of the site,DNA sequencing,Glasgow,2015,942,5
Glasgow,used,ER2925,Glasgow,2015,942,5
Glasgow,used,ApE,Glasgow,2015,942,5
Glasgow,created,plasmid maps,Glasgow,2015,942,5
Glasgow,predicted,digest results,Glasgow,2015,942,5
Glasgow,transformed,ER2925 Dam- strain,Glasgow,2015,942,5
Glasgow,cultured,colony,Glasgow,2015,942,5
Glasgow,miniprepped,DNA,Glasgow,2015,942,5
Glasgow,digested,DNA with EcoRI-HF and XbaI-HF enzymes,Glasgow,2015,942,5
Glasgow,run,DNA in lanes 1-4,Glasgow,2015,942,5
Glasgow,digested,uirS1-1AAA with EcoRI and XbaI,Glasgow,2015,942,5
Glasgow,run,uirS1-1AAA DNA in lanes 6-9,Glasgow,2015,942,5
Glasgow,digested,uirS from pCR 2.1 TOPO plasmid,Glasgow,2015,942,5
Glasgow,ligated,uirS into pSB1C3,Glasgow,2015,942,5
Glasgow,assembled,light-sensor plasmid,Glasgow,2015,942,5
Glasgow,involved in,negative phototactic response,Glasgow,2015,942,5
Glasgow,proposed mechanism,uirS as the protein that photosenses UV light,Glasgow,2015,942,5
Glasgow,proposed mechanism,phosphotransfer from uirS to uirR,Glasgow,2015,942,5
Glasgow,proposed mechanism,uirR released from the transmembrane protein,Glasgow,2015,942,5
Glasgow,proposed mechanism,uirR locates to a binding region upstream of the lsiR promoter,Glasgow,2015,942,5
Glasgow,uirR bound upstream of lsiR,acts as a transcriptional activator of lsiR,Glasgow,2015,942,5
TU_Delft,collaborated with,other iGEM teams,TU_Delft,2015,942,7
TU_Delft,studied,bacterial amyloid curli structure,TU_Delft,2015,942,7
TU_Delft,designed,different versions of biobricks,TU_Delft,2015,942,7
TU_Delft,designed,inducible expression of CsgA,TU_Delft,2015,942,7
TU_Delft,performed,fluorescence assay for kinetic measurements,TU_Delft,2015,942,7
TU_Delft,measured,OD600 of cultures,TU_Delft,2015,942,7
TJU,mentored,SKLBC-GDSYZX,TJU,2015,942,8
TJU,collaborated with,LZU-China,TJU,2015,942,8
