team,context,target,source_team,year,batch_id,chunk_id
ATOMS-Turkiye,cloned genes from,PSB1C3-DAMP-Pexigan,ATOMS-Turkiye,2015.0,248,0
ATOMS-Turkiye,cloned genes from,PSB1C3-TEV protease gene plasmids,ATOMS-Turkiye,2015.0,248,0
ATOMS-Turkiye,ligated with,pET45-b vector,ATOMS-Turkiye,2015.0,248,0
ATOMS-Turkiye,transformed into,BL21 competent bacteria,ATOMS-Turkiye,2015.0,248,0
ATOMS-Turkiye,performed colony PCR with,T7 promoter forward and T7 terminator reverse primers,ATOMS-Turkiye,2015.0,248,0
ATOMS-Turkiye,isolated plasmid DNA using,miniprep plasmid isolation method,ATOMS-Turkiye,2015.0,248,0
ATOMS-Turkiye,performed cutcheck on,attained plasmid DNAs,ATOMS-Turkiye,2015.0,248,0
ATOMS-Turkiye,performed western blotting using,His-tag,ATOMS-Turkiye,2015.0,248,0
ATOMS-Turkiye,cloned DAMP-Pexiganan into,pColA plasmid,ATOMS-Turkiye,2015.0,248,0
ATOMS-Turkiye,cloned TEV Protease into,pET45-b plasmid,ATOMS-Turkiye,2015.0,248,0
SCU_China,collaborated,Freiburg University 2013 iGEM team,SCU_China,2015.0,248,1
UC_Davis,collaborated with,Stony Brook University,UC_Davis,2015.0,248,2
UC_Davis,collaborated with,International Medical Center of Japan,UC_Davis,2015.0,248,2
UC_Davis,collaborated with,Anacor Pharmaceuticals Inc.,UC_Davis,2015.0,248,2
UC_Davis,cited,Hoang TT and Schweizer HP,UC_Davis,2015.0,248,2
UC_Davis,cited,"Parikh SL, Xiao G, and Tonge PJ",UC_Davis,2015.0,248,2
UC_Davis,cited,Massengo-Tiassé RP and Cronan JE,UC_Davis,2015.0,248,2
UC_Davis,cited,"Dayan FE, Ferreira D, Wang YH, Khan IA, McInroy JA, and Pan Z",UC_Davis,2015.0,248,2
UC_Davis,cited,"Liu N, Cummings JE, England K, Slayden RA, and Tonge PJ",UC_Davis,2015.0,248,2
DTU-Denmark,collaborated with,iGEM teams,DTU-Denmark,2015.0,248,6
DTU-Denmark,received support from,VWR,DTU-Denmark,2015.0,248,6
ZJU-China,participated in,iGEM,ZJU-China,2015.0,248,7
ZJU-China,collaborated with,other iGEM teams,ZJU-China,2015.0,248,7
Tsinghua,collaborated with,Aachen,Tsinghua,2015.0,248,8
Tsinghua,collaborated with,Valencia Biocampus,Tsinghua,2015.0,248,8
CSU Fort Collins,collaborated with,Dr. Andrea Haight,CSU_Fort_Collins,2015.0,248,10
CSU Fort Collins,received guidance from,Rod Tompkins,CSU_Fort_Collins,2015.0,248,10
CSU Fort Collins,investigated policy with,technology transfer office,CSU_Fort_Collins,2015.0,248,10
CSU Fort Collins,published articles with,Anthony Roulier,CSU_Fort_Collins,2015.0,248,10
CSU Fort Collins,published articles with,Chauncy Hinshaw,CSU_Fort_Collins,2015.0,248,10
CSU Fort Collins,published articles with,Olivia Smith,CSU_Fort_Collins,2015.0,248,10
BIT,constructed standard part with,glsA,BIT,2015.0,248,11
BIT,constructed standard part with,acid-induced promoter J10071,BIT,2015.0,248,11
BIT,constructed acid production genes to,pSB1C3,BIT,2015.0,248,11
BIT,measured intensity of proteins expressed in strain with,plasmid carrying JBG,BIT,2015.0,248,11
BIT,looked around many articles and decided to use,P-atp2 and P-asr as pH-induced promoters,BIT,2015.0,248,11
BIT,extracted the genome of,Corynebacterium glutamicum ATCC 13032 strain,BIT,2015.0,248,11
BIT,obtained the sequence of,P-atp2 and P-asr by articles,BIT,2015.0,248,11
BIT,constructed P-atp2 to,pSB1C3,BIT,2015.0,248,11
BIT,chose another vector,pXMJ19 to construct P-atp2,BIT,2015.0,248,11
BIT,did the third cell culture to test the function of,glsA,BIT,2015.0,248,11
BIT,got P-atp2(Corynebacterium glutamicum ATCC 13032) and P-asr(Escherichia coli K12) through,PCR,BIT,2015.0,248,11
BIT,linked P-atp2 to,pXMJ19,BIT,2015.0,248,11
BIT,linked P-asr to,pSB1C3,BIT,2015.0,248,11
BIT,transformed P-atp2(pXMJ19) and P-asr(pSB1C3) into,BMTOP10,BIT,2015.0,248,11
BIT,used LacZ alpha as a report gene and verified the strength of two promoters under the different,pH environment,BIT,2015.0,248,11
SYSU-Software,advisor,"XU, Weilin",SYSU-Software,2015.0,248,14
SYSU-Software,interlab,"YANG, Xiaoran",SYSU-Software,2015.0,248,14
SYSU-Software,data for database,"YAO, Nan",SYSU-Software,2015.0,248,14
SYSU-Software,Biology Festival as Human Practices,"YAO, Nan",SYSU-Software,2015.0,248,14
SYSU-Software,wiki programmer,"YE, Jiaqi",SYSU-Software,2015.0,248,14
SYSU-Software,data for database,"ZENG, Dongyu",SYSU-Software,2015.0,248,14
SYSU-Software,ideas and designs,Liang Tang,SYSU-Software,2015.0,248,14
SYSU-Software,ideas and designs,Xiaoran Yang,SYSU-Software,2015.0,248,14
SYSU-Software,ideas and designs,Xiangyue Hu,SYSU-Software,2015.0,248,14
SYSU-Software,ideas and designs,Qianhui Wan,SYSU-Software,2015.0,248,14
SYSU-Software,ideas and designs,Liuhui Dong,SYSU-Software,2015.0,248,14
SYSU-Software,ideas and designs,Xiao Feng,SYSU-Software,2015.0,248,14
SYSU-Software,improvements on CORE Design,All team members,SYSU-Software,2015.0,248,14
SYSU-Software,user interface design,Yi Shi,SYSU-Software,2015.0,248,14
SYSU-Software,improvements on Co-development,All team members,SYSU-Software,2015.0,248,14
SYSU-Software,front-end implementation,Siyuan Liu,SYSU-Software,2015.0,248,14
SYSU-Software,back-end implementation,Shaofan Lai,SYSU-Software,2015.0,248,14
SYSU-Software,improvements on Co-development,All team members,SYSU-Software,2015.0,248,14
SYSU-Software,front-end implementation,Siyuan Liu,SYSU-Software,2015.0,248,14
SYSU-Software,back-end implementation,Shaofan Lai,SYSU-Software,2015.0,248,14
SYSU-Software,ideas and designs,Xiao Feng,SYSU-Software,2015.0,248,14
SYSU-Software,improvements on CORE Bank,All team members,SYSU-Software,2015.0,248,14
SYSU-Software,user interface design,Yi Shi,SYSU-Software,2015.0,248,14
SYSU-Software,front-end implementation,Jinjin Lin,SYSU-Software,2015.0,248,14
SYSU-Software,back-end implementation,Shaofan Lai,SYSU-Software,2015.0,248,14
SYSU-Software,improvements on Co-development,All team members,SYSU-Software,2015.0,248,14
SYSU-Software,user interface design,Yi Shi,SYSU-Software,2015.0,248,14
SYSU-Software,front-end implementation,Jinjin Lin,SYSU-Software,2015.0,248,14
