text,source_team,year,chunk
relationships: [],Oxford,2015,0
relationships: [],Toronto,2015,1
[],TU_Delft,2015,2
[],WashU_StLouis,2015,3
[],Georgia_State,2015,4
"relationships: [[""UCLA"", ""collaborated with"", ""other iGEM teams""],[""UCLA"",""received support from"",""Biorad""],[""UCLA"",""received support from"",""Addgene""],[""UCLA"",""received support from"",""Barkley""],[""UCLA"",""received support from"",""Branch Western""],[""UCLA"",""received support from"",""City College""],[""UCLA"",""received support from"",""Harmon College""],[""UCLA"",""received support from"",""Mideastern""],[""UCLA"",""received support from"",""Southwestern University""]]",UCLA,2015,5
[],UCL,2015,6
[],IIT_Delhi,2015,7
"relationships: [[""Concordia"", ""collaborated with"", ""Yale""],[""Concordia"", ""contacted by"", ""Yale""],[""Concordia"", ""filled out survey for"", ""Yale""],[""Concordia"", ""collaborated with"", ""2014 team""],[""2014 team"", ""worked with"", ""Concordia""]]",Concordia,2015,8
relationships: [],Bielefeld-CeBiTec,2015,9
