text,source_team,year,chunk
[],Central_Calgary,2015,0
"relationships: [[""Oxford"", ""collaborated"", ""Duke""],[""Oxford"",""collaborated"",""Lychee""]]",Oxford,2015,1
"relationships: [[""Stanford-Brown"", ""testing and characterizing"", ""BBa_K1692023""], [""Stanford-Brown"", ""testing and characterizing"", ""BBa_K1692024""], [""Stanford-Brown"", ""cloned by"", ""LMU Munich 2012 iGEM team""], [""Stanford-Brown"", ""cloned by"", ""Imperial 2014 iGEM team""], [""Stanford-Brown"", ""part of composite part with"", ""BBa_K1692028""], [""Stanford-Brown"", ""provides intermediate for synthesizing"", ""BBa_J04450""], [""Stanford-Brown"", ""contains gene from"", ""BBa_K1033931""], [""Stanford-Brown"", ""contains gene from"", ""BBa_K608002""]]",Stanford-Brown,2015,2
[],Dundee,2015,3
[],Cornell,2015,4
[],UCL,2015,5
[],NTNU_Trondheim,2015,6
"relationships: [[""Hong_Kong_HKU"", ""transformed with"", ""BBa_B0030""], [""Hong_Kong_HKU"", ""transformed with"", ""BBa_J61100""], [""Hong_Kong_HKU"", ""transformed with"", ""BBa_R0051""], [""Hong_Kong_HKU"", ""transformed with"", ""BBa_K105004""], [""Hong_Kong_HKU"", ""transformed with"", ""BBa_B0015""], [""Hong_Kong_HKU"", ""transformed with"", ""BBa_C0051""], [""Hong_Kong_HKU"", ""borrowed DH5β competent cells from"", ""CM30 plates""], [""Hong_Kong_HKU"", ""tested MG1655 competent cells with"", ""BBa_K105004""], [""Hong_Kong_HKU"", ""transformed with"", ""BBa_J23106""], [""Hong_Kong_HKU"", ""transformed with"", ""BBa_C0080""], [""Hong_Kong_HKU"", ""transformed with"", ""BBa_K588001""], [""Hong_Kong_HKU"", ""transformed with"", ""BBa_K1218011""]]",Hong_Kong_HKU,2015,7
"relationships: [[""Birkbeck"", ""collaborated"", ""UCL""],[""Birkbeck"",""collaborated"",""Biohackspace""],[""Birkbeck"",""split into groups with"",""UCL""],[""Birkbeck"",""split into groups with"",""Biohackspace""],[""Birkbeck"",""split into groups with"",""iGEM teams across the globe""]]",Birkbeck,2015,8
"relationships: [[""USTC"", ""participated in iGEM competition"", ""other iGEM teams""],[""USTC"",""collaborated with other iGEM teams"",""genetically engineering chemotaxis bacteria""],[""USTC"",""constructed a genetic circuit"",""sense antibiotics""],[""USTC"",""overexpressed cheZ"",""improve phosphorylation capability on cheY""],[""USTC"",""performed integrative modification on bacterial permeability"",""inhibited efflux system""],[""USTC"",""performed integrative modification on bacterial permeability"",""overexpressed exogenous porin""],[""USTC"",""imported OprF from Pseudomonas aeruginosa"",""improve small molecular transportation""]]",USTC,2015,9
[],SDU-Denmark,2015,10
"relationships: [[""SYSU-Software"", ""received lecture from"", ""Prof. Rong, Yikang""],[""SYSU-Software"", ""identified importance with"", ""transparency and reproducibility""],[""SYSU-Software"", ""aimed at designing"", ""standard platform for information parsing and sharing""],[""SYSU-Software"", ""discussed safety with"", ""Weilin Xu""],[""SYSU-Software"", ""discussed safety with"", ""Xiao Feng""]]",SYSU-Software,2015,11
"relationships: [[""Queens_Canada"", ""used by"", ""Team Calgary 2013""],[""Queens_Canada"", ""fusion with"", ""Type III AFP""],[""Queens_Canada"", ""fusion with"", ""K-coil BioBrick""],[""Queens_Canada"", ""enabled separation of"", ""non-interacting coiled-coil domains""]]",Queens_Canada,2015,12
