text,source_team,year,chunk
[],SCUT-China,2015,0
"relationships: [[""NRP-UEA-Norwich"", ""attended meetup hosted by"", ""University of Westminster""],[""NRP-UEA-Norwich"",""presented project to"",""other UK iGEM teams""],[""NRP-UEA-Norwich"",""mingled with"",""other teams""],[""NRP-UEA-Norwich"",""thanked"",""sponsors""]]",NRP-UEA-Norwich,2015,1
[],BostonU,2015,2
[],Cairo_Egypt,2015,3
"relationships: [[""Vanderbilt"", ""participated in iGEM"", ""other iGEM teams""]]",Vanderbilt,2015,4
[],GenetiX_Tec_CCM,2015,5
"relationships: [[""Hong_Kong_HKU"", ""borrowed DH5β competent cells from"", ""unknown team""],[""Hong_Kong_HKU"",""requested BioBricks from"",""unknown team""]]",Hong_Kong_HKU,2015,6
"relationships: [[""Michigan"", ""participated in"", ""iGEM competition""],[""Michigan"",""organized"",""Great Lakes Bioinformatics Conference""],[""Chris Gates"",""worked at"",""Compendia Bioscience""],[""Santiago Schnell"",""works at"",""University of Michigan Medical School""]]",Michigan,2015,7
"[""TJU"", ""activities in iGEM"", ""other iGEM teams""]",TJU,2015,8
"relationships: [[""ZJU-China"", ""collaborated"", ""AU""], [""ZJU-China"", ""co-organized meetup"", ""NCTU""], [""ZJU-China"", ""collaborated"", ""Scenarios-Application""], [""ZJU-China"", ""collaborated"", ""Techno-Moral Vignettes""], [""ZJU-China"", ""collaborated"", ""Synthetic Biology""], [""ZJU-China"", ""collaborated"", ""IGEM""], [""ZJU-China"", ""affiliated with"", ""Zhejiang University""]]",ZJU-China,2015,9
[],Tianjin,2015,10
"relationships: [[""Pasteur_Paris"", ""attended conferences"", ""other iGEM teams""],[""Pasteur_Paris"",""supported"",""French FameLab Contestants""],[""Juliette Raynal"",""interviewed"",""Pasteur_Paris""],[""Pasteur_Paris"",""hosted"",""Germaine de Stäel middle school""],[""Pasteur_Paris"",""interviewed"",""David Bikard of Eligo Bioscience""],[""Eligo Bioscience"",""spun out of"",""MIT and Rockefeller""],[""Eligo Bioscience"",""settled headquarters at"",""Institut Pasteur""]]",Pasteur_Paris,2015,11
[],Georgia_State,2015,12
"relationships: [[""Westminster"", ""collaborated with"", ""iGEM teams""],[""Westminster"", ""received support from"", ""iGEM teams""],[""Westminster"", ""participated in competition with"", ""iGEM teams""]]",Westminster,2015,13
"relationships: [[""BIT-China"", ""collaborated with"", ""universities in China""],[""BIT-China"",""obtained financial support from"",""COFCO""],[""BIT-China"",""held lectures at"",""university""],[""BIT-China"",""held winter camp at"",""Beijing Institute of Technology""],[""BIT-China"",""contributed to Newsletter of"",""Xiamen University""]]",BIT-China,2015,14
