text,source_team,year,chunk
[],IONIS_Paris,2015,0
[],UCLA,2015,1
[],UNITN-Trento,2015,2
[],EPF_Lausanne,2015,3
relationships: [],UCL,2015,4
[],LZU-China,2015,5
"relationships: [[""DTU-Denmark"", ""participated in"", ""iGEM 2015""],[""DTU-Denmark"",""collaborated with"",""other iGEM teams""],[""DTU-Denmark"",""received training from"",""DTU iGEM team""],[""DTU-Denmark"",""shared reflections with"",""classmates at high school""],[""DTU-Denmark"",""gave a lecture to"",""friends and school mates at high school""]]",DTU-Denmark,2015,6
"relationships: [[""BIT-China"", ""collaborated"", ""iGEM teams""],[""BIT-China"",""participated in entrepreneurship track"",""iGEM""],[""BIT-China"",""eligible for Best Supporting Entrepreneurship award"",""iGEM teams""],[""BIT-China"",""received support from sponsors"",""iGEM""]]",BIT-China,2015,7
[],BIT,2015,8
"relationships: [[""Oxford"", ""collaborated"", ""Duke""], [""Oxford"", ""collaborated"", ""Lychee""]]",Oxford,2015,9
