text,source_team,year,chunk
[],Dundee,2015,0
[],UCL,2015,1
"relationships: [[""XJTLU-CHINA"", ""collaborated"", ""Shanghai meet up""]]",XJTLU-CHINA,2015,2
[],UCLA,2015,3
"[]
There are no relationships mentioned in the text.",Central_Calgary,2015,4
[],Dundee,2015,5
"relationships: [[""TU_Delft"", ""collaborated with"", ""Groningen""], [""TU_Delft"", ""collaborated with"", ""Amsterdam""]]",TU_Delft,2015,6
"[]
There are no relationships mentioned in the text.",Georgia_State,2015,7
relationships: [],Central_Calgary,2015,8
[],UCL,2015,9
"relationships: [[""DTU-Denmark"", ""collaborated"", ""Hong Kong University of Science and Technology 2012""]]",DTU-Denmark,2015,10
