text,source_team,year,chunk
"relationships: [[""Aalto-Helsinki"", ""collaborated"", ""2014 team""],[""Aalto-Helsinki"",""chosen by"",""2014 team""],[""Aalto-Helsinki"",""interviewed by"",""2014 team""]]",Aalto-Helsinki,2015,0
"relationships: [[""Technion_Israel"", ""collaborated with"", ""Tel Aviv University""],[""Technion_Israel"",""collaborated with"",""Weizmann Institute""],[""Technion_Israel"",""received plasmid from"",""Tel Aviv University""],[""Technion_Israel"",""received plasmid from"",""Weizmann Institute""],[""Technion_Israel"",""printed prototype for"",""Comb""],[""Technion_Israel"",""designed primers for"",""3α-HSD gBlock and mCherry""],[""Technion_Israel"",""performed miniprep for"",""BBa_K784023""],[""Technion_Israel"",""ordered primers for"",""Gibson and restriction enzymes cloning""],[""Technion_Israel"",""performed PCR on"",""3α-HSD gBlock""]]",Technion_Israel,2015,1
"relationships: [[""OUC-China"", ""collaborated"", ""K1189037""],[""OUC-China"",""collaborated"",""pUC57-GSlinker""],[""OUC-China"",""collaborated"",""pQE-80L""],[""OUC-China"",""collaborated"",""pSB-L*H""],[""OUC-China"",""collaborated"",""k1189037""],[""OUC-China"",""collaborated"",""pUC57-Gslinker""],[""OUC-China"",""collaborated"",""k1189037""],[""OUC-China"",""collaborated"",""L-linker-H""],[""OUC-China"",""collaborated"",""RBS-L-linker-H""],[""OUC-China"",""collaborated"",""pQE-HL""]]",OUC-China,2015,2
[],UCLA,2015,3
[],Heidelberg,2015,4
"relationships: [[""TU_Delft"", ""collaborated"", ""other iGEM teams""]]",TU_Delft,2015,5
"relationships: [[""UB Indonesia"", ""collaborated with"", ""Brawijaya University""], [""UB Indonesia"", ""attended meetup with"", ""ITB_Indonesia""], [""UB Indonesia"", ""attended meetup with"", ""UI_Indonesia""], [""UB Indonesia"", ""collaborated with"", ""Kyushu Medical Co. Ltd.""], [""UB Indonesia"", ""collaborated with"", ""Health Department of East Java Province""], [""UB Indonesia"", ""collaborated with"", ""Kediri City""], [""UB Indonesia"", ""visited"", ""Health Department Entomology Laboratory""], [""UB Indonesia"", ""learned from"", ""Grandpa Mosquito""], [""UB Indonesia"", ""collaborated with"", ""iGEM alumni""], [""UB Indonesia"", ""Skyped with"", ""Ana Sifuentes from iGEM HQ""]]",UB_Indonesia,2015,6
"relationships: [[""Dundee"", ""collaborated with"", ""other iGEM teams""],[""Dundee"", ""received support from"", ""other iGEM teams""]]",Dundee,2015,7
"relationships: [[""BostonU"", ""collaborated with"", ""other iGEM teams""],[""BostonU"",""received support from"",""Deep Well Miniprep procedure""],[""BostonU"",""received support from"",""pRECs Ben""],[""BostonU"",""received support from"",""Shaheer""],[""BostonU"",""received support from"",""Jeff""],[""BostonU"",""received support from"",""Kate""],[""BostonU"",""received support from"",""June 13 2015""],[""BostonU"",""received support from"",""June 15th to June 18th""],[""BostonU"",""received support from"",""June 16th 2015""],[""BostonU"",""received support from"",""June 17th 2015""],[""BostonU"",""received support from"",""Abha""],[""BostonU"",""received support from"",""John""],[""BostonU"",""received support from"",""EcoRI""],[""BostonU"",""received support from"",""Kpn1""],[""BostonU"",""received support from"",""buffer""]]",BostonU,2015,8
[],IIT_Delhi,2015,9
[],Brasil-USP,2015,10
[],Central_Calgary,2015,11
"relationships: [[""IIT_Kharagpur"", ""collaborated with"", ""IISER_Pune""], [""IIT_Kharagpur"", ""collaborated with"", ""NCTU_Formosa""], [""IIT_Kharagpur"", ""collaborated with"", ""UCSF Team""], [""IIT_Kharagpur"", ""collaborated with"", ""CU Boulder iGEM Team""], [""IIT_Kharagpur"", ""collaborated with"", ""iGEM UI-Indonesia Team""], [""IIT_Kharagpur"", ""helped with publicity of survey for"", ""iGEM Paris Bettencourt""], [""IIT_Kharagpur"", ""helped with publicity of survey for"", ""iGEM NEFU_China""], [""IIT_Kharagpur"", ""helped with publicity of survey for"", ""iGEM Korea_U_Seoul""], [""IIT_Kharagpur"", ""helped with publicity of survey for"", ""iGEM Team Nankai""]]",IIT_Kharagpur,2015,12
