team,context,target,source_team,year,batch_id,chunk_id
SCUT-China,participated in forum,Guangzhou,SCUT-China,2015,347,1
SCUT-China,learned from,Professor Hu Dayi,SCUT-China,2015,347,1
SCUT-China,received help from,senior fellow-student brothers and sisters,SCUT-China,2015,347,1
SCUT-China,reported progress to,tutor,SCUT-China,2015,347,1
SCUT-China,consulted with,tutor,SCUT-China,2015,347,1
Tianjin,collaborated with,other iGEM teams,Tianjin,2015,347,3
TU_Eindhoven,consulted,Menno Prins,TU_Eindhoven,2015,347,4
TU_Eindhoven,discussed applications with,Menno Prins,TU_Eindhoven,2015,347,4
TU_Eindhoven,received advice from,Menno Prins,TU_Eindhoven,2015,347,4
TU_Eindhoven,consulted,Anja Garritsen,TU_Eindhoven,2015,347,4
TU_Eindhoven,consulted,researchers from InnatOss,TU_Eindhoven,2015,347,4
TU_Eindhoven,consulted,Q fever experts,TU_Eindhoven,2015,347,4
TU_Eindhoven,collaborated with,farmers involved in Q fever eradication,TU_Eindhoven,2015,347,4
Tianjin,collaborated,inJanus,Tianjin,2015,347,5
Tianjin,conducted experiments with,FsC,Tianjin,2015,347,5
Tianjin,received support from,Protein Extraction Kit,Tianjin,2015,347,5
Tianjin,collaborated with,ATPS,Tianjin,2015,347,5
Tianjin,received materials from,Berol 532,Tianjin,2015,347,5
UCL,collaborated,other iGEM teams,UCL,2015,347,7
UCLA,adapted,ICA technique,UCLA,2015,347,9
SCU China,collaborated with,other Asian groups,SCU_China,2015,347,11
SCU China,introduced synthetic biology to,students from fifteen schools,SCU_China,2015,347,11
SCU China,built an information platform on,Wechat,SCU_China,2015,347,11
SCU China,interviewed by,Foreign Language Radio Station of Sichuan University,SCU_China,2015,347,11
SCU China,interviewed by,Journal of Sichuan University,SCU_China,2015,347,11
