text,source_team,year,chunk
"relationships: [[""TJU"", ""participated in iGEM"", ""other iGEM teams""]]",TJU,2015,0
relationships: [],NAIT_Edmonton,2015,1
[],OUC-China,2015,2
relationships: [],IIT_Delhi,2015,3
[],Dundee,2015,4
"[]
There are no relationships mentioned in the text.",Stanford-Brown,2015,5
"relationships: [[""TecCEM HS"", ""collaborations"", ""other iGEM teams""]]",TecCEM_HS,2015,6
[],Westminster,2015,7
"relationships: [[""ATOMS-Turkiye"", ""collaborated"", ""other iGEM teams""]]",ATOMS-Turkiye,2015,8
"relationships: [[""UFMG_Brazil"", ""participated in"", ""iGEM competition""],[""UFMG_Brazil"",""collaborated with"",""Liza Felicori""],[""UFMG_Brazil"",""collaborated with"",""Clara Guerra""],[""UFMG_Brazil"",""gave lecture at"",""XIV SemaBio at UnB""],[""UFMG_Brazil"",""partnered with"",""Priscilla Torres""],[""UFMG_Brazil"",""appeared on"",""BH News""],[""UFMG_Brazil"",""appeared on"",""Jornal O Tempo""],[""UFMG_Brazil"",""appeared on"",""Super Notícia""],[""UFMG_Brazil"",""appeared on"",""Rádio UFMG Educativa""],[""UFMG_Brazil"",""appeared on"",""Circuito UFMG""]]",UFMG_Brazil,2015,9
relationships: [],Danzi_Kesh_8,2015,10
"relationships: [[""Oxford"", ""collaborated with"", ""Mann et al""],[""Oxford"",""received support from"",""iGEM""],[""Oxford"",""received support from"",""BioBrick""],[""Oxford"",""validated"",""Art-175""],[""Oxford"",""validated"",""Microcin S""],[""Oxford"",""modified"",""DNase""],[""Oxford"",""modified"",""DspB""]]",Oxford,2015,11
[],Dundee,2015,12
[],Bordeaux,2015,13
[],UCLA,2015,14
