team,context,target,source_team,year,batch_id,chunk_id
BIT-China,collaboration,other iGEM teams,BIT-China,2015,796,0
China_Tongji,sponsor,GENEWIZ,China_Tongji,2015,796,1
China_Tongji,sponsor,THORLABS,China_Tongji,2015,796,1
UCLA,participated in iGEM,other iGEM teams,UCLA,2015,796,2
Tuebingen,participated in iGEM,other iGEM teams,Tuebingen,2015,796,4
Oxford iGEM,collaborated with,Judy Armitage's research group,Oxford,2015,796,6
Oxford iGEM,collaborated with,Anthony Watts' group,Oxford,2015,796,6
Oxford iGEM,collaborated with,Antonis Papachristodoulou,Oxford,2015,796,6
Oxford iGEM,collaborated with,Andreas Harris,Oxford,2015,796,6
KU_Leuven,participated in iGEM,other iGEM teams,KU_Leuven,2015,796,7
