text,source_team,year,chunk
[],Dundee,2015,0
[],Georgia_State,2015,1
"relationships: [[""Oxford"", ""collaborated with"", ""other iGEM teams""],[""Oxford"",""received support from"",""E.Z.N.A.""],[""Oxford"",""received support from"",""NanoDrop""],[""Oxford"",""received support from"",""Baker lab at Southwestern University""],[""Oxford"",""received support from"",""Addgene""]]",Oxford,2015,2
"relationships: [[""TU_Delft"", ""collaborated with"", ""other iGEM teams""],[""TU_Delft"",""guided by"",""core values""],[""TU_Delft"",""collaborated with"",""researchers and industry""],[""TU_Delft"",""received support from"",""CBE, Montana State University""],[""TU_Delft"",""printing biofilms helps"",""industry and end-user clients""],[""TU_Delft"",""testing biofilm removal products"",""increases safety and reliability""]]",TU_Delft,2015,3
[],Peking,2015,4
"relationships: [[""TCU_Taiwan"", ""discussed project with"", ""Chang Gung University iGEM team""],[""TCU_Taiwan"",""participated in conference with"",""NCTU_Formosa iGEM team""],[""TCU_Taiwan"",""presented to"",""Rotary Club of Taipei Tien Ho""],[""TCU_Taiwan"",""studied in lab with"",""Life Science lab""]]",TCU_Taiwan,2015,5
[],UCLA,2015,6
"relationships: [[""DTU-Denmark"", ""organized"", ""Life Science and Beyond Conference""], [""DTU-Denmark"", ""shared knowledge with"", ""participants of Life Science and Beyond Conference""], [""DTU-Denmark"", ""accepted as"", ""Blue Dot Project at Technical University of Denmark""], [""Technical University of Denmark"", ""recognized efforts of"", ""DTU-Denmark""], [""DTU-Denmark"", ""promoted iGEM"", ""Blue Dot Project at Technical University of Denmark""]]",DTU-Denmark,2015,7
"relationships: [[""Paris_Saclay"", ""participated in iGEM"", ""other iGEM teams""]]",Paris_Saclay,2015,8
[],Warwick,2015,9
"relationships: [[""BIT-China"", ""collaboration"", ""other iGEM teams""]]",BIT-China,2015,10
"relationships: [[""UCLA"",""collaborated"",""Genewiz""],[""UCLA"",""received sequencing results from"",""Genewiz""]]",UCL,2015,11
