text,source_team,year,chunk
"relationships: [[""TU Dresden"", ""collaborated"", ""Heidelberg""],[""TU Dresden"",""collaborated"",""Ui Oslo""],[""TU Dresden"",""co-organized meetup"",""Aachen""]]",TU_Dresden,2015,0
"relationships: [[""William and Mary"", ""held workshops"", ""Bruton High School""],[""William and Mary"",""taught at"",""King Solomon Christian Academy""],[""William and Mary"",""hosted workshops at"",""Learning Fun School""],[""William and Mary"",""hosted workshop at"",""Saturday and Summer Enrichment Program""],[""William and Mary"",""developed Synthetic Biology Girl Scout Badge with"",""Girl Scouts of America""]]",William_and_Mary,2015,1
[],SDU-Denmark,2015,2
"relationships: [[""DTU-Denmark"", ""received feedback from"", ""Anne Sophie Laerke Hansen""],[""DTU-Denmark"", ""received feedback from"", ""Kristian Barrett""],[""DTU-Denmark"", ""received feedback from"", ""Kristian Jensen""],[""DTU-Denmark"", ""received feedback from"", ""Morten Sommer""],[""DTU-Denmark"", ""received feedback from"", ""Kai Blin""],[""DTU-Denmark"", ""received feedback from"", ""Thomas Ostenfeld Larsen""],[""DTU-Denmark"", ""received feedback from"", ""Rasmus John Normand Frandsen""],[""DTU-Denmark"", ""received feedback from"", ""Jan Madsen""],[""DTU-Denmark"", ""received feedback from"", ""Drug Resistance and Community Dynamics research group""],[""DTU-Denmark"", ""received feedback from"", ""Johannes Lundin Brockdorff""],[""DTU-Denmark"", ""received feedback from"", ""Malene Bonné Meyer""],[""DTU-Denmark"", ""received BioBricks from"", ""Anne Degen""],[""DTU-Denmark"", ""received BioBricks from"", ""Barbara Di Ventura""],[""DTU-Denmark"", ""received inspiration from"", ""Muchen 2012 team""],[""DTU-Denmark"", ""collaborated with"", ""Linas Kaminskas""]]",DTU-Denmark,2015,3
"relationships: [[""Edinburgh"", ""collaborated with"", ""Stanford-Brown team""],[""Edinburgh"",""advises"",""Stanford-Brown team""]]",Edinburgh,2015,4
[],Hangzhou-H14Z,2015,5
"relationships: [[""SCUT-China"", ""attended conference"", ""First Affiliated Hospital, Sun Yat-sen University""],[""SCUT-China"", ""promoted idea to"", ""doctors, researchers, druggist, and specialists""],[""SCUT-China"", ""presented project to"", ""cardiovascular specialists""],[""SCUT-China"", ""interviewed"", ""Professor Hu Dayi""],[""SCUT-China"", ""gained points of view from"", ""other specialists""]]",SCUT-China,2015,6
"relationships: [[""Oxford"", ""collaborated with"", ""Raffy, Leon""],[""Oxford"",""received support from"",""M#""],[""Oxford"",""received support from"",""P#""]]",Oxford,2015,7
relationships: [],UCLA,2015,8
[],Technion_Israel,2015,9
[],Lethbridge,2015,10
"relationships: [[""KU Leuven"", ""collaboration with"", ""TU Delft iGEM team""]]",KU_Leuven,2015,11
