text,source_team,year,chunk
"relationships: [[""Tsinghua-A"", ""collaborated with"", ""other iGEM teams""]]",Tsinghua-A,2015,0
relationships: [],TJU,2015,1
"relationships: [[""UCL"", ""collaborated with"", ""iGEM UCLA""]]",UCL,2015,2
"relationships: [[""WashU_StLouis"", ""collaborated with"", ""other iGEM teams""],[""WashU_StLouis"",""compared flux data with"",""wild type and nitrogen fixing WM1788 models""],[""WashU_StLouis"",""determined effect of knocking out"",""pyruvate dehydrogenase""],[""WashU_StLouis"",""proposed simultaneous overexpression of"",""pyruvate synthase""],[""WashU_StLouis"",""generated scatter plot with"",""Max Biomass vs. Max ATP data""],[""WashU_StLouis"",""narrowed set of metabolites to"",""6 sugars""],[""WashU_StLouis"",""believe addition of"",""metabolites to lab media can aid cell activity""],[""WashU_StLouis"",""performed single and double gene knockouts""]]",WashU_StLouis,2015,3
"relationships: [[""SZU China"",""collaborated"",""Nankai""],[""SZU China"",""collaborated"",""LZU-China""]]",SZU_China,2015,4
"relationships: [[""IIT Delhi"", ""conducted surveys in"", ""Delhi citizens""],[""IIT Delhi"",""realized low awareness among"",""common people of Delhi""],[""IIT Delhi"",""won Bronze Medal at"",""iGEM Giant Jamboree 2014""]]",IIT_Delhi,2015,5
"relationships: [[""USTC"", ""participated in iGEM competition"", ""Bacteria I""], [""USTC"", ""collaborated with"", ""Bacteria II""], [""USTC"", ""collaborated with"", ""Sahar Melamed""], [""USTC"", ""collaborated with"", ""Shimshon Belkin""], [""USTC"", ""collaborated with"", ""CRISPR""], [""Sahar Melamed"", ""previous research with"", ""Shimshon Belkin""], [""Shimshon Belkin"", ""previous research with"", ""Sahar Melamed""]]",USTC,2015,6
[],NEFU_China,2015,7
"relationships: [[""Technion_HS_Israel"", ""collaborated with"", ""BCCS-Bristol""], [""Technion_HS_Israel"", ""collaborated with"", ""Imperial College London""], [""Technion_HS_Israel"", ""collaborated with"", ""KULeuven""]]",Technion_HS_Israel,2015,8
"relationships: [[""BIT-China"", ""collaborated with"", ""BNU-China""]]",BIT-China,2015,9
"relationships: [[""UNC-Chapel Hill"", ""collaborated"", ""University of Edinburgh""],[""UNC-Chapel Hill"",""collaborated"",""Wuhan University""]]",UNC-Chapel_Hill,2015,10
