text,source_team,year,chunk
"relationships: [[""Oxford"", ""collaborated with"", ""DsbA group""],[""Oxford"",""worked with"",""Art-175 group""],[""Oxford"",""worked with"",""MG constructs""],[""Oxford"",""worked with"",""J# DF""],[""Oxford"",""worked with"",""H# MG""],[""Oxford"",""worked with"",""L#""],[""Oxford"",""worked with"",""M#""],[""Oxford"",""worked with"",""O#""],[""Oxford"",""worked with"",""Duke""],[""Oxford"",""worked with"",""Silas""],[""Oxford"",""worked with"",""Andrea""]]",Oxford,2015,0
"relationships: [[""SCUT-China"", ""interviewed"", ""medical staff and patients""],[""SCUT-China"",""conducted data analysis for past iGEM projects""],[""SCUT-China"",""communicated with a wide audience of iGEMers, cardiovascular experts, legal specialists and local residents""],[""SCUT-China"",""connected human practice with laboratory work""],[""SCUT-China"",""searched and read papers, reports, and past iGEM projects""],[""SCUT-China"",""interviewed doctors about present cardiovascular treatment""],[""SCUT-China"",""attended conference and received feedback""],[""SCUT-China"",""had dialogue with doctors to show results""],[""SCUT-China"",""had dialogue with patients and acquired their thoughts and suggestions""]]",SCUT-China,2015,1
"relationships: [[""UCL"", ""participated in"", ""Interlabstudy""], [""UCL"", ""cloned and transformed"", ""IDT gBlocks""], [""UCL"", ""cloned"", ""promoters Gad, Gad+RBS, and PyeaR""], [""UCL"", ""ran PCR of"", ""IDT genes""], [""UCL"", ""repeated digestion, ligation, and transformation of"", ""6 genes""], [""UCL"", ""made mini-preps of"", ""GAD and FldHC-TPH1""]]",UCL,2015,2
"relationships: [[""Harvard_BioDesign"", ""collaborated with"", ""iGEM teams""],[""Harvard_BioDesign"", ""received feedback from"", ""Dr. Sonis""],[""Harvard_BioDesign"", ""researched"", ""other candidate chassis organisms""],[""Harvard_BioDesign"", ""transformed system into"", ""E. coli Nissile""],[""Harvard_BioDesign"", ""consulted"", ""Dr. Jerome Ritz""],[""Harvard_BioDesign"", ""discussed with"", ""experts in academia and private enterprise""]]",Harvard_BioDesign,2015,3
"relationships: [[""Heidelberg"", ""collaborated with"", ""Balbo2007""],[""Heidelberg"",""used JAWS software to generate sensors for small molecules""],[""Heidelberg"",""demonstrated good binding efficiency with ATP AptamerJAWS2 Spinach RNA""],[""Heidelberg"",""conducted a video project with renowned synthetic biologists""],[""Heidelberg"",""sent personalized emails to invite synthetic biologists to participate in the video project""],[""Heidelberg"",""asked synthetic biologists questions about synthetic biology""],[""Heidelberg"",""collaborated with Beatrix Suess from Technical University Darmstadt, Germany""]]",Heidelberg,2015,4
"relationships: [[""HSNU-TAIPEI"", ""assisted by"", ""National Taiwan Normal University""], [""HSNU-TAIPEI"", ""assisted by"", ""Taipei Medical University""], [""HSNU-TAIPEI"", ""assisted by"", ""Academia Sinica""], [""HSNU-TAIPEI"", ""assisted by"", ""Fu Jen Catholic University""], [""HSNU-TAIPEI"", ""assisted by"", ""National Chiao Tung University""], [""HSNU-TAIPEI"", ""collaborated with"", ""NJAU_China""], [""HSNU-TAIPEI"", ""collaborated with"", ""NYMU-Taipei""], [""HSNU-TAIPEI"", ""collaborated with"", ""NTU-LIHPAO-Taiwan""], [""HSNU-TAIPEI"", ""collaborated with"", ""NCTU_Formosa""]]",HSNU-TAIPEI,2015,5
"relationships: [[""WashU_StLouis"", ""collaborated with"", ""Pennsylvania State University iGEM 2015""],[""WashU_StLouis"", ""received support from"", ""Center for Biological Systems Engineering""],[""WashU_StLouis"", ""received support from"", ""Department of Chemistry""],[""WashU_StLouis"", ""received support from"", ""Focht Family""],[""WashU_StLouis"", ""received support from"", ""Heeney/Toomey Family""],[""WashU_StLouis"", ""received support from"", ""Bourg Family""],[""WashU_StLouis"", ""received support from"", ""NSF-MCB Award #1331194""],[""WashU_StLouis"", ""affiliated with"", ""Washington University in St. Louis""]]",WashU_StLouis,2015,6
"relationships: [[""Slovenia_HS"", ""visited"", ""AlgEn""], [""Slovenia_HS"", ""worked in labs of"", ""National Institute of Chemistry""], [""Slovenia_HS"", ""worked in labs of"", ""Faculty of Chemistry and Chemical Technology""], [""Slovenia_HS"", ""wanted to obtain genes from"", ""Laboratory for Environmental Sciences and Engineering""], [""Slovenia_HS"", ""ordered synthetic DNA segments from"", ""IDT Technologies""], [""Slovenia_HS"", ""collaborated with"", ""other iGEM teams""]]",Slovenia_HS,2015,7
"relationships: [[""UIUC_Illinois"", ""collaborated with"", ""Carver Biotechnology Center""], [""UIUC_Illinois"", ""collaborated with"", ""SnapGene""], [""UIUC_Illinois"", ""collaborated with"", ""Integrated DNA Technologies""]]",UIUC_Illinois,2015,8
"relationships: [[""Korea_U_Seoul"", ""collaborated with"", ""Cho J., Ko Y.""], [""Korea_U_Seoul"", ""researched with"", ""Berríos-Rivera SJ., Bennett GN, San KY""], [""Korea_U_Seoul"", ""compared with"", ""BS1 (pSBF2)""], [""Korea_U_Seoul"", ""compared with"", ""GJT001 (pDHK29)""], [""Korea_U_Seoul"", ""provides information to"", ""users""], [""Korea_U_Seoul"", ""designed by"", ""program 'Gil'""], [""Korea_U_Seoul"", ""researched with"", ""Murata K, et al.""]]",Korea_U_Seoul,2015,9
"relationships: [[""BIT"", ""participated in iGEM competition"", ""other iGEM teams""]]",BIT,2015,10
"relationships: [[""NAIT_Edmonton"", ""received support from"", ""Office of Research and Innovation""],[""NAIT_Edmonton"", ""visited workshop hosted by"", ""Team Lethbridge""]]",NAIT_Edmonton,2015,11
[],UCLA,2015,12
