text,source_team,year,chunk
"relationships: [[""SKLBC-China"", ""mentee of"", ""TJU""],[""SKLBC-China"",""mentee of"",""SYSU-China""],[""SKLBC-China"",""mentee of"",""SCUT-China""],[""SKLBC-China"",""collaborated with"",""TJU""],[""SKLBC-China"",""collaborated with"",""SYSU-China""],[""SKLBC-China"",""collaborated with"",""SCUT-China""]]",SKLBC-China,2015,0
relationships: [],SVA-NYC,2015,1
[],BIT,2015,2
[],Cambridge-JIC,2015,3
"[]
There are no relationships between teams mentioned in the text.",Northeastern_Boston,2015,4
[],IIT_Delhi,2015,5
"relationships: [[""NJAU_China"",""participated in iGEM"",""other iGEM teams""],[""NJAU_China"",""designed survey"",""public awareness in synthetic biology""],[""NJAU_China"",""collected answers from"",""137 questionnaires""],[""NJAU_China"",""investigated"",""friends and classmates""],[""NJAU_China"",""conducted analysis using"",""Excel and SPSS""],[""NJAU_China"",""investigated mostly"",""undergraduates""],[""NJAU_China"",""belongs to"",""Nanjing Agricultural University""],[""Nanjing Agricultural University"",""has strength in"",""biology""]]",NJAU_China,2015,6
"relationships: [[""BIT"", ""collaborated"", ""other iGEM teams""],[""BIT"",""received support from"",""Sponsors""]]",BIT,2015,7
"[""TU_Eindhoven"", ""collaborated with"", ""Dr. Roest""]
[""TU_Eindhoven"", ""collaborated with"", ""Anja Garritsen""]
[""TU_Eindhoven"", ""collaborated with"", ""Jeanette van der Ven""]
[""TU_Eindhoven"", ""collaborated with"", ""René van den Brom""]",TU_Eindhoven,2015,8
[],Amoy,2015,9
"[""NEFU_China"", ""used"", ""TIANprep Mini Plasmid Kit""]
[""NEFU_China"", ""performed"", ""PCR""]
[""NEFU_China"", ""performed"", ""Double digestion (Takara)""]
[""NEFU_China"", ""performed"", ""Ligation (TaKaRa DNA Ligation Kit Ver.2.1)""]
[""NEFU_China"", ""performed"", ""Transformation""]
[""NEFU_China"", ""performed"", ""Colony PCR""]
[""NEFU_China"", ""received support from"", ""Takara""]
[""NEFU_China"", ""received support from"", ""TaKaRa DNA Ligation Kit Ver.2.1""]
[""NEFU_China"", ""received support from"", ""TIANprep Mini Plasmid Kit""]
[""NEFU_China"", ""received support from"", ""DL2000 Marker""]
[""NEFU_China"", ""received support from"", ""DL10000 Marker""]
[""NEFU_China"", ""performed"", ""Two-step enzyme digestion (Takara)""]
[""NEFU_China"", ""received support from"", ""Takara""]
[""NEFU_China"", ""received support from"", ""DL10000 Marker""]
[""NEFU_China"", ""used"", ""pNZ8148-lsrB""]
[""NEFU_China"", ""performed"", ""Miniprep (pEASY-T5 cloning vector with LsrB)""]
[""NEFU_China"", ""performed"", ""Insert lsrB""]
[""NEFU_China"", ""performed"", ""PCR""]
[""NEFU_China"", ""performed"", ""Double digestion (Takara)""]
[""NEFU_China"", ""performed"", ""Ligation (TaKaRa DNA Ligation Kit Ver.2.1)""]
[""NEFU_China"", ""performed"", ""Transformation""]
[""NEFU_China"", ""performed"", ""Colony PCR""]
[""NEFU_China"", ""received support from"", ""Takara""]
[""NEFU_China"", ""received support from"", ""TaKaRa DNA Ligation Kit Ver.2.1""]
[""NEFU_China"", ""received support from"", ""TIANprep Mini Plasmid Kit""]
[""NEFU_China"", ""received support from"", ""DL2000 Marker""]
[""NEFU_China"", ""received support from"", ""DL10000 Marker""]
[""NEFU_China"", ""performed"", ""Two-step enzyme digestion (Takara)""]
[""NEFU_China"", ""received support from"", ""Takara""]
[""NEFU_China"", ""received support from"", ""DL10000 Marker""]
[""NEFU_China"", ""used"", ""pNZ8148-lsrC""]
[""NEFU_China"", ""performed"", ""Miniprep (pEASY-T5 cloning vector with LsrC)""]",NEFU_China,2015,10
