text,source_team,year,chunk
relationships: [],Edinburgh,2015,0
"relationships: [[""HSNU-TAIPEI"", ""collaborated with"", ""professors, food suppliers, bio-tech industry, and the public""],[""HSNU-TAIPEI"",""visited"", ""schools of different levels and the public""],[""HSNU-TAIPEI"",""visited"", ""executive departments, legislative departments, lawyers, non-governmental organizations, industry, and vendors""],[""HSNU-TAIPEI"",""produced"", ""two game apps for education""],[""HSNU-TAIPEI"",""experimentally validated"", ""a new BioBrick Part or Device""]]",HSNU-TAIPEI,2015,1
"relationships: [[""Slovenia_HS"", ""collaboration with"", ""other iGEM teams""]]",Slovenia_HS,2015,2
[],KU_Leuven,2015,3
[],Harvard_BioDesign,2015,4
"relationships: [[""UCLA"", ""collaborated with"", ""other iGEM teams""],[""UCLA"", ""participated in"", ""Interlab Study""],[""UCLA"", ""judged"", ""SilkyColi""]]",UCLA,2015,5
[],UCL,2015,6
"relationships: [[""Nagahama"", ""supported by"", ""Tokyo_Tech""], [""Nagahama"", ""collaborated with"", ""UGA-Georgia""], [""Nagahama"", ""collaborated with"", ""Uniandes_Colombia""], [""Nagahama"", ""collaborated with"", ""Paris-Saclay""], [""Nagahama"", ""collaborated with"", ""UT-Tokyo""], [""Nagahama"", ""collaborated with"", ""Tokyo-NoKoGen""], [""Nagahama"", ""collaborated with"", ""UI-Indonesia""], [""Nagahama"", ""collaborated with"", ""NEFU_China""]]",Nagahama,2015,7
relationships: [],Freiburg,2015,8
[],LZU-China,2015,9
[],UCLA,2015,10
"relationships: [[""Scut-Champion-Park"", ""collaborated with"", ""SCUT (university team in 2014 iGEM)""],[""Scut-Champion-Park"",""contributed to"",""Registry""],[""Scut-Champion-Park"",""improved"",""BioBrick Parts""],[""Scut-Champion-Park"",""contacted"",""scut-champion-park@hotmail.com""],[""South China University of Technology"",""affiliated with"",""Scut-Champion-Park""]]",Scut-Champion-Park,2015,11
[],Cambridge-JIC,2015,12
