text,source_team,year,chunk
relationships: [],Oxford,2015,0
[],Central_Calgary,2015,1
relationships: [],Freiburg,2015,2
[],TU_Darmstadt,2015,3
[],Oxford,2015,4
"[]
No relationships between teams are mentioned in the text.",Brasil-USP,2015,5
"relationships: [[""TU_Delft"", ""collaborated"", ""iGEM team from Groningen (NL)""]]",TU_Delft,2015,6
[],Georgia_State,2015,7
"relationships: [[""Lethbridge"", ""collaborated"", ""other iGEM teams""],[""Lethbridge"",""received support from"",""Sponsors""],[""Lethbridge"",""used parts from"",""Parts Registry""],[""Lethbridge"",""used Nuclease part from"",""UCL 2012""],[""Lethbridge"",""used α-Dextranase gene from"",""Chaetomium gracile""]]",Lethbridge,2015,8
"relationships: [[""Warwick"", ""collaborated with"", ""NTNU Modelling Collab""]]",Warwick,2015,9
[],Michigan,2015,10
"relationships: [[""Cambridge-JIC"", ""surveyed"", ""public perception of Synthetic Biology""],[""Cambridge-JIC"",""organized workshops for school students""],[""Cambridge-JIC"",""introduced students to programming and modern microscopy techniques""],[""Cambridge-JIC"",""created guide for Open Source Hardware""],[""Cambridge-JIC"",""collaborated with William and Mary iGEM team""],[""Cambridge-JIC"",""collaborated with Glasgow iGEM team""],[""Cambridge-JIC"",""tested OpenScope's capabilities""],[""Cambridge-JIC"",""created wiki""],[""Cambridge-JIC"",""competed in iGEM 2015""],[""Cambridge-JIC"",""located at Department of Plant Sciences, University of Cambridge""],[""Cambridge-JIC"",""contacted via email or phone""]].",Cambridge-JIC,2015,11
