team,context,target,source_team,year,batch_id,chunk_id
BNU-CHINA,collaborated,Zhang Jiajun,BNU-CHINA,2015,105,2
BNU-CHINA,collaborated,Zhang Tianqi,BNU-CHINA,2015,105,2
BNU-CHINA,collaborated,Zhao Jingyu,BNU-CHINA,2015,105,2
BNU-CHINA,collaborated,Zhao Xueting,BNU-CHINA,2015,105,2
UC_Davis,compared,IO Rodeo spectrophotometer,UC_Davis,2015,105,3
UC_Davis,compared,EPOCH spectrophotometer,UC_Davis,2015,105,3
UC_Davis,tested,IO Rodeo device,UC_Davis,2015,105,3
UC_Davis,working with,high school students,UC_Davis,2015,105,3
OUC-China,received support from,"Dr. Xiaowen Wang, Tsinghua University",OUC-China,2015,105,6
OUC-China,received support from,"Jian'an Wu, Tsinghua University",OUC-China,2015,105,6
OUC-China,received support from,"Yetian Su, Qingdao Institute of Bioenergy and Bioprocess Technology",OUC-China,2015,105,6
OUC-China,received support from,"Huangtao Xu, Institute of Geology and Geophysics (IGG), Chinese Academy of Sciences (CAS)",OUC-China,2015,105,6
OUC-China,received support from,"Prof. Ming Jiang, Ocean University of China",OUC-China,2015,105,6
OUC-China,received support from,"A.P. Changqian Cao, Institute of Geology and Geophysics (IGG), Chinese Academy of Sciences (CAS)",OUC-China,2015,105,6
OUC-China,received support from,"Yihao Zhang, iGEM team Peking",OUC-China,2015,105,6
OUC-China,received support from,"Prof. Haoying Wang, College of Information Sciences and Engineering",OUC-China,2015,105,6
OUC-China,received support from,"Assistant Experimentalist Guoren Yang, College of Information Sciences and Engineering",OUC-China,2015,105,6
OUC-China,received support from,"Graduate students Luo Xiaoyong, Li Liang, and Wang Yipeng, College of Information Sciences and Engineering",OUC-China,2015,105,6
OUC-China,received support from,"Prof. Yongxin Pan, Institute of Geology and Geophysics (IGG), Chinese Academy of Sciences (CAS)",OUC-China,2015,105,6
OUC-China,received support from,"A.P. Changqian Cao, Institute of Geology and Geophysics (IGG), Chinese Academy of Sciences (CAS)",OUC-China,2015,105,6
OUC-China,received support from,"Prof. Weizhi Liu, College of Marine Life Science, Ocean University of China",OUC-China,2015,105,6
OUC-China,received support from,"Dr. Yun Huang, Tsinghua University",OUC-China,2015,105,6
OUC-China,received support from,"Lecturer Xiaohui Hu, Ocean University",OUC-China,2015,105,6
OUC-China,received support from,iGEM team Berlin,OUC-China,2015,105,6
OUC-China,received support from,"Prof. Xiaojun Huang, National Taiwan University",OUC-China,2015,105,6
OUC-China,received support from,"Prof. Yunxiang Mao, College of Marine Life Science, Ocean University of China",OUC-China,2015,105,6
Concordia,collaborated with,iGEM Sherbrooke,Concordia,2015,105,7
Concordia,will be at,Montreal International Startup Festival,Concordia,2015,105,7
Concordia,contacted,iGEM Sherbrooke,Concordia,2015,105,7
Concordia,raised money through,gofundme.com,Concordia,2015,105,7
Concordia,organized sale,samosa and cupcake,Concordia,2015,105,7
Concordia,intervened at,Montreal International Startup Festival,Concordia,2015,105,7
