text,source_team,year,chunk
"relationships: [[""IIT Delhi"", ""collaborated with"", ""iGEM teams""], [""IIT Delhi"", ""participated in"", ""iGEM competition""], [""IIT Delhi"", ""participated in"", ""iGEM Giant Jamboree 2014""], [""iGEM team IIT Delhi"", ""participated in"", ""Open House event at IIT Delhi""], [""iGEM team IIT Delhi"", ""motivated and encouraged"", ""school students""], [""iGEM team IIT Delhi"", ""introduced"", ""synthetic biology and iGEM to school students""], [""IIT Delhi"", ""received sponsorship from"", ""unknown sponsors""], [""iGEM team IIT Delhi"", ""won a Bronze Medal at"", ""iGEM Giant Jamboree 2014""]]",IIT_Delhi,2015,0
"relationships: [[""Minnesota"", ""participated in iGEM competition"", ""other iGEM teams""],[""Minnesota"",""collaborated with Chinese team"",""Chinese team""],[""Minnesota"",""received support from IDT"",""IDT""],[""Minnesota"",""obtained sequences from NCBI"",""NCBI""]]",Minnesota,2015,1
[],UCLA,2015,2
"relationships: [[""UNAM-CU"", ""collaborated"", ""iGEM Headquarters""], [""Alejandro Rodríguez and Lizbeth Bolaños"", ""designed parts for"", ""UNAM-CU""], [""NEB"", ""provided"", ""UNAM-CU with Gibson Assembly Mix""], [""UNAM-CU"", ""tested expression of"", ""Trg-EnvZ chimera and Insulin Lispro""], [""UNAM-CU"", ""transformed"", ""strains with assembled parts""], [""UNAM-CU"", ""performed minipreps and digestion"", ""Xbal""], [""UNAM-CU"", ""designed parts using"", ""Serial Cloner software""], [""UNAM-CU"", ""codon-optimized nucleotide sequences for"", ""E. coli""]]",UNAM-CU,2015,3
[],UCLA,2015,4
relationships: [],UCL,2015,5
[],BIT-China,2015,6
[],UCLA,2015,7
"relationships: [[""San Andres"",""worked with"",""IGEM Washington 2011""]]",San_Andres,2015,8
relationships: [],EPF_Lausanne,2015,9
