team,context,target,source_team,year,batch_id,chunk_id
Michigan,affiliated with,University of Michigan,Michigan,2015,488,2
Campbell Yore,participating in,iGEM,Michigan,2015,488,2
Marcus Ammerlaan,affiliated with,University of Michigan,Michigan,2015,488,2
Cavalcoli,adjunct assistant professor of,UM School of Pharmacy,Michigan,2015,488,2
SDU-Denmark,participated in iGEM,iGEM teams,SDU-Denmark,2015,488,3
Bielefeld-CeBiTec,established CFPS methods and protocols for,iGEM community,Bielefeld-CeBiTec,2015,488,4
Bielefeld-CeBiTec,produced high amounts of superfolder GFP in,self-made E. coli extract,Bielefeld-CeBiTec,2015,488,4
Bielefeld-CeBiTec,optimized extract in terms of,performance,Bielefeld-CeBiTec,2015,488,4
Bielefeld-CeBiTec,successfully modelled the cell extract in,simbiology,Bielefeld-CeBiTec,2015,488,4
Bielefeld-CeBiTec,tested the effect of various heavy metals and date rape drugs on,cell-free protein synthesis,Bielefeld-CeBiTec,2015,488,4
Bielefeld-CeBiTec,built the basis for,functional and extensible cell-free biosensor,Bielefeld-CeBiTec,2015,488,4
Bielefeld-CeBiTec,combined cell-free protein synthesis methods and protocols to a,functional setup,Bielefeld-CeBiTec,2015,488,4
Bielefeld-CeBiTec,designed a translation enhancing 5'-untranslated region (5'-UTR) based on,literature,Bielefeld-CeBiTec,2015,488,4
Bielefeld-CeBiTec,expressed sfGFP in vitro in no time at,high efficiency,Bielefeld-CeBiTec,2015,488,4
Bielefeld-CeBiTec,"used optimized self-made cell extract, in vitro sfGFP production was",superior to commercially,Bielefeld-CeBiTec,2015,488,4
