team,context,target,source_team,year,batch_id,chunk_id
ZJU-China,collaborated with,Zhejiang Science&Technology Museum,ZJU-China,2015,355,0
Oxford,collaborated with,iGEM teams,Oxford,2015,355,2
BNU-CHINA,consulted,"College of Plant Protection, Nanjing University",BNU-CHINA,2015,355,3
Jilin China,attended,CCIC in Peking University,Jilin_China,2015,355,4
Jilin China,set up iGEM club,Light For Your Mind,Jilin_China,2015,355,4
Jilin China,introduced iGEM to,sophomores,Jilin_China,2015,355,4
Jilin China,conducted survey in,Changchun,Jilin_China,2015,355,4
Aachen,collaborated with,iGEM teams,Aachen,2015,355,7
Aachen,discussed safety issues with,iGEM teams,Aachen,2015,355,7
Aachen,discussed safety issues with,community labs,Aachen,2015,355,7
Aachen,discussed safety issues with,industry,Aachen,2015,355,7
