text,source_team,year,chunk
"relationships: [[""Marburg"", ""collaborated with"", ""Team Paris Bettencourt 2013""],[""Marburg"", ""designed system based on"", ""Na et al. 2013 publication""]]",Marburg,2015,0
"relationships: [[""SZU China"", ""collaborated"", ""Nankai""],[""SZU China"",""collaborated"",""LZU-China""],[""LZU-China"",""collaborated"",""SZU China""]]",SZU_China,2015,1
"relationships: [[""WashU_StLouis"", ""collaborated with"", ""iGEM teams""],[""WashU_StLouis"", ""received support from"", ""iGEM""],[""WashU_StLouis"", ""met with"", ""iGem""],[""WashU_StLouis"", ""finalized travel grants with"", ""iGem""]]",WashU_StLouis,2015,2
"relationships: [[""BIT"", ""collaborated with"", ""USTC""]]",BIT,2015,3
"relationships: [[""WPI-Worcester"", ""created by"", ""Yale 2011 iGEM team""], [""WPI-Worcester"", ""created by"", ""WPI 2014 team""], [""WPI-Worcester"", ""tested"", ""BBa_K652004""], [""WPI-Worcester"", ""tested"", ""BBa_K1423005""], [""WPI-Worcester"", ""created"", ""BBa_K1809021""], [""WPI-Worcester"", ""created"", ""BBa_K1809022""], [""WPI-Worcester"", ""replaced"", ""YFP with AFPs""], [""WPI-Worcester"", ""tested"", ""BclA tagged parts""]]",WPI-Worcester,2015,4
relationships: [],Georgia_State,2015,5
[],DTU-Denmark,2015,6
[],London_Biohackspace,2015,7
"relationships: [[""UNITN-Trento"", ""talked to"", ""highschool students""],
[""UNITN-Trento"", ""invited"", ""highschool students""],
[""UNITN-Trento"", ""interviewed"", ""Michele Del Fabro""],
[""Michele Del Fabro"", ""works on"", ""development of solutions for energy resources""],
[""UNITN-Trento"", ""talked about"", ""Human Practice""],
[""UNITN-Trento"", ""interviewed"", ""Daniele and Caterina from 2012 and 2013 Trento iGEM teams""],
[""UNITN-Trento"", ""collaborated with"", ""Daniele and Caterina from 2012 and 2013 Trento iGEM teams""],
[""Michele Del Fabro"", ""discussed"", ""alternative energy sources""],
[""Michele Del Fabro"", ""mentioned"", ""solar panels and hydropower as most used alternative sources of energy in Italy""],
[""Michele Del Fabro"", ""mentioned"", ""lack of knowledge about wind energy in Italy""],
[""Michele Del Fabro"", ""discussed"", ""availability of alternative energy solutions for small consumers""],
[""Michele Del Fabro"", ""mentioned"", ""expensive sophisticated applications of alternative energy""],
[""Michele Del Fabro"", ""mentioned"", ""middle class of alternative energy sources""],
[""Michele Del Fabro"", ""mentioned"", ""state taxes discouraging independent energy production in Italy""],
[""Michele Del Fabro"", ""mentioned"", ""incentives for private citizens producing energy with wind turbines in Denmark""],
[""UNITN-Trento"", ""analyzed"", ""focus on redevelopment of buildings in Europe""],
[""UNITN-Trento"", ""analyzed"", ""focus on new buildings in other countries""],
[""Michele Del Fabro"", ""explained"", ""myth of the 'eternal home' in Italy""],
[""Michele Del Fabro"", ""explained"", ""houses being quickly built after World War Two without considering thermal aspects""],
[""Michele Del Fabro"", ""mentioned"", ""high-energy consumer structure of old houses in Italy""],
[""Michele Del Fabro"", ""mentioned"", ""investment in new houses in other countries""],
[""Michele Del Fabro"", ""mentioned"", ""cheaper cost of rebuilding houses in many cases""]]",UNITN-Trento,2015,8
[],SDU-Denmark,2015,9
"relationships: [[""Aachen"", ""collaborated with"", ""Edinburgh""],[""Aachen"",""used vector library from"",""Heidelberg""]]",Aachen,2015,10
