text,source_team,year,chunk
[],Toronto,2015,0
[],Paris_Bettencourt,2015,1
"relationships: [[""UCLA"", ""collaborated"", ""other iGEM teams""]]",UCLA,2015,2
[],UT-Tokyo,2015,3
"relationships: [[""Mingdao"", ""requested genes from"", ""Uppsala 2012""],[""Mingdao"",""validated BioBricks created by"",""Uppsala 2012""]]",Mingdao,2015,4
[],UCSF,2015,5
"[]
There are no relationships mentioned in the text.",Hong_Kong_HKU,2015,6
[],WashU_StLouis,2015,7
[],Missouri_Rolla,2015,8
relationships: [],UCLA,2015,9
"relationships: [[""Birkbeck"", ""collaborated with"", ""The Brooke, Pakistan""],[""Birkbeck"",""interviewed"",""Dr. Muhammad Jawad Khan""],[""Birkbeck"",""interviewed"",""Dr. Sanjib Bhakta""],[""Birkbeck"",""collaborated with"",""Institute of Structural and Molecular Biology, Birkbeck, University of London and UCL""],[""Birkbeck"",""collaborated with"",""World Health Organisation""]]",Birkbeck,2015,10
