text,source_team,year,chunk
"[]
There are no relationships mentioned in the text.",Central_Calgary,2015,0
[],UCLA,2015,1
[],UCL,2015,2
"relationships: [[""ATOMS-Turkiye"", ""participated in iGEM competition"", ""other iGEM teams""]]",ATOMS-Turkiye,2015,3
"relationships: [[""Slovenia_HS"", ""collaborated"", ""iGEM teams""],[""Slovenia_HS"",""received support from"",""iGEM teams""],[""Slovenia_HS"",""transformed cells with"",""iGEM teams""],[""Slovenia_HS"",""performed SDS-page with"",""iGEM teams""],[""Slovenia_HS"",""performed colony PCR and AGE of"",""iGEM teams""],[""Slovenia_HS"",""set restriction and AGE of"",""iGEM teams""],[""Slovenia_HS"",""isolated samples from the gel and ligated them with"",""iGEM teams""]]",Slovenia_HS,2015,4
"relationships: [[""Heidelberg"", ""collaborated"", ""Paige2011""],[""Heidelberg"",""reproduced data of"",""Kellenberger et al.""],[""Heidelberg"",""analyzed properties of"",""ATP Aptamer Spinach2 constructs""],[""Heidelberg"",""applied"",""ATP AptamerJWAS1 for further studies""]]",Heidelberg,2015,5
"relationships: [[""SZU China"", ""collaborated"", ""Nankai""], [""SZU China"", ""collaborated"", ""LZU-China""]]",SZU_China,2015,6
relationships: [],ETH_Zurich,2015,7
"relationships: [[""UMass-Dartmouth"", ""participated in iGEM"", ""other iGEM teams""],[""UMass-Dartmouth"", ""collaborated with"", ""researchers working with H. pylori""],[""UMass-Dartmouth"", ""fundraised for"", ""2015 iGEM team""],[""UMass-Dartmouth"", ""established Synthetic Biology Club with"", ""university""],[""UMass-Dartmouth"", ""guided the project as a grad-student/advisor for"", ""2015 iGEM team""],[""UMass-Dartmouth"", ""represented Janji, a running apparel start-up"", ""Janji""],[""UMass-Dartmouth"", ""has an Assistant Professor of Bioengineering"", ""Christopher Brigham""]]",UMass-Dartmouth,2015,8
"relationships: [[""CU Boulder"", ""collaborated"", ""CU Boulder""],[""CU Boulder"",""advised by"",""Robin Dowell""],[""CU Boulder"",""advised by"",""Marcelo Bassalo""],[""CU Boulder"",""advised by"",""Michael Brasino""]]",CU_Boulder,2015,9
[],Central_Calgary,2015,10
"relationships: [[""BIOSINT Mexico"", ""collaborated"", ""UT-Austin/UCSF iGEM team""],[""UT-Austin/UCSF iGEM team"",""developed"",""Coliroid""],[""Coliroid"",""based on"",""bacterial photography""],[""Coliroid"",""combines"",""E.coli and Polaroid""],[""Coliroid"",""consists of"",""synthetic sensor and color generator""],[""University of Texas"",""designed"",""bacterial system""]]",BIOSINT_Mexico,2015,11
"relationships: [[""UiOslo_Norway"", ""collaborated with"", ""Müller team""],[""UiOslo_Norway"",""collaborated with"",""Krog team""],[""UiOslo_Norway"",""collaborated with"",""Ochsner team""]]",UiOslo_Norway,2015,12
[],UCL,2015,13
[],Cambridge-JIC,2015,14
