text,source_team,year,chunk
"relationships: [[""XJTLU-CHINA"", ""collaboration with"", ""NYU-Shanghai""], [""XJTLU-CHINA"", ""collaboration with"", ""BIT-China""]]",XJTLU-CHINA,2015,0
[],Toronto,2015,1
[],SCUT-China,2015,2
[],Georgia_State,2015,3
[],SJTU-BioX-Shanghai,2015,4
[],ETH_Zurich,2015,5
relationships: [],Brasil-USP,2015,6
"[]
There are no relationships mentioned in the text.",UCSF,2015,7
"relationships: [[""ITB_INDONESIA"", ""participated in"", ""iGEM competition""], [""ITB_INDONESIA"", ""collaborated with"", ""iGEM_Indonesia Team""], [""ITB_INDONESIA"", ""received support from"", ""colleagues and company's website""], [""ITB_INDONESIA"", ""sent proposal to"", ""listed company""], [""ITB_INDONESIA"", ""contacted company for proposal confirmation"", ""phone or email""], [""ITB_INDONESIA"", ""raised funds by selling"", ""beverages, flowers, lunch, iGEM_Indonesia T-shirt""], [""ITB_INDONESIA"", ""responsible for laboratory preparation"", ""accommodate laboratory supply, provide competent E. coli cells""], [""ITB_INDONESIA"", ""assembled reporter module and transformed to E. coli cells""], [""ITB_INDONESIA"", ""worked with modelling division to redesign module""], [""ITB_INDONESIA"", ""dealt with unstable economic condition""], [""ITB_INDONESIA"", ""designed and sold iGEM_Indonesia T-shirt""], [""ITB_INDONESIA"", ""initiated and held Seminar and Meet Up iGEM 2015 All Indonesia Team""], [""ITB_INDONESIA"", ""shared iGEM project with participants""], [""ITB_INDONESIA"", ""had an unforgettable experience in iGEM competition""]]",ITB_INDONESIA,2015,8
"relationships: [[""Stanford-Brown"", ""collaborated"", ""Arizona State University""]]",Stanford-Brown,2015,9
[],UCLA,2015,10
[],Bielefeld-CeBiTec,2015,11
